tea cups and saucers and 78
the able and eminent men 48
the acid and alcohol are 156
the acid was diluted with 52
the acts and thoughts and 56
the acts are carried out 108
the acts that produce them 60
the aegean and adriatic seas 478
the aegean and marmara seas 49
the aegean and western asia 136
the aged and federal aid 57
the aged and persons with 62
the ages had painted and 46
the ages that precede this 58
the ages that uttered them 59
the aims and desires that 43
the aims and motives that 43
the aims and objects and 217
the aims and objects are 67
the aims and objects for 209
the aims and objects set 61
the aims and objects that 65
the aims and objects with 60
the aims and targets set 175
the alps are covered with 102
the amir had brought with 57
the anal and genital area 55
the angel had touched his 48
the angel who visited him 68
the anger and anxiety that 139
the anger and despair that 312
the anger and disgust that 122
the anger and jealousy that 110
the anger and outrage that 162
the anger and sadness that 144
the anger and violence that 300
the anger had drained out 74
the angry and excited way 41
the angry ape endowed with 45
the ants and beetles and 58
the ants and beetles ran 44
the apes and monkeys are 97
the apes and monkeys that 100
the apex and anterior and 74
the apex and covered with 69
the apse are covered with 53
the arab and lombard are 40
the arab oil boycott and 196
the arab oil boycott was 46
the arab oil embargo and 1762
the arab oil embargo had 205
the arab oil embargo hit 70
the arab oil embargo that 458
the arab oil embargo was 411
the arch are adorned with 42
the arch are covered with 62
the arch was covered with 98
the arcs are labeled with 84
the areas and volumes for 53
the areas are covered with 49
the areas not covered with 67
the areas now covered with 48
the areas that concern you 48
the areas they inhabit are 43
the arms and brought her 55
the arms and brought him 55
the arms and carried her 86
the arms and carried him 127
the arms and dragged her 418
the arms and dragged him 1023
the arms and dragged them 71
the arms and forearms and 44
the arms and forearms are 44
the arms and hoisted her 53
the arms and hoisted him 103
the arms and hustled him 58
the arms and lowered him 40
the arms and marched him 85
the arms and whipped and 98
the arms are covered with 389
the arms are crossed and 46
the arms are lowered and 54
the arms are relaxed and 61
the arms are shorter than 43
the arms swing forward and 82
the arms that circled her 46
the arms that clasped her 44
the army air service and 243
the army air service for 43
the army air service had 84
the army air service was 135
the army and applied for 44
the army and carried out 65
the army and improving its 47
the army and marines had 52
the army and ordered him 58
the army and ordered them 43
the army and prepare for 53
the army and preparing for 52
the army and provide for 87
the army and providing for 41
the army and resumed his 69
the army and studied law 48
the army and withdraw her 66
the army for research and 148
the army had arrived and 45
the army had brought him 90
the army had brought with 159
the army had carried out 97
the army had decided that 242
the army had marched off 51
the army had marched out 156
the army had retired and 90
the army map service and 151
the army map service for 43
the army may entitle them 46
the army that carried out 50
the army that invades her 66
the army that invests this 58
the army that opposed him 42
the army war college and 1188
the army war college for 124
the army war college had 131
the army war college has 60
the army war college that 126
the army war college was 295
the army was against him 97
the army was carried out 299
the army was charged with 188
the army was covered with 62
the army was defeated and 196
the army was delayed for 44
the army was divided and 91
the army was greeted with 46
the army was ordered out 136
the army was preparing for 305
the army was reduced and 66
the army was riddled with 45
the army was stronger than 64
the army was suffering for 40
the army was trained and 42
the arts and artists and 51
the arts and artists that 42
the arts and culture and 212
the arts and culture are 146
the arts and culture can 42
the arts and culture for 43
the arts and culture that 108
the arts and culture was 43
the arts and devices that 119
the arts and language and 63
the arts and letters and 370
the arts and letters are 58
the arts and letters had 52
the arts and letters that 125
the arts and letters was 129
the arts and religion are 61
the arts and science and 263
the arts that beautify and 216
the arts that require them 46
the asian and african and 44
the asian and pacific area 299
the asian and pacific rim 46
the aunt who brought her 63
the aunt who brought him 65
the avow and promise that 79
the awning was erected near 43
the axes are labeled with 57
the axiom that everything that 44
the axis with germany and 41
the ayes two hundred and 98
the babe that climbed her 74
the baby and brought her 106
the baby and brought him 85
the baby and carried her 99
the baby and carried him 152
the baby and cradled him 50
the baby and cuddled her 43
the baby and herself and 48
the baby and kathleen are 153
the baby and wrapped her 66
the baby and wrapped him 90
the baby for adoption and 100
the baby had arrived and 100
the baby has arrived and 52
the baby has drowned one 45
the baby she carried all 53
the baby she carried was 169
the baby was covered with 58
the back and abdomen and 121
the back and abdomen are 184
the back and abdomen may 68
the back and assured him 97
the back and brought him 63
the back and brought out 129
the back and corners are 50
the back and covered with 135
the back and dragged him 47
the back and forehead and 82
the back and greeted him 107
the back and invited him 76
the back and knocked him 309
the back and laughed and 49
the back and motioned for 51
the back and offered her 50
the back and offered him 83
the back and pointed out 44
the back and praised him 42
the back and secured with 59
the back and steered him 43
the back and stomach and 45
the back and trimmed with 60
the back and watched him 61
the back are covered with 101
the back are stronger than 50
the back being covered with 124
the back seat between her 49
the back seat between them 50
the back seat between two 207
the back seat covered with 52
the back she stopped and 68
the back was covered with 307
the back was mounted and 57
the bags and carried them 135
the bags are removed and 47
the bait was guarded with 41
the ball and position for 91
the ball had bounced off 97
the ball had entered and 62
the ball had entered his 224
the ball had pierced his 79
the ball lay between them 40
the ball two hundred and 51
the ball was covered with 42
the ball was dropped and 54
