tax credit gift tax due 48
tax levied upon them for 41
tax levied upon them was 44
team should have its own 118
team through thick and thin 83
tear rolled down his eye 63
tear rolled from her eye 81
tear rolled from his eye 251
tear rushed into his eye 157
ten inches deep and six 56
ten inches high and six 65
ten inches high and two 43
ten inches tall and had 95
ten inches tall and was 57
ten inches wide and one 100
ten inches wide and six 80
ten inches wide and ten 57
ten inches wide and two 112
ten million tons per year 143
ten million years ago and 139
ten million years old and 40
ten pounds from his own 90
ten pounds more than his 41
ten pounds more than she 50
ten pounds more than you 66
ten square feet for each 76
than already felt they can 42
than amongst those who are 117
than amongst those who had 42
than another when both are 106
than anyone else and are 163
than anyone else and can 182
than anyone else and did 56
than anyone else and for 41
than anyone else and had 226
than anyone else and has 152
than anyone else and his 100
than anyone else and she 106
than anyone else and that 1594
than anyone else and then 54
than anyone else and they 194
than anyone else and thus 66
than anyone else and was 374
than anyone else and who 269
than anyone else and with 86
than anyone else and yet 78
than anyone else and you 127
than anyone else but that 106
than anyone else can say 40
than anyone else did and 65
than anyone else does and 136
than anyone else does not 45
than anyone else for his 75
than anyone else for that 43
than anyone else for this 112
than anyone else had yet 74
than anyone else has yet 116
than anyone else his age 84
than anyone else she had 595
than anyone else she has 54
than anyone else that day 48
than anyone else that his 130
than anyone else that she 88
than anyone else that they 139
than anyone else that this 131
than anyone else that you 114
than anyone else they are 50
than anyone else they had 52
than anyone else was doing 42
than anyone else who did 54
than anyone else who had 485
than anyone else who has 715
than anyone else who was 427
than anyone else with his 69
than anyone else you can 73
than anyone other than his 43
than blamed even for his 52
than doctor grim who can 47
than double what they are 150
than double what they had 409
than eighty years ago and 80
than eighty years ago that 198
than eighty years old and 257
than eleven mile with you 89
than eleven years old and 74
than england ever yet saw 77
than enough food for all 147
than enough food for its 136
than enough land for all 61
than enough room for all 210
than enough room for both 95
than enough room for her 66
than enough room for him 45
than enough room for them 54
than enough room for two 84
than enough room for you 92
than enough time for all 64
than enough time for any 49
than enough time for her 97
than enough time for him 186
than enough time for his 59
than enough time for that 63
than enough time for them 92
than enough time for this 48
than enough time for you 109
than enough work for all 233
than enough work for both 75
than enough work for one 142
than enough work for them 76
than enough work for two 51
than larger ones and that 41
than little rock who can 99
than myself have not had 48
than ninety days and for 64
than ninety days and not 113
than ninety years old and 109
than normal when they are 58
than pleased when they are 82
than simply saying that they 42
than someone else does not 47
than someone else who does 43
than someone else who has 145
than someone else who was 41
than spending time with her 111
than spending time with him 50
than spending time with his 104
than spending time with them 82
than spending time with you 57
than through those that are 65
than through what they say 57
than toward those who are 102
than turpin made his dying 49
than twelve feet long and 109
than twelve years ago and 83
than twelve years ago that 41
than twelve years old and 253
than twenty days and not 163
than twenty feet long and 254
than twenty years ago and 1259
than twenty years ago are 104
than twenty years ago but 99
than twenty years ago for 135
than twenty years ago had 72
than twenty years ago has 82
than twenty years ago now 190
than twenty years ago one 53
than twenty years ago she 73
than twenty years ago sir 42
than twenty years ago that 1808
than twenty years ago they 87
than twenty years ago this 121
than twenty years ago was 295
than twenty years ago with 236
than twenty years and are 69
than twenty years and for 47
than twenty years and had 557
than twenty years and has 463
than twenty years and his 77
than twenty years and not 61
than twenty years and now 98
than twenty years and she 73
than twenty years and that 252
than twenty years and then 89
than twenty years and they 44
than twenty years and was 553
than twenty years and who 142
than twenty years and with 44
than twenty years and yet 48
than twenty years does not 48
than twenty years for his 45
than twenty years for its 54
than twenty years for this 41
than twenty years had not 67
than twenty years had now 59
than twenty years has had 59
than twenty years has not 51
than twenty years now and 86
than twenty years old and 725
than twenty years old are 72
than twenty years old but 68
than twenty years old that 56
than twenty years she had 366
than twenty years she has 206
than twenty years she was 132
than twenty years than that 73
than twenty years that had 40
than twenty years they had 212
than twenty years with his 51
than younger ones and that 105
that accept more than one 46
that access more than one 44
that accrue from its use 52
that acetic acid does not 186
that affect land use and 67
that affect more than one 4712
that affect their own and 45
that affect those who are 58
that affect what and how 145
that affect what you can 48
that affect when and how 50
that africa will one day 66
that agrees well with that 171
that allows more than one 767
that allows more than two 56
that allows those who are 69
that almost cost her her 112
that almost cost him his 1668
that almost made her cry 177
that almost made him cry 240
that almost nothing was being 44
that almost threw him off 123
that already more than one 65
that always good for one 103
that always made her cry 61
that always made him cry 95
that always meant she was 107
that always went with them 43
that amazed those who had 64
that amongst other things they 134
that amongst those who are 214
that amongst those who had 244
that amount from his own 68
that angelic wife who had 42
that animal food was not 298
that animal life can not 129
that another body can not 137
that another debt was due 55
that another great war was 80
that another hand than his 42
that another name for this 75
that another tree was not 117
that another user can log 60
that another user can not 75
that another young man had 66
that another young man was 65
that anxious hold she has 46
that anyone else can see 115
that anyone else had any 48
that anyone else has had 48
that anyone else was doing 41
that anyone else was going 50
that anyone else was near 49
that anyone else who had 62
that anyone else who has 114
that anyone else who was 42
that anyone knew was that 177
that anyone other than god 61
that anyone other than his 44
that anyone other than you 111
that anyone will say that 40
that appears when you are 408
that appears when you log 97
that appears when you run 189
that appears when you try 293
that appears when you use 571
that ardent love for him 117
that argued well for his 440
that arises from all this 164
that arises from his own 107
that arises from its being 87
that arises from its own 67
that arises from not being 51
that arises from our own 104
that arises from this way 59
that arises when one does 40
that arises when one has 48
that arises when they are 92
that arises when you are 77
that armies have ere now 46
that arouse pity and fear 151
that arrive from asia and 45
that augurs well for his 52
that augurs well for its 74
that augurs well for our 40
that august body than any 59
that august body was not 89
that august body was then 61
that awaits those who are 205
that barely more than one 46
that became clear was that 434
that befall those who are 93
that befell those who had 56
that before adam and eve 41
that before leaving they had 58
that before their death they 99
that before there was any 988
that before very long all 121
that before very long his 98
that before very long she 281
that before very long they 640
that before very long this 108
that before very long you 234
that before your death you 45
that begins here and now 73
that behave like this are 109
that belongs unto them that 236
that better care was not 42
that better days may yet 58
that better fare was not 160
that blacks were not and 92
that blacks were not being 111
that blacks were not fit 45
that blacks were not yet 45
that bounds along with its 62
that boyish look and his 53
that breaker grip and fling 42
that bridge when she got 49
that bridge when you get 105
that bright soft sky and 76
that buyers must pay for 46
that buyers will pay for 62
that called forth all his 220
that called into being all 50
that cannon tore his head 59
that cathode rays are not 90
that caught their eye was 153
that causal laws are not 70
that causal laws can not 143
that caused adam and eve 215
that caused more than one 402
that cession will one day 50
that chance will not bring 61
that charming look that they 75
that choice ally that had 62
that choice among them was 63
that christ came for all 96
that christ died and that 90
that christ died and was 195
that christ died for all 12835
that christ died for any 152
that christ died for each 117
that christ died for her 75
that christ died for him 2870
that christ died for his 534
that christ died for man 163
that christ died for men 322
that christ died for our 21272
that christ died for sin 149
that christ died for that 40
that christ died for thee 3878
that christ died for them 2850
that christ died for this 133
that christ died for you 1356
that christ died not for 492
that christ dyed for all 47
that christ made all things 121
that christ said and did 160
that christ sent him not 373
that christ took with him 43
that christ will one day 420
that church till his death 54
that cicero only did for 140
that claims there are two 55
that clearly said she was 57
that clearly told him that 91
that closed over his head 92
that common eyes can not 211
that conceal more than they 280
that convey more than one 53
that cosmic rays are not 144
that counts more than any 55
that counts when you are 47
that courts have not yet 41
that courts will not aid 57
that covers more than one 1429
that covers more than two 157
that crossing over does not 254
that curled over his ears 63
that cursed well with our 40
that damned ship that you 45
that dangled from her ears 231
that dangled from his head 44
that dangled over his head 89
that define what they are 83
that define when and how 49
that denote more than one 75
that depend upon and are 51
that depend upon them for 176
that derive from and are 182
that derive from his own 219
that derive from its own 47
that derive from our own 133
that derive from them and 127
that derive from them are 260
that differ from and are 40
that differ from her own 92
that differ from his own 621
that differ from how they 44
that differ from its own 109
that differ from our own 1208
that differ from them and 48
that differ from this one 63
that divine love can not 204
that doctor back did not 60
that drafts upon him had 42
that drinking more than two 131
that dryden will owe his 40
that dwells upon any one 60
that dwells upon him with 43
that edward left him his 60
that effect upon any one 42
that effort will pay off 102
that elysian food was yet 60
that emerge from all this 46
that emerge from and are 107
that emerge from our own 64
that emerge from them are 126
that emerge from this are 60
that emerge from this new 52
that emerge when they are 81
that employ more than one 381
that employ more than ten 60
that employ more than two 111
that endure only for one 85
that enduring peace can not 426
that england ever yet had 56
that england will not add 55
that england will one day 81
that enough time for you 261
that enough time had not 42
that enough time has not 136
that ensued upon his death 196
that ensues when they are 40
that entering into him can 646
that enters into this idea 47
that entire love for him 174
that equity will not act 70
that equity will not aid 340
that escape from them was 185
that europe will not buy 56
that events were not going 63
that except when they are 44
that existing laws are not 59
that existing laws did not 174
that exists among them and 40
that exists from its own 92
that exists here and now 179
that exists only for its 67
that exists when they are 70
that exists when you are 83
that exists when you sit 44
that expand when they are 40
that extend from one end 102
that extent when she was 87
that family life can not 51
that family life does not 175
that family life was being 48
that family life was not 138
that family living was one 40
that family size was not 62
that family ties are not 82
that fashion fair was going 69
that favors those who are 45
that feature more than one 99
that feeble body with that 95
that fielding knew her and 73
that finite beings can not 174
that flowed from her pen 134
that flowed from his head 95
that flowed from his own 66
that flowed from his pen 1220
that flowed from this man 47
that flowed into and out 254
that follow birth are not 87
that follow from his own 60
that follow from them and 56
that follow from them are 243
that follow from this are 134
that follow show how this 51
that follow show that this 49
that follow show you how 282
that follow tell you how 63
that follow will ask you 43
that follow will deal with 291
that follow will lead you 45
that foster care was not 55
that france will one day 47
that future ages may not 94
that future ages may see 43
that genghis khan and his 146
that govern life and death 70
that govern their use and 51
that govern their use are 42
that govern what can and 55
that govern what you can 66
that govern when and how 146
that grates were not then 62
that greater care was not 40
that handle more than one 164
that hannah more and her 42
that happen when they are 107
that happen when you are 126
that happen when you get 107
that hardly means that they 54
that hardly more than one 418
that height when one had 56
that helena came that way 102
that helena gave her son 111
that helped make him one 58
that higher tone does not 50
that hollow hill with one 74
that honest work was not 153
that humans have not yet 171
that images were then set 68
that import more than they 101
that indeed having him was 67
that indeed there was not 62
that indians were not far 235
that indians were not fit 317
that indians were not yet 206
that infant lips can try 98
that innate ideas can not 58
that insane sale and saw 47
that inward peace and joy 51
that issued from his own 54
that issued from his pen 520
that issued from them was 106
that joseph smith and his 171
that joseph smith did not 280
that joseph smith was not 435
that joshua knew not they 42
that jumped into his head 61
that kansas city was not 40
that killed more than one 248
that killed more than two 198
that killed three men and 50
that knight knew all this 53
that lactic acid can not 42
that lactic acid does not 173
that lasted less than one 263
that lasted less than six 216
that lasted less than ten 193
that lasted less than two 677
that lasted more than one 486
that lasted more than six 404
that lasted more than ten 373
that lasted more than two 1969
that lasted only one day 169
that lasted only one year 249
that lasted till his death 475
that lawyer gore was not 46
that learned body was that 77
that limits what you can 104
that little boat and its 104
that little book and its 91
that little boys are not 110
that little boys can not 62
that little chap can not 95
that little else than death 52
that little game that was 60
that little girl and her 382
that little girl and that 47
that little girl did not 71
that little girl does not 48
that little girl that was 117
that little girl was not 53
that little girl who had 348
that little girl who has 51
that little girl who was 673
that little girl with her 479
that little isle had wings 54
that little less than one 107
that little loan you let 61
that little more than her 130
that little more than his 156
that little more than its 144
that little more than lip 132
that little more than one 1396
that little more than six 44
that little more than ten 73
that little more than two 612
that little rest they had 47
that little room with its 154
that little time that she 96
that little work was being 129
that looked down and saw 47
that looked great with her 41
that looked into his own 113
that looked like her and 52
that looked like his own 131
that looked like old men 43
that looked like she had 389
that looked like she was 483
that looked like that and 41
that looked like they did 98
that looked like they had 3994
that looked like they was 109
that looked like this one 307
that looked much too big 53
that looked upon him with 83
that looked very old and 45
that lovely blue all day 69
that lovely blue sky that 150
that lovely clear big one 62
that lovely lady how can 78
that lovers were now and 69
that manual work was not 46
that market timing does not 123
that marrying more than one 94
that master tara singh and 63
that master tara singh had 93
that master tara singh was 54
that master whom god hath 58
that matter into her own 40
that matter into his own 58
that matter into our own 50
that matter make its own 56
that matter more than one 105
that matter most are not 177
that matter once and for 59
that matter once for all 85
that matter there was not 58
that matter what had she 47
that matter when you are 114
that measure more than one 357
that measure what they are 65
that melted away all his 64
that mental health can not 151
that mental health does not 57
that mental life can not 96
that merely means that they 133
that merely means that you 85
that mexico city was not 53
that mighty heart was lying 127
that modern life does not 99
that modern wars are not 41
that modern wars are won 42
that moment along with him 44
that moment made his way 68
that moment making his way 49
that moment more than any 101
that moment more than she 90
that moment peace was won 41
that moment some idea may 40
that moment their man was 58
that moment there did not 40
that moment there had not 69
that moment there was not 579
that moment there was one 62
that moment till his death 107
that moment what she had 49
that moment what was going 64
that moment when his own 46
that moment when she and 63
that moment when she had 778
that moment when she saw 118
that moment when she was 327
that moment when they are 176
that moment when they can 56
that moment when they had 211
that moment when you are 229
that moment when you can 108
that moment will not say 41
that mortal eyes can not 134
that mortal mind can not 170
that motive from any one 66
that murder will out and 112
that nature here does not 58
that nature here led him 40
that nature made them men 42
that nature uses them for 52
that nature will not bear 79
that needed more than one 76
that needed saying did not 96
that negroes have not yet 82
that negroes were not being 94
that neither adam nor eve 75
that neither angel nor man 49
that neither beast nor man 105
that neither birth nor death 91
that neither cold nor heat 41
that neither eyes nor ears 40
that neither gods nor men 307
that neither good nor bad 366
that neither have them nor 46
that neither high nor low 133
that neither hope nor fear 156
that neither jack nor his 47
that neither john nor any 77
that neither john nor his 119
that neither kant nor his 40
that neither life nor death 2296
that neither mary nor her 112
that neither paul nor any 138
that neither paul nor his 48
that neither pope nor any 46
that neither race nor sex 43
that neither rain nor dew 106
that neither side can win 238
that neither side had any 585
that neither side had won 77
that neither side had yet 46
that neither side has any 239
that neither side has had 91
that neither side has yet 91
that neither side was going 138
that neither these nor any 746
that neither those who are 235
that neither time nor death 65
that neither voting for nor 57
that neither young nor old 210
that neither your eye nor 100
that neither youth nor age 50
that neither youth nor old 41
that nitric acid does not 121
that nobody else but you 139
that nobody else can get 344
that nobody else can hear 238
that nobody else can read 48
that nobody else can see 580
that nobody else can use 183
that nobody else had any 198
that nobody else has any 360
that nobody else has got 206
that nobody else has had 55
that nobody else has yet 51
that nobody else was doing 298
that nobody else was going 420
that nobody ever saw her 50
that nobody ever saw him 230
that nobody ever saw them 40
that nobody ever yet saw 218
that nobody knew how far 91
that nobody knew how long 108
that nobody knew that they 48
that nobody knew who had 103
that nobody knew who they 40
that nobody knew who was 154
that nobody will buy his 107
that nobody will buy them 40
that nobody will die and 422
that nobody will read them 46
that nobody will see him 196
that nobody will see you 43
that normal life does not 186
that number five does not 53
that number more than one 43
that number sick all that 44
that occupy less than one 44
that occupy more than one 431
that occurs more than one 139
that occurs when one has 72
that occurs when they are 536
that occurs when you are 374
that occurs when you get 67
that occurs when you try 129
that occurs when you use 117
that offers more than one 325
that office till his death 988
that orders were not being 81
that orders were out for 59
that partial laws may not 120
that passed over her head 136
that passed over his head 269
