ten to forty pounds apiece 62
than as daily office attire 72
than at first glance appears 123
than at first seemed likely 550
than at first thought appears 43
than at lower income levels 103
than do lower income groups 62
than he could obtain through 42
than in growing barren timber 140
than it could escape through 58
than it could obtain through 50
than it might justly assume 69
than the basic building blocks 41
than the black priest mounts 42
than the bride peeped through 115
than the earned income credit 93
than the first person plural 119
than the first person singular 162
than the human visual system 60
than the local public school 88
than the lower income groups 337
than the median annual income 62
than the median family income 829
than the plain carbon steels 139
than the right bundle branch 133
than the right owners should 77
than the route around africa 66
than the slave called bonnie 55
than the stock market itself 41
than the total annual budget 65
than the total annual income 161
than the total dollar amount 80
than the total number killed 74
than the total united states 118
than the upper income groups 80
than the white collar worker 47
than the whole german empire 52
than the whole united states 1072
than the world market prices 294
than the world should finish 56
than to civil damage actions 43
than to raise another million 109
than we would permit scenes 43
that an actor should always 48
that an adult family member 58
that an armed vessel should 51
that an author should always 53
that an elder brother should 43
that an equal amount should 238
that an equal number should 89
that an indian member should 44
that an older family member 44
that an older person should 135
that an ounce weight should 44
that as blood passes through 106
that as people become better 57
that as people become richer 43
that at every street corner 145
that at first glance appears 1336
that at first glance looked 502
that at first glance seemed 1108
that at first seemed almost 87
that at first seemed strange 359
that at first sounds absurd 42
that at lower income levels 112
that at times became almost 113
that at times seemed almost 336
that by which newton proved 141
that by which something exists 121
that he acted without intent 775
that he acted without malice 106
that he acted without orders 41
that he again passed through 43
that he alone should decide 76
that he alone should suffer 52
that he began drinking heavily 46
that he cared little whether 183
that he could accept neither 63
that he could accept without 49
that he could afford better 45
that he could afford neither 80
that he could almost always 110
that he could almost forget 51
that he could always depend 185
that he could always escape 45
that he could always manage 43
that he could always obtain 53
that he could always return 145
that he could always switch 45
that he could assume without 43
that he could attend school 137
that he could barely afford 102
that he could barely endure 58
that he could barely finish 53
that he could barely follow 40
that he could barely hobble 46
that he could barely manage 157
that he could barely muster 43
that he could barely recall 52
that he could become another 44
that he could become better 56
that he could become famous 84
that he could become richer 48
that he could become something 41
that he could better afford 105
that he could better defend 73
that he could borrow better 43
that he could choose whether 67
that he could commit murder 80
that he could decide whether 292
that he could effect little 47
that he could endure without 81
that he could escape through 104
that he could escape unseen 68
that he could escape without 41
that he could expect abject 102
that he could expect little 1284
that he could expect neither 181
that he could expect something 43
that he could follow through 51
that he could govern better 41
that he could govern without 68
that he could handle stalin 195
that he could hardly accept 40
that he could hardly afford 268
that he could hardly answer 213
that he could hardly arrive 55
that he could hardly attend 45
that he could hardly conceal 116
that he could hardly credit 382
that he could hardly endure 391
that he could hardly escape 119
that he could hardly expect 613
that he could hardly finish 136
that he could hardly follow 90
that he could hardly forbear 82
that he could hardly glance 107
that he could hardly handle 47
that he could hardly hobble 119
that he could hardly ignore 47
that he could hardly listen 141
that he could hardly manage 214
that he could hardly muster 55
that he could hardly realize 180
that he could hardly recall 87
that he could hardly refuse 249
that he could hardly reload 56
that he could hardly remain 81
that he could hardly resist 129
that he could hardly retain 69
that he could listen better 45
that he could loiter behind 82
that he could manage better 43
that he could manage without 331
that he could muster enough 56
that he could neither accept 123
that he could neither afford 73
that he could neither defend 44
that he could neither define 64
that he could neither escape 183
that he could neither ignore 42
that he could neither remain 79
that he could neither remove 45
that he could neither resist 46
that he could obtain access 41
that he could obtain another 44
that he could obtain better 240
that he could obtain credit 51
that he could obtain little 50
that he could obtain neither 245
that he could obtain relief 47
that he could pretty clearly 117
that he could readily obtain 45
that he could remain silent 451
that he could render better 161
that he could render greater 86
that he could return safely 62
that he could return without 87
that he could safely assume 56
that he could safely corner 50
that he could safely depend 40
that he could safely ignore 146
that he could safely regard 52
that he could safely return 174
that he could scarce attend 42
that he could scarce endure 53
that he could scarce forbear 338
that he could secure better 326
that he could secure enough 44
that he could seldom resist 58
that he could subdue passion 75
that he could travel abroad 45
that he could travel around 188
that he could travel faster 56
that he could travel freely 45
that he could travel through 255
that he could travel without 48
that he drops always farther 53
that he feels secure enough 98
that he first became famous 80
that he gives little thought 67
that he knows english better 81
that he loved ophelia better 95
that he loves another better 56
that he makes little effort 40
that he might afford relief 41
that he might always depend 104
that he might always remain 59
that he might arrive before 80
that he might attend school 72
that he might become another 124
that he might become better 334
that he might become famous 57
that he might become insane 51
that he might become learned 46
that he might become master 169
that he might become something 44
that he might become violent 128
that he might better attend 341
that he might better direct 121
that he might better listen 42
that he might better pursue 55
that he might choose whether 44
that he might decide whether 174
that he might deeply commit 41
that he might effect something 74
that he might escape through 44
that he might farther secure 60
that he might follow christ 80
that he might govern flushing 42
that he might indeed escape 50
that he might listen without 99
that he might obtain access 70
that he might obtain pardon 63
that he might obtain relief 57
that he might pursue without 47
that he might remain behind 65
that he might remain master 48
that he might return safely 73
that he might return without 78
that he might safely employ 78
that he might safely harass 69
that he might safely return 153
that he might salute philip 44
that he might sooner compel 82
that he might strike terror 50
that he might suffer should 118
that he might thereby become 98
that he might thereby escape 42
that he might thereby obtain 115
that he might thereby render 40
that he might thereby secure 157
that he might thereby strike 50
that he might therein suffer 55
that he never dunned nobody 55
that he never killed anyone 117
that he never looked better 46
that he never needed another 41
that he never needed pressing 41
that he never needed repose 43
that he never passed through 110
that he never rubbed elbows 46
that he never should forget 121
that he never should return 93
that he never wanted anyone 65
