tap of her knife against 61
tax if this period expires 49
tax on all goods brought 43
team he was putting together 42
team of men working together 56
tear of his fixed capital 155
than an old faced ancient 131
than at any period between 54
than at any period previous 41
than at any point between 85
than at his first election 46
than he can allow himself 41
than he did about himself 161
than he does about certain 53
than he does about himself 91
than he had dared imagine 64
than he had first appeared 128
than he had first assumed 173
than he had first planned 57
than he had first realized 124
than he had found himself 143
than he had given himself 90
than he had known existed 64
than he had known himself 91
than he had shewn himself 47
than he had shown himself 535
than he had shown hitherto 53
than he had shown towards 116
than he had taken himself 45
than he has found himself 126
than he has given himself 73
than he has often fainted 249
than he has shown himself 146
than he that forms himself 52
than he was about himself 181
than he who knows everything 47
than he who makes himself 55
than he who thinks himself 48
than if her first surmise 158
than if his money profits 69
than if they never existed 40
than if they still resided 278
than in all italy besides 51
than in all theirs together 110
than in any known species 67
than in any later society 45
than in any period preceding 46
than in his first attempt 51
than in his short stories 116
than in his sober moments 49
than in his whole previous 43
than in its grand national 67
than in its usual position 50
than in old world monkeys 68
than in our first example 65
than in that which relates 195
than in thus setting matters 45
than it does today because 73
than it had first appeared 492
than it may appear because 149
than it may sound because 40
than it was under previous 64
than it was under slavery 48
than of his large fortune 40
than of one whose thoughts 47
than of ten stout warriors 40
than on his first arrival 97
than on his first attempt 95
than on its outer surface 60
than on its upper surface 52
than on that first occasion 97
than on that greek epigram 62
than the dow jones average 145
than the eye could command 46
than the law which applies 42
than the law would require 65
than the map would suggest 45
than the mean spacing between 54
than the net working capital 129
than the new world monkeys 63
than the oak which resists 59
than the old world monkeys 128
than the one above alluded 52
than the one above because 83
than the one waged against 48
than the one which appeared 82
than the one which applies 63
than the one which asserts 96
than the one which assumes 68
than the one which brought 177
than the one which emerged 53
than the one which existed 429
than the one which finally 45
than the one which follows 329
than the one which records 112
than the one which relates 48
than the one which remains 40
than the one which results 56
than the one whose parents 43
than the peak input voltage 84
than the two major parties 281
than the two state schemes 47
than the two which precede 81
than to any human society 48
than to bear false witness 40
than to pit reason against 58
than to use every product 52
than we can easily imagine 333
that an air force general 46
that an air force officer 74
that an oath taken according 144
that an oil price increase 71
that an old woman dressed 70
that as its chief purpose 40
that as one moves towards 44
that as our first parents 57
that as she could discern 55
that as she might perhaps 42
that at all times appeared 47
that at all times exactly 81
that at all times material 171
that at any given instant 2702
that at any given location 157
that at any point between 148
that at any point outside 41
that at his first arrival 44
that at this period heralds 89
that at this point certain 46
that by being faced steadily 53
that by our joint efforts 40
that by this cruel refusal 45
that by this power congress 93
that do not allow certain 41
that do not appear related 56
that do not appear together 78
that do not apply equally 200
that do not apply outside 98
that do not belong together 2678
that do not cause sedation 56
that do not cause visible 52
that do not change because 58
that do not change between 117
that do not change quickly 85
that do not change rapidly 152
that do not close tightly 115
that do not count against 105
that do not count towards 57
that do not easily conform 75
that do not exist anymore 361
that do not exist because 200
that do not exist between 188
that do not exist outside 490
that do not fully account 60
that do not fully address 41
that do not fully conform 82
that do not fully qualify 43
that do not fully reflect 236
that do not fully satisfy 89
that do not fully support 174
that do not fully utilize 132
that do not match exactly 119
that do not match pattern 49
that do not occur because 77
that do not occur between 40
that do not occur outside 113
that do not occur together 117
that do not quite conform 70
that do not quite deserve 42
that do not quite qualify 56
that do not quite satisfy 69
that do not really address 117
that do not really benefit 53
that do not really concern 177
that do not really deserve 41
that do not really explain 53
that do not really involve 62
that do not really provide 41
that do not really reflect 76
that do not really require 182
that do not really satisfy 66
that do not really support 63
that do not serve alcohol 79
that do not share similar 58
that do not sound natural 87
that do not stick together 98
that do not sully motives 46
that do not truly reflect 170
that he and chief justice 52
that he can adapt himself 233
that he can allow himself 241
that he can amuse himself 75
that he can apply himself 96
that he can avail himself 296
that he can change himself 116
that he can create everything 46
that he can dress himself 48
that he can drive himself 40
that he can easily imagine 51
that he can enjoy himself 96
that he can fully explain 64
that he can fully justify 42
that he can guard against 62
that he can never achieve 255
that he can never acquire 40
that he can never believe 76
that he can never consent 53
that he can never forgive 80
that he can never fulfill 40
that he can never possess 99
that he can never receive 130
that he can never recover 191
that he can never satisfy 75
that he can never succeed 129
that he can place himself 146
that he can prove himself 93
that he can raise himself 168
that he can reveal himself 82
that he can serve himself 102
that he can sleep soundly 43
that he can stand outside 57
that he can stand upright 65
that he can still control 191
that he can still perform 66
that he can train himself 47
that he can trust himself 120
that he can write history 54
that he can yield himself 66
that he did appear visibly 48
that he did first propose 56
that he did first whisper 58
that he did really believe 132
that he did still emitted 64
that he did truly believe 42
that he does really believe 58
that he had about decided 163
that he had about fifteen 141
that he had about himself 48
that he had acted according 532
that he had acted against 527
that he had acted because 247
that he had acted exactly 40
that he had acted hastily 322
that he had acted legally 65
that he had acted quickly 58
that he had acted rightly 617
that he had acted towards 101
that he had again brought 45
that he had again defeated 41
that he had again escaped 62
that he had again refused 40
that he had again visited 85
that he had ample grounds 78
that he had ample leisure 80
that he had anything against 974
that he had armed himself 341
that he had asked captain 40
that he had asked colonel 63
that he had asked congress 84
that he had asked general 326
that he had asked himself 486
that he had asked several 94
that he had begun several 58
that he had begun sounded 44
that he had borne himself 213
that he had borne witness 68
that he had bound himself 1113
that he had built between 49
that he had built himself 597
that he had built several 46
that he had burnt himself 71
that he had close contact 53
that he had close friends 40
that he had cured himself 321
that he had dined hastily 57
that he had drawn himself 98
that he had drawn together 52
that he had drunk himself 130
that he had earned himself 112
that he had eight hundred 131
that he had eight millions 55
that he had eight thousand 43
that he had either friends 91
that he had either written 94
that he had engine trouble 63
that he had every comfort 52
that he had every respect 82
that he had every sympathy 74
that he had fifty thousand 113
that he had filed against 60
that he had fired several 43
that he had first appeared 55
that he had first applied 77
that he had first arrived 47
that he had first brought 62
that he had first entered 134
that he had first noticed 273
that he had first offered 161
that he had first preached 43
that he had first realized 44
that he had first slipped 68
that he had first started 72
that he had first studied 55
that he had first visited 153
that he had first written 163
that he had fixed himself 86
that he had forty cannons 42
that he had forty thousand 154
that he had found arsenic 105
that he had found between 91
that he had found certain 114
that he had found comfort 46
that he had found everything 224
that he had found exactly 119
that he had found friends 66
that he had found general 89
that he had found helpful 54
that he had found himself 2685
that he had found islands 101
that he had found material 53
that he had found pleasure 52
that he had found religion 45
that he had found remains 69
that he had found several 292
that he had found shelter 54
that he had found similar 101
that he had found stanley 47
that he had found support 41
that he had freed himself 578
that he had fully decided 50
that he had fully grasped 205
that he had fully imbibed 46
that he had fully realized 71
that he had given captain 64
that he had given careful 174
that he had given certain 84
that he had given command 61
that he had given consent 55
that he had given everything 114
that he had given express 154
that he had given general 88
that he had given himself 2513
that he had given occasion 76
that he had given offense 93
that he had given pleasure 100
that he had given precise 73
that he had given several 65
that he had given shelter 111
that he had given tribute 128
that he had given written 49
that he had glass windows 104
that he had grown nervous 59
that he had grown stronger 113
that he had hanged himself 731
that he had heaped together 43
that he had hired himself 166
that he had hoped against 63
that he had known colonel 48
that he had known everything 53
that he had known exactly 134
that he had known general 178
that he had known himself 64
that he had known persons 96
that he had known several 360
that he had leaned against 85
that he had leanings towards 100
that he had lived fifteen 43
that he had lived several 112
that he had longer delayed 81
that he had mixed emotions 54
that he had mixed himself 76
that he had moved forward 89
that he had moved himself 41
that he had moved rapidly 40
that he had named himself 47
that he had nearly dropped 42
that he had nearly drowned 106
that he had nearly fainted 48
that he had never accused 143
that he had never admired 107
that he had never adopted 52
that he had never advised 117
that he had never allowed 743
that he had never alluded 73
that he had never altered 94
that he had never appeared 272
that he had never applied 249
that he had never arrived 101
that he had never aspired 145
that he had never assumed 124
that he had never behaved 51
that he had never belonged 424
that he had never bothered 472
that he had never brought 403
that he had never carried 331
that he had never chanced 59
that he had never charged 159
that he had never checked 61
that he had never claimed 387
that he had never climbed 69
that he had never counted 82
that he had never courted 48
that he had never crossed 251
that he had never decided 56
that he had never derived 47
that he had never desired 417
that he had never deviated 164
that he had never devoted 42
that he had never doubted 1178
that he had never dressed 40
that he had never enjoyed 1457
that he had never entered 843
that he had never evinced 40
that he had never existed 302
that he had never favored 297
that he had never flirted 57
that he had never gambled 44
that he had never glanced 49
that he had never granted 126
that he had never grasped 43
that he had never grieved 53
that he had never guessed 170
that he had never handled 310
that he had never heartily 47
that he had never himself 489
that he had never hitherto 652
that he had never infringed 78
that he had never injured 162
that he had never invited 145
that he had never knowingly 257
that he had never laughed 187
that he had never legally 50
that he had never managed 252
that he had never married 1150
that he had never meddled 146
that he had never mounted 93
that he had never noticed 2092
that he had never obliged 62
that he had never offered 322
that he had never opposed 267
that he had never ordered 238
that he had never painted 141
that he had never planned 162
that he had never plotted 67
that he had never preached 315
that he had never pursued 131
that he had never realized 814
that he had never refused 566
that he had never removed 100
that he had never repeated 57
that he had never replied 79
that he had never resided 64
that he had never revealed 244
that he had never rightly 93
that he had never seduced 44
that he had never settled 58
that he had never smelled 95
that he had never stained 89
that he had never started 181
that he had never stepped 58
that he had never stirred 69
that he had never stopped 587
that he had never strayed 47
that he had never studied 1973
that he had never swerved 124
that he had never touched 920
that he had never trusted 197
that he had never uttered 457
that he had never violated 186
that he had never visited 1827
that he had never watched 63
that he had never wavered 202
that he had never willingly 152
that he had never written 2963
that he had never yielded 120
that he had newly arranged 79
that he had often admired 60
that he had often advised 48
that he had often carried 79
that he had often desired 62
that he had often escaped 89
that he had often noticed 222
that he had often praised 41
that he had often preached 61
that he had often pressed 114
that he had often visited 185
that he had often watched 121
that he had often written 88
that he had quite decided 52
that he had quite enjoyed 52
that he had ranged himself 40
that he had rather counted 74
that he had really arrived 106
that he had really brought 86
that he had really decided 42
that he had really enjoyed 168
that he had really escaped 67
that he had really started 51
that he had really visited 53
that he had really written 165
that he had risen against 51
that he had saved antwerp 45
that he had saved colonel 46
that he had saved himself 448
that he had scant respect 52
that he had scant sympathy 47
that he had sealed several 48
that he had seated himself 261
that he had seven hundred 193
that he had seven thousand 104
that he had shewn himself 124
that he had shown himself 2058
that he had shown sympathy 46
that he had shown towards 105
that he had shown weakness 53
that he had since appeared 62
that he had since refused 93
that he had sixty thousand 97
that he had slept soundly 170
that he had small respect 46
that he had small sympathy 96
that he had spent between 56
that he had spent fifteen 142
that he had spent himself 107
that he had spent several 927
that he had spent sixteen 57
that he had spread himself 44
that he had still certain 42
that he had still pleasure 87
that he had still several 66
that he had stood against 46
that he had stood between 62
that he had stood outside 41
that he had strong grounds 68
that he had strong support 122
that he had sworn falsely 319
that he had sworn vengeance 52
that he had taken account 58
that he had taken against 146
that he had taken between 130
that he had taken careful 94
that he had taken certain 123
that he had taken command 543
that he had taken control 200
that he had taken counsel 224
that he had taken courage 54
that he had taken courses 58
that he had taken everything 316
that he had taken fifteen 40
that he had taken himself 699
that he had taken illegal 43
that he had taken lessons 92
that he had taken matters 56
that he had taken measures 738
that he had taken occasion 84
that he had taken offense 78
that he had taken passage 211
that he had taken pleasure 108
that he had taken service 144
that he had taken several 340
that he had taken shelter 102
that he had taken trouble 47
that he had taken umbrage 84
that he had taken useless 40
that he had thirty friends 41
that he had thirty thousand 162
that he had thirty vassals 62
that he had thrown himself 1119
that he had thrust himself 89
that he had total control 87
that he had tried everything 632
that he had tried marriage 45
that he had tried several 230
that he had truly arrived 45
that he had twice offered 71
that he had twice refused 86
that he had twice visited 104
that he had twice written 42
that he had voted against 1334
that he had vowed himself 45
that he had waged against 43
that he had within himself 295
that he had wrote against 87
that he has about himself 97
that he has acted according 73
that he has acted against 205
that he has acted rightly 115
that he has anything against 95
that he has asked himself 66
that he has borne himself 64
that he has borne witness 72
that he has bound himself 288
that he has built himself 115
that he has cured himself 57
that he has cured several 76
that he has drawn between 47
that he has earned himself 43
that he has either resided 115
that he has every comfort 71
that he has forty thousand 51
that he has found certain 45
that he has found courage 103
that he has found everything 54
that he has found helpful 49
that he has found himself 844
that he has found pleasure 41
that he has found several 102
that he has found similar 51
that he has freed himself 585
that he has fully grasped 106
that he has given careful 79
that he has given certain 47
that he has given everything 45
that he has given himself 994
that he has hanged himself 50
that he has known mulatto 54
that he has known persons 51
that he has known several 220
that he has lived according 46
that he has lived between 52
that he has mingled socially 97
that he has never allowed 537
that he has never appeared 94
that he has never applied 55
that he has never belonged 41
that he has never bothered 92
that he has never brought 78
that he has never carried 62
that he has never claimed 95
that he has never desired 79
that he has never doubted 87
that he has never enjoyed 161
that he has never entered 173
that he has never existed 78
that he has never himself 81
that he has never managed 70
that he has never married 195
that he has never noticed 129
that he has never offered 46
that he has never realized 70
that he has never refused 45
that he has never repeated 58
that he has never revealed 62
that he has never stopped 156
that he has never studied 268
that he has never touched 205
that he has never uttered 56
that he has never visited 337
that he has never written 743
that he has never yielded 61
that he has often noticed 79
that he has often repeated 91
that he has often visited 47
that he has often watched 64
that he has really existed 57
that he has saved himself 94
that he has shewn himself 71
that he has shown himself 1234
that he has since married 40
that he has since written 77
that he has spent several 103
that he has stood between 137
that he has strung himself 51
that he has sworn falsely 54
that he has taken account 87
that he has taken certain 73
that he has taken control 51
that he has taken everything 52
that he has taken himself 124
that he has taken measures 81
that he has taken occasion 48
that he has taken pleasure 61
that he has taken several 72
that he has thirty thousand 68
that he has thrown himself 222
that he has thrown together 40
that he has thrust himself 94
that he has total control 60
that he has tried everything 295
that he has voted against 42
that he has within himself 864
that he hath given himself 54
that he hath taken against 125
that he hit grant between 43
that he may adapt himself 95
that he may again recover 40
that he may allow himself 124
that he may amuse himself 94
that he may apply himself 100
that he may avail himself 508
that he may avenge himself 57
that he may beget offspring 314
that he may carry debauch 55
that he may cause himself 41
that he may clothe himself 51
that he may enjoy eternal 46
that he may enjoy himself 192
that he may equip himself 44
that he may exert himself 252
that he may fancy himself 41
that he may fight against 109
that he may gather together 123
that he may guard against 152
that he may judge between 164
that he may judge himself 54
that he may never recover 112
that he may offer himself 108
that he may place himself 145
that he may please himself 40
that he may press forward 85
that he may pride himself 45
that he may prove himself 211
that he may raise himself 245
that he may reveal himself 354
that he may serve himself 74
that he may spare himself 63
that he may still cherish 56
that he may train himself 48
that he not marry because 52
that he now finds himself 260
that he now found himself 848
that he now often brought 41
that he put aside everything 43
that he saw billy higgins 40
that he set about composing 47
that he set about preparing 69
that he then found himself 63
that he thus found himself 56
that he too found himself 48
that he too might receive 62
that he too would receive 40
that he too would someday 61
that he was about fifteen 120
that he was about returning 72
that he was about seventy 252
that he was about sixteen 61
that he was about thirteen 50
that he was above average 258
that he was above everything 53
that he was again allowed 132
that he was again brought 132
that he was again elected 114
that he was again invited 47
that he was again obliged 116
that he was again ordered 40
that he was again suffering 70
that he was alive because 113
that he was allying himself 99
that he was alone against 76
that he was alone because 40
that he was amply endowed 59
that he was amusing himself 632
that he was arguing against 261
that he was avenging himself 113
that he was badly advised 77
that he was badly bruised 61
that he was badly injured 421
that he was badly puzzled 44
that he was badly wounded 725
that he was beaten because 75
that he was begot between 135
that he was below average 74
that he was betting against 48
that he was biased against 199
that he was binding himself 123
that he was blaming himself 131
that he was bound himself 49
that he was bracing himself 162
that he was brain damaged 43
that he was breathing rapidly 45
that he was burning himself 48
that he was busying himself 131
that he was calling because 55
that he was calling himself 69
that he was causing trouble 65
that he was cheating himself 69
that he was chewing tobacco 45
that he was chief engineer 45
that he was chief justice 156
that he was close friends 48
that he was crazy because 50
that he was cutting himself 141
that he was daily expecting 207
that he was daily pressed 231
that he was damning himself 70
that he was denying himself 148
that he was digging himself 41
that he was drawn towards 132
that he was driving himself 143
that he was easily induced 100
that he was either himself 50
that he was either suffering 40
that he was either unaware 124
that he was either unwilling 130
that he was failing rapidly 83
that he was feeling ashamed 73
that he was feeling himself 54
that he was feeling nervous 50
that he was feeling stronger 50
that he was finding himself 165
that he was fired because 1508
that he was first accused 55
that he was first brought 222
that he was first carried 46
that he was first elected 352
that he was first exposed 171
that he was first induced 198
that he was first invited 56
that he was first married 81
that he was first noticed 50
that he was first trained 81
that he was fitting himself 50
that he was fooling himself 168
that he was forcing himself 361
that he was forming schemes 41
that he was found wandering 40
that he was freeing himself 87
that he was fully aroused 158
that he was fully assured 166
that he was fully briefed 65
that he was fully capable 656
that he was fully covered 57
that he was fully dressed 1005
that he was fully familiar 61
that he was fully insured 740
that he was getting annoyed 89
that he was getting carried 46
that he was getting everything 55
that he was getting excited 230
that he was getting flushed 86
that he was getting himself 289
that he was getting letters 45
that he was getting married 3042
that he was getting nervous 134
that he was getting nowhere 1719
that he was getting stronger 91
that he was getting together 43
that he was getting worried 211
that he was given command 286
that he was given control 43
that he was given official 43
that he was given several 48
that he was groping towards 56
that he was growing rapidly 41
that he was growing stronger 235
that he was happy because 295
that he was helping himself 115
that he was hired because 125
that he was holding himself 710
that he was hotly pursued 67
that he was hugging himself 48
that he was hurting himself 133
that he was keeping company 90
that he was keeping himself 270
that he was keeping secrets 48
that he was kidding himself 118
that he was killing himself 521
that he was known locally 79
that he was later accused 83
that he was later awarded 88
that he was later elected 65
that he was later invited 52
that he was later released 51
that he was lending himself 76
that he was letting himself 296
that he was liable because 40
that he was looking closely 44
that he was looking fixedly 81
that he was looking forward 11808
that he was looking steadily 47
that he was looking towards 213
that he was lucky because 76
that he was missing several 69
that he was named candide 45
that he was nearly blinded 66
that he was nearly brought 44
that he was nearly certain 57
that he was nearly dressed 58
that he was nearly drowned 184
that he was nearly related 133
that he was nearly seventy 295
that he was nearly starved 130
that he was neatly dressed 52
that he was nerving himself 60
that he was never accused 120
that he was never advised 46
that he was never allowed 848
that he was never ashamed 69
that he was never bothered 68
that he was never brought 199
that he was never capable 116
that he was never carried 79
that he was never certain 109
that he was never charged 319
that he was never content 420
that he was never defeated 132
that he was never elected 145
that he was never exposed 43
