than any american city except 46
than any christian ever passed 165
than any snatched from rivers 80
than are children from intact 108
than did children from intact 75
than had formerly been thought 310
than had initially been thought 71
than has commonly been thought 447
than has formerly been thought 51
than has probably ever before 110
than his otherwise more gifted 44
than one calendar month before 96
than our puritans were treated 96
than ten business days before 153
than that expected from random 50
than that expected from simple 77
than that imported from europe 50
than that obtained from normal 95
than that obtained from simple 44
than they increased their weight 42
than they resemble their fathers 67
than they scourged their fellow 102
than was probably ever before 49
than you probably ever wanted 86
than you yourself have thought 110
that all accounts have normal 47
that all canadians have access 64
that all children born abroad 116
that all children born before 85
that all children have access 625
that all children have special 59
that all children move through 41
that all children must attend 203
that all children must master 51
that all children pass through 745
that all children were taught 105
that all children will become 48
that all children will follow 46
that all churches were closed 51
that all citizens have access 1033
that all creatures were created 71
that all crystals have planes 66
that all cultures have something 47
that all cultures pass through 159
that all expected cell counts 158
that all families have access 154
that all languages have vowels 45
that all patients have access 56
that all patients were treated 100
that all possible care should 258
that all possible help should 126
that all possible means should 272
that all problems were solved 96
that all religions have something 55
that all sentient beings should 121
that all students have access 748
that all students have learned 55
that all students have something 48
that all students must attend 67
that all students must master 107
that all students will become 65
that all students will master 40
that any christian soul should 91
that any constant work beyond 64
that any straight line through 86
that are absorbed more slowly 40
that are acquired only through 60
that are baptized into christ 127
that are digested more slowly 50
that are directed more toward 49
that are disposed unto schism 120
that are divorced from reality 88
that are excluded from income 196
that are imported from abroad 140
that are imported from europe 50
that are imported from france 40
that are isolated from various 55
that are obtained from plants 83
that are obtained from various 65
that are oriented more toward 110
that are otherwise more recent 50
that are possible only through 153
that are produced during normal 40
that are produced from camera 142
that are produced more cheaply 47
that are separate from matter 105
that asia extended much farther 99
that both pilgrims have indeed 42
that can possibly come before 88
that had achieved some degree 93
that had actually been called 59
that had actually been created 59
that had attacked pearl harbor 187
that had attended their recent 127
that had befallen many scores 158
that had befallen their family 168
that had filtered down through 56
that had formerly been almost 65
that had formerly been called 158
that had formerly been closed 196
that had formerly been denied 144
that had formerly been filled 66
that had formerly been looked 85
that had formerly been passed 138
that had formerly been played 48
that had formerly been thought 99
that had formerly been treated 104
that had formerly been vested 47
that had happened even before 41
that had happened just before 311
that had happened once before 148
that had happened there before 53
that had happened years before 586
that had happened years earlier 50
that had obviously been broken 112
that had obviously been placed 41
that had obviously seen better 332
that had occurred just before 393
that had occurred much earlier 195
that had occurred years before 351
that had occurred years earlier 244
that had outraged their nature 52
that had probably been hidden 47
that had probably been picked 53
that had probably ever passed 60
that had produced these changes 42
that had received land grants 40
that had received very little 123
that had recently been bought 130
that had recently been burned 137
that had recently been cleared 94
that had recently been closed 121
that had recently been created 221
that had recently been felled 62
that had recently been filled 42
that had recently been formed 455
that had recently been issued 132
that had recently been killed 184
that had recently been opened 545
that had recently been passed 297
that had recently been placed 210
that had recently been raised 97
that had recently been signed 115
that had recently been stolen 44
that had recently been turned 51
that had recently gone public 45
that had recently gone through 58
that had resulted from earlier 130
that had suddenly been opened 91
that had suddenly been turned 54
that had suffered heavy losses 209
that had suffered most heavily 41
that had survived from earlier 52
that had vanished from kenyon 86
that has achieved some degree 77
that has actually been created 44
that has befallen your family 64
that has expected your return 90
that has filtered down through 81
that has happened once before 65
that has happened will happen 62
that has occurred during recent 66
that has occurred over recent 82
that has perished from famine 145
that has probably been handed 63
that has received much public 58
that has received much recent 187
that has received some recent 52
that has received such marked 263
that has received very little 1118
that has recently been boiled 53
that has recently been called 146
that has recently been cleared 49
that has recently been created 58
that has recently been formed 57
that has recently been issued 74
that has recently been opened 68
that has recently been passed 53
that has recently been placed 95
that has recently been raised 121
that has recently been termed 48
that has recently gone public 49
that has recently gone through 55
that has resulted from changes 44
that has resulted from modern 113
that has resulted from recent 82
that has survived into modern 127
that has variously been called 142
that has withdrawn into itself 70
that her children were already 193
that her children were always 173
that her children were starving 48
that her children will become 45
that her daughter also should 54
that her daughter must remain 61
that her daughter will always 126
that her daughter will become 96
that her generals were sounding 52
that her injuries were caused 382
that her injuries were serious 224
that her ladyship sent almost 41
that her legatees were square 48
that her mistress felt unable 60
that her problems were caused 43
that her purposes were broken 53
that her services were needed 206
that her simplest acts seemed 81
that her symptoms were caused 168
that his attempts only served 94
that his attempts were highly 46
that his audience will accept 120
that his children have greatly 42
that his children were starving 41
that his children were taught 111
that his children will attain 40
that his children will become 144
that his children will suffer 82
that his citizens will always 123
that his commands were obeyed 470
that his continuing here beyond 177
that his daughter jane should 55
that his daughter maria theresa 172
that his daughter mary should 103
that his daughter must resign 91
that his daughter must retire 95
that his decisions were always 175
that his expenses were greater 42
that his garments were soiled 58
that his generous heart warmed 41
that his goodness will accept 74
that his injuries were caused 1224
that his injuries were mortal 44
that his injuries were serious 85
that his interest went beyond 108
that his lordship died before 52
that his officers kept always 58
that his personal life should 82
that his pleasures were mainly 68
that his presence there should 114
that his problems were caused 122
that his projects were already 58
that his services were always 136
that his services were called 127
that his services were deemed 71
that his services were highly 149
that his services were needed 1210
that his services were sought 351
that his services were wanted 185
that his soldiers were drinking 133
that his soldiers were fighting 40
that his soldiers were forced 240
that his speeches were always 86
that his subjects were created 62
that his subjects were greatly 43
that his subjects were little 204
that his subjects were unable 47
that his supplies were almost 49
