tax bases simply can not 51
tax shall become due and 175
ten cents apiece for them 106
ten could neither read nor 55
ten indian ponies lay dead 46
ten months before her death 85
ten months before his death 375
ten months before she was 44
ten months before that day 66
ten roles unless they can 50
ten times better off than 221
ten times better one than 44
ten times better than all 1041
ten times better than any 258
ten times better than his 84
ten times better than its 61
ten times better than one 143
ten times better than she 91
ten times better than that 776
ten times better than they 116
ten times better than this 108
ten times better than you 177
ten times bigger than any 121
ten times bigger than his 47
ten times bigger than that 250
ten times bigger than they 56
ten times farther off than 48
ten times faster than any 238
ten times faster than for 52
ten times faster than its 52
ten times faster than our 44
ten times faster than that 320
ten times faster than they 120
ten times faster than with 84
ten times faster than you 69
ten times greater now than 41
ten times greater than all 119
ten times greater than any 352
ten times greater than can 46
ten times greater than for 459
ten times greater than his 180
ten times greater than its 263
ten times greater than one 139
ten times greater than our 124
ten times greater than that 11753
ten times greater than they 420
ten times greater than this 139
ten times greater than was 131
ten times greater than with 117
ten times harder for her 94
ten times harder than any 60
ten times harder than you 45
ten times heavier than air 43
ten times heavier than that 68
ten times higher than any 117
ten times higher than for 504
ten times higher than its 80
ten times higher than our 47
ten times higher than that 5733
ten times higher than they 160
ten times higher than this 74
ten times higher than with 58
ten times larger than all 65
ten times larger than any 483
ten times larger than for 118
ten times larger than his 88
ten times larger than its 178
ten times larger than new 130
ten times larger than our 137
ten times larger than that 3486
ten times larger than they 114
ten times larger than this 87
ten times louder than any 68
ten times slower than that 93
ten weeks before his death 98
ten words spoken with him 53
than about sounds put for 106
than about whether they are 42
than amply supply her with 54
than beacon street and not 64
than civil rights and that 97
than eight inches long and 123
than fifty pounds for each 84
than holding garlic and rue 105
than human nature can bear 628
than human nature with its 63
than human strength can bear 59
than jesus christ and his 64
than large enough for all 70
than older adults who are 60
than others before they are 51
than people thought she was 47
than seven inches long and 41
than seven million dead lie 46
than sitting around all day 77
than sixty titles each year 48
than stand around all day 45
than twice greater than that 56
than which greater can not 57
than which scarce any has 43
than women report that they 42
than would follow its going 58
than would someone who had 53
that adolf hitler and his 300
that adolf hitler did not 81
that adolf hitler was dead 64
that adolf hitler was not 85
that after allowing for all 58
that after allowing for this 134
that again before you can 76
that alice should rue her 57
that alone better than one 70
that anything serious was going 59
that anything special was going 133
that attic purity that men 46
that basic rights are not 117
that basic skills are not 49
that black clothes are not 249
that black kettle and his 86
that blind willie and his 48
that brain damage does not 63
that brave earnest men can 59
that breast cancer does not 161
that breast cancer was not 127
that brief moment she had 235
that burnt without any oil 57
that caesar should not bring 40
that caesar should not for 43
that calls france and her 51
that cause before his death 48
that cause disease and death 179
that ceased neither day nor 90
that chief joseph and his 62
that civil courts may not 77
that civil rights are not 260
that civil rights can not 42
that civil rights was not 164
that class actions are not 97
that cleft palate and lip 40
that close enough for you 90
that comes across his path 56
that comes ashore are our 192
that comes before him and 55
that comes before him for 49
that comes before them with 60
that comes closer than any 105
that comes through him that 298
that could affect how they 42
that could afford him any 50
that could afford them any 78
that could assist them with 47
that could befall any man 119
that could befall him was 120
that could befall them was 174
that could befall this man 60
that could coexist with this 46
that could damage him with 65
that could handle his pen 40
that could happen and how 54
that could happen and then 53
that could happen any day 129
that could happen for all 47
that could happen for both 41
that could happen for her 89
that could happen for him 83
that could happen for our 80
that could happen for them 43
that could happen for you 87
that could happen now was 63
that could happen one day 49
that could happen was for 212
that could happen was that 3288
that could induce them thus 60
that could invest him with 56
that could neither hear nor 41
that could neither read nor 257
that could neither see nor 74
that could regard his own 50
that could render old age 99
that could strike and rob 56
that could supply her with 41
that could supply him with 131
that could supply them with 172
that count claudio did mean 115
that crept through all his 45
that crime causes its own 47
that crime enough for you 73
that dearly bought his death 147
that dewey should now set 53
that dwelt around and near 105
that elder england with its 40
that elder sister who had 105
that enoch walked with god 1053
that equal rights can not 1633
that equal rights for all 175
that equal rights for men 94
that ethnic groups are not 524
that ethnic groups can not 110
that evening filled him with 42
that evening matthew met them 61
that every animal has its 141
that every artist has his 87
that every battle you hear 69
that every bullet has its 114
that every chance she got 91
that every colony has its 45
that every created being has 49
that every decent man and 40
that every detail has its 93
that every disease had its 107
that every disease has its 145
that every effect has its 334
that every effort has not 43
that every effort was being 1212
that every effort was not 43
that every effort was now 51
that every emotion has its 98
that every empire has its 48
that every family had its 239
that every family has its 322
that every family that can 90
that every farmer who had 128
that every finite being has 54
that every flower and leaf 52
that every honest man has 51
