taxpayers elect 56 technical reader 117
telephone hours 47 telephone elbow 63
telephone house 48 telescope built 46
television world 114 television hotel 55
television house 40 television working 50
temperate round 105 temperate power 80
temporary world 135 temporary house 77
temptation strong 41 temptation strong 86
temptation appear 53 terrified usual 57
terrified about 106 terrified would 64
terrified would 52 territory trade 45
territory river 128 territory treaty 51
territory sides 76 territory sides 98
territory belong 71 territory taken 49
territory under 40 territory israel 71
territory known 85 territory texas 101
testified point 118 testified point 48
testified meeting 77 testified point 228
testified others 82 testified acted 128
testified asked 268 testified built 49
testified drawn 41 testified fired 73
testified first 297 testified found 635
testified given 633 testified hired 94
testified known 1132 testified lived 237
testified never 2887 testified often 159
testified shown 48 testified spent 259
testified taken 641 testified tried 180
testified twice 50 testified never 54
testified marie 155 testified about 67
testified asked 141 testified aware 505
testified beaten 45 testified driving 176
testified first 101 testified given 90
testified hired 57 testified looking 104
testified never 253 testified shown 49
testified sitting 60 testified still 53
testified taken 68 testified under 109
testified walking 68 testified willing 78
testified working 122 testified never 53
testified about 43 testified quite 59
testified still 66 testified could 46
testified after 82 testifies never 48
testifies known 123 testifies never 110
testimony value 43 testimony found 60
testimony given 159 testimony never 352
testimony taken 42 testimony given 107
testimony never 48 themselves round 372
themselves appear 52 themselves allow 86
themselves appear 60 themselves bother 60
themselves carry 48 themselves really 95
themselves share 72 themselves human 40
themselves sense 75 themselves under 49
themselves world 72 themselves which 128
themselves others 138 themselves about 125
themselves others 183 themselves about 127
themselves others 42 themselves large 64
themselves cases 44 themselves kinds 188
themselves types 162 themselves right 158
themselves small 109 themselves march 41
themselves night 53 themselves order 48
themselves world 74 themselves about 290
themselves sides 45 themselves about 277
themselves goods 44 themselves force 72
themselves willing 46 themselves lives 58
themselves danger 238 themselves kingdom 58
themselves state 94 themselves world 75
themselves sides 43 themselves above 98
themselves about 72 themselves really 106
themselves still 87 themselves under 68
themselves could 242 themselves found 76
themselves quite 72 themselves really 162
themselves right 58 themselves still 49
themselves could 87 themselves would 83
themselves right 64 themselves could 66
themselves would 71 themselves appear 62
themselves create 40 themselves exist 60
themselves prove 87 themselves really 62
themselves reveal 42 themselves order 123
themselves party 90 themselves power 110
themselves state 135 themselves world 84
thoroughly never 56 thoroughly never 74
thoroughly could 55 thoroughly would 60
thoroughly beater 54 thoughtful lands 78
thoughtful parts 61 thoughtful sides 149
thoughtful others 56 thoughtful drink 43
thoughtful women 69 thoughtful about 49
thresholds types 162 throughout works 147
throughout lives 100 throughout period 68
throughout weather 54 throughout adult 131
throughout daily 76 throughout whole 90
throughout working 268 tinctured leaven 59
tolerated cause 105 toleration hopes 74
tormented first 140 tormented sleep 81
transfers stock 44 transfers kinds 42
transfers aside 54 transient world 113
transition state 77 transition state 120
translate books 53 translate latin 45
translating tongue 40 traversed world 98
traverses power 88 trenchant about 138
truthfully never 97 typically types 67
typically hours 62 typically weeks 55
