tail must not wag the 58
tail over his head by 69
take ages for him to 55
take ages for them to 80
take along with him as 48
take along with him on 83
take along with him the 271
take along with him to 202
take along with them in 55
take along with them on 110
take along with them the 573
take along with them to 159
take along with this the 56
take along with you in 66
take along with you on 79
take along with you the 164
take along with you to 72
take arms for them in 41
take away all fear of 125
take away all idea of 93
take away all that he 161
take away all that is 383
take away all that the 93
take away all that we 73
take away any fear of 55
take away any one of 245
take away his fear of 45
take away his son by 62
take away its sting by 42
take away its use as 60
take away nor add to 44
take away one iota of 72
take away one jot of 43
take away one jot or 86
take away our fear of 78
take away our joy in 62
take away sin and to 51
take away sin but to 48
take away this cup of 90
take away this plea if 174
take away with her the 119
take away with him as 123
take away with him at 49
take away with him on 45
take away with him the 409
take away with him to 191
take away with thee the 69
take away with them an 52
take away with them as 316
take away with them at 54
take away with them in 85
take away with them is 72
take away with them on 50
take away with them the 996
take away with them to 158
take away with you as 116
take away with you is 57
take away with you the 157
take away with you to 62
take back all that he 105
take back all that it 46
take back all that the 53
take back with her the 42
take back with her to 348
take back with him an 52
take back with him as 120
take back with him on 77
take back with him the 235
take back with him to 1693
take back with them as 159
take back with them in 41
take back with them on 42
take back with them the 241
take back with them to 897
take back with you the 80
take back with you to 189
take bread with him at 47
take breath and read it 179
take breath and try to 149
take care and let no 64
take care and not be 89
take care and not go 61
take care and not to 98
take care for him of 49
take care how you do 248
take care how you go 381
take care that all is 109
take care that all of 82
take care that all the 1797
take care that both the 71
take care that each of 99
take care that for the 88
take care that god be 67
take care that his or 45
take care that men of 59
take care that not the 47
take care that one of 140
take care that one or 50
take care that out of 48
take care that she be 138
take care that she do 59
take care that she is 293
take care that that is 44
take care that they be 3555
take care that they do 7736
take care that they go 50
take care that this be 331
take care that this is 312
take care that you be 299
take care that you do 12374
take care that you go 50
take care then that the 44
take care you get me 57
take cold and bring on 56
take days for her to 42
take days for him to 78
take days for them to 132
take days for you to 106
take down all that is 106
take down and put up 531
take down and set up 112
take down for fear of 56
take down his gun to 50
take five men and go 46
take four men with me 53
take from all this is 154
take from and add to 53
take from and out of 163
take from any man the 100
take from each one the 134
take from her all the 65
take from him all he 47
take from him all the 689
take from him any of 210
take from him one of 50
take from his head the 66
take from nor add to 54
take from one day to 137
take from thee and eat 43
take from them all the 782
take from them any of 138
take from them any thing 48
take from them for the 51
take from them now the 209
take from them one of 83
take from this that the 93
take from you all the 85
take heart and get up 44
take heart and not to 52
take heart and try to 81
take heed how they be 73
take heed how they do 63
take heed that day to 54
take heed that she go 207
take heed that they be 213
take heed that they do 1036
take heed that this be 42
take heed that thou be 108
take heed that thou do 64
take heed that you be 240
take heed that you do 923
take hold and let go 109
take hold and run the 59
take hold and try to 63
take home and add to 41
take home and hang on 53
take home and put in 109
take home and put on 196
take home and put up 41
take home and read at 59
take home and read to 114
take home and use as 167
take home and use in 57
take home and use to 54
take home pay for the 48
take home with her the 45
take home with her to 67
take home with him an 57
take home with him as 213
take home with him at 55
take home with him in 86
take home with him on 43
take home with him the 136
take home with him to 249
take home with them as 359
take home with them at 84
take home with them in 78
take home with them on 44
take home with them the 208
take home with them to 275
take home with you as 210
take home with you is 58
take home with you the 106
take home with you to 120
take into her head to 72
take into his head to 794
take into its head to 40
take less than ten or 42
take less than that to 77
take life one day at 1118
take many things out of 53
take more men than he 53
take more tax out of 67
take more than all the 239
take more than can be 40
take more than his or 62
take more than one at 158
take more than one of 454
take more than one or 1036
take more than one to 245
take more than six or 126
take more than six to 57
take more than ten or 321
take more than ten to 136
take more than that if 58
take more than that to 2589
take more than them to 45
take more than this to 682
take more than two at 55
take more than two of 144
take more than two or 1618
take more than two to 188
take more than you to 200
take much for her to 435
take much for him to 1539
take much for them to 453
take much for you to 185
take much too long to 683
take note and try to 40
take note that all the 61
take note that this is 376
take note you are the 129
take nothing with them on 49
take nothing you say at 83
take only one day at 64
take only one day to 85
take only one meal in 152
take only one out of 119
take only one set of 85
take only one year of 107
take only one year to 44
take over all but the 44
take over all that is 43
take over and act as 122
take over and bring the 119
take over and fly the 51
take over and get the 124
take over and lead the 426
take over and lead to 130
take over and own the 59
take over and pay the 171
take over and put the 144
take over and run it 179
take over and run the 3430
take over and set up 65
take over and that the 65
take over and then the 40
take over and try to 274
take over and use in 51
take over and use the 260
take over for her in 63
take over for him as 99
take over for him at 89
take over for him in 82
take over for one of 50
take over for use or 72
take over for you at 52
take over for you in 65
take over her job as 46
take over his job as 231
take over his job at 44
take over his job in 42
take over one year to 137
take over this area of 46
take part and lot in 46
take part and that the 84
take part each year in 120
take part for fear of 47
take part with all the 40
take part with god in 58
take part with her in 204
take part with him in 2388
take part with men in 68
take part with one of 65
take part with one or 192
take part with them in 2211
take part with you in 565
take rank with any of 49
take rank with that of 109
take root and lead to 50
take some heat off the 72
take some heat out of 66
take some men and go 123
take some men with me 45
take some oil out of 55
take some one who is 42
take some one with me 79
take some sting out of 53
take some things out of 140
take some things with me 50
take their eye off the 329
take their lot with the 46
take their men out of 110
take their own way in 207
take their own way of 107
take their own way to 56
take their pay and go 61
take their pay out of 50
take their seat with the 77
take their son out of 47
take their things out of 44
take their weal and woe 69
take these men out of 129
take these things off me 42
take these things one at 51
take these things out of 178
take these things out to 85
take these things with me 66
take these two men to 51
take these with you to 72
take those men out of 45
take those things out of 131
take three and one in 55
take three men and go 58
take time and can be 281
take time and may be 142
take time and that it 73
take time and that the 265
take time each day to 1336
take time for all of 131
take time for all the 109
take time for both of 89
take time for her to 838
take time for him to 2469
take time for that to 63
take time for them to 1910
take time for things to 186
take time for this to 200
take time for you to 2639
take time off and do 63
take time off and go 531
take time off and to 56
take time off due to 97
take time off for an 153
take time off for the 765
take time out and do 62
take time out and go 86
take time out for an 305
take time out for me 146
take time out for the 285
take time out now to 68
take upon him all my 53
take upon him all the 210
take upon him any of 72
take upon him that he 55
take upon them all the 147
take very long for an 77
take very long for it 48
take very long for me 268
take very long for my 47
take very long for the 1151
take very long for us 137
take what goes with it 69
take what she had to 179
take what she has to 96
take what she was so 54
take what they can of 52
take what they get in 43
take what they had to 134
take what they saw as 169
take what they say as 300
take what they say at 127
take what they say on 44
take what they say to 81
take what they see as 363
take what was due to 80
take what was going on 98
take what was his by 111
take what was put in 88
take what you can of 44
take what you get in 62
take what you owe me 50
take what you say as 167
take what you say at 53
take what you say to 59
take when she saw me 50
take when she saw the 150
take when they are in 65
take when they saw the 42
take wine with him at 54
take years for all the 64
take years for her to 189
take years for him to 320
take years for them to 545
take years for this to 106
take years for you to 276
take your arm and we 46
take your arm out of 56
take your ass out of 40
take your bed and go 195
take your car and go 127
take your car out of 75
take your cat and go 160
take your dog out of 51
take your dog out on 91
take your dog than to 42
take your ease and be 72
take your ego out of 58
take your eye off it 168
take your eye off of 150
take your eye off the 1375
take your gun and go 289
take your gun out of 49
take your hat and be 42
take your hat and go 359
take your hat off in 159
take your hat off to 673
take your head off at 40
take your head off if 108
take your head off in 63
take your head out of 334
take your key out of 40
take your lot with us 77
take your mat and go 749
take your meal with us 79
take your men and go 151
take your mug out of 40
take your own car to 64
take your own way in 87
take your own way of 100
take your own way to 58
take your pay and go 70
take your pen off the 48
take your seat for the 45
take your seat with the 57
take your son and go 57
take your son out of 50
take your son with me 125
take your things and go 440
take your things out of 86
taking along with her the 86
taking along with him as 41
taking along with him the 433
taking along with them the 293
taking arms was that he 73
taking away all that is 87
taking away one jot or 52
taking away with him the 390
taking away with them as 91
taking away with them the 166
taking back with him the 161
taking back with him to 202
taking back with them the 85
taking back with them to 71
taking care but can be 62
taking care that all of 155
taking care that all the 1140
taking care that both the 69
taking care that each of 80
taking care that one of 68
taking care that she is 45
taking care that they be 301
taking care that they do 1172
taking care that this is 91
taking care that you do 368
taking down with her the 117
taking four men with me 41
taking from her all the 52
taking from him all he 68
taking from him all the 93
taking from him for the 99
taking from his head the 46
taking from men both the 62
taking from them all the 218
taking home with him the 40
taking home with them the 46
taking into his pay the 43
taking life one day at 256
taking more than his or 65
taking more than one at 46
taking more than one of 84
taking more than one or 121
taking more than two or 137
taking much too long to 134
taking only one meal in 64
taking over and doing it 50
taking over and doing the 55
taking over his job as 84
taking part with her in 63
taking part with him in 162
taking part with one of 52
taking part with one or 128
taking part with them in 294
taking paths that lead to 62
taking side with one or 100
taking some things out of 72
taking their eye off the 121
taking time each day to 208
taking time off for the 122
taking time out for an 50
taking time out for the 108
taking unto him two of 57
taking what they had to 46
taking what they saw as 99
taking what was then the 40
taking your eye off the 285
taking your hat off to 53
taking your pay out in 83
taking your pen off the 87
taking your seat with the 50
tale more fit for the 58
tale writ for them is 40
talk fast and not to 202
talk from one end of 140
talk like that all the 459
talk like that and he 42
talk like this all the 243
talk like you and me 319
talk loud and long of 42
talk more than men in 118
talk more than you do 212
talk more with you on 51
talk over things with me 46
talk over things with the 49
talk over with her the 189
talk over with him the 558
talk over with them the 599
talk over with you at 41
talk over with you in 62
talk over with you the 559
talk their way out of 3453
talk when she was in 72
talk when they are in 129
talk when they get me 65
talk when they get to 46
talk when you are in 116
talk will not get us 58
talk your way out of 5332
tall aged man and the 92
tall dark man with the 84
tall form was that of 51
tall oaks and cut the 52
tall talk and all the 114
tall tree was thus the 121
tall young man and the 58
tall young man with an 191
tall young man with the 826
tangs when you are in 60
tape from one end of 49
tape from one end to 53
task other than that of 105
task when they try to 84
task when you hear the 42
teach more than all the 49
teach more than one or 50
teach more than one thing 40
teach must see that it 57
teach other men how to 87
teach such men how to 42
teach their men how to 84
teach these men how to 71
teach those who are in 100
teach those who are so 42
teach those who are to 126
teach what can not be 189
teach young men how to 339
teach your cat not to 104
teach your dog how to 199
teach your dog not to 192
teach your kid how to 47
teach your son how to 87
teams came out for the 74
tearing from one end of 51
tearing their way out of 122
tears from any man of 50
tears said with all the 48
tears were not all of 76
tears were not for me 40
tears were not for the 191
tears were not going to 97
tears were too near the 42
tears when she had to 69
tears when she read the 53
tears when she saw it 67
tears when she saw me 185
tears when she saw my 54
tears when she saw the 509
tears when she saw us 58
tears when they had to 68
tears when they saw me 63
tears when they saw the 234
teeth fall out and the 56
teeth fell out and the 48
teeth from each jaw of 51
teeth from one end of 54
teeth hard set all the 73
teeth into her lip to 46
teeth were bad and he 56
teeth when she saw the 43
teeth when they are in 187
tell adam and eve to 47
tell from one day to 472
tell from this that the 70
tell just how far the 222
tell just how long it 121
tell just how long the 69
