take an early lunch break 92
take an early morning ride 154
take an early morning swim 68
take an early morning walk 409
take an early train back 83
take an early train from 50
take an even longer time 486
take an even longer view 71
take an even wider view 57
take as much money from 155
take as much water from 66
take at face value some 61
take at face value such 40
take at face value their 94
take at face value those 54
take at face value what 1134
take at least eight days 105
take at least eight years 188
take at least fifty years 252
take at least forty days 92
take at least forty years 65
take at least seven days 90
take at least seven years 210
take at least thirty days 124
take at least thirty years 160
take in sail after sail 93
take in what others have 55
take it away again when 133
take it back again from 80
take it back again into 74
take it back again when 83
take it back right away 62
take it once every month 49
take it these people have 78
take it upon trust from 130
take me home right away 88
take my dining table when 58
take my time getting back 88
take my time getting ready 58
take my time getting there 42
take my word about what 86
take no more money from 113
take no step apart from 40
take no such gifts from 50
take on many forms such 53
take on some extra work 76
take on their final form 87
take on their value from 50
take so much abuse from 57
take so much money from 154
take so much pains upon 52
take so much water from 44
take the back roads home 43
take the case where there 219
take the drug after meals 68
take the early train back 45
take the early train from 194
take the fall river boat 111
take the fast train from 43
take the game winning shot 165
take the high moral road 60
take the jews under their 44
take the kingly power upon 45
take the lake posts from 44
take the last fatal step 60
take the last train back 79
take the last train home 72
take the leading place among 49
take the most fatal step 106
take the most menial jobs 66
take the next major step 171
take the next plane back 365
take the next plane home 394
take the next right into 44
take the next right onto 164
take the next right step 51
take the next right turn 117
take the next small step 85
take the next train back 2338
take the next train down 90
take the next train from 77
take the next train home 315
take the part which lady 232
take the poor child home 42
take the road lower down 197
take the road which leads 419
take the road which runs 104
take the said peter hunt 43
take the same action when 55
take the same basic form 100
take the same final exam 45
take the same place among 49
take the same route back 341
take the same route from 70
take the same route home 100
take the same train back 78
take the same within such 97
take the step which cost 43
take the step which hume 84
take the step which leads 41
take the step which will 95
take the very first rank 83
take the very first step 196
take the very words from 42
take the very worst view 45
take the young people from 119
take the young woman into 41
take to fall right down 92
take to have given rise 91
take to have risen from 56
take to their heels when 352
take to your royal self 44
take up arms again during 103
take up arms again when 47
take up arms under their 46
take up less space when 137
take up more space when 117
take up more water from 61
take up much space here 62
take up much space when 53
take up once again their 58
take up only about half 67
take up some light task 56
take up their abode among 472
take up their abode during 82
take up their abode five 93
take up their abode here 268
take up their abode there 2224
take up their abode upon 114
take up their lodging there 129
take up their names into 245
take up their whole time 113
take up thread after thread 66
take up work which will 49
take up your abode among 56
take up your abode here 248
take up your abode there 304
take up your seven years 52
take up your whole time 41
take us away seven days 67
taking an early morning swim 92
taking an early morning walk 537
taking an early train from 51
taking at face value what 253
taking in their hands their 53
taking in what others have 61
taking no care about their 53
taking so much labor from 232
taking so much money from 107
taking so much water from 48
taking the drug after meals 98
taking the name franc from 49
taking the next plane back 85
taking the next plane home 44
taking the next train back 135
taking the road which leads 241
taking the same power away 71
taking the same route back 114
taking the same shall have 45
taking the same weapon from 64
taking the test would have 59
taking the very first step 68
taking the very grave step 49
taking the very worst view 67
taking up some loose wool 83
taking up their abode here 82
taking up their abode there 321
tale of love shall tell 85
tale of what might have 181
tale so told would have 98
tale to tell basil some 84
tale to tell which will 47
talk at home about what 42
talk at length about some 48
talk at length about their 1014
talk at length about these 125
talk at length about what 395
talk at length about your 59
talk in depth about their 171
talk me into staying here 46
talk no more about your 93
talk of what might have 558
talk of what would have 51
talk or think about such 95
talk or think about their 40
talk or think about what 137
talk so much about love 167
talk so much about nothing 99
talk so much about their 532
talk so much about these 172
talk so much about what 338
talk so much about your 382
talk the most about taking 60
talk to kids about what 103
talk to other human beings 93
talk to other people like 61
talk to other people when 58
talk to some people from 43
talk to some people here 43
talk to some people there 83
talk to their loved ones 126
talk to whom about what 63
talk to your child when 57
talk to your father like 628
talk to your father when 201
talk to your loved ones 121
talk to your mother like 1339
