tax document 46 tax therefore 53
ten ratified 203 than attention 161
than branches 47 than possibly 214
than remember 2216 than patience 54
than accepted 40 than achieved 216
than acquired 190 than afforded 176
than attained 173 than authority 288
than believed 1094 than effected 58
than expected 3341 than followed 48
than foreseen 488 than imagined 5218
than intended 89 than numbered 42
than obtained 1049 than otherwise 187
than possibly 375 than produced 170
than received 363 than rendered 43
than suffered 141 than supposed 458
than ventured 87 than remember 57
than achieved 53 than admitted 46
than believed 49 than expected 1328
than imagined 326 than intended 120
than obtained 192 than otherwise 552
than received 147 than supposed 118
than accepted 83 than accorded 73
than achieved 146 than acquired 86
than admitted 639 than approved 173
than attained 117 than believed 1673
than bestowed 73 than consumed 47
than demanded 64 than employed 62
than expected 2892 than followed 59
than imagined 1002 than incurred 122
than listened 49 than mistaken 88
than normally 154 than obtained 582
than occupied 422 than otherwise 1202
than probably 106 than received 2268
than relished 46 than required 117
than suffered 235 than supposed 402
than ventured 115 than contempt 138
than peasantry 56 than possibly 90
than achieved 95 than acquired 63
than attained 60 than expected 58
than incurred 72 than obtained 227
than otherwise 213 than possibly 79
than produced 118 than received 96
than expected 76 than happened 47
than otherwise 808 than received 65
than initially 42 than achieved 81
than affected 77 than attained 63
than elicited 46 than happened 68
than normally 122 than obtained 189
than occupied 222 than occurred 484
than otherwise 2775 than produced 141
than received 1219 than required 220
than suffered 224 than possible 219
than sequence 106 than intended 43
than business 42 than mentioned 58
than incurred 59 than strictly 84
than chapters 92 than mentioned 44
than eloquent 42 than nicholas 58
than achieved 44 than advanced 47
than extended 65 than mentioned 83
than prepared 52 than involved 75
than mentioned 43 than mentioned 49
than selected 74 than practice 51
than bronchus 73 than troubled 55
than suffered 43 than required 71
than movement 120 than acquired 54
than relative 132 than beautiful 55
than mentioned 48 than estimate 44
than liability 54 than operation 351
than husbands 54 than heretics 111
than possibly 184 than achieved 105
than afforded 50 than attained 61
than believed 178 than expected 2843
than foreseen 92 than imagined 2032
than obtained 190 than otherwise 143
than possibly 178 than produced 42
than received 65 than supposed 179
than ventured 108 than believed 76
than expected 3634 than imagined 734
than initially 55 than obtained 44
than otherwise 253 than supposed 744
than possible 61 than believed 186
than expected 1238 than imagined 191
than obtained 127 than otherwise 512
than received 96 than supposed 94
that sequence 69 that increased 86
that increases 749 that beautiful 41
that possible 134 that columbus 84
that economic 107 that practice 97
that children 690 that husbands 47
that equality 48 that business 86
that questions 54 that laughter 137
that whatever 53 that happened 103
that conflict 55 that discover 50
that describe 47 that preserve 48
that pictures 43 that consider 137
that remember 48 that remember 138
that concerning 48 that somebody 42
that admission 89 that evidence 125
that accepted 339 that achieved 680
that acquired 393 that actually 52
that advanced 97 that afforded 326
that answered 288 that approved 80
that arrested 67 that ascribed 40
that asserted 93 that assigned 69
that attacked 47 that attained 288
that attended 115 that awakened 88
that believed 381 that betrayed 117
that borrowed 209 that calmness 97
that captured 136 that children 98
that complete 96 that composed 166
that concealed 124 that deceived 93
that defended 173 that demanded 99
that designed 81 that detected 49
that directed 41 that disposed 89
that effected 123 that employed 144
that excelled 77 that executed 116
that expected 561 that extended 51
that finished 199 that followed 312
that foreseen 399 that forgiven 113
that imagined 444 that immediate 42
that improved 170 that included 84
that indulged 40 that informed 46
that insisted 73 that intended 183
that invented 253 that launched 52
that listened 120 that mastered 54
that mentioned 63 that mistaken 183
that murdered 133 that observed 72
that obtained 1331 that occupied 74
that operated 49 that overcome 90
that possibly 133 that prepared 79
that procured 120 that produced 797
that profited 57 that proposed 71
that provided 200 that reassured 49
that recalled 85 that received 744
that recourse 42 that referred 52
that regarded 111 that remained 558
that rendered 158 that replaced 48
that required 76 that resisted 306
that resolved 41 that restored 46
that retained 249 that returned 291
that rewarded 92 that selected 201
that seriously 59 that strangled 64
that suffered 121 that summoned 60
that supplied 224 that supposed 162
that survived 504 that traveled 155
that ventured 90 that whatever 221
that withdrawn 92 that withstood 92
that remember 49 that business 79
that respecting 48 that whenever 53
that anywhere 69 that directly 471
that straight 578 that decisions 158
that mistakes 101 that pictures 46
that progress 98 that whatever 55
that approach 70 that conceive 92
that conclude 186 that consider 128
that continue 205 that converse 56
that describe 409 that exercise 85
that identify 56 that maintain 227
that negotiate 85 that overcome 49
that partially 73 that perceive 104
that preserve 82 that remember 255
that baseball 77 that football 114
that messages 73 that directly 148
that fluently 63 that pictures 123
that richmond 70 that whatever 146
that fluently 56 that everyone 42
that straight 55 that backward 69
that straight 125 that dispense 48
that remember 175 that miracles 507
that contempt 43 that evidence 47
that felicity 199 that broached 47
that barbarian 68 that attention 45
that remedies 54 that personal 74
