tack must give way to 53
tact when dealing with the 111
take along when you go 47
take away from all of 125
take away from all the 542
take away from any of 173
take away from each of 149
take away from god the 99
take away from her the 591
take away from him as 45
take away from him at 52
take away from him by 45
take away from him in 45
take away from him the 5080
take away from him to 42
take away from man the 411
take away from men the 281
take away from off the 71
take away from one of 40
take away from thee the 571
take away from thee thy 53
take away from them as 120
take away from them by 82
take away from them in 79
take away from them is 46
take away from them the 2298
take away from this is 234
take away from you is 109
take away from you the 918
take away more than it 63
take away more than the 79
take away more than we 45
take away only one thing 41
take away such things as 88
take away their fear of 41
take back from her the 41
take back from him the 54
take back from them the 77
take back home with me 124
take back home with us 85
take care also not to 116
take care also that the 73
take care from now on 43
take care here not to 141
take care lest they be 74
take care lest you be 141
take care there are no 152
take care what she is 46
take care what they do 62
take care what you do 2443
take care when using it 70
take care when using the 130
take care when you do 42
take care when you go 135
take even more out of 127
take even more than the 52
take five days for the 61
take five years for the 247
take four days for the 94
take four years for the 117
take from life all it 66
take from those who do 129
take from young men the 55
take good care for the 56
take good care not to 9331
take good care that he 868
take good care that in 70
take good care that it 466
take good care that my 119
take good care that no 598
take good care that the 1671
take good care that we 209
take good care they do 79
take good care you do 217
take good heed not to 262
take good heed that he 126
take good heed that it 50
take good heed that the 90
take good heed that we 178
take great care for the 92
take great care not to 16811
take great care that he 295
take great care that in 94
take great care that it 177
take great care that no 654
take great care that the 2967
take great care that we 312
take great care with it 43
take great care with the 553
take great heed that we 55
take heed lest they be 228
take heed lest this be 47
take heed lest you be 164
take heed what they do 114
take heed what you do 875
take into their pay as 68
take into their pay the 60
take into view all the 257
take into view that the 48
take less time and be 168
take less time and the 52
take less time for the 260
take less time than an 45
take less time than if 117
take less time than in 119
take less time than it 216
take less time than the 874
take many days for the 132
take many years and is 51
take many years and the 105
take many years for an 101
take many years for it 96
take many years for me 56
take many years for the 1498
take many years for us 48
take many years yet to 54
take more care for the 367
take more care not to 144
take more care than the 60
take more care with my 53
take more care with the 226
take more fish than the 45
take more food than he 100
take more food than is 119
take more food than the 60
take more land out of 55
take more land than he 51
take more land than is 108
take more risk than the 69
take more time and be 188
take more time and do 67
take more time and the 70
take more time and to 43
take more time but it 43
take more time for it 84
take more time for the 656
take more time off in 40
take more time off to 149
take more time out of 119
take more time out to 45
take more time than an 96
take more time than do 158
take more time than he 477
take more time than if 122
take more time than in 247
take more time than is 766
take more time than it 508
take more time than the 2027
take more time than to 87
take more time than we 755
take more time with the 178
take more work than the 41
take much care not to 50
take much less than the 58
take much more out of 59
take much more than an 342
take much more than he 63
take much more than the 472
take much time and be 50
take much time and is 52
take much time and it 76
take much time and the 71
take much time for me 128
take much time for the 507
take much time off to 54
take much time out of 47
take note here that the 60
take nothing less than an 100
take nothing less than the 380
take nothing more than the 185
take only such things as 45
take only what can be 47
take other dice and to 42
take over caring for the 85
take over from her the 50
take over from him as 510
take over from him at 82
take over from him in 153
take over from him the 242
take over from now on 125
take over from one of 54
take over from them as 49
take over from them in 65
take over from them the 112
take over from then on 49
take over more than the 40
take over your way of 43
take paid time off to 62
take part along with the 249
take post there for the 75
take rank along with the 88
take some back with me 58
take some back with us 48
take some care for the 64
take some care not to 150
take some care that the 48
take some care with the 46
take some cash out of 60
take some days for the 95
take some fish off of 113
take some food and go 70
take some food for the 47
take some food out of 41
take some food with me 64
take some food with us 130
take some home with me 134
take some home with us 41
take some land out of 103
take some line that is 71
take some load off the 78
take some oars out of 45
take some other way of 70
take some other way to 41
take some rest and to 41
take some steam out of 104
take some step for the 102
take some time and be 79
take some time and do 123
take some time and go 132
take some time and he 50
take some time and in 54
take some time and is 134
take some time and it 177
take some time and the 208
take some time and we 70
take some time but it 127
take some time but the 67
take some time but we 63
take some time due to 82
take some time ere he 223
take some time for an 152
take some time for it 403
take some time for me 785
take some time for my 86
take some time for the 6816
take some time for us 421
take some time now to 792
take some time off at 67
take some time off if 61
take some time off in 184
take some time off of 45
take some time off or 63
take some time off so 128
take some time off the 83
take some time off to 1780
take some time out in 61
take some time out of 315
take some time out to 2059
take some time with the 108
take some time yet to 225
take some wind out of 113
take some wine with me 43
take some work out of 60
take some work with me 63
take some years for the 343
take such care for the 116
take such care not to 54
take such care that the 87
take such care with the 44
take their anger out on 755
take their arms out of 45
take their ball and go 68
take their case all the 61
take their eyes off it 398
take their eyes off me 444
take their eyes off my 58
take their eyes off of 705
take their eyes off the 3282
take their eyes off us 213
take their eyes out of 54
take their fate out of 43
take their feet off the 242
take their feet out of 87
take their food out of 122
take their food with the 59
take their foot off the 128
take their full swing in 57
take their guns and go 140
take their hand off the 79
take their hats and go 120
take their hats off as 40
take their hats off in 227
take their hats off to 670
take their heads out of 216
take their kids out of 212
take their land out of 161
take their leave and go 115
take their leave and the 51
take their leave and to 44
take their leave one by 40
take their love for it 46
take their mail out of 40
take their main meal at 51
take their meals and to 54
take their meals out of 55
take their meals with me 53
take their meals with the 750
take their meals with us 159
take their mind off of 57
take their mind off the 244
take their name off the 44
take their noon meal at 57
take their oaths and be 89
take their part out of 52
take their part with the 127
take their rage out on 80
take their rest for the 78
take their rise and the 43
take their rise and to 44
take their rise near the 147
take their rise out of 198
take their seats and the 206
take their seats and to 47
take their seats for the 316
take their seats near the 70
take their seats with the 282
take their shoes off at 105
take their shoes off in 92
take their shoes off on 41
take their shoes off to 91
take their sons out of 50
take their time and be 59
take their time and do 164
take their time and to 143
take their time with the 151
take their toll and the 139
take their trial for the 259
take their turn for the 44
take their turn with the 354
take their wealth out of 62
take their word for it 4511
take their word for the 162
take their work out of 88
take their wrath out on 54
take these home with me 80
take these ideas out of 52
take thine eyes off the 68
take those oaths but by 41
take three days for the 258
take three days off to 70
take three days out of 41
take three years for the 189
take time from them to 41
take true root but by 67
take very well with the 46
take what life had to 87
take what life has to 112
take what will not be 67
take when dealing with the 93
take will give him an 64
take will vary with the 178
take work home with me 209
take your anger out on 742
take your arms and go 53
take your arms out to 58
take your baby and go 48
take your baby off the 69
take your baby out of 97
take your bail for the 80
take your ball and go 62
take your boat and go 63
take your body out of 45
take your book and go 58
take your bread out of 47
take your coat and go 48
take your coat off an 92
take your coat off to 72
take your eyes off it 860
take your eyes off me 543
take your eyes off my 159
take your eyes off of 960
take your eyes off the 3498
take your face off my 40
take your face out of 70
take your feet off my 112
take your feet off the 445
take your feet out of 250
take your finger off the 609
take your finger out of 310
take your foot off my 48
take your foot off of 51
take your foot off the 1455
take your foot out of 195
take your grub with the 40
take your hair out of 95
take your hand and go 41
take your hand and we 71
take your hand off it 134
take your hand off me 331
take your hand off my 690
take your hand off of 113
take your hand off the 792
take your hand out of 553
take your hats off to 62
take your kids out of 57
take your leave and go 58
take your legs off the 65
take your life for the 92
take your life out of 49
take your meals with me 173
take your meals with the 163
take your meals with us 179
take your mind off it 1184
take your mind off of 949
take your mind off the 2936
take your mind out of 47
take your name off the 424
take your name out of 83
take your nose out of 198
take your note for the 62
take your part with the 83
take your pick out of 115
take your pipe out of 94
take your pipe with the 46
take your seats for the 46
take your shoes off at 140
take your shoes off if 79
take your shoes off in 119
take your shoes off to 104
take your silk with the 52
take your soul out of 47
take your soup with us 45
take your thumb off the 76
take your thumb out of 235
take your time and be 566
take your time and do 1208
take your time and go 200
take your time and to 62
take your time doing it 76
take your time for it 56
take your time with it 198
take your time with the 326
take your turn with the 111
take your wife and go 111
take your wife out of 46
take your wife out to 150
take your word for it 19041
take your word for the 441
take your word that he 61
take your word that it 154
take your word that the 65
taking away from her the 191
taking away from him of 64
taking away from him the 598
taking away from man the 44
taking away from men the 42
taking away from them of 63
taking away from them the 790
taking away from you the 50
taking away what may be 52
taking away your day of 99
taking care also not to 79
taking care also that the 90
taking care only not to 145
taking care only that he 48
taking care only that it 50
taking care only that the 153
taking four days for the 61
taking good care not to 3555
taking good care that he 111
taking good care that it 75
taking good care that no 121
taking good care that the 545
taking good heed not to 80
taking great care not to 12608
taking great care that he 95
taking great care that it 210
taking great care that no 589
taking great care that the 2019
taking great care with the 257
taking into view all the 251
taking less time than the 102
taking more care for the 40
taking more care with the 50
taking more food than is 40
taking more food than the 44
taking more time for the 87
taking more time than he 147
taking more time than is 69
taking more time than it 77
taking more time than the 229
taking more time with the 83
taking much less than the 51
taking much more than the 53
taking nothing from them in 83
taking open part with the 53
taking over from him as 150
taking over from him the 58
taking over from that of 59
taking over from them the 63
taking part along with the 97
taking sick leave for an 101
taking some care not to 42
