take all our great towns 52
take all things upon trust 61
take and how much money 56
take and how much would 101
take and lay their hands 43
take and use such water 45
take any and what steps 131
take far too many pages 50
take far too much space 459
take her fan from table 60
take her for their guide 42
take her off their hands 229
take her off your hands 1123
take her out from under 41
take her out more often 64
take her own life after 67
take her own life rather 304
take her own time about 102
take him and look after 67
take him far away where 52
take him for their chief 43
take him for their enemy 47
take him for their guide 81
take him for their leader 96
take him for their model 96
take him for your model 109
take him off their hands 182
take him off your hands 1132
take him out till after 90
take his bed from under 51
take his man away after 78
take his men into action 51
take his own life after 181
take his own life rather 571
take his own life until 236
take his own life while 54
take his own life would 47
take his own time about 267
take off all their clothing 132
take off all your clothing 55
take off and land again 78
take off and land every 66
take off and land under 65
take off and land while 50
take off and land within 63
take off her high heels 66
take off his heavy boots 173
take off with your money 58
take our own time about 44
take out his cell phone 73
take out his full sleep 44
take out his gold watch 44
take out his pens first 74
take that for done which 49
take that for your pains 181
take that off your hands 157
take them all back again 209
take them all their lives 44
take them and their goods 333
take them off their guard 101
take them off their hands 552
take them off your hands 1029
take them out from under 116
take them with their hands 102
take this for your motto 46
take this off your hands 86
take was that over mount 44
take with him into exile 76
take with thee such whole 72
take with them into exile 49
take with them their grown 137
take with them their wives 762
take with them their women 83
take with you free power 85
take with you your bells 41
take you and your boats 121
take you and your child 89
take you and your father 96
take you and your money 66
take you and your mother 283
take you and your party 54
take you and your people 78
take you and your wives 328
take you off their hands 40
take you off your guard 110
take you out from under 65
take you out more often 42
take you that much longer 90
taking does not take place 206
taking her off your hands 55
taking him off your hands 73
taking his own life after 67
taking his own life rather 66
taking his own life would 66
taking his own time about 46
taking his seat once again 49
taking out all your money 49
taking out her cell phone 71
taking out his cell phone 158
taking out his gold snuff 85
taking them for some deadly 40
taking them off their guard 66
taking them off their hands 42
taking them off your hands 46
taking them out from under 81
taking two and three steps 86
taking with her their child 54
taking with him only peter 61
taking with him some light 123
taking with them holy monks 85
taking with them into exile 48
taking with them some thirty 49
taking with them their books 40
taking with them their goods 49
taking with them their money 48
taking with them their share 43
taking with them their tents 47
taking with them their wives 509
taking with them their women 91
taking with them their working 83
tale that has been often 50
tale was not made anything 53
talk all that much about 75
talk all they like about 48
talk all they want about 299
talk all this over later 43
talk all you like about 113
talk all you want about 590
talk and act like human 661
talk and act like people 514
talk and his arms began 51
talk and not much action 113
talk but not much action 57
talk did not come easily 63
talk did not take place 44
talk far too much about 142
talk his way into anything 133
talk long and hard about 45
talk long and loud about 67
talk she had heard about 99
talk than his poor mother 44
talk with all these people 50
talk with all those people 40
talk with and make sense 65
talk with each other about 7122
talk with each other after 89
talk with each other again 194
talk with each other every 93
talk with each other rather 186
talk with each other until 96
talk with each other while 397
talk with her boss about 96
talk with her last night 260
talk with her more about 40
talk with him during which 65
talk with him last night 560
talk with him more about 46
talk with his wife about 690
talk with its face alone 69
talk with our kids about 60
talk with our past hours 533
talk with this young woman 46
talk with you ever since 60
talk with you last night 320
talk with you more about 474
talk with you more fully 133
talk with you much longer 48
talk with you soon about 1460
tall and has dark green 72
tall man with dark brown 61
tall man with dark curly 48
tall man with thick black 54
tall oak and pine trees 41
tame for his gray hairs 63
tame that they will allow 40
tame with that snow which 89
tank and two other posts 54
tank car and tank truck 98
tape that had been strung 45
task for not having given 77
task has not been fully 42
task has now been taken 63
task she had been given 108
task that had been begun 55
task that had been given 215
task that had been thrust 80
task that has been given 215
task that has been shown 61
task that has been taken 47
task that was ever given 65
task that was made easier 46
task that was well within 46
task they had been given 183
task was not made easier 1751
taut with one hand while 164
taxi that had been waiting 53
teach and lead their people 210
teach for two years after 102
teach him all over again 44
teach him our holy creed 52
teach that our lord jesus 47
teach them all over again 132
teach you all over again 111
teach you and your child 52
teach you and your people 76
teach you how your tongue 56
tears and hear their cries 296
tears and her lips might 124
tears and how much blood 45
tears are for ever wiped 77
tears did not come until 55
tears had now been dried 47
tears she had been holding 443
tears she had been keeping 63
tears she had shed since 251
tears sting her eyes again 55
tears that had been burning 60
tears that had been flowing 51
tears that had been waiting 55
tears that had been welling 131
tears that she knew would 45
tears with one hand while 41
teeth that had been filed 66
tell all she knew about 330
tell all that took place 40
tell all they knew about 239
tell all they know about 374
tell all you know about 427
tell any one else about 112
tell her all over again 199
tell her any more about 118
tell her his life story 90
tell her how many people 83
tell her how many times 84
tell her how much money 173
tell her how very sorry 80
tell her not only about 70
tell her own life story 48
tell her she must marry 41
tell her she must write 91
tell her she will never 76
tell her that even though 200
tell her that last night 99
tell her that nothing could 76
tell her that nothing would 76
tell her that some people 40
tell her that their father 69
tell her that their mother 40
tell her that there could 122
tell her that there would 143
tell her that your father 212
tell her they were sorry 48
tell her they were waiting 57
tell her too much about 137
tell her you said hello 190
tell her you were looking 48
tell her you were sorry 75
tell him all over again 173
tell him all your story 187
tell him any more about 141
tell him her life story 102
tell him his life story 52
tell him his soul lives 53
tell him how many hours 59
tell him how many people 109
tell him how many times 165
tell him how much longer 167
tell him how much money 319
tell him how very sorry 75
tell him she knew about 59
tell him that even though 226
tell him that ever since 59
tell him that kate merry 80
tell him that lady brown 53
tell him that last night 109
tell him that many people 42
tell him that mario would 48
tell him that most people 49
tell him that nothing could 85
tell him that nothing would 49
tell him that some people 86
tell him that their father 60
tell him that their mother 76
tell him that there could 72
tell him that there might 91
tell him that there would 274
tell him that these people 47
tell him that your father 135
tell him that your mother 128
tell him they were sorry 104
tell him too much about 156
tell him you have reason 171
tell him you know about 47
tell him you said hello 136
tell him you were looking 125
tell him you were sorry 53
tell his own life story 94
tell how she felt about 371
tell how they feel about 750
tell how they felt about 234
tell how they were getting 52
tell how this came about 193
tell how you feel about 615
tell how you felt about 128
tell she was very upset 98
tell that for some reason 40
tell that they were arguing 42
tell that they were getting 61
tell that they were really 56
tell that they were speaking 53
tell that they were still 165
tell that they were talking 91
tell that they were thinking 78
tell thee for what awful 72
tell them all over again 129
tell them any more about 91
tell them how many hours 47
tell them how many people 104
tell them how many times 89
tell them how much money 252
tell them off into small 116
tell them that come after 376
tell them that even though 168
tell them that many people 48
tell them that most people 46
tell them that other people 53
tell them that some people 47
tell them that their child 170
tell them that their father 370
tell them that their first 52
tell them that their lives 67
tell them that their loved 52
tell them that their mother 166
tell them that their wages 65
tell them that their wives 40
tell them that there might 51
tell them that there would 163
tell them that these belong 92
tell them that your father 168
tell them that your mother 128
tell them they were about 47
tell them they were crazy 60
tell them they were fools 61
tell them they were right 194
tell them they were still 45
tell them they were wasting 47
tell them they will never 109
tell them this tale would 323
tell them too much about 126
tell them who their father 43
tell you all over again 120
tell you all their cunning 93
tell you all their names 120
tell you all your dreams 49
tell you and your father 52
tell you and your mother 195
tell you any more about 1596
tell you any more right 139
tell you any more until 106
tell you far more about 178
tell you for sure which 56
tell you for what reason 89
tell you her life story 49
tell you his life story 288
tell you his very words 59
tell you how life seems 76
tell you how many books 114
tell you how many bytes 86
tell you how many calls 88
tell you how many cards 55
tell you how many cases 74
tell you how many drops 112
tell you how many files 45
tell you how many fingers 86
tell you how many girls 79
tell you how many grams 56
tell you how many hours 461
tell you how many items 131
tell you how many lines 98
tell you how many miles 238
tell you how many months 112
tell you how many pages 114
tell you how many pairs 45
tell you how many people 2505
tell you how many steps 109
tell you how many times 12193
tell you how many units 53
tell you how many weeks 97
tell you how many women 360
tell you how many words 173
tell you how much change 53
tell you how much dearer 90
tell you how much easier 102
tell you how much every 48
tell you how much extra 52
tell you how much light 42
tell you how much longer 175
tell you how much money 1401
tell you how much power 88
tell you how much sleep 41
tell you how much space 220
tell you how much water 161
tell you how these lands 43
tell you how very happy 228
tell you how very proud 90
tell you how very sorry 431
tell you how your child 91
tell you how your father 81
tell you how your mother 76
tell you not only about 330
tell you not only where 116
tell you not only which 88
tell you now what never 92
tell you one great state 111
tell you one last story 68
tell you one more story 985
tell you one other story 47
tell you one word about 84
tell you that case where 42
tell you that even after 54
tell you that even though 508
tell you that even today 41
tell you that ever since 414
tell you that good story 80
tell you that here again 41
tell you that jane merry 77
tell you that just above 49
tell you that last evening 57
tell you that last night 734
tell you that lord byron 54
tell you that many grown 45
tell you that many people 194
tell you that many times 137
tell you that most people 239
tell you that much about 104
tell you that much right 132
tell you that nothing could 168
tell you that nothing really 42
tell you that nothing would 96
tell you that only girls 52
tell you that other people 83
tell you that poor rhoda 61
tell you that some people 254
tell you that their angels 425
tell you that their child 48
tell you that their father 60
tell you that their first 105
tell you that their lives 66
tell you that there could 45
tell you that there might 63
tell you that there never 324
tell you that there really 47
tell you that there seems 70
tell you that there shall 58
tell you that there would 247
