take away anything from anybody 50
take base rates into account 73
take care where your fortune 46
take deep rooting from bastard 114
take more fully into account 270
take only about five minutes 131
take other people into account 382
take other views into account 50
take such cases into account 88
take such costs into account 117
take such facts into account 135
take such risks into account 49
take such views into account 53
take their first step towards 62
take their motion into account 45
take their names from animals 135
take their names from certain 57
take their needs into account 301
take their place must justify 47
take their views into account 694
take these costs into account 380
take these facts into account 2681
take these fully into account 90
take these items into account 68
take these needs into account 196
take these risks into account 127
take these rules into account 50
take these terms into account 44
take these views into account 173
take those costs into account 69
take those facts into account 46
take those needs into account 44
take those views into account 69
take what seems like forever 43
take your needs into account 52
take your views into account 45
taking more fully into account 58
taking other people into account 177
taking some loose java tobacco 45
taking their first step together 41
taking their needs into account 161
taking their views into account 377
taking these costs into account 51
taking these facts into account 218
taking these views into account 44
talk much about such matters 59
talk will spread like gangrene 123
tell lies about your betters 58
tell your story from beginning 51
term during which your guardian 47
their aged faces were covered 59
their best state such buildings 51
their cash flows from operating 43
their city where some amazons 75
their duty might have exposed 140
their eyes shone high resolve 47
their fate under these triangles 48
their feet could find support 45
their flat hands were callous 66
their good sense will dictate 82
their gray stone huts against 52
their hair under their helmets 49
their heads about such matters 126
their heads above their fellows 62
their heads under their pillows 49
their high gable ends notched 44
their liking below their cobbled 57
their love would last forever 129
their most telling work outside 65
their paths might have crossed 84
their paths would have crossed 70
their sole charm from despair 108
their true voice heard against 76
their very names were unknown 58
their wide sweep having brought 108
their young leader soon appeared 65
their young under those thatched 79
their young within their bellies 91
theory also takes into account 150
theory only takes into account 44
there died about three hundred 62
there ever could have existed 43
there fell about three thousand 54
there fell above three hundred 73
there from selling their unhappy 62
there have never been reports 40
there have since been several 95
there must exist some general 58
there must exist some relation 44
there must still have existed 40
there only about five minutes 41
there soon after their arrival 44
there were about five hundred 2190
there were about five thousand 2559
there were about four hundred 2168
there were about four thousand 992
there were about nine hundred 306
there were about nine thousand 219
there were about three hundred 6903
there were about three thousand 3175
there were above five hundred 109
there were above four hundred 83
there were above four thousand 47
there were above three hundred 246
there were above three thousand 202
there were belts past numbering 62
there were close ties between 518
there were eight other sellers 42
there were eight such schools 55
there were eight years between 133
there were fewer side effects 89
there were found three hundred 105
there were fully five hundred 97
there were fully five thousand 57
there were fully three hundred 44
there were fully three thousand 43
there were large gaps between 191
there were nearly five hundred 603
there were nearly five thousand 671
there were nearly four hundred 715
there were nearly four millions 86
there were nearly four thousand 366
there were nearly nine hundred 111
there were nearly nine thousand 73
there were nearly three hundred 1207
there were nearly three millions 62
there were nearly three thousand 613
there were never four happier 75
there were often wars between 41
there were others like herself 54
there were others like himself 134
there were others more deserving 40
there were others there besides 41
there were people from outside 145
there were people very strongly 75
there were really some thoughts 44
there were seven such schools 40
there were seven years between 64
there were sixty glad minutes 56
there were slain nine thousand 66
there were still five hundred 108
there were still five minutes 80
there were still five thousand 46
there were still four hundred 90
there were still gaps between 52
there were still good objects 74
there were still great numbers 156
