tabs within the dialog box 60
tail which is longer than 54
take action to avoid any 50
take action to avoid being 95
take action to avoid them 110
take action to avoid this 42
take action to carry out 138
take action to change that 153
take action to change them 82
take action to change things 104
take action to change this 46
take action to deter and 194
take action to solve them 164
take action to solve this 42
take action to stamp out 52
take anything he could get 187
take anything of value that 43
take anything of value with 42
take anything to carry off 61
take jesus by force and 221
take longer to appear and 59
take longer to appear than 64
take longer to build and 124
take longer to build than 186
take longer to carry out 189
take longer to change than 81
take longer to create and 44
take longer to create than 67
take longer to dress than 50
take longer to hatch than 93
take longer to occur than 71
take longer to print than 170
take longer to solve than 111
take longer to train than 87
take longer to write and 123
take longer to write than 115
take notes in class and 151
take pains to amend one 47
take pains to argue that 99
take pains to avoid any 94
take pains to avoid being 95
take pains to avoid him 77
take pains to avoid them 57
take pains to change its 70
take pains to engage them 70
take pains to please his 62
take pains to point out 2721
take pains to prove that 769
take pains to spell out 120
take pains to state that 89
take pains to state them 74
take pains to study them 47
take place as though they 46
take place at about this 63
take place at either end 93
take place at every new 53
take place at night and 1088
take place at night with 92
take place at times and 155
take place by which this 46
take place if people are 75
take place in about one 164
take place in about six 150
take place in about ten 139
take place in about two 585
take place in april and 467
take place in cells and 64
take place in cells that 42
take place in china and 104
take place in either one 71
take place in either way 43
take place in every area 159
take place in every man 54
take place in every one 100
take place in forms that 51
take place in heaven and 185
take place in homes and 85
take place in italy and 61
take place in japan and 70
take place in keeping with 142
take place in march and 508
take place in nearly all 525
take place in order for 1807
take place in order that 2319
take place in paris and 207
take place in people who 141
take place in plant and 47
take place in rocks and 47
take place in russia and 71
take place in savoy and 53
take place in small and 44
take place in social and 98
take place in space and 783
take place in spain and 158
take place in tokyo and 40
take place in towns and 78
take place in water and 153
take place in which all 93
take place in which each 47
take place in which one 147
take place in which they 43
take place in women who 72
take place in world war 89
take place it would not 107
take place no later than 2255
take place of every one 92
take place on stage and 48
take place on terms that 95
take place so easily and 52
take place the first day 50
take place to allow for 156
take place to begin with 84
take power by force and 41
take pride in feeling that 62
take pride in keeping his 50
take pride in keeping them 69
take pride in knowing how 44
take pride in knowing that 1190
take pride in knowing you 42
take pride in showing off 331
take pride in stating that 129
take pride in telling you 44
take pride in thinking that 161
take pride in turning out 93
take pride in where they 41
take pride in working for 350
take pride in working with 52
take pride of place and 72
take pride of place for 113
take pride of place with 96
take proof of wills and 51
take steps to apply for 43
take steps to avert this 113
take steps to avoid any 136
take steps to avoid being 260
take steps to avoid its 42
take steps to avoid that 145
take steps to avoid them 570
take steps to avoid this 221
take steps to carry out 635
take steps to change his 77
take steps to change its 63
take steps to change our 54
take steps to change that 160
take steps to change them 121
take steps to change things 65
take steps to change this 167
take steps to check this 51
take steps to close them 40
take steps to limit its 58
take steps to phase out 83
take steps to place each 79
take steps to prove that 93
take steps to solve them 156
take steps to stamp out 105
take stock in anything that 45
take stock of where she 56
take stock of where they 323
take stock of where you 557
take thirty or forty with 181
take title to goods and 466
take title to goods but 62
take title to goods nor 154
take turns in speaking and 53
take turns to visit him 40
take turns to watch and 94
take weeks or months and 144
take weeks or months for 967
take weeks to months and 43
take weeks to months for 109
take which he liked out 86
taking action to carry out 62
taking action to solve them 75
taking anything he could get 41
taking money at usury for 52
taking notes in class and 99
taking pains to avoid any 95
taking pains to gather all 73
taking pains to point out 667
taking pills to sleep and 42
taking place at about this 62
taking place at night and 73
taking place at which our 52
taking place in april and 43
taking place in bosnia and 50
taking place in china and 400
taking place in china are 60
taking place in egypt and 109
taking place in every area 73
taking place in every one 42
taking place in heaven and 73
taking place in israel and 69
taking place in italy and 141
taking place in japan and 230
taking place in march and 52
taking place in nearly all 89
taking place in order for 40
taking place in order that 179
taking place in paris and 160
taking place in rural and 41
taking place in russia and 370
taking place in russia are 51
taking place in russia can 46
taking place in russia for 49
taking place in russia was 49
taking place in social and 146
taking place in space and 265
taking place in spain and 154
taking place in state and 55
taking place in towns and 46
taking place in trade and 66
taking place in which they 41
taking place on stage and 42
taking steps to adopt and 59
taking steps to avoid being 50
taking steps to avoid them 97
taking steps to carry out 172
taking steps to solve them 45
taking stock of where you 153
taking turns by night and 60
taking turns to watch and 191
tale about the search for 56
tale about the woman who 41
talk about an action that 318
talk about an event that 248
talk about an issue and 122
talk about an issue that 320
talk about an issue with 85
talk about it after all 165
talk about it after that 179
talk about it after they 113
talk about it after you 607
talk about it again and 289
talk about it again for 51
talk about it every day 367
talk about it first and 89
talk about it later and 180
talk about it later this 47
talk about it later with 84
talk about it often and 47
talk about it rather than 399
talk about it right now 6138
talk about it right then 289
talk about it until now 85
talk about it until she 88
talk about it until they 255
talk about it until you 428
talk about it while they 125
talk about it while you 208
talk about my father and 300
talk about my meeting with 40
talk about my mother and 383
talk about my mother that 107
talk about my plans for 176
talk about the abuse and 248
talk about the abuse they 96
talk about the beauty and 190
talk about the bible and 409
talk about the birds and 648
talk about the black man 43
talk about the books and 222
talk about the books she 116
talk about the books that 135
talk about the books they 828
talk about the books you 158
talk about the child and 211
talk about the child who 123
talk about the child with 95
talk about the civil war 913
talk about the costs and 132
talk about the crime and 122
talk about the crops and 328
talk about the devil and 123
talk about the event and 290
talk about the event that 41
talk about the event with 59
talk about the facts and 103
talk about the fight with 243
talk about the first and 116
talk about the first day 99
talk about the first few 91
talk about the first one 120
talk about the first two 202
talk about the funny things 95
talk about the girls and 91
talk about the girls they 40
talk about the goals and 101
talk about the group and 89
talk about the growth and 100
talk about the hopes that 57
talk about the house and 247
talk about the human being 99
talk about the issue and 222
talk about the issue that 117
talk about the issue with 271
talk about the loved one 220
talk about the meeting with 89
talk about the money and 90
talk about the money that 67
talk about the money they 146
talk about the money you 141
talk about the moral and 178
talk about the movie and 91
talk about the music and 174
talk about the music they 128
talk about the needs and 132
talk about the opera and 47
talk about the party and 160
talk about the people and 410
talk about the people she 106
talk about the people that 56
talk about the people they 313
talk about the people who 1282
talk about the people you 214
talk about the place and 106
talk about the plans for 347
talk about the power and 109
talk about the power that 186
talk about the races and 41
talk about the reason for 399
talk about the reason why 95
talk about the right and 127
talk about the right things 73
talk about the right way 118
talk about the risks and 126
talk about the river and 53
talk about the rules and 107
talk about the rules for 98
talk about the rules that 46
talk about the search for 271
talk about the social and 271
talk about the stars and 228
talk about the state and 150
talk about the steps you 106
talk about the storm and 48
talk about the story and 445
talk about the story that 40
talk about the story with 121
talk about the stuff that 162
talk about the theater and 54
talk about the threats that 271
talk about the times that 67
talk about the times they 142
talk about the topic and 125
talk about the topic for 50
talk about the topic that 52
talk about the topic with 126
talk about the trees and 90
talk about the trials and 112
talk about the usual things 45
talk about the value and 44
talk about the weather all 138
talk about the weather and 4110
talk about the weather but 112
talk about the weather for 188
talk about the weather than 126
talk about the weather with 290
talk about the wedding and 164
talk about the whigs and 45
talk about the white man 276
talk about the white men 60
talk about the woman who 216
talk about the women they 94
talk about the women who 115
talk about the words and 58
talk about the words that 104
talk about the world and 960
talk about the world being 131
talk about the world that 66
talk about the world they 92
talk after the books that 105
talk round the table was 45
talk shall be every day 131
talk which he could not 117
tall chair in which she 53
tall drink of water with 77
tall glass of water and 268
tall glass of water with 74
tall grove of trees that 66
tall spars of ships that 48
tall tower at either end 100
tall woman in white had 40
tank corps in world war 43
tank under the front seat 142
task could be found for 41
task force of state and 42
task force of tanks and 51
