tail male or tail female 362
tail more or less forked 64
tail wake of clear yellow 119
take away the evil spirit 79
take away the high places 72
take away the last chance 73
take away the last excuse 65
take away the only chance 98
take away the only ground 72
take away the same amount 47
take away the true nature 67
take away the very ground 50
take away the voting rights 64
take away thy fair jewels 72
take back the poor wretch 40
take back to their master 51
take back to their native 118
take care of gary cooper 46
take care of last minute 199
take care of more pressing 113
take care of more remote 42
take care of other chores 78
take care of other duties 54
take care of other family 136
take care of other peoples 61
take care of other pressing 103
take care of poor little 237
take care of sick family 56
take care of some chores 95
take care of some family 455
take care of some little 78
take care of some pressing 243
take care of some special 49
take care of some urgent 137
take care of such chores 91
take care of such duties 42
take care of such issues 80
take care of such little 90
take care of such special 42
take care of their babies 2603
take care of their bodies 4072
take care of their bodily 203
take care of their brother 64
take care of their cattle 627
take care of their chores 47
take care of their clothes 890
take care of their common 377
take care of their credit 56
take care of their duties 79
take care of their elders 189
take care of their entire 52
take care of their estate 52
take care of their family 985
take care of their fathers 208
take care of their feelings 132
take care of their fellow 163
take care of their fields 115
take care of their flocks 206
take care of their future 486
take care of their garden 74
take care of their graves 56
take care of their guests 99
take care of their horses 1517
take care of their houses 404
take care of their infant 325
take care of their little 1107
take care of their master 52
take care of their mental 51
take care of their morals 41
take care of their mothers 339
take care of their mounts 41
take care of their orders 42
take care of their parent 52
take care of their places 47
take care of their plants 87
take care of their rifles 98
take care of their rights 117
take care of their safety 210
take care of their school 113
take care of their selves 41
take care of their sewage 44
take care of their sexual 60
take care of their siblings 301
take care of their silver 70
take care of their slaves 255
take care of their special 265
take care of their strange 46
take care of their toilet 41
take care of their troops 44
take care of their weapons 96
take care of their widows 57
take care of their wounds 84
take care of their younger 1516
take care of these babies 95
take care of these changes 69
take care of these chores 74
take care of these duties 67
take care of these horses 97
take care of these indians 41
take care of these issues 531
take care of these little 465
take care of these papers 87
take care of these special 96
take care of those already 98
take care of those around 217
take care of those babies 140
take care of those droves 61
take care of those duties 40
take care of those horses 87
take care of those issues 65
take care of those little 335
take care of those papers 40
take care of those unable 60
take care of those without 56
take care of those wounds 40
take care of three little 114
take care of what belongs 475
take care of what little 208
take care of what needed 82
take care of your actions 92
take care of your babies 120
take care of your bodies 125
take care of your bodily 46
take care of your brother 1603
take care of your career 78
take care of your cattle 94
take care of your chores 46
take care of your client 43
take care of your clothes 1055
take care of your cousin 126
take care of your duties 49
take care of your entire 132
take care of your family 5573
take care of your feelings 214
take care of your friend 934
take care of your future 634
take care of your garden 198
take care of your guests 91
take care of your horses 369
take care of your houses 165
take care of your infant 44
take care of your letter 79
take care of your little 2447
take care of your master 103
take care of your mental 64
take care of your morals 41
take care of your office 49
take care of your orders 71
take care of your papers 55
take care of your parent 96
take care of your person 191
take care of your plants 115
take care of your pocket 129
take care of your safety 148
take care of your sexual 47
take care of your shopping 40
take care of your sister 2204
take care of your special 56
take care of your spirit 48
take care of your spouse 169
take care of your swords 43
take care of your ticket 58
take care of your travel 69
take care of your troops 101
take care of your wounds 96
take care of your younger 152
take care to burn proper 65
take care to give notice 193
take care to give orders 60
take care to give something 81
take care to have another 79
take care to have enough 48
take care to have plenty 193
take care to have something 44
take care to keep behind 74
take care to keep myself 56
take care to leave behind 46
take care to leave orders 70
take care to make little 56
take care to make proper 61
take cream in your coffee 118
take during the next decade 44
take even the most obvious 52
take ever the least thought 57
take four or five drinks 42
take four or five ounces 81
take four or five pounds 49
take from the same family 45
take from the same source 87
take half an hour before 123
take heed of these warnings 47
take heed to their actions 41
take heed to your spirit 976
take hold of some object 67
take hold of their clothes 56
take hold of your ankles 68
take hold of your fathers 113
take home to their mothers 98
take home to your family 76
take into the most serious 44
take jobs in other cities 48
take jobs in other fields 85
take just as much effort 55
take just the most obvious 75
take leave of lord howard 43
take leave of miss vernon 77
take leave of their bodies 120
take leave of their nearest 112
take leave of their senses 691
take leave of those amiable 41
take leave of your senses 495
take leave of your turkey 53
take milk in your coffee 43
take more or less active 44
take most of your weight 47
take much the same course 113
take note of some recent 40
take note of their common 75
take note of their various 48
take note of these changes 346
take note of these findings 46
take note of these issues 46
take note of these points 81
take note of these trends 52
take note of what passed 65
take note of your feelings 44
take nothing by mouth except 45
take only so much before 54
take only the most famous 64
take only the most obvious 699
take only the most recent 101
take only the most striking 67
take over the full burden 51
take over the main burden 176
take over the much larger 41
take over the next decade 260
take over the other person 56
take over the post office 169
take over the radio station 245
take over the rich legacy 77
take over the role played 160
take over the sole charge 47
take over the west indies 70
take over to some extent 67
take part in great events 79
take part in high school 73
take part in land reform 59
take part in making policy 50
take part in mass meetings 45
take part in mass murder 42
take part in more active 47
take part in more serious 40
take part in nest building 105
take part in nothing beyond 45
take part in other sports 82
take part in some aspect 44
take part in some battle 44
take part in some public 71
take part in some school 100
take part in some special 53
take part in such actions 217
take part in such crimes 44
take part in such events 157
take part in such groups 57
take part in such meetings 448
take part in such public 51
take part in such scenes 80
take part in such sports 65
take part in such training 120
take part in their annual 147
take part in their family 57
take part in their meetings 226
take part in their planning 56
take part in their public 49
take part in their sports 137
take part in these actions 145
take part in these changes 91
take part in these dances 337
take part in these events 270
take part in these family 65
take part in these fights 60
take part in these groups 65
take part in these meetings 500
take part in these orgies 44
take part in these public 70
take part in these sacred 76
take part in these scenes 63
take part in these singular 42
take part in these sports 85
take part in those events 53
take part in those meetings 92
take part in town meetings 175
take part in what became 77
take part in what seemed 63
take part in your public 67
take part of their dinner 59
take part of their higher 65
take part of their training 45
take part to some extent 112
