take anywhere near as long 40
take decisions and to act 83
take interest but in you 56
take judgment for the sum 62
take positions that do not 42
take security for the due 393
take seriously his or her 46
take sleepers and eat them 45
take yourself off to bed 302
take yourself out of his 63
take yourself out of its 68
take yourself out of that 108
take yourself out of this 133
taking interest for the use 54
tale anointed one of his 84
tale reminded him of one 69
talk directly with the plo 85
talk yourself out of being 183
talk yourself out of doing 98
talk yourself out of that 64
talk yourself out of them 46
talk yourself out of this 369
tall handsome man in his 82
tape programs off the air 194
tape recorder out of her 481
tape recorder out of his 762
tape recorder that he had 61
tape recorder was on and 43
tape recorder with me and 193
task assigned him by his 84
teach children how to act 84
teach children how to deal 162
teach children how to get 147
teach children how to read 1247
teach children how to use 739
teach children that if they 51
teach children who do not 116
teach everyone how to use 43
teach managers how to use 47
teach patients how to use 180
teach students how to ask 148
teach students how to deal 154
teach students how to get 122
teach students how to read 921
teach students how to set 98
teach students how to use 2021
teach students who do not 98
teach yourself how to use 127
tears bemoaned him as her 44
tears squeezed out of her 77
tears squeezed out of his 65
tell children that if they 73
tell everyone how he had 74
tell everyone that he had 174
tell everyone that he was 352
tell everyone that if they 50
tell everyone that it was 249
tell everyone that we are 96
tell lovelace that he had 77
tell patients that if they 61
tell students not to use 46
tell students that if they 152
tell washington that he had 105
tell yourself that if you 209
tell yourself that it does 44
tell yourself that it was 227
tell yourself that no one 120
tell yourself this is not 70
tell yourself you do not 332
term includes but is not 141
term projects that do not 43
term suggests that it was 102
term suggests that we are 58
term thereafter for as long 120
test positive but do not 40
test positive for the hiv 612
test requires that the two 44
text explains how to use 52
text indicate that it was 57
text suggests that he was 68
text suggests that it may 57
text suggests that it was 224
thank goodness they do not 63
thank goodness you do not 49
their accounts for the year 630
their accounts with the god 67
their activity that he was 76
their advisers and of its 155
their affection for me and 85
their affection for me was 129
their affection for the dead 118
their affection for the man 145
their affection for the new 48
their affection for the old 151
their affinity for the dye 92
their ancestry all the way 66
their approach and do not 77
their approval for the new 45
their argument that it was 174
their assertion that he had 48
their assertion that he was 64
their assertion that it was 193
their assertion that the two 48
their assertion with an oath 78
their attention and it was 40
their attention and to get 41
their attention for as long 59
their attention for so long 61
their attention was the dead 41
their attitude and the way 68
their attitude that it was 41
their audience that it was 40
their authority and do not 41
their authority for so doing 181
their authority was to set 63
their business and do not 219
their business and it was 69
their business and no one 334
their business and the way 73
their business and to sue 45
their business for the day 212
their business for the year 101
their business was at its 60
their business was to buy 44
their business was to get 83
their business was to hear 143
their business was to see 46
their business with an air 95
their business with me was 44
their business with the aid 60
their business with the old 40
their capacity for the job 41
their chairman read to him 145
their chambers one by one 67
their cheapness and the ease 47
their children all the things 50
their children all the way 113
their children and as they 55
their children and do not 1083
their children and eat them 41
their children and if they 134
their children and in this 81
their children and it was 147
their children and no one 92
their children and so they 121
their children and the death 48
their children and the fear 44
their children and the few 76
their children and the men 96
their children and the new 73
their children and the old 120
their children and the way 221
their children and to all 74
their children and to bring 57
their children and to each 230
their children and to get 50
their children and to one 72
their children and to our 40
their children and to pay 90
their children and to see 112
their children and to set 49
their children and to try 52
their children and to use 103
their children are at all 90
their children are in bed 65
their children are of age 46
their children are to them 68
their children but do not 366
their children day by day 47
their children for as long 234
their children for so long 123
their children for the day 387
their children for the new 97
their children for the sin 196
their children had to pay 52
their children had to say 46
their children how to act 42
their children how to deal 84
their children how to get 107
their children how to read 461
their children how to use 195
their children lying by her 40
their children may or may 85
their children nor do they 64
their children not to get 79
their children not to lie 59
their children not to use 89
their children off to war 41
their children one by one 81
their children out of all 68
their children out of bed 148
their children out of fear 103
their children out of his 102
their children out of our 42
their children out of that 53
their children out of them 45
their children out of this 65
their children out to beg 213
their children out to see 42
their children out to wet 122
their children put to bed 47
their children read to them 63
their children say to them 209
their children than by being 40
their children than do men 100
their children than if they 86
their children than in any 80
their children than it has 41
their children than it was 100
their children than the one 42
their children than we are 64
their children that do not 49
their children that he was 40
their children that if they 328
their children that is not 78
their children that it was 229
their children they do not 115
their children who do not 267
their children with an eye 56
their children with the aid 46
their children with the aim 43
their children with the idea 119
their children with the old 42
their coalition may be thus 47
their collision with the earth 49
their commerce with the dead 129
their commerce with the east 565
their comrades that it was 61
their concerns and to ask 70
their condition and do not 89
their condition that of men 46
their condition with my own 61
their conflict with the law 103
their conflict with the old 64
their confusion was at its 45
their constant fear of being 82
their constant use of this 46
their contacts with the east 177
