tax paid 56 tax have 40
than have 54 than undo 45
than have 57 than have 50
than have 56 than pays 44
than ever 44 than ever 76
than ever 131 than have 57
than have 281 than ever 41
than have 77 than have 319
than were 42 than ever 44
than upon 50 than from 72
than ever 47 than have 411
than have 79 than have 94
than have 49 than ever 91
than have 93 than ever 215
than have 2356 than make 67
than tell 137 than have 58
than have 120 than have 47
than five 61 than over 125
than during 121 than have 64
than have 146 than hold 114
than ever 42 than have 105
than have 188 than wins 49
than give 43 than have 148
than ever 63 than have 159
than ever 41 than have 289
than hold 149 than full 60
than from 44 than have 41
than have 87 than have 59
than show 54 than have 109
than have 47 than seem 45
than cost 86 than meaning 40
than were 173 than when 56
than from 154 than from 43
than make 58 than think 190
than from 331 than from 262
than from 521 than from 145
than gave 41 than when 43
than their 101 than three 94
than from 46 than part 50
than have 68 than fast 58
than make 148 than from 49
than upon 56 than give 59
than have 137 than make 132
than think 41 than from 910
than from 1033 than from 674
than from 445 than even 81
than birth 46 than date 673
than filing 48 than leaving 80
than pearl 49 than such 899
than taking 122 than their 476
than when 88 than have 51
than leaving 56 than their 58
than work 51 than their 52
than have 55 than there 81
than have 48 than have 99
than laws 53 than among 55
than from 766 than over 180
than upon 46 than upon 43
than upon 58 than from 7054
than into 76 than next 43
than when 75 than have 798
than from 61 than upon 210
than from 919 than rise 291
than good 41 than upon 44
than come 69 than have 1523
than drew 50 than upon 454
than from 51 than have 46
than among 83 than from 130
than from 982 than from 198
than from 97 than over 49
than come 111 than fall 47
than flow 66 than give 251
than have 4959 than make 369
than rule 47 than take 148
than such 165 than their 104
than away 523 than home 57
than from 52 than from 127
than from 41 than from 65
than have 53 than their 84
than like 115 than free 85
than more 113 than other 147
than only 60 than like 53
than from 493 than have 72
than ever 49 than were 110
than from 79 than leaving 195
than their 104 than from 75
than when 112 than leaving 176
than making 70 than pearl 81
than such 137 than taking 204
than their 447 than these 61
than came 68 than when 123
than will 61 than from 48
than birth 40 than leaving 79
than pearl 89 than taking 123
than their 326 than these 49
than when 269 than years 71
than like 61 than your 51
than when 44 than hold 53
than think 135 than from 87
than from 58 than from 85
than from 51 that only 40
that have 45 that have 114
that have 45 that have 85
that play 151 that from 41
that beings 60 that were 73
that have 55 that have 90
that upon 227 that have 99
that pass 49 that have 65
that have 90 that must 52
that were 275 that were 152
that were 41 that from 188
