the able bodied young men 64
the acid passes over with 40
the acts called good and 79
the acts called wrong and 62
the acts passed there had 92
the aged person will not 47
the ague shakes upon you 108
the alps simply from not 66
the anger draining from her 41
the anger draining from his 72
the anger radiating from him 62
the anglo teacher when all 95
the angry humors will die 65
the angry thunder from its 57
the ants reached over and 42
the ants tumbling over each 83
the arab armies were not 81
the arab leaders were not 56
the arab nations were not 48
the arab states have had 48
the arab states have not 150
the arab states were not 392
the arab states were now 50
the arab states when they 47
the arab states will not 100
the arab tribes into one 44
the arms occurs early and 41
the army became more and 400
the army formed last year 48
the army formed nothing but 43
the army itself there was 90
the army killed more than 53
the army leaders were not 52
the army opened fire and 69
the army should have had 44
the army should leave new 42
the army should make its 46
the army should stay out 60
the army should take this 98
the army slowly made its 48
the army twenty years ago 115
the army without losing that 86
the army without making any 57
the atom changes from one 128
the atom looked like and 49
the atom passes from one 107
the auto repair shop and 41
the axis powers were not 176
the axis powers were our 94
the axis powers were then 72
the baby across your lap 51
the baby before birth and 57
the baby bottle flying out 131
the baby looked like her 148
the baby looked like him 70
the baby should come out 50
the baby should have his 52
the baby should stay with 41
the baby upside down and 167
the baby weighs less than 133
the baby weighs more than 56
the back screen door and 313
the back stairs into his 86
the back stairs when she 41
the ball around left end 52
the ball around when you 91
the ball around your head 102
the ball before making his 56
the ball behind your head 83
the ball passed over him 66
the ball passed over his 81
the ball sailed over his 121
the ball through their own 60
the ball through your own 55
the band splits into two 42
the bank across from him 45
the bare ground among his 121
the bare little room and 56
the bare little room that 166
the bare little room with 56
the bare thought made him 60
the barn burned down and 48
the barn caught fire and 41
the base hourly rate for 73
the base striking more air 44
the beast should make war 42
the beast turned upon his 58
the beats become more and 41
the beer bottle from his 51
the bell system there are 46
the bering strait from asia 797
the bering strait more than 60
the best actions will not 162
the best advice from his 51
the best arable land and 101
the best arable land was 80
the best brains among our 42
the best brains from all 48
the best career move for 49
the best chance there was 44
the best choice among all 119
the best choice among them 40
the best choice when you 367
the best cleaned rice was 61
the best cooked food that 44
the best dancer among them 108
the best effect upon our 86
the best effect when they 68
the best english poets and 150
the best english poets are 50
the best english word for 49
the best french songs and 151
the best friend john can 45
the best heroic poems that 195
the best judges among his 64
the best judges upon this 54
the best judges what was 80
the best leaders from all 76
the best litmus test for 53
the best little girl that 83
the best little more than 47
the best novels dealing with 54
the best patriot among them 43
the best planting time for 77
the best points from each 65
the best policy when you 61
the best prince will not 54
the best recent work has 89
the best result among all 43
the best result from this 52
the best result when they 62
the best return from his 59
the best routes from one 40
the best sample size for 56
the best seller list and 136
the best seller list for 352
the best speaker among them 45
the best system will not 42
the best talent from all 135
the best tariff bill that 1004
the best troops from our 78
the best writer among them 76
the bike upside down and 80
the bill passed into law 1483
the bill passed last year 51
the bill passes into law 100
the bill should pass and 52
the bill should pass that 40
the bill should pass was 92
the bill should pass with 53
the bill signed into law 101
the bill silent upon that 76
the bill touching free and 134
the bill without making any 41
the bird upside down and 50
the bird vainly beating its 41
the blow passed over his 42
the blue clouds rising out 40
the blue devils from his 69
the blue flames come out 46
the blue funnel line and 95
the blue heavens bend with 80
the blue island land and 89
the blue island yard and 47
the blue ribbon from her 41
the blue shines more and 69
the blue waters rise and 40
the boat caught fire and 78
the boat gained upon them 49
the boat glided into this 50
the boat glided past them 45
the boat heeled over and 102
the boat pulled away and 86
the boat rocked back and 91
the boat rolled over and 44
the boat should pass you 49
the boat slowed down and 132
the boat slowly made its 41
the boat strike when she 48
the boat tipped over and 64
the boat turned over and 128
the boat upside down and 155
the body became more and 81
the body become more and 68
the body before birth and 40
the body cavity into two 208
the body changes from one 50
the body fighting hard for 68
the body passes from one 117
the body should have its 64
the body should move that 581
the body simply wears out 55
the body through cuts and 210
the body through diet and 63
the body through food and 129
the body turned over and 98
the body upside down and 47
the body varies from one 124
the body wastes away and 65
the body weighs more than 47
the body weight from one 352
the body weight gain and 68
the body weight gain was 57
the body without having any 46
the body without leaving any 55
the boers obtain what they 46
the boers opened fire with 85
the bond issuer will pay 58
the bond should sell for 67
the bone marrow along with 89
the bone marrow there are 41
the bone marrow will not 42
the book became more and 64
the book covers more than 43
the book gently from her 46
the book itself came out 109
the book itself there are 61
the book itself will not 98
the book little more than 46
the book mainly deals with 50
the book offers more than 62
the book should come out 208
the book should find its 54
the book should give you 92
the book should have had 55
the book should help you 140
the book should shut with 152
the book something more than 89
the book upside down and 563
the book upside down for 51
the book valued when its 98
the book without having read 84
the book without seeing that 168
the booth across from her 408
the booth across from him 480
the booth across from his 42
the booth across from them 72
the boss around here and 63
the bowl upside down and 154
the boys already know our 46
