tabs allow you to switch 59
tack about and to return 75
tail could not be barred 42
tail swept near or across 52
take about ten or twelve 52
take about ten to twelve 43
take action and do something 191
take action for the common 52
take action for the safety 45
take amelia and the little 48
take anything with us except 41
take every bit of energy 63
take every bit of strength 58
take fifty men of genius 101
take goods off the market 185
take grain for the famine 44
take issue with the authors 177
take issue with the claims 48
take issue with the common 69
take issue with the existing 88
take issue with the findings 133
take issue with the latter 76
take issue with the learned 43
take issue with the manner 110
take issue with the opinion 47
take issue with the report 42
take issue with the second 79
take issue with the speaker 44
take issue with the united 66
take issue with the various 63
take issue with the writer 56
take longer than he thought 95
take longer than it should 223
take longer than the actual 167
take longer than the flight 47
take longer than the normal 62
take longer than we expect 52
take longer than we thought 187
take notes for the future 44
take order for the erecting 43
take order for the printing 66
take order for the quieting 367
take order for the safety 76
take order for the settling 223
take pains not to offend 73
take pains that he should 46
take pains with my accent 69
take people long to realize 43
take people off the street 89
take people out to dinner 83
take place all by itself 54
take place and no impact 58
take place and the amount 215
take place and the degree 59
take place and the effect 43
take place and the entire 108
take place and the extent 96
take place and the greater 48
take place and the latter 46
take place and the manner 40
take place and the nature 99
take place and the number 347
take place and the person 44
take place and the public 41
take place and the reasons 85
take place and the result 126
take place and the system 200
take place and we should 101
take place are the result 66
take place due to changes 85
take place for the better 380
take place for the direct 63
take place for the entire 48
take place for the future 159
take place for the public 91
take place for the reasons 48
take place for the simple 90
take place near the center 79
take place near the source 156
take place out of earshot 101
take place out of public 76
take place out of school 175
take place was the result 101
take place with as little 1023
take place with or without 2949
take place with so little 57
take place with the active 114
take place with the advent 193
take place with the assent 60
take place with the church 42
take place with the client 67
take place with the entire 68
take place with the family 40
take place with the french 62
take place with the groups 75
take place with the object 79
take place with the proper 46
take place with the release 45
take place with the result 405
take place with the soviet 41
take place with the teacher 100
take place with the troops 43
take place with the united 141
take place with the utmost 316
take place with the various 53
take risks and to accept 116
take risks and to invest 51
take risks and to pursue 47
take shape and to become 56
take sides with the allies 109
take sides with the english 230
take sides with the forces 47
take sides with the former 91
take sides with the french 277
take sides with the latter 46
take sides with the rebels 54
take sides with the united 135
take steps for my rescue 56
take steps for the better 52
take steps for the creation 72
take steps for the proper 65
take steps for the relief 96
take steps for the return 138
take steps for the safety 83
take steps for the speedy 43
take steps for the training 42
take steps now to ensure 74
take steps now to reduce 54
take truce with the unruly 103
take turns being in charge 105
take turns being the person 43
take turns being the teacher 144
take turns doing the dishes 102
take turns going to school 181
take warning for the future 229
taking action that the lawyer 285
taking longer than he thought 84
taking longer than it should 207
taking longer than we thought 99
taking notes and the corpse 42
taking pains that it should 64
taking people out to dinner 46
taking place and the amount 53
taking place and the nature 53
taking place and the number 42
taking place and the reasons 54
taking place for the better 164
taking place out of england 41
taking place with or without 115
taking place with the advent 43
taking place with the french 49
taking place with the object 45
taking place with the result 51
taking place with the soviet 40
taking place with the united 56
taking sides with the english 126
taking sides with the french 44
taking sides with the latter 87
taking steps for the relief 48
tale rather than by weight 46
tale rather than the teller 204
talk about all the changes 94
talk about all the issues 78
talk about all the little 125
talk about all the places 133
talk about all the reasons 145
talk about and so little 52
talk about for the moment 40
talk about god in public 84
talk about going on strike 41
talk about going to church 168
talk about going to school 175
talk about her to anyone 94
talk about him as little 90
talk about him to anyone 144
talk about him to someone 48
talk about how he wanted 163
talk about how it should 100
talk about how the family 117
talk about how the person 103
talk about how the police 42
talk about how the school 41
talk about how the system 103
talk about how the various 96
talk about how to choose 200
talk about how to decide 104
talk about how to design 108
talk about how to figure 41
talk about how to handle 948
talk about how to manage 249
talk about how to reduce 112
talk about how to select 94
talk about how we should 426
talk about how we wanted 92
talk about sex in public 125
talk about that at another 48
talk about that in detail 62
talk about that the better 205
talk about that to anyone 90
talk about them in detail 166
talk about them in public 295
talk about them in school 82
talk about them to anyone 373
talk about them to someone 150
talk about this at another 57
talk about this in detail 415
talk about this in greater 104
talk about this in person 310
talk about this in public 208
talk about this on monday 113
talk about this thing called 87
talk about this to anyone 1399
talk about this to someone 72
talk about war in europe 42
talk about was the latest 67
talk about why we should 57
talk about you at castle 50
talk about you at dublin 52
talk about you to anyone 55
talk owned that he talked 100
talk rather than to listen 154
tall ships and the rooted 74
tall ships lying at anchor 51
tank which can be filled 60
tape which can be played 63
task calling for the utmost 43
task could not be solved 67
task force can be formed 42
task force may be created 40
task force may be formed 43
task force was to review 44
task rather than the person 57
task which can be solved 99
task which may be readily 81
task which was to occupy 213
task would not be simple 65
taxing power and the police 74
teach drawing that my pupils 105
teach others how to attain 44
teach others how to become 83
teach others how to manage 47
teach people how to become 349
teach people how to behave 268
teach people how to choose 42
teach people how to follow 48
teach people how to handle 109
teach people how to listen 51
teach people how to manage 167
teach people how to relate 44
teach women how to behave 47
tears apart and the skulls 68
tears looms but the horror 958
tears which dim the radiant 80
tears would get the better 55
tears would not be denied 60
teeth under that of furious 120
tell hurry and the indians 57
tell others how to behave 109
tell people how to behave 683
tell tales and to report 50
tell tales out of school 5094
tell which has the greater 72
tell which one is better 91
tell which was the better 149
tell which was the greater 101
tell which was the pencil 50
tent could not be called 46
term basis and the intent 56
term bonds may be issued 54
term feeling being of course 93
term goals can be broken 103
term goals can be reached 51
term goals for the client 129
term goals for the future 143
term notes may be issued 111
term paper for the course 232
term plans for the future 490
term shall not be deemed 88
term vision for the future 225
term which can be traced 41
term which may be called 55
term which was to become 108
term which was to expire 40
test cases for the system 72
test could not be relied 44
test first and the lesson 115
test shall not be treated 109
test which can be scored 57
test which may be useful 61
test would not be useful 72
test would put to flight 40
text books for the public 115
text files can be created 49
text which was to become 61
thank heaven for the chance 61
theft could not be proved 40
their abode for the winter 71
their abode with the indians 67
their action can be readily 42
their action may be changed 88
their action one on another 106
their action was the result 59
their action was the slowly 53
their alarm for the church 60
their alarm for the safety 78
their asses and do something 54
their backs and to become 43
their backs for the greater 61
their backs for the merest 58
their backs for the stroke 40
their backs one to another 47
their blood for the church 109
their blood for the common 124
their blood for the empire 52
their blood for the safety 56
their blood with the native 44
their boats for the winter 42
their boats with the utmost 58
their bonds for the amount 42
their books and the graces 45
their books and the teacher 44
their booty with the utmost 40
their breach with the church 45
their broad wings in sorrow 42
their camps than in shooting 40
their cause and the purity 43
their cause and the strength 105
their cause may be judged 42
their cause than by branding 52
their cause with the public 49
their cause with the utmost 62
their charm for the moment 42
their check for the amount 50
their chief was as likely 75
their child and the family 78
their child and the school 75
their child and the teacher 45
their child goes to school 156
their child out of school 127
their claim for the return 62
their claim that the united 189
their claim was to remain 75
their class and the nature 51
their claws with the clicking 72
their clearing and the darkly 43
their clogs that the inlaid 42
their coins with the double 52
their color with the indians 47
their court all the luxury 45
their crews cut to pieces 79
their crops and the prices 40
their crops off the market 132
their danger and the number 41
their dealings with the blacks 45
their dealings with the church 364
their dealings with the clergy 41
their dealings with the common 71
their dealings with the courts 63
their dealings with the english 724
their dealings with the former 55
their dealings with the french 778
their dealings with the german 182
their dealings with the indians 2424
their dealings with the jewish 91
their dealings with the koreans 65
their dealings with the larger 90
their dealings with the latter 197
their dealings with the masses 83
their dealings with the muslim 104
their dealings with the nations 57
their dealings with the native 1023
their dealings with the peoples 100
