tact believed and act that 57
tail elevated and his head 43
take breakfast with him and 49
take decisions that are not 88
take delivery and pay for 153
take exercise all day long 64
take positions that are not 82
take property for his own 67
take property for its own 40
take property that does not 46
take rhetoric and wring its 46
take scissors and cut out 57
take whatever job they can 57
take whatever job you can 59
take whatever they can get 1138
take whatever they can lay 53
take whatever you can get 745
taking property that does not 43
taking whatever they can get 99
tall handsome old man that 47
tape recorder that did not 59
tape recorder that does not 43
tape recorder with him and 56
tape recorder with you and 58
teach children that all men 68
teach children that they are 232
teach children that they can 167
teach children who are not 80
teach children who can not 51
teach students how they can 44
teach students that they are 84
teach students that they can 79
teach students who are not 87
teach yourself that you are 46
teeth chattering with fear and 82
tell children that they are 359
tell children that they can 82
tell elizabeth that she had 57
tell everyone that she had 96
tell everyone that she was 225
tell everyone that they are 185
tell everyone that they had 56
tell everyone that you are 287
tell everyone who you are 143
tell everyone you are gay 91
tell patients that they are 469
tell patients that they can 51
tell patients that they had 42
tell students that they are 764
tell students that they can 184
tell students that they may 67
tell students that you are 126
tell students they are going 72
tell students why they are 52
tell students you are going 56
tell yourself that they are 112
tell yourself that things are 43
tell yourself that you are 2199
tell yourself that you can 979
tell yourself that you did 110
tell yourself you are going 183
tell yourself you are not 138
tell yourself you can not 375
tell yourself you did not 50
term functioning and are not 127
term indicating that they are 52
term outcomes are not yet 96
test designed for use with 184
test intended for use with 46
test positive for hiv and 109
test positive for hiv are 97
test suitable for use with 69
text document that you can 61
text suggests that they are 43
text suggests that this was 59
thank almighty god for his 211
thank almighty god you got 48
thank everyone who has had 60
thank goodness she did not 58
thank goodness she had not 58
thank goodness they did not 69
thank goodness you did not 80
thank plutarch for that one 60
their admission that they are 58
their admission that they had 105
their affection and zeal for 65
their affection for her and 87
their affection for her was 55
their affection for him and 328
their affection for him had 43
their affection for him that 42
their affection for him was 245
their affection for his own 80
their affection for its being 47
their affection for you and 47
their appetite for war and 86
their approach and did not 45
their approach has not yet 44
their approach was that they 67
their argument being that they 54
their argument that they are 89
their argument that they had 104
their argument was that they 113
their argument was that this 42
their assertion that they are 192
their assertion that they had 245
their attention and bring them 65
their attention and did not 40
their attention and get them 168
their attention and lead them 56
their attention and let them 47
their attention and that they 92
their attention and they are 57
their attention that they are 90
their attention that they had 113
their attitude that they are 122
their attitude that they did 57
their attitude that they had 52
their attitude was not one 60
their attitude was not that 40
their attitude was that they 234
their audience that they are 150
their audience that they had 40
their auditors are but few 51
their authority and are not 44
their authority and did not 73
their authority and not for 56
their authority and that they 82
their authority with his own 49
their breakfast and did not 71
their business and are not 61
their business and can not 43
their business and did not 149
their business and get out 43
their business and how they 156
their business and not that 43
their business and pay them 51
their business and that they 229
their business and they are 112
their business and they can 40
their business and they had 49
their business and who are 75
their business and who had 43
their business than they did 46
their business that they are 59
their business that they can 75
their business that they had 40
their business was not with 51
their business was with him 70
their business with him was 43
their capacity for joy and 70
their children all day long 201
their children all that they 129
their children and all that 141
their children and are not 269
their children and are thus 53
their children and ask them 44
their children and ate them 40
their children and beat them 58
their children and bring them 296
their children and can not 222
their children and deal with 49
their children and did not 450
their children and does not 67
their children and for all 111
their children and for each 111
their children and get them 69
their children and how they 563
their children and how this 47
their children and lead them 49
their children and let them 188
their children and may not 59
their children and men who 46
their children and not for 76
their children and old men 47
their children and pay for 61
their children and put them 171
their children and ran for 46
their children and rear them 77
their children and saw them 81
their children and see that 102
their children and see them 164
their children and that they 874
their children and that this 216
their children and they are 267
their children and they can 96
their children and they did 59
their children and they had 71
their children and who are 224
their children and who had 69
their children and why they 48
their children and with each 212
their children any way they 65
their children are doing and 307
their children are doing with 49
their children are not being 391
their children are not doing 195
their children are not eating 46
their children are not going 162
their children are not yet 129
their children are now being 50
their children are with them 76
their children but are not 112
their children but can not 130
their children but did not 173
their children but may not 48
their children but not for 72
their children but not with 60
their children but that they 85
their children but they are 77
their children but who are 41
their children can and can 74
their children can not but 61
their children can not get 127
their children can not read 71
their children did not die 63
their children did not get 173
their children does not mean 64
their children for fear that 357
their children for fear they 70
their children for god and 54
their children for not being 69
their children for old age 50
their children for who they 106
their children had not had 43
their children had not yet 48
their children had them not 81
their children how they had 54
their children may one day 44
their children may see with 81
their children now and then 63
their children now than they 47
their children see and hear 65
their children than are men 71
their children than that they 69
their children than they are 317
their children than they can 75
their children than they did 392
their children than they had 544
their children that are not 79
their children that can not 63
their children that did not 40
their children that they are 1308
their children that they can 436
their children that they did 147
their children that they had 361
their children that they may 233
their children that they too 41
their children they are not 71
their children they can not 90
their children was that they 101
their children who are being 84
their children who are deaf 76
their children who are not 266
their children who are now 150
their children who can not 99
their children who did not 150
their children who had not 98
their children why they are 70
their children with them and 520
their children with them for 157
their citizens that they are 54
their colleges and put them 69
their colonels had led them 48
their communion with god and 141
their communion with him and 102
their companion dead and his 53
their comrades that they had 139
their comrades who did not 56
their comrades who had not 183
their concerns and how they 66
their concerns and that they 62
their concerns and that you 46
their concerns are not being 136
their condition and can not 45
their condition and how they 131
their condition and our own 75
their condition and that they 67
their condition may one day 43
their condition than any that 124
their condition that they are 80
their condition was not due 62
their condition was not one 52
their condition was that they 106
their condition with his own 236
their condition with our own 44
their conflict and war are 53
their consents that all was 44
their contempt for all that 74
their contempt for all things 84
their contempt for death and 46
their contempt for god and 55
their contempt for him and 79
their contempt for law and 115
their contempt for men who 92
their contents all going one 49
their contents and how they 44
their contents and who had 40
their contents are now for 57
their contract and that they 40
their contract with him and 69
their contrast with her own 114
their costumes and not for 50
their counsels and her own 80
their counsels are not two 43
their covenant with death and 106
their covenant with god and 576
their daughter and did not 45
their daughter and her new 80
their daughter and her son 41
their daughter and new son 41
their daughter and that she 51
their daughter and that they 53
their daughter that she was 56
their decisions and how they 99
their decisions and that they 87
their decisions for them and 96
their devotions did not yet 50
their direction with his own 40
their disposal and how they 41
their disposal and that they 128
their disposal and they are 69
their disposal and they can 46
their disposal and they had 47
their disposal than they had 46
their disposal that they can 125
their distance and did not 110
their district that they are 114
their doctrine that all things 84
their education and are not 84
their education and how they 44
their education and that they 61
their education and they are 47
their education and who are 74
their education has led them 42
their education with them they 45
their efficacy has not yet 89
their employer that they are 74
their enthusiasm for all things 63
their enthusiasm for this new 122
their entirety and with all 54
their equality with men and 112
their equality with men are 171
their evidence that they had 48
their families and all that 428
their families and all they 81
their families and all who 49
their families and are not 185
their families and are now 75
their families and bring them 120
their families and can not 108
their families and did not 227
their families and for all 51
their families and had not 42
their families and his own 57
their families and how they 225
their families and not for 105
their families and pay for 66
their families and put them 97
their families and set out 46
their families and that they 320
their families and that this 63
their families and they are 128
their families and they did 54
their families and they had 47
their families and who are 124
their families and who had 48
their families are not being 49
their families are with them 74
their families but did not 51
their families did not get 44
their families for one year 58
their families had not yet 67
their families not yet old 68
their families out with them 49
their families set out for 50
their families than they are 76
their families than they did 96
their families than they had 78
their families that are not 58
their families that are with 954
their families that they are 299
their families that they can 96
their families that they had 277
their families who are not 164
their families who are now 45
their families who can not 96
their families who deal with 49
their families who did not 175
their families who had not 95
their families with them and 1183
their families with them but 43
their families with them for 90
their fidelity and zeal for 76
their formation has not yet 48
their fortunes bring with them 87
their fortunes may beat them 53
their fortunes that they now 63
their fortunes with his own 137
their fourteen year old son 44
their functions and how they 150
their functions and that they 42
their functions are not yet 148
their funerals and can not 90
their genitals cut off and 81
their gestures that they are 46
their governor for one year 108
their governor for that year 139
their greatness are few men 236
their hammocks all day long 156
their hatchets and his own 52
their historian are dead and 70
their homeland and did not 59
their homeland and that they 83
their husbands and are not 98
their husbands and bring them 43
their husbands and can not 55
their husbands and did not 133
their husbands and for all 63
their husbands and that they 157
their husbands and they are 83
their husbands and they had 43
their husbands and who had 44
their husbands are with them 56
their husbands did not earn 65
their husbands for not being 43
their husbands now and then 40
their husbands she did not 88
their husbands than they are 66
their husbands than they had 45
their husbands that they are 262
their husbands that they had 165
their husbands that they may 65
their husbands who did not 78
their identity and are not 78
their identity and can not 48
their identity and how they 75
their identity and that they 76
their identity and they are 41
their identity and who are 50
their identity has not yet 82
their immediate kith and kin 55
their indirect aid can not 55
their iniquity was not yet 57
their intended use and that 52
their interest and get them 98
their interest and his own 69
their interest and lead them 42
their interest and not his 46
their interest and our own 57
their interest and that they 54
their interest did not lead 58
their interest did not lie 49
their interest does not lie 75
