tea leaves and coffee grounds 201
the abyss that exists between 109
the abyss that yawned between 135
the action and reaction between 1815
the action had become general 560
the action that occurs between 44
the action was barred because 131
the action was becoming general 121
the actor who played captain 44
the alarm had become general 234
the alarm was becoming general 82
the alder and willow thickets 52
the alert for something unusual 49
the altar and infant baptism 44
the altar and rosary society 349
the altar was placed against 49
the ample and bitter penalty 65
the andes and middle america 50
the angels and saints together 46
the angles and flanking turrets 71
the angles and saxons arrived 42
the angles and saxons brought 99
the angles and saxons invaded 129
the angles and saxons settled 46
the anions and cations present 89
the anode and cathode current 137
the anode and cathode liquids 50
the anode and cathode reactions 472
the aorta and cardiac defects 68
the aorta and larger vessels 119
the appeal for public support 51
the array with random numbers 90
the atoms are bonded together 297
the atoms are closer together 135
the atoms are joined together 270
the atoms are linked together 389
the atoms are packed closely 72
the atoms are packed together 193
the atoms are pushed together 66
the atoms get closer together 57
the aunts and uncles opposed 49
the aural and visual aspects 53
the author and partly because 46
the author and without payment 78
the author had already written 60
the author has already pointed 151
the author has already written 93
the author has boldly defined 79
the author has created himself 94
the author has freely availed 86
the author has kindly allowed 52
the author has little studied 78
the author has little sympathy 81
the author has pieced together 49
the author has placed himself 42
the author has pressing occasion 42
the author has relied largely 41
the author has wisely allowed 62
the author was solacing himself 59
the author who called himself 52
the baker and taylor company 102
the balls and dinner parties 57
the banking and credit systems 239
the banking and energy sectors 49
the banking and retail sectors 41
the banks and office buildings 66
the banks and public buildings 78
the banks and public offices 60
the banks and torres islands 961
the basal and apical portions 78
the bases and midway between 41
the basic law drafting process 251
the basis and amount realized 54
the basis and reasons therefor 464
the basis for access control 59
the basis for almost everything 144
the basis for applying overhead 70
the basis for awarding damages 82
the basis for choice between 103
the basis for choosing between 285
the basis for claims against 59
the basis for deciding between 59
the basis for defining poverty 43
the basis for direct taxation 54
the basis for ethical behavior 113
the basis for ethical conduct 83
the basis for ethical decision 93
the basis for expert opinions 215
the basis for further advance 214
the basis for further demands 62
the basis for further dialogue 74
the basis for further efforts 79
the basis for further inquiry 244
the basis for further reforms 54
the basis for further research 3319
the basis for further studies 600
the basis for future decision 41
the basis for future efforts 73
the basis for future national 75
the basis for future project 70
the basis for future research 1499
the basis for future studies 336
the basis for future success 103
the basis for modern editions 57
the basis for modern european 50
the basis for modern geologic 62
the basis for modern science 182
the basis for modern society 52
the basis for modern studies 40
the basis for modern western 59
the basis for mutual respect 170
the basis for mutual support 52
the basis for public support 53
the bench and walked towards 49
the bench for anxious sinners 47
the bending and twisting moments 606
the bible and church history 839
the bible and hebrew grammar 152
the bible and jewish history 218
the bible and modern science 203
the bible and prayed together 144
the bible read without comment 53
the bible with modern science 40
the bills now before congress 80
the birds and little animals 75
the birds and summer insects 62
the birds his little brothers 58
the black and bitter thoughts 57
the black and decker company 47
the black and rugged surface 73
the black and silver uniform 90
the black and vicious language 41
the black and yellow bedroom 147
the black and yellow diagonal 202
the black and yellow marbles 54
the black and yellow striped 133
the black and yellow stripes 169
the black and yellow warbler 63
the black hat wiggle between 144
the black man should control 198
the blame for almost everything 119
the blame for school failure 57
the blank then existing between 43
the blast and thermal effects 116
the bliss that saints approve 65
the blood and animal spirits 443
the blood and immune systems 115
the blood and marrow spouted 173
the blood and plasma volumes 116
the blood and thereby prevent 58
the blood and thunder stories 49
the blood and tissue samples 159
the blood and various tissues 147
the blood are greatly reduced 40
the blood was slowly trickling 56
the blunt but honest message 45
the board had already decided 127
the board was called together 49
the boats had reached memphis 49
the boiling and whirling current 92
the bombing and strafing attacks 44
the bonding that occurs between 161
the bones are clearly visible 75
the bones are fitted together 46
the bones are freely movable 40
the bones are joined together 113
the bones being pulled asunder 66
the books and essays written 47
the books and libels against 42
the books and movies charged 60
the books and papers written 88
the books and sacred vessels 59
the books are placed together 66
the books are square between 64
the booty was stored against 88
the brain and animal spirits 66
the brain and entire nervous 93
the brain and spinal centers 94
the brain and spinal medulla 423
the brain are called neurons 46
the brain are called sensory 109
the brain too finely wrought 135
the brand that should consume 45
the brass and copper vessels 70
the brave and active spirits 83
the brave and honest private 149
the brave old samuel johnson 80
the brave sir walter raleigh 125
the brave sir william wallace 68
the breach that already existed 76
the breach that exists between 56
the breach was further widened 48
the breach was widening between 58
the breast and female genital 384
the breast that neither receive 126
the breed was almost extinct 54
the bride was clearly several 79
the brief and bloody dominion 69
the broad and narrow streets 63
the broad and stirring clauses 105
the broad and sweeping language 125
the brook near yonder convent 67
the brown and sharpe company 106
the brown and yellow figured 43
the bruce and william wallace 73
the brute and animal element 42
the brute was almost knocked 53
the bugle with silver pennies 93
the bureau for market research 68
the bureau for street traffic 90
the burgh and parish schools 146
the burial and mourning customs 42
the buyer and seller according 116
the buyer and seller exchange 57
the buyer and seller execute 86
the buyer and seller regarding 51
the buyer and seller together 687
the buyer and seller usually 83
the buyer for prompt payment 47
the buyer may choose between 56
the cabin was opened hastily 76
the cakes that friday brought 179
the calling and called numbers 141
the calling and called parties 513
the calling and called program 65
the calling and called stations 119
the canoes that should attempt 41
the canon and feudal systems 71
the cards are already stacked 47
the cards are heavily stacked 99
the cards are sorted according 43
the cases and manner allowed 103
the cases are further removed 69
the cause and effect between 279
the cause and effect factors 67
the cause and effect pattern 220
the cause and effect problem 99
the cause and effect process 118
the cause and effect relation 1508
the ceiling was deeply vaulted 55
the cells are clearly visible 90
the cells are dividing rapidly 62
the cells are fairly uniform 42
the cells are joined together 140
the cells are linked together 46
the cells are massed together 52
the cells are packed closely 50
the cells are packed together 50
the chain are linked together 55
the chain was another battery 126
the chair and poured himself 40
the chair and pulled himself 58
the chair and pushed herself 64
the chair and pushed himself 91
the chair and walked towards 89
the change that occurs between 119
the change was merely nominal 49
the charm that always attends 45
the chasm that exists between 617
the chasm that opened between 40
the chasm that yawned between 205
the chief now placed himself 57
the child and family develop 44
the child and family members 773
the child and family receive 87
the child and family regarding 78
the child and family research 153
the child and family service 340
the child and family studies 151
the child and family together 60
the child and family welfare 174
the child and foster parents 111
the child and parent together 99
the child can already perform 52
the child can become familiar 66
the child can handle himself 46
the child has already started 51
the child has become capable 141
the child has become familiar 214
the child has become settled 49
the child has gained control 62
the child has little control 228
the child has reached manhood 43
the child has reached puberty 166
the child her sister adopted 116
the child may become familiar 44
the child may become fixated 52
the child may injure himself 42
the child was sleeping soundly 44
the child who rebels against 68
the child with foster parents 126
the child with simple febrile 75
the chill and gloomy element 58
the china and silver rattled 48
the churl that should produce 75
the civil and common lawyers 71
the civil and police justice 1052
the civil and public service 220
the civil law should prevail 79
the civil war battle between 58
the civil war before certain 62
the civil war fought between 85
the civil war partly because 42
the civil war pension program 50
the civil war simply because 46
the civil war through vietnam 44
the claim for special damages 92
the claim that mental illness 63
the claim that merely because 42
the claim that modern science 82
the claim that saddam hussein 119
the claim was barred because 57
the claim was denied because 121
the class and gender division 41
the class and object diagrams 48
the class and teacher together 49
the class are united together 69
the class had already started 42
the class had puffed sleeves 64
the class has already studied 103
the class has become familiar 53
the class was called together 72
the clearing any public account 42
the cloak and dagger routine 40
the close and narrow avenues 84
the close and narrow streets 63
the close tie existing between 56
the coast and inland scenery 44
the coast and outlying islands 51
the coats and costly apparel 40
the coils are joined together 64
the colon and rectum european 41
the colon and rectum usually 53
the comet was already visible 55
the comic and tragic aspects 82
the cornea has become weakened 43
the costs and profit margins 60
the costs are shared between 99
the costs are shared equally 90
the couch and walked towards 55
the court all church members 59
the court and opposing counsel 1254
the court and opposing parties 81
the court and polite society 55
the court and prison systems 74
the court and turned towards 56
the court for native affairs 91
the court for relief against 232
the court had already decided 380
the court had already enabled 132
the court had little trouble 199
the court had second thoughts 40
the court has already decided 181
the court has spoken sparingly 76
the court has upheld against 44
the court has upheld federal 67
