tan terrier of his till 59
tap against my own heart 41
tap sounded at her door 74
tap sounded at his door 46
tap sounded on her door 98
tax adviser if you have 49
tax amounting to not less 42
tax because it had been 84
tax bracket at that time 187
tax bracket in both years 55
tax depends on how much 48
tax imposed at one rate 56
tax imposed by any part 55
tax imposed by law upon 191
tax imposed by new york 67
tax imposed by this part 166
tax increase at this time 41
tax increase of any kind 56
tax returns do not have 63
tax returns do not show 85
tax revenue to gdp ratio 118
team arrived in new york 140
team because he had been 51
team decided it was time 86
team figured it was time 102
team members as they work 107
team members do not feel 329
team members do not have 1276
team members do not know 273
team members do not like 45
team members do not need 98
team members do not want 198
team members do not work 79
team members to each other 294
team members to get their 138
team members to use their 133
ten bullets in his body 65
ten columns on each side 69
ten decades it has been 57
ten degrees on each side 188
ten dollars at one time 76
ten dollars if you want 47
ten dollars if you will 76
ten dollars in any case 49
ten dollars in each case 149
ten dollars in her hand 55
ten dollars in his hand 57
ten dollars in new york 43
ten dollars in that time 46
ten dollars or ten days 126
ten dollars to his name 132
ten editions of this book 58
ten editions of this work 49
ten females to one male 91
ten gallons of ice cream 158
ten letters of this kind 61
ten millions of men from 65
ten millions of men were 47
ten minutes at any time 55
ten minutes at one time 224
ten minutes by air from 44
ten minutes by bus from 69
ten minutes by car from 327
ten minutes he had been 298
ten minutes he had heard 51
ten minutes he had made 128
ten minutes he had told 47
ten minutes he has been 44
ten minutes he sat there 103
ten minutes he was able 116
ten minutes he was back 1637
ten minutes he was fast 66
ten minutes he was gone 44
ten minutes he was ready 60
ten minutes he was there 42
ten minutes if you have 44
ten minutes if you want 104
ten minutes in each hour 105
ten minutes in his room 49
ten minutes it was done 50
ten minutes it was over 256
ten minutes of air time 72
ten minutes of each hour 272
ten minutes of each other 641
ten minutes of her life 79
ten minutes of her time 148
ten minutes of his life 212
ten minutes of his time 1043
ten minutes of our stay 50
ten minutes of our time 50
ten minutes of that hour 57
ten minutes of that kind 43
ten minutes of that time 93
ten minutes of this kind 89
ten minutes of this sort 50
ten minutes of this time 42
ten minutes on each side 443
ten minutes on his back 41
ten minutes or ten days 77
ten minutes or ten years 186
ten minutes the men were 59
ten minutes the sun will 47
ten minutes to get away 81
ten minutes to get back 813
ten minutes to get clear 70
ten minutes to get down 218
ten minutes to get from 271
ten minutes to get here 183
ten minutes to get home 172
ten minutes to get into 267
ten minutes to get over 198
ten minutes to get ready 435
ten minutes to get some 51
ten minutes to get their 52
ten minutes to get there 1771
ten minutes to get your 170
ten minutes to jot down 97
ten minutes to one hour 946
ten minutes to one when 63
ten minutes to say good 52
ten minutes to say what 59
ten minutes to see poor 71
ten minutes to see what 81
ten minutes to six when 85
ten minutes to ten when 62
ten minutes we had been 52
ten minutes we had left 56
ten percent of all those 67
ten percent of his time 132
ten percent of them have 50
ten percent of them were 121
ten persons at one time 63
ten players on each side 48
ten seconds of each other 78
ten seconds of his life 40
ten seconds of his time 89
ten seconds to get back 61
ten seconds to get their 115
ten seconds to get your 42
ten shillings at two half 45
ten shillings he had from 155
ten stripes in each town 54
ten thousand at his back 98
ten thousand at one time 45
ten thousand in new york 106
ten thousand in ten years 40
ten thousand is too much 43
ten thousand of her best 75
ten thousand of her sons 52
ten thousand of his anglo 198
ten thousand of his army 88
ten thousand of his best 260
ten thousand of his holy 139
ten thousand of them died 42
ten thousand of them down 45
ten thousand of them have 90
ten thousand of them left 48
ten thousand of them were 740
ten thousand of them will 44
ten thousand on each side 177
ten volumes of his work 41
ten windows on each side 58
ten windows to pay four 132
than according to any other 88
than according to this rule 57
than alarmed at this rude 43
than allayed by our hero 60
than animals of any other 66
than anxiety in her eyes 68
than anybody at that time 46
than anybody he had ever 226
than anybody in this room 156
than anybody in this town 128
than appeared at that time 97
than appeared in any other 78
than appeared on its face 69
than because he had been 224
than because he had lost 41
than because he has been 154
than because it had been 103
than because it has been 193
than because it was made 45
than because it was most 51
than because it was there 40
than because it was true 44
than because of any clear 84
than because of any deep 131
than because of any good 78
than because of any great 206
than because of any lack 132
than because of any love 45
than because of any need 41
than because of any other 587
than because of its size 47
than belonged to any other 251
than belonged to them many 61
than between it and other 63
than between the two great 73
than brothers to each other 43
than chicago or new york 141
than consent to any such 133
than consent to her taking 50
than doubled in new york 47
than doubled in six years 144
than doubled in ten years 672
than doubled in that time 189
than doubled in two years 294
than enjoyed by any other 53
than errands of this kind 137
than existed at any time 102
than existed at that time 679
than existed in any other 429
than existed in this case 117
than failure to pay dues 88
than failure to pay union 49
than farmers in any other 94
than females at all ages 374
than females in all three 58
than founded in any clear 71
than friends to each other 58
than germany or any other 67
than himself by ten years 50
than himself he can form 59
than himself in any case 45
than himself or any other 60
than hitherto he had been 96
than hitherto he had done 51
than hitherto he hath done 45
than hitherto it had been 88
than hitherto it has been 237
than hitherto it has done 71
than hitherto it hath been 58
than informing me that such 65
than justice to his fine 57
than listening to each other 52
than matched by his young 84
than members of all other 70
than members of any other 3389
than mistaking it for some 54
than natives of any other 55
than needful at this time 50
than objects of any other 40
than obtains in any other 133
than opposed to each other 165
than parents in any other 47
than perhaps at any other 2142
than perhaps at any time 1301
than perhaps by any other 132
than perhaps he had ever 243
than perhaps in any other 7799
than perhaps in any part 135
than perhaps it had ever 104
than perhaps it has ever 151
than perhaps of any other 401
than perhaps on any other 321
than perhaps to any other 523
than perseus to get over 106
than persons in any other 204
than persons of any other 297
than previous to that time 40
than regular in its form 56
than reliance on any single 56
than reputed to act from 78
than scourge or red iron 57
than shadows to each other 45
than teachers in any other 72
than teachers of any other 64
than trebled in ten years 62
than useless if they were 91
than vessels of any other 57
than wandering up and down 108
than workers in any other 501
than workers of any other 44
that ability of doing good 50
that abortion at any time 77
that abortion is being used 43
that abortion is not just 112
that abortion is not only 206
that abortion is not wrong 273
that abounds in its truth 509
that absence in that kind 81
that absence of all just 47
that according to all laws 52
that according to all these 87
that according to both these 41
that according to him there 450
that according to his best 109
that according to his faith 80
that according to his ideas 114
that according to his plan 87
that according to his reading 162
that according to his theory 794
that according to his view 674
that according to his will 52
that according to its worth 41
that according to new york 117
that according to one theory 175
that according to one view 271
that according to our best 75
that according to our data 54
that according to our faith 276
that according to our ideas 147
that according to our laws 253
that according to our lord 51
that according to our need 123
that according to our theory 327
that according to our view 248
that according to that theory 214
that according to that view 135
that according to them there 147
that according to this book 63
that according to this line 55
that according to this mode 90
that according to this plan 150
that according to this rule 305
that according to this same 55
that according to this test 120
that according to this text 179
that according to this theory 2460
that according to this view 2150
that account by any means 134
that account he had been 119
that account he was very 89
that account it has been 573
that account of his life 76
that account to get into 47
that account we had very 82
that accrued to her from 51
that accrued to him from 450
that accrued to them from 482
that accrues to him from 108
that accrues to them from 101
that admired the old code 100
that adopted by any other 81
that adopted by new york 98
that adopted in any other 121
that adopted in new york 207
that adopted in this book 465
that adopted in this work 201
that affairs of this kind 143
that affects the way your 52
that alcohol in any form 580
that alcohol is not food 160
that alcohol is not good 95
that alcohol is not only 242
that alleged in this case 121
that allowed to any other 101
that allusion is being made 87
that although at one time 248
that although at that date 40
that although at that time 537
that although at this time 116
that although he did have 108
that although he had been 9455
that although he had come 202
that although he had done 237
that although he had felt 91
that although he had five 49
that although he had gone 230
that although he had good 44
that although he had great 89
that although he had heard 381
that although he had just 55
that although he had kept 52
that although he had left 146
that although he had lost 517
that although he had made 508
that although he had many 210
that although he had nothing 136
that although he had once 180
that although he had only 427
that although he had paid 66
that although he had said 142
that although he had seen 401
that although he had sent 106
that although he had some 320
that although he had such 137
that although he had told 99
that although he had used 86
that although he has been 1623
that although he has done 59
that although he has lost 91
that although he has made 89
that although he has seen 77
that although he may feel 63
that although he may have 1828
that although he was able 186
that although he was born 611
that although he was fond 111
that although he was glad 73
that although he was leaving 58
that although he was living 96
that although he was making 49
that although he was more 130
that although he was most 46
that although he was much 47
that although he was once 93
