tags attached to each item 40
tail fastened to each other 98
tail straight up and over 162
take bathsheba as his wife 51
take children of all ages 116
take children to and from 387
take delivery at any time 44
take exception to any part 40
take exception to any such 46
take exception to each other 41
take exception to this kind 50
take exception to this rule 97
take exception to this view 655
take exercise of any kind 52
take exercise of any sort 48
take farewell of each other 76
take farewell of his wife 78
take interest in each other 102
take interest in his work 119
take interest in our work 47
take interest in this work 56
take medicine of any kind 89
take messages to and from 77
take patients to and from 59
take pictures of each other 464
take potshots at each other 96
take socrates at his word 115
take visitors to and from 43
take whatever he can find 63
taking children in his arms 48
taking children to and from 264
taking medicine of any kind 102
taking messages to and from 109
taking pictures of each other 844
taking potshots at each other 205
taking quarters on this side 50
taking whatever we can come 114
talk directly to each other 2443
talk honestly to each other 91
talk nonsense of this kind 64
talk nonsense to each other 132
talk seriously to each other 42
talk softness to each other 52
talk straight to each other 234
tank strapped to his back 180
tape reception in new york 90
tape recorder if you have 177
tape recorder in her hand 199
tape recorder in his face 43
tape recorder in his hand 361
tape recorder in one hand 305
tape recorder is being used 179
tape recorder on her desk 65
tape recorder on his desk 195
tape recordings he had made 61
taxi industry in new york 49
taxing citizens of one faith 137
teach children of all ages 120
teach children to get along 216
teach children to read their 50
teach children to read well 51
teach children to use their 201
teach evolution or any other 133
teach students of all ages 97
teach students to use their 152
teams composed of not less 80
tears collecting in her eyes 68
tears glimmering in her eyes 151
tears glistening in her dark 105
tears glistening in her eyes 2293
tears glistening in his eyes 1151
tears glistening on her face 68
tears glistening on his face 58
tears glittering in her eyes 412
tears glittering in his eyes 124
tears returned to her eyes 55
tears shimmering in her eyes 654
tears shimmering in his eyes 92
tears sparkled in her eyes 419
tears sparkled in his eyes 63
tears suddenly in her eyes 47
tears trembled in her eyes 352
tears trembled in his eyes 233
tell everyone to get ready 40
tell seriously on his health 70
term exposure to jet fuel 138
term extended to six years 61
term governor of new york 810
term miracles we mean only 58
test consists of two sets 42
test explosion or any other 860
test included in this book 65
test pressure of not less 66
test questions in this book 56
test yourself on how well 145
test yourself to see what 47
text messages in real time 78
text messages on her cell 42
text messages to and from 141
text messages to each other 241
text wherever it had been 43
thank goodness it was only 90
their accession to this deed 43
their accounts at any time 115
their accounts in new york 95
their accounts of him from 50
their accounts of his life 108
their accuracy as for their 54
their accuracy in all their 56
their accuracy is not high 43
their activity at that time 49
their activity at this time 62
their activity in this line 46
their activity is not only 81
their activity to his aims 95
their affection to each other 151
their affinity to each other 211
their agencies of this same 44
their analysis is that there 40
their ancestry as far back 128
their antennas do not need 58
their antipathy to dry reading 53
their antipathy to each other 84
their antipathy to his faith 96
their approach is not only 114
their approach to any town 88
their approach to each other 352
their approach to this beating 225
their approach to this task 69
their approval of his plan 116
their approval of his work 98
their approval of this plan 68
their argument in this case 41
their argument is that there 80
their argument is that these 45
their articles in this book 72
their attempts of this kind 57
their attempts on his life 71
their attempts to bring down 85
their attempts to bring their 71
their attempts to get ahead 40
their attempts to get away 121
their attempts to get back 140
their attempts to get help 137
their attempts to get into 90
their attempts to get over 52
their attempts to get their 226
their attempts to get what 52
their attempts to put down 288
their attempts to put their 68
their attempts to set forth 60
their attempts to use their 102
their attempts to win back 104
their attempts to win over 452
their attempts to win their 44
their attention as they were 58
their attention at any time 48
their attention at that time 57
their attention at this time 132
their attention on each other 290
their attention on its more 57
their attention on one side 45
their attention on that part 42
their attention on two main 48
their attention to any other 165
their attention to each other 459
their attention to each single 105
their attention to new york 95
their attention to one more 86
their attention to that fact 43
their attention to that part 210
their attention to that side 74
their attention to this duty 49
their attention to this fact 188
their attention to this form 58
their attention to this great 108
their attention to this kind 134
their attention to this most 208
their attention to this part 151
their attention to this side 48
their attention to this task 104
their attention to this tent 53
their attention to this type 60
their attention to this very 148
their attention to this work 113
their attention to two other 68
their attitude at that time 97
their attitude at this time 64
their attitude to each other 700
their audience is and what 41
their authority at this time 47
their authority in all other 45
their authority in one case 43
their authority in this case 49
their authority in this realm 64
their authority is not very 41
their authority to act from 237
their authority to bear upon 52
their authority to its full 63
their balances in new york 167
their balances to each other 40
their bayonets as they went 46
their beginnings at this time 57
their bicycles up and down 287
their boundary on one side 172
their business as they have 75
their business as they think 74
their business as they were 63
their business as they wish 62
their business at any time 44
their business at that time 78
their business if they have 41
their business if they want 59
their business if they were 147
their business in new york 249
their business in that city 45
their business to get into 100
their business to lay down 54
their business to new york 62
their business to pry into 79
their business to put their 42
their business to set forth 46
their business to use their 50
their calamity in his mind 43
their campaign to win over 89
their capacity of being able 142
their capacity to act upon 61
their capacity to bring forth 58
their capacity to earn their 43
their capacity to fit into 56
their capacity to get along 111
their capacity to get hold 97
their capacity to lead their 40
their capacity to pay must 71
their capacity to pay their 45
their capacity to run their 47
their capacity to use their 209
their capacity to use these 54
their carriages up and down 60
their chapters in this book 157
their children as any other 43
their children as being more 183
their children as far away 44
their children as new born 139
their children as they came 66
their children as they come 41
their children as they deem 51
their children as they grew 189
their children as they grow 672
their children as they have 171
their children as they learn 69
their children as they make 45
their children as they move 79
their children as they think 246
their children as they used 48
their children as they want 41
their children as they went 61
their children as they were 602
their children as they wish 267
their children as they work 55
their children at all ages 69
their children at any cost 64
their children at any time 264
their children at day care 218
their children at one time 108
their children at that time 146
their children at this time 496
their children at too early 167
their children by any other 52
their children by not giving 45
their children by that kind 201
their children by that time 47
their children do not care 54
their children do not come 119
their children do not even 73
their children do not fall 56
their children do not feel 118
their children do not find 53
their children do not grow 87
their children do not have 809
their children do not know 281
their children do not learn 184
their children do not like 290
their children do not live 131
their children do not love 45
their children do not make 50
their children do not meet 55
their children do not need 219
their children do not obey 45
their children do not play 62
their children do not seem 144
their children do not show 64
their children do not speak 107
their children do not take 89
their children do not turn 74
their children do not want 289
their children do not work 44
their children go out into 65
their children if and when 51
their children if they fail 56
their children if they feel 52
their children if they have 498
their children if they knew 43
their children if they leave 70
their children if they live 51
their children if they want 137
their children if they were 676
their children if they will 48
their children if they wish 175
their children if they work 44
their children in all areas 61
their children in all their 55
their children in any case 63
their children in any other 76
their children in day care 1852
their children in her care 77
their children in his arms 44
their children in new ways 96
their children in new york 238
their children in that faith 156
their children in this life 47
their children in two ways 60
their children is far more 139
their children is not only 111
their children of all ages 245
their children or any other 63
their children or each other 92
their children or for other 48
their children or for their 129
their children or that their 54
their children or who have 101
their children or with other 70
their children or with their 79
their children so far away 103
their children so long idle 45
their children so that their 191
their children so that there 40
their children so that when 49
their children so they will 136
their children the way their 66
their children to act like 47
their children to and from 851
their children to any kind 40
their children to any other 128
their children to bed early 95
their children to bring home 139
their children to bring their 49
their children to day care 661
their children to each other 529
their children to earn their 65
their children to fit into 142
their children to get ahead 192
