tail hanging down between his 103
take also into account that 156
take away their courage and 73
take away their courage too 124
take away their estates and 58
take away their freedom and 105
take away their liberty and 56
take away these worldly things 76
take away your freedom and 56
take away your thoughts with 126
take down your spenser and 44
take from their teachers are 70
take half their sadness and 44
take heed what history they 47
take heed what lessons they 43
take into full account all 94
take into full account that 40
take into their custody all 86
take into their custody and 41
take into their service all 57
take into their service any 90
take into their sleighs any 48
take more from society than 41
take more into account than 267
take more time because they 42
take more upon himself than 47
take much more courage than 121
take nothing into account but 58
take only those courses that 210
take over full control and 44
take over south vietnam and 109
take over their country and 60
take race into account for 72
take such jobs because they 41
take such other measures for 89
take their good fortune for 59
take their hair ribbons and 150
take their just measures for 45
take their meals together and 111
take their meals together for 46
take their meals together with 44
take their seats because they 48
take these into account and 227
take time into account and 44
take your part against his 49
taking also into account its 59
taking also into account that 371
taking away their freedom and 64
taking into full account all 126
taking race into account was 81
taking their meals together and 45
taking their meals together with 197
taking their time because they 46
talk over some matters with 49
talk over such matters with 63
talk over their affairs with 93
talk over these matters with 621
talk over your problem with 72
tame your test anxiety and 99
tank guns were knocked out 118
task much more complex than 47
task much more quickly than 79
teach only those courses that 216
tearing from great britain her 95
tears were more precious than 110
teeth come into contact with 176
teeth have been knocked out 422
teeth have been removed and 191
teeth having been knocked out 113
teeth were seen between her 40
tell from your letters that 44
tell into what distant age 42
tell their life stories and 134
tell these young persons that 61
term came into general use 437
term came into popular use 109
test have been carried out 431
test runs were carried out 163
text have been carried out 42
text have been revised and 44
text says into dialogue with 40
thank many kind friends for 60
thank those very writers for 167
thank your good fortune that 106
thank your good worship for 58
their arms were covered with 88
their arms were crowned with 44
their bare feet together with 67
their base were arranged two 81
their best foot forward and 377
their best foot forward for 73
their best foot forward with 61
their best work because they 73
their caps were covered with 82
their coming into contact with 873
their coming into general use 127
their early years because they 55
their early years together and 51
their ever busy fancies for 89
their evil heads together and 40
their eyes from beholding any 109
their eyes from observing his 43
their eyes have withered out 65
their eyes more proudly than 191
their eyes open because they 41
their eyes upon charles lee 43
their eyes were blinded and 50
their eyes were blinded with 93
their eyes were covered with 80
their eyes were dazzled and 55
their eyes were dazzled with 271
their eyes were deceiving them 67
their eyes were greeted with 77
their eyes were plucked out 87
their eyes were smaller than 45
their eyes were swollen with 40
their fears were allayed and 68
their fears were stronger than 48
their feet much bruised and 44
their feet tied together and 67
their feet tied together with 51
their feet were covered with 217
their feet were familiar with 163
their feet were swollen and 51
their fell rage assails with 47
their food from marshes and 80
