tabby gown that she made 77
table cost him not much 451
table from her and took 61
table from him and said 89
table hard with his fist 145
table have not yet been 100
table laid and his food 46
table laid out for four 46
table laid out with food 57
table when she got home 49
table when she sat down 108
table when they sat down 253
table when you are ready 45
table when you get home 191
table when you sit down 241
taken adam for his hero 116
taken along with him from 64
taken away all our sins 81
taken away and new ones 48
taken away and put back 56
taken away and put into 379
taken away and set down 53
taken away and they have 41
taken away and they were 417
taken away and they will 42
taken away and you will 57
taken away his own life 49
taken away with him from 63
taken away with one hand 173
taken back and put into 44
taken back with one hand 54
taken care that all other 45
taken care that this poor 43
taken down and new ones 97
taken down and put away 497
taken down and put back 107
taken down and put into 327
taken down and read over 135
taken down with him into 41
taken during may and june 49
taken from her and made 51
taken from her and sent 145
taken from her and sold 175
taken from her for ever 130
taken from her own body 52
taken from her own home 55
taken from her own life 58
taken from her own lips 160
taken from her own mouth 118
taken from her she must 115
taken from him all hope 41
taken from him and from 69
taken from him and held 157
taken from him and kept 45
taken from him and laid 67
taken from him and left 61
taken from him and made 152
taken from him and sent 290
taken from him and sold 196
taken from him and there 54
taken from him and used 82
taken from him any more 41
taken from him for ever 232
taken from him had been 47
taken from him his wife 55
taken from him two years 83
taken from his dead body 101
taken from his dead face 54
taken from his new book 44
taken from his own back 107
taken from his own body 68
taken from his own book 109
taken from his own diary 117
taken from his own finger 80
taken from his own home 78
taken from his own land 59
taken from his own life 364
taken from his own lips 193
taken from his own mouth 558
taken from his own neck 44
taken from his own rank 40
taken from his own side 42
taken from his own ugly 55
taken from his own work 100
taken from its own body 73
taken from men who have 46
taken from our own work 137
taken from thee for ever 50
taken from them all hope 40
taken from them all their 93
taken from them and from 136
taken from them and kept 71
taken from them and laid 63
taken from them and made 120
taken from them and sent 265
taken from them and sold 320
taken from them and their 663
taken from them and used 227
taken from them and were 143
taken from them any more 60
taken from them but their 134
taken from them for duty 45
taken from them for ever 128
taken from them for their 178
taken from them had been 143
taken from them that have 56
taken from them they were 57
taken from them who have 54
taken from this and from 41
taken from this and other 72
taken from too far away 108
taken from you and sent 51
taken from you and sold 76
taken from you and will 65
taken from you and your 96
taken from you for your 195
taken from you too soon 41
taken home and put into 52
taken home with him from 51
taken into her own room 46
taken into his own hand 77
taken into his own home 44
taken into his pay some 47
taken less than one hour 85
taken less than ten years 77
taken less than two days 73
taken less than two years 153
taken more than any other 46
taken more than his fair 161
taken more than its fair 87
taken more than its half 59
taken more than one form 80
taken more than one hour 117
taken more than one life 42
taken more than one step 213
taken more than one wife 171
taken more than six years 120
taken more than ten days 67
taken more than ten years 389
taken more than they have 40
taken more than two days 116
taken more than two years 654
taken more than was good 243
taken over and put into 80
taken over and they were 45
taken over his new post 43
taken root far and wide 44
taken sick and was sent 54
taken upon them for their 160
taken very ill and died 72
taken when she had been 66
taken when she was five 75
taken when she was four 51
taken when she was just 61
taken when she was only 157
taken when she was three 105
taken when she was very 82
taken when she was young 130
taken when they are used 142
taken when using this type 72
taken wine with him once 127
taken years off his life 96
takes away all our sins 55
takes away all real truth 50
takes away his own life 130
takes away with her once 48
takes away with him from 60
takes away with one hand 865
takes back his mug from 51
takes back with one hand 344
takes care that his work 107
takes care that they tend 48
takes evil things and good 53
takes from them all their 63
takes into his own hand 50
takes into his own life 47
takes less than one hour 450
takes less than two days 89
takes less than two years 88
takes more than his fair 64
takes more than its fair 59
takes more than one blow 52
takes more than one book 54
takes more than one cold 71
takes more than one form 320
takes more than one hour 208
takes more than one kind 46
takes more than one life 43
takes more than one line 262
takes more than one month 86
takes more than one page 109
takes more than one reading 107
takes more than one shot 78
takes more than one step 254
takes more than one type 42
takes more than one week 65
takes more than one wife 222
takes more than one word 66
takes more than six years 46
takes more than ten days 49
takes more than ten years 213
takes more than two days 190
takes more than two years 348
takes over and does what 95
takes time and can only 64
takes time and that there 42
takes time and you have 84
takes time for new ideas 98
takes what they can come 51
takes your hat and coat 41
