tap his shoulder to come 46
tax are required to file 166
tax for performing or acting 47
tax has remained the same 63
tax his subjects at will 105
tax that collects the same 168
tax was assessed or paid 114
tax was increased to five 42
tax was increased to four 52
tax was supposed to have 41
team that includes at least 59
team was assigned the task 151
team was composed of five 66
team was composed of four 96
team was composed of three 164
team was probably the best 97
team was reported to have 40
team was required to have 40
team was selected to play 41
team was supposed to have 83
tear out mouthfuls of their 42
tear was observed to steal 128
than act contrary to their 46
than any argument of mine 40
than any comments of ours 96
than any directed at other 88
than any interval we know 63
than any minister of your 55
than any pleasures we have 47
than any quantity of flat 55
than any quantity of such 43
than any recorded in holy 62
than any struggle on such 42
than are accorded to other 70
than are actually the case 42
than are children in other 64
than are children of other 66
than are citizens of other 81
than are engineers in other 41
than are possible in other 42
than are recorded to have 80
than are reported in your 41
than are required by other 64
than are required by their 63
than are required in other 65
than are required to fill 248
than are required to form 50
than are required to give 82
than are required to keep 71
than are required to kill 43
than are required to make 132
than are required to meet 197
than are required to show 43
than are students in other 56
than being confined to their 51
than being deprived of such 42
than being required to make 47
than being required to take 48
than being returned to their 47
than can actually be used 66
than can moonbeams to melt 52
than can otherwise be done 108
than can possibly be dealt 41
than can possibly be done 886
than can possibly be good 48
than can possibly be made 255
than can possibly be seen 58
than can possibly be true 45
than can possibly be used 345
than deaf children of hearing 207
than did children in other 53
than did students in other 119
than for abandoning the five 101
than for chastity of mind 155
than for children to have 59
than for delivery of like 73
than for hundreds of years 51
than for provision of like 69
than for students in other 44
than god employed in making 43
than had befallen the last 41
than has occurred in other 44
than has occurred to date 405
than her presence in camp 86
than his activity of body 93
than his attention to other 81
than his capacity of bearing 80
than his capacity to make 46
than his companion in arms 56
than his curiosity in gazing 53
than his majority to come 86
than his presence of mind 41
than his protecting the lady 64
than his superiors in their 62
than his superiors of their 62
than its tendency to break 1323
than men employed in other 80
than men performing the same 116
than not maintain the union 54
than one activity at once 55
than one american in five 85
than one approach is used 92
than one argument is used 43
than one casualty or theft 72
than one computer at home 79
than one computer in your 117
than one computer is used 49
than one condition is true 65
than one containing the same 61
than one criterion is used 107
than one cylinder is used 70
than one direction at once 499
than one disorder at once 51
than one document at once 114
than one document is open 111
than one effected by mere 71
than one entrance or exit 46
than one expected to find 48
than one extension of time 41
than one frontier is from 102
than one incident of their 83
than one inhabiting the same 47
than one instance is told 68
than one instance of such 213
than one instance of their 58
than one instance of your 68
than one instance we have 190
than one observer is used 76
than one operation to find 47
than one operator is used 73
than one resolved to make 50
than one sentence in length 102
than our treatment of other 130
than pay attention to what 47
than she assented to what 40
than she bestowed it upon 46
than she expected to find 121
than she hastened to deny 48
than she intended to give 56
than she resolved to cast 75
than ten children of mine 43
than ten hectares in size 74
than ten hectares of land 111
than that accorded in like 278
than that accorded the other 61
than that accorded to like 1144
than that accorded to other 324
than that accorded to their 160
than that accorded to those 60
than that achieved by many 49
than that achieved by most 298
than that achieved by other 246
than that achieved by some 47
than that achieved by their 68
than that achieved by those 47
than that achieved in many 47
than that achieved in other 81
than that acquired by more 54
than that afforded by mere 50
than that afforded by other 91
than that afforded by some 57
than that afforded by such 195
than that afforded by their 332
than that afforded by these 184
than that afforded to other 40
than that attained by most 134
than that attained by other 62
than that attained by those 41
than that conveyed in these 84
than that demanded by their 43
than that dictated by such 42
than that dictated by their 72
than that embodied in these 56
than that employed by great 40
than that employed by most 176
than that employed by other 70
than that employed in making 61
than that employed in many 40
than that employed in most 55
than that employed in other 57
than that followed by many 44
than that followed by most 41
than that incurred in other 46
than that intended by their 69
than that involved in making 127
than that involved in mere 45
than that involved in most 44
than that involved in other 56
than that involved in taking 77
than that involved in their 80
than that observed at room 46
than that observed by other 95
than that observed in bulk 98
than that observed in many 62
than that observed in mice 61
than that observed in more 88
than that observed in most 303
than that observed in other 626
than that observed in pure 50
than that observed in rats 51
than that observed in some 65
than that observed in their 51
than that observed in those 54
than that observed in wild 59
than that obtained by adding 108
than that obtained by cold 51
than that obtained by hand 43
than that obtained by many 51
than that obtained by means 161
than that obtained by most 43
than that obtained by other 647
than that obtained by some 44
than that obtained by taking 92
than that obtained by their 52
than that obtained in most 103
than that obtained in other 232
than that occupied by many 47
than that occupied by most 119
than that occupied by other 41
than that occupied by their 198
than that occupied by those 44
than that pertaining to their 53
than that prevailing in many 65
than that prevailing in most 258
than that prevailing in other 184
than that prevailing in some 45
than that produced at home 147
than that produced by adding 132
than that produced by coal 53
than that produced by hand 102
than that produced by high 48
than that produced by many 69
than that produced by mere 50
than that produced by more 54
than that produced by most 174
than that produced by other 564
than that produced by some 64
than that produced by their 90
than that produced by these 47
than that produced by those 44
than that produced in other 128
than that provided by even 77
than that provided by many 96
than that provided by mere 101
than that provided by more 53
than that provided by most 396
than that provided by other 366
than that provided by some 76
than that provided by such 162
than that provided by their 387
than that provided by these 143
than that provided in most 62
than that provided in other 54
than that provided to other 43
