pad bytes immediately 40
pan until completely 108
par stock subscribed 57
par value cumulative 667
par value equivalent 330
par value multiplied 207
par value preference 55
par value regardless 155
par value represents 344
par value securities 145
path began immediately 58
path shall supplement 87
path which apparently 50
path which approaches 81
path which conscience 243
path which culminated 66
path which determines 90
path which disappeared 66
path which eventually 442
path which experience 142
path which inevitably 64
path which intersects 132
path which originally 49
path which originates 99
path which penetrated 50
path which providence 255
path which represents 308
path which terminated 77
path which terminates 125
path which ultimately 419
path whose destination 94
path whose resistance 62
path would correspond 57
path would eventually 173
path would inevitably 86
path would ultimately 92
pat moral categories 53
pay after retirement 278
pay bills contracted 62
pay bills immediately 87
pay cable households 74
pay child allowances 48
pay costs personally 110
pay debts contracted 2436
pay debts discharged 113
pay large commissions 120
pay large reparations 192
pay local authorities 107
pay local government 109
pay lower commissions 275
pay money equivalent 127
pay money immediately 51
pay naval lieutenant 46
pay period immediately 97
pay period regardless 43
pay phone downstairs 156
pay quite handsomely 132
pay quite substantial 103
pay rates comparable 173
pay rates determined 61
pay rates sufficient 180
pay rather handsomely 54
pay rents sufficient 68
pay sales commissions 906
pay scale applicable 93
pay scale compensating 54
pay social assistance 48
pay taxes cheerfully 147
pay taxes equivalent 282
pay taxes immediately 76
pay taxes indirectly 170
pay taxes regardless 60
pay taxes separately 213
pay taxes sufficient 139
pay under collective 270
pay until retirement 186
pay wages appropriate 42
pay wages comparable 487
pay wages equivalent 204
pay wages sufficient 681
pay where appropriate 48
pay within occupations 220
pay would compensate 42
pay would constitute 123
peak above background 224
peak after background 57
peak could correspond 44
peak first derivative 62
peak flood discharges 894
peak gives information 61
peak human experience 105
peak learning experience 206
peak minus background 249
peak period consumption 158
peak power capability 314
peak power constraint 301
peak power consumption 994
peak power dissipated 101
peak power dissipation 650
peak power limitations 147
peak power measurement 64
peak river discharges 88
peak season employment 113
peak shape parameters 177
peak shearing resistance 59
peak trade associations 119
peak value represents 111
peak water consumption 157
peak which overlooked 55
peak which represents 345
peak would correspond 205
pear though cultivated 44
pen again immediately 57
pen could accomplish 47
pen could adequately 180
pen drawing representing 45
pen which indignation 78
pen which reproduces 56
per adult consumption 402
per adult equivalent 21100
per adult individual 199
per brake horsepower 13557
