pacific though intrepid 61
package comes complete 119
package dried apricots 246
package elbow macaroni 238
package goods industry 131
package often consists 40
package often includes 110
package often requires 43
package price includes 119
package water treatment 189
package which combines 105
package which consists 184
package which contains 1006
package which included 1282
package which includes 2204
package which involved 77
package which involves 94
package which operates 49
package which performs 80
package which produces 64
package which provided 106
package which provides 559
package which purports 40
package which requires 279
package which supports 125
package whose contents 155
package would actually 55
package would generate 50
package would normally 51
package would probably 224
package would therefore 47
packaging waste recovery 266
packaging waste reduction 65
packets above mentioned 125
packets whose sequence 67
padlock which fastened 112
pageants which followed 42
pageants which occupied 51
painful acute arthritis 43
painful adult scoliosis 165
painful after prepared 118
painful blood disorder 47
painful bowel movement 271
painful burning sensation 1086
painful doubt concerning 98
painful event occurred 153
painful facial neuralgia 63
painful feeling produced 85
painful human condition 63
painful inner conflict 272
painful inner struggle 206
painful joint condition 53
painful joint movement 43
painful joint symptoms 57
painful local symptoms 84
painful moral dilemmas 111
painful nerve condition 57
painful nerve impulses 62
painful nerve injuries 62
painful pause followed 61
painful right shoulder 211
painful scene followed 130
painful scene occurred 163
painful sinus condition 50
painful social isolation 59
painful social problems 133
painful social realities 71
painful social situation 60
painful stiff shoulder 340
painful times deducted 58
painful tonic muscular 53
painful under pressure 170
painful viral infection 108
painful wound received 67
painted after assembly 43
painted after treatment 52
painted chain attached 47
painted diaper patterns 41
painted doors glimmering 49
painted eight pictures 76
painted either directly 61
painted every possible 60
painted every sensation 187
painted fewer pictures 72
painted genre pictures 1027
painted genre subjects 482
painted george washington 182
painted glass containing 42
painted glowing pictures 481
painted green shutters 168
painted indian subjects 44
painted large canvases 295
painted large pictures 283
painted lurid pictures 301
painted metal surfaces 401
painted paper lanterns 711
painted queen elizabeth 269
painted quite recently 71
painted signs announcing 125
painted small canvases 41
painted small pictures 456
painted stars revolved 45
painted steel surfaces 516
painted stone contents 403
painted studio backdrop 140
painted vivid pictures 421
painted walls reminded 59
painted waxen brigands 70
painted white shutters 89
painted white woodwork 111
painter andrea mantegna 323
painter asked washington 73
painter could conceive 92
painter could delineate 53
painter could possibly 179
painter could scarcely 110
painter gavin hamilton 181
painter george frederic 106
painter george richmond 81
painter jacob lawrence 223
painter james hamilton 66
painter james whistler 235
painter julian schnabel 108
painter louis daguerre 50
painter makes patterns 47
painter mixes pigments 73
painter never intended 47
painter really improves 68
painter since reynolds 46
painter thomas lawrence 102
painter whose artistic 118
painter whose canvases 162
painter whose eminence 87
painter whose interest 49
painter whose pictures 518
painter whose portrait 73
painter whose specialty 49
painter whose subjects 182
painter works directly 50
painter would consider 48
painter would describe 65
painter would probably 139
painter would scarcely 63
paintings could possibly 71
paintings often depicted 146
paintings often included 64
paintings since produced 76
paintings still remained 64
paintings which decorate 636
paintings which depicted 175
paintings which excelled 69
paintings which followed 185
paintings which formerly 78
paintings which included 287
paintings which includes 71
paintings which inspired 90
paintings which ornament 119
paintings which probably 50
paintings which remained 57
paintings which resemble 59
paintings which resulted 85
paintings which surround 49
paintings which survived 95
paintings whose subjects 265
paintings would indicate 46
paintings would probably 94
palaces about deserted 48
palaces above mentioned 60
palaces which formerly 43
palaces which surround 87
palaces would probably 41
palatal minor salivary 189
palatal shelf elevation 1149
palette which includes 42
pancreas after injection 75
pancreas graft rejection 399
pancreas graft survival 1448
pancreas still produces 88
pancreas which contains 57
pancreas which controls 48
pancreas which prevents 59
pancreas which produces 99
pancreas which secretes 121
paneled sweep relieved 40
panoply which achilles 199
papilla which projects 494
papists under elizabeth 116
papyrus codex containing 202
papyrus rolls containing 328
papyrus which contains 171
parable about american 46
parable about parables 117
parable which compares 83
parable which contains 57
parable which explains 55
parable which precedes 49
paradox about achilles 93
paradox comes anywhere 60
paradox which comforts 348
paradox which consists 70
paradox which explains 50
paradox which permeates 49
paradox which presents 62
paradox which provides 49
paradox which reflects 49
paradox which requires 150
paradox which suggests 52
paradox would disappear 100
paragon after confessing 41
paranoia about american 93
paranoia about possible 86
paranoia about security 163
parapet which protects 72
parapet which suggests 60
parched maize prepared 40
pardoning mercy supposes 175
pardoning power includes 74
parenting adult children 230
parenting older children 75
parenting skill deficits 150
parenting small children 221
parents about academic 85
parents about children 983
parents about concerns 68
parents about decisions 54
parents about education 92
parents about emotional 46
parents about financial 68
parents about homework 169
parents about nutrition 118
parents about personal 154
parents about physical 49
parents about politics 56
parents about positive 50
parents about possible 290
parents about potential 119
parents about preventing 43
parents about problems 355
parents about progress 75
parents about services 49
parents about specific 459
parents about students 247
parents about treatment 58
parents above mentioned 40
parents abuse children 99
parents abusing children 66
parents adopt children 114
parents after children 118
parents after completing 55
parents after graduating 43
parents after pediatric 60
parents after referral 89
parents after treatment 40
parents agree otherwise 96
parents allow children 459
parents asked hospital 148
parents asked questions 131
parents avoid discussing 73
parents began discussing 51
parents beget children 130
parents cause children 48
parents could actually 124
parents could complain 44
parents could consider 83
parents could continue 233
parents could convince 45
parents could discover 45
parents could exercise 237
parents could identify 184
parents could indicate 60
parents could instruct 58
parents could maintain 115
parents could otherwise 41
parents could overcome 73
parents could possibly 518
parents could probably 156
parents could properly 57
parents could purchase 143
parents could remember 250
parents could scarcely 305
parents could therefore 54
parents could tolerate 93
parents could transfer 43
parents could transmit 83
parents create problems 56
parents either directly 101
parents equal partners 44
parents every saturday 58
parents exert pressure 110
parents feeling helpless 67
parents force children 87
parents fully expected 84
parents fully informed 384
parents getting divorced 825
parents getting involved 65
parents gives children 47
parents guide children 104
parents helping children 164
parents helps children 79
parents hitting children 76
parents killing children 129
parents later divorced 74
parents later reported 42
parents lived opposite 110
parents lived upstairs 48
parents makes possible 47
parents might actually 186
parents might complain 89
parents might conclude 42
parents might consider 646
parents might continue 62
parents might describe 49
parents might disagree 103
parents might discover 58
parents might indicate 49
parents might otherwise 159
parents might perceive 71
parents might possibly 128
parents might remember 64
parents might separate 77
parents never accepted 87
parents never achieved 40
parents never actually 112
parents never approved 112
parents never attended 274
parents never believed 169
parents never divorced 160
parents never expected 157
parents never finished 87
parents never imagined 128
parents never intended 99
parents never listened 65
parents never mentioned 440
parents never objected 92
parents never punished 81
parents never received 160
parents never referred 44
parents never remarked 41
parents never returned 115
parents offer children 96
parents often actively 45
parents often attended 53
parents often children 50
parents often complain 346
parents often consider 158
parents often continue 142
parents often describe 185
parents often disagree 162
parents often discover 101
parents often hesitate 45
parents often identify 41
parents often interact 123
parents often maintain 62
parents often mentioned 75
parents often objected 46
parents often overlook 74
parents often perceive 234
parents often pressure 52
parents often provided 41
parents often referred 72
parents often remained 51
parents often remarked 48
parents often reminded 59
parents often reported 101
parents often resorted 48
parents often selected 42
parents often struggle 154
parents often wondered 73
parents owned property 69
parents place children 68
parents raise children 614
parents raise questions 75
parents raising children 896
parents rated children 45
parents really believed 104
parents seeking admission 65
parents seeking children 51
parents seeking guidance 42
parents seeking services 55
parents seeking treatment 47
parents sending children 339
parents shall continue 73
parents shape children 112
parents share authority 74
parents share parental 44
parents share physical 104
parents slept upstairs 50
parents solve problems 146
parents spank children 49
parents spend thousands 59
parents spoil children 77
parents still believed 182
parents still consider 156
parents still continue 88
parents still exercise 86
parents still expected 104
parents still insisted 69
parents still maintain 109
parents still objected 45
parents still regarded 42
parents still remained 98
parents still remember 69
parents still retained 52
parents still struggle 48
parents stood silently 50
parents teaching children 173
parents telling children 82
parents train children 99
parents truly believed 42
parents under economic 150
parents under eighteen 81
parents under pressure 112
parents until adulthood 48
parents until recently 45
parents value academic 56
parents value children 67
parents value education 599
parents voice concerns 42
parents where children 61
parents where possible 152
parents which children 58
parents which differed 63
parents which included 60
parents which includes 71
parents which prevents 53
parents which produced 216
parents which provides 46
parents which resulted 86
parents while children 160
parents while continuing 41
parents whose academic 50
parents whose affection 40
parents whose ancestry 58
parents whose approval 45
parents whose attitude 106
parents whose authority 60
parents whose children 29818
parents whose concerns 55
parents whose constant 54
parents whose cultural 90
parents whose daughter 269
parents whose economic 71
parents whose education 91
parents whose emotional 63
parents whose families 355
parents whose financial 89
parents whose identity 48
parents whose interest 68
parents whose marriages 182
parents whose parental 138
parents whose personal 73
parents whose presence 61
parents whose problems 98
parents whose relations 52
parents whose religious 252
parents whose response 45
parents whose students 61
parents within families 54
parents working alongside 118
parents would actually 262
parents would admonish 40
parents would announce 41
parents would approach 81
parents would complain 236
parents would complete 41
