pace deliberate speed 123
pace immediately after 61
pace restlessly about 784
pacing restlessly about 840
pack immediately after 142
page application blank 106
page background color 2828
page background image 187
page background paper 103
page background shows 119
page completely blank 127
page curriculum guide 115
page department store 94
page determines which 54
page historical novel 376
page immediately above 131
page immediately after 526
page immediately below 278
page immediately under 57
page information about 171
page information sheet 650
page instruction sheet 392
page manuscript about 192
page manuscript dated 105
page manuscript which 324
page memorandum about 106
page memorandum dated 334
page memorandum setting 110
page memorandum which 521
page newsletter which 248
page persuasive essay 44
page photograph showing 171
page photograph shows 105
page publication which 208
page references above 93
page references after 238
page references alone 130
page references appear 2982
page references apply 277
page references below 1048
page references cited 1592
page references given 3160
page references refer 1596
page references showing 178
page references under 400
page references where 498
page references which 574
page references within 1110
page references would 124
page reproduced above 203
page reproduced below 78
page supplement about 43
page supplement cover 47
page supplement which 178
page translation table 210
page typescript dated 157
page typescript which 48
paid appropriate wages 41
paid circulation which 203
paid commissions based 140
paid commutation money 148
paid comparable wages 103
paid condolence calls 260
paid conscience money 179
paid delinquent taxes 71
paid educational leaves 72
paid efficiency wages 96
paid employment after 1622
paid employment again 51
paid employment alone 40
paid employment could 442
paid employment either 342
paid employment makes 48
paid employment might 266
paid employment often 278
paid employment rather 344
paid employment seems 120
paid employment since 608
paid employment still 66
paid employment takes 47
paid employment taxes 129
paid employment under 378
paid employment until 312
paid employment where 114
paid employment which 1020
paid employment while 874
paid employment within 826
paid employment women 104
paid employment would 772
paid equivalent wages 50
paid executives could 94
paid executives whose 42
paid exorbitant rates 188
paid exorbitant rents 307
paid exorbitant taxes 67
paid exorbitant wages 78
paid government agent 47
paid government clerk 50
paid government posts 232
paid immediately after 3358
paid inadequate wages 148
paid occupations where 44
paid occupations which 274
paid occupations within 50
paid occupations would 116
paid particular court 93
paid particular honor 52
paid productive labor 72
paid punctually every 341
paid relatively large 53
paid relatively lower 90
paid relatively scant 153
paid relatively small 156
paid sabbatical every 142
paid sabbatical leaves 188
paid separately under 41
paid substantial fines 93
paid substantial taxes 152
paid substantial wages 51
paid successful court 66
paid sufficient funds 44
paid sufficient money 141
paid sufficient taxes 92
paid sufficient wages 191
paid undercover agent 315
pain accompanying acute 51
pain assessment chart 159
pain assessment scale 253
pain assessment tools 1656
pain complaints within 87
pain diminishes after 48
pain disability index 157
pain disappeared after 383
pain disappeared within 187
pain experience which 65
pain experience would 44
pain frequently comes 45
pain frequently occur 70
pain immediately above 50
pain immediately after 1379
pain immediately ceased 132
pain immediately ceases 44
pain management after 580
pain management based 64
pain management could 89
pain management drugs 75
pain management field 49
pain management goals 117
pain management group 134
pain management method 82
pain management might 64
pain management needs 418
pain management often 109
pain management plans 249
pain management rather 70
pain management since 87
pain management tools 54
pain management which 55
pain management while 67
pain management within 120
pain management would 118
pain measurement score 247
pain measurement tools 209
pain mechanisms which 53
pain medications after 82
pain medications given 67
pain medications often 43
pain medications which 45
pain provocation tests 344
pain recurrence after 74
pair comparison method 219
pair copulations occur 49
pair distinctly longer 46
pair immediately above 247
pair immediately after 359
pair immediately below 130
pair immediately spoke 66
pair interaction model 161
pair interaction terms 52
pair mechanisms based 154
pair recognition sites 65
pale background color 123
pale destruction meets 49
pale frightened faces 133
pale phosphoric light 99
pale phosphoric shine 53
pale sepulchral light 93
pale shadowless light 54
pale transverse bands 138
pale transverse lines 140
paling completely shuts 43
palm plantations cover 40
palm plantations where 92
palm plantations which 139
pans immediately after 168
park authorities would 66
park boundaries where 44
park boundaries would 127
park facilities which 105
park immediately after 86
park management plans 1542
park management which 50
park management would 74
part aboriginal blood 127
part approaches nearer 161
part complained about 67
part composition which 43
part contiguous began 50
part department store 45
part determines which 93
part disappeared after 44
part disappeared under 62
part enthusiastic about 95
part experience plays 91
part government owned 141
part granulated sugar 100
part grapefruit juice 57
part historical drama 51
part historical novel 364
part imagination plays 361
part immediately above 3675
part immediately after 1240
part immediately below 2058
part immediately beneath 231
part immediately under 326
part impossible either 61
part inevitably draws 66
part infinitely small 61
part influences every 66
part information about 61
part mathematics plays 81
part miniseries based 100
part originally acted 59
part originally taken 70
part prescribes rules 176
part pronounced valid 56
part pronounced woman 143
part psychology plays 92
part relatively short 60
part relatively small 151
part represents about 53
part represents chalk 44
part scientific names 43
part substances which 45
pass acceptance tests 147
pass appropriate order 162
pass appropriate tests 54
pass circularly round 266
pass competency exams 57
pass competency tests 390
pass completely round 948
pass completely under 543
pass constantly under 44
pass dangerously close 355
pass delightful hours 53
pass elementary tests 101
pass enactments which 139
pass examination never 65
pass harmlessly beneath 54
pass harmlessly under 227
pass immediately above 322
pass immediately after 786
pass immediately below 464
pass immediately beneath 145
pass immediately under 632
pass information about 2799
pass information which 98
pass legislation about 115
pass legislation aimed 568
pass legislation banning 609
pass legislation barring 129
pass legislation based 155
pass legislation binding 135
pass legislation calling 186
pass legislation changing 44
pass legislation creating 544
pass legislation curbing 47
pass legislation denying 61
pass legislation either 150
pass legislation forcing 80
pass legislation placing 49
pass legislation raising 94
pass legislation setting 264
pass legislation under 437
pass legislation until 48
pass legislation which 5793
pass legislation within 51
pass metabolism after 230
pass ordinances which 387
pass perilously close 50
pass prescribed tests 40
pass protective labor 62
pass regulations which 244
pass relatively close 448
pass relatively easily 416
pass relatively large 177
pass resolutions about 761
pass resolutions binding 151
pass resolutions calling 1115
pass resolutions praying 69
pass resolutions stating 110
pass resolutions thereon 77
pass resolutions under 40
pass resolutions until 40
pass resolutions which 1743
pass sufficient light 83
pass sufficient water 130
pass transistor logic 1272
pass ultraviolet light 62
pass undetected until 85
pass unmolested within 87
pass unnumbered hours 170
pass unobserved until 85
pass unobserved while 59
pass unpunished would 103
pass wearisomely while 111
past activities could 43
past activities might 87
past activities which 355
past activities within 65
past activities would 92
past amusements fills 75
past approaches which 49
past associations which 182
past associations would 55
past assumptions about 1012
past collective action 41
past complained about 105
past complaints about 318
past conclusions about 47
past conditional tense 720
past continuous action 43
past continuous tense 4207
past deportment claim 78
past discussions about 143
past employment growth 115
past employment shall 231
past examination paper 135
past existences which 55
past experience about 511
past experience after 41
past experience again 62
past experience alone 721
past experience based 85
past experience comes 165
past experience could 1664
past experience either 231
past experience forms 143
past experience fully 79
past experience gives 1365
past experience guide 44
past experience helps 194
past experience holds 108
past experience leaves 88
past experience makes 2052
past experience might 1645
past experience never 89
past experience often 345
past experience ought 231
past experience plays 1276
past experience rather 875
past experience saved 55
past experience seems 892
past experience shall 307
past experience showing 65
past experience shows 12716
past experience since 238
past experience still 88
past experience takes 73
past experience teaching 48
past experience tells 1602
past experience tends 160
past experience under 391
past experience until 48
past experience warns 50
past experience where 346
past experience which 8285
past experience while 176
past experience within 739
past experience working 553
past experience would 4764
past exponential world 40
past friendship would 51
past generations about 60
past generations could 648
past generations found 125
past generations lived 81
past generations might 226
past generations never 135
past generations often 129
past generations rather 48
past generations spent 85
past generations still 119
past generations which 987
past generations while 44
past generations whose 195
past generations would 797
past geomagnetic field 472
past government action 97
past government house 604
past grievances shall 51
past grievances which 157
past grievances would 52
past historical change 45
past historical epoch 295
past historical event 1143
past historical facts 301
past historical forms 41
past historical period 543
past historical times 64
past historical writing 50
past immediately after 109
past impressions often 61
past impressions which 535
past indefinite tense 870
past indicative forms 215
past indicative tense 106
past influences which 63
past information about 1107
past information which 88
past injustices could 53
past injustices might 82
past injustices rather 43
past injustices which 157
past injustices would 165
past inspiration point 61
past investment flows 93
past investment which 59
past legislation which 57
past literature which 110
past literature would 89
past meritorious deeds 144
past misconduct which 40
past misconduct would 131
past obligations which 105
past observation gives 41
past observation tells 102
past occurrence which 144
past participial forms 913
past participle affix 60
past participle after 304
past participle agree 112
past participle alike 84
past participle alone 85
past participle could 165
past participle either 57
past participle endings 698
past participle forms 20056
past participle given 64
past participle might 106
past participle never 89
past participle often 113
past participle rather 67
past participle seems 99
past participle shows 74
past participle taken 71
past participle takes 73
past participle tense 111
past participle verbs 73
past participle where 49
past participle which 418
past participle would 322
past patriarchal state 48
past perceptions which 115
past precedents which 44
past predictions about 107
past presidents would 45
past prosperous farms 57
past speculation about 50
past statements about 122
past surrendering towns 54
past transaction which 57
paying appropriate taxes 48
paying commissions based 46
paying commutation money 58
paying comparable wages 57
paying condolence calls 139
paying delinquent taxes 137
paying efficiency wages 259
paying employment taxes 379
paying exorbitant fines 195
paying exorbitant rates 316
paying exorbitant rents 404
paying exorbitant taxes 161
paying exorbitant wages 44
paying government bonds 59
paying government debts 147
paying government taxes 116
paying inadequate wages 110
paying individual tolls 41
paying industries which 48
paying membership which 42
paying ministerial taxes 73
paying neighborly calls 103
paying proposition under 42
paying proposition until 122
paying quantities after 55
paying quantities could 55
paying quantities shall 115
paying quantities thereon 72
paying quantities under 90
paying quantities until 60
paying quantities within 281
paying quantities would 47
paying relatively large 69
paying relatively lower 42
paying relatively small 214
paying restaurant bills 44
paying substantial fines 40
paying substantial taxes 132
paying sufficient taxes 56
paying sufficient wages 64
paying transaction costs 394
pays delinquent taxes 56
pays employment taxes 42
pays substantial taxes 53
peace agreements after 67
peace agreements could 97
peace agreements since 63
peace agreements which 161
peace agreements would 103
peace arrangement would 64
peace committees which 48
peace conference about 72
peace conference after 1061
peace conference based 111
peace conference began 526
peace conference broke 58
peace conference could 800
peace conference ended 139
peace conference found 47
peace conference japan 106
peace conference later 108
peace conference lloyd 41
peace conference meeting 51
peace conference meets 73
peace conference might 320
peace conference never 74
peace conference opens 255
peace conference rather 88
peace conference shall 55
peace conference since 74
peace conference table 585
peace conference under 733
peace conference until 174
peace conference where 357
peace conference which 4294
peace conference while 97
peace conference whose 60
peace conference within 92
peace conference would 4055
peace discussions began 50
peace discussions which 85
peace discussions would 49
peace flourished under 70
peace immediately after 274
peace initiatives aimed 72
peace initiatives began 42
peace initiatives since 65
peace initiatives taken 164
peace initiatives which 156
peace initiatives would 206
peace maintained under 42
peace negotiations about 139
peace negotiations after 1841
peace negotiations again 81
peace negotiations based 236
peace negotiations began 3718
peace negotiations begin 227
peace negotiations begun 493
peace negotiations broke 531
peace negotiations could 1683
peace negotiations ended 112
peace negotiations later 88
peace negotiations might 988
peace negotiations ought 58
peace negotiations rather 74
peace negotiations shall 53
peace negotiations since 149
peace negotiations start 119
peace negotiations still 180
peace negotiations under 1026
peace negotiations until 711
peace negotiations where 55
peace negotiations which 2573
peace negotiations while 401
peace negotiations within 224
peace negotiations would 3179
peace principles which 129
peace principles would 45
peace propaganda which 161
peace researchers would 44
peace settlement after 3162
peace settlement based 1724
peace settlement began 90
peace settlement could 1687
peace settlement ended 44
peace settlement might 289
peace settlement ought 85
peace settlement rather 50
peace settlement short 44
peace settlement since 96
peace settlement still 43
peace settlement under 159
peace settlement until 151
peace settlement where 44
peace settlement which 5832
peace settlement while 67
peace settlement whose 45
peace settlement within 217
peace settlement would 3962
peaks disappeared after 45
peaks immediately after 426
peer acceptance ratings 163
peer comparison group 79
peer counselors would 45
peer discussions about 162
peer evaluations would 42
peer incidental teaching 164
peer information sharing 284
peer interaction could 59
peer interaction plays 55
peer interaction rather 91
peer interaction takes 69
peer interaction which 147
peer interaction while 51
peer interaction within 219
peer interaction would 67
peer nominations under 55
peer supervision group 1163
pert apprentice cries 305
peso devaluation would 104
pest management action 62
pest management based 251
pest management costs 244
pest management could 101
pest management method 99
pest management model 87
pest management needs 285
pest management plans 166
pest management since 41
pest management tools 528
pest management under 98
pest management where 55
pest management which 288
pest management would 140
pest populations below 1772
pest populations build 90
pest populations under 271
pest populations which 143
pest populations while 88
pest populations within 129
pest populations would 88
pest resistance genes 309
piano arrangement which 101
piano background music 108
piano complained alone 65
piano composition which 152
piano immediately after 66
piano instruction books 138
piano literature which 120
pick expressions either 73
pick individual leaves 65
pigs immediately after 118
pigs maintained under 62
pile compresses rocks 59
pile foundations under 176
pile foundations which 126
pile foundations would 88
pile immediately after 293
pile interaction under 135
pile oscillator method 58
pill immediately after 59
pine plantations growing 46
pine plantations where 184
pine plantations which 220
pining discontent which 42
pink bridesmaid dress 141
pink disposable razor 46
pink embroidery floss 304
pink grapefruit juice 528
pink peppercorn sauce 307
pink shirtwaist dress 53
pink sleeveless dress 86
pink sleeveless shirt 45
pious archbishop usher 41
pious aspirations which 139
pious associations which 112
pious charitable works 45
pious confidence which 106
pious destroyers waged 44
pious discourses which 117
pious disposition which 80
pious earnestness which 75
pious exhortation which 40
pious expressions moved 124
pious foundations under 52
pious foundations which 188
pious friendship which 90
pious government since 51
pious imagination raise 309
pious impressions under 67
pious inclination which 42
pious indignation which 100
pious individual would 48
pious liberality seems 90
pious meditations which 53
pious melancholy which 49
pious pilgrimage thither 149
pious pilgrimage which 58
pious platitudes about 605
pious platitudes which 148
pious platitudes while 70
pious postscript added 41
pious reflections about 44
pious reflections which 76
pious resignation under 123
pious resignation which 214
pious resolutions about 59
pious resolutions which 105
pious sentiments about 191
pious sentiments which 408
pious simplicity which 50
pious solicitude which 48
pious statements about 443
pious tenderness which 92
pious utterances about 47
pipe arrangement which 40
pipe connections shall 131
pipe connections which 77
pipe discharges water 52
pipe doubtfully about 45
pipe immediately above 322
pipe immediately after 155
pipe immediately below 217
pipe immediately under 40
piping arrangement shown 155
pithy observation about 41
pithy statements about 96
pithy statements which 56
plan activities based 215
plan activities where 105
plan activities which 1146
plan activities within 65
plan aggregation rules 223
plan amendments which 464
plan apparently would 45
plan appropriate action 470
plan appropriate learning 762
plan appropriate nursing 475
plan appropriate teaching 366
plan arrangement which 93
plan collective action 338
plan corrective action 448
plan description shall 137
plan description under 66
plan description which 299
plan description within 181
plan determines which 57
plan fiduciaries under 160
plan fiduciaries would 147
plan financially sound 105
plan formulated after 61
plan formulated under 86
plan formulation method 130
plan formulation stage 574
plan formulation which 47
plan identifies which 49
plan immediately after 948
plan indicators which 49
plan information about 63
plan instruction based 390
plan integrated units 90
plan investment option 73
plan maintained under 91
plan objectives which 40
plan originally drawn 94
plan preparation stage 181
plan prescribed under 67
plan presumably would 40
plan recognition model 170
plan registered under 250
plan strategies based 50
plan strategies which 60
plan subsequent action 47
plan summarized above 87
plan terminated within 51
plan terminates within 194
plan termination basis 163
plan termination rules 68
plan termination under 290
plan termination where 47
plan termination would 339
plan unlawfully gives 51
play absolutely vital 113
play activities after 185
play activities allow 49
play activities based 103
play activities change 59
play activities could 189
play activities might 99
play activities offer 48
play activities often 305
play activities rather 160
play activities serve 89
play activities under 105
play activities until 154
play activities where 158
play activities which 2070
play activities while 181
play activities within 214
play activities would 204
play aggressive games 95
play appropriate music 296
play appropriate roles 615
play background music 3662
play background roles 127
play basketball after 598
play basketball again 1023
play basketball every 397
play basketball games 82
play basketball today 156
play basketball under 71
play basketball until 379
play basketball while 210
play boisterous games 101
play characters which 83
play comparable roles 639
play contributing roles 318
play coordinating roles 42
play definitive roles 56
play delightful games 42
play diplomatic games 73
play dissimilar roles 41
play ecological roles 46
play educational games 344
play electronic games 973
play electronic music 46
play equivalent roles 662
play experience which 40
play guidelines after 134
play harmlessly about 57
play historical roles 44
play immediately after 1490
play incidental music 140
play individual games 47
play individual notes 80
play individual roles 205
play influences which 123
play influential parts 50
play influential roles 1665
play information about 308
play interlocking roles 89
play invaluable roles 80
play legitimate roles 133
play matchmaker again 55
play mechanisms which 45
play negligible roles 146
play orchestral music 72
play originally ended 109
play ostensibly about 161
play particular games 66
play particular parts 76
play particular roles 1448
play particular tunes 50
play peripheral roles 168
play permissive roles 42
play polyphonic music 77
play prescribed roles 170
play productive roles 156
play protective roles 202
play reciprocal roles 168
play regulatory roles 843
play relatively minor 870
play relatively small 166
play sensational roles 162
play shakespeare makes 103
play shakespeare seems 189
play shakespeare shows 62
play shakespeare wrote 1203
play specialized roles 672
play stereotyped roles 198
play structural roles 443
play structured games 94
play submissive roles 60
play substantial parts 46
play substantial roles 1250
play supportive roles 462
play techniques which 155
play traditional games 359
play traditional irish 61
play traditional music 913
play traditional roles 561
play traditional tunes 72
play tremendous roles 51
plead particular facts 71
plead sufficient facts 289
plot immediately after 93
plot immediately below 46
plot information about 100
plot manifestly ought 95
plot structures which 193
plow immediately after 43
