pack integrated circuits 80
page composition programs 429
page composition software 896
page description languages 2471
page historical overview 206
page immediately opposite 46
page manuscript containing 99
page manuscript describing 124
page manuscript entitled 696
page manuscript fragment 50
page memorandum containing 113
page memorandum describing 48
page memorandum entitled 490
page memorandum explaining 49
page memorandum prepared 301
page newsletter contains 148
page photograph courtesy 161
page promotional brochure 133
page publication containing 91
page publication contains 245
page publication entitled 180
page publication includes 113
page references followed 285
page references hereafter 398
page references included 228
page references indicate 3386
page references inserted 99
page references provided 105
page references visually 207
page supplement containing 163
page supplement entitled 181
page typescript entitled 261
paid appropriate attention 157
paid attractive salaries 52
paid comparable attention 41
paid comparable salaries 81
paid consistent attention 105
paid continuous attention 74
paid deliberate attention 52
paid disability benefits 389
paid educational expenses 128
paid employment compared 200
paid employment continue 43
paid employment increased 530
paid employment increases 172
paid employment patterns 44
paid employment positions 45
paid employment provided 77
paid employment provides 147
paid employment remained 50
paid equivalent salaries 62
paid exceptional attention 140
paid exorbitant interest 132
paid exorbitant salaries 138
paid government employee 374
paid government informer 123
paid government officials 1189
paid government positions 321
paid government salaries 84
paid government servants 1360
paid inadequate attention 1324
paid inadequate salaries 49
paid individual attention 87
paid inordinate attention 223
paid management positions 64
paid meticulous attention 1163
paid negligible attention 67
paid particular attention 117570
paid particular interest 111
paid recreational expenses 102
paid remarkable attention 93
paid respectful attention 487
paid retirement benefits 351
paid scrupulous attention 1682
paid substantial attention 397
paid substantial premiums 170
paid substantial salaries 158
paid sufficient attention 10111
paid sufficient salaries 56
paid systematic attention 277
paid tremendous attention 98
pain assessment includes 116
pain assessment requires 48
pain diminished somewhat 44
pain disappeared entirely 101
pain dysfunction patients 92
pain dysfunction syndrome 3789
pain eventually subsided 45
pain eventually subsides 68
pain experience includes 46
pain frequently precedes 46
pain frequently requires 44
pain immediately followed 73
pain immediately subsided 47
pain management approach 283
pain management decisions 71
pain management education 153
pain management includes 136
pain management involves 129
pain management outcomes 120
pain management physician 218
pain management policies 46
pain management practice 278
pain management problems 198
pain management programs 1383
pain management protocol 239
pain management regimens 221
pain management requires 311
pain management services 592
pain management strategy 335
pain management therapies 203
pain management treatment 551
pain rheumatoid arthritis 58
pair correlation energies 1314
pair correlation functions 18242
pair dissociation constant 131
pair interaction energies 1976
pair interaction potential 2854
pair recognition sequence 110
pair restriction fragment 65
pale blackboard crouched 113
park attendance increased 41
park immediately adjacent 128
park management agencies 254
park management decisions 158
park management policies 109
park management problems 111
park naturalist conducts 60
part absolutely excludes 42
part apparently consists 71
part chemically combined 57
part completely ignorant 45
part facilitate dispatch 250
part government officials 153
part heroically fashioned 207
part historical accident 107
part hopelessly ignorant 43
part immediately adjacent 216
part immediately affected 455
part immediately followed 44
part immediately opposite 121
part immediately succeeding 67
part introduces students 48
part negatively confutes 40
part originally affected 266
part originally assigned 79
part originally attacked 61
part originally composed 45
part originally inflamed 45
part originally intended 181
part profoundly ignorant 47
part remarkably affected 84
part representing interest 61
part uninformed concerning 49
pass compulsory education 115
pass conclusive judgment 71
pass considered judgment 44
pass definitive judgment 223
pass definitive sentence 71
pass electrical impulses 81
pass harmlessly underneath 41
pass historical judgment 82
pass information concerning 75
pass information directly 283
pass legislation abolishing 287
pass legislation addressing 43
pass legislation authorizing 2132
pass legislation compelling 96
pass legislation concerning 511
pass legislation conferring 40
pass legislation contrary 179
pass legislation designed 839
pass legislation directly 104
pass legislation empowering 53
pass legislation forbidding 506
pass legislation intended 167
pass legislation legalizing 128
pass legislation overriding 83
pass legislation permitting 812
pass legislation pertaining 54
pass legislation preventing 272
pass legislation protecting 855
pass legislation regulating 1353
pass legislation supporting 213
pass ordinances concerning 41
pass ordinances designed 44
pass ordinances forbidding 52
pass ordinances regulating 578
pass regulations concerning 104
pass resolutions advocating 92
pass resolutions authorizing 84
pass resolutions concerning 678
pass resolutions condemning 1398
pass resolutions denouncing 432
pass resolutions expressing 451
pass resolutions forbidding 42
pass resolutions protesting 51
pass resolutions requesting 227
pass resolutions supporting 558
pass transistor circuits 47
pass transistor networks 60
pass transistor switches 230
pass unconscious judgment 72
pass university entrance 447
pass vertically downward 506
past calamities inspired 114
past collective bargaining 108
past conditional sentence 85
past conditional variances 114
past consumption patterns 309
past depressive episodes 402
past diplomatic practice 41
past educational failures 41
past educational policies 230
past educational practice 90
past educational programs 50
past employment patterns 58
past endogenous variables 59
past examination questions 2014
past experience acquired 59
past experience actually 99
past experience adjusted 161
past experience afforded 86
past experience combined 65
past experience concerning 190
past experience confirms 83
past experience dictated 48
past experience dictates 436
past experience directly 249
past experience embodied 122
past experience included 64
past experience includes 296
past experience indicate 141
past experience indicating 63
past experience involved 66
past experience involves 61
past experience modified 108
past experience modifies 192
past experience prepared 63
past experience presents 119
past experience probably 64
past experience produced 41
past experience provided 238
past experience provides 1069
past experience recorded 52
past experience reflects 42
past experience relative 73
past experience relevant 268
past experience remained 52
past experience rendered 58
past experience requires 45
past experience suggests 4752
past experience supplies 42
past experience supports 216
past experience warrants 151
past generations assigned 47
past generations believed 50
past generations continue 40
past generations exercise 84
past generations observed 44
past government decisions 125
past government deficits 75
past government failures 51
past government officials 340
past government policies 1493
past government programs 76
past historical accounts 40
past historical contexts 138
past historical episodes 71
past historical examples 47
past historical patterns 203
past historical situation 80
past humiliations suffered 47
past immigration officials 40
past immigration patterns 61
past immigration policies 134
past information concerning 47
past injustices suffered 112
past investment decisions 1913
past investment mistakes 98
past investment patterns 52
past investment policies 42
past investment projects 55
past kindnesses produced 74
past lieutenant governor 68
past literature concerning 40
past management decisions 476
past management failures 40
past management policies 58
past management practice 103
past meritorious services 150
past participle combined 51
past participle followed 113
past participle formation 520
past participle functioning 44
past participle functions 163
past participle morpheme 1960
past participle preceded 114
past participle requires 42
past participle suffixes 55
past precedents construing 57
past productive activity 173
past psychiatric disorder 207
past psychiatric problems 99
past psychiatric symptoms 56
past psychiatric treatment 301
past racketeering violations 44
past regulatory policies 76
past republican policies 41
past restoration projects 45
past scientific practice 88
past settlement patterns 335
past successful projects 111
past syphilitic infection 86
past unfinished business 162
past utilization patterns 101
paths absolutely opposite 66
paving particular attention 254
paying appropriate attention 303
paying consistent attention 57
paying continuous attention 150
paying deliberate attention 131
paying disability benefits 181
paying educational expenses 54
paying exceptional attention 47
paying exorbitant interest 276
paying exorbitant salaries 245
paying government expenses 91
paying government officials 86
paying government positions 42
paying government salaries 89
paying inadequate attention 512
paying inadequate salaries 56
paying incidental expenses 79
paying individual attention 110
paying inordinate attention 100
paying management positions 148
paying meticulous attention 780
paying particular attention 139730
paying particular emphasis 61
paying particular interest 76
paying respectful attention 257
paying retirement benefits 313
paying scrupulous attention 1066
paying substantial attention 81
paying substantial interest 99
paying substantial premiums 67
paying substantial salaries 49
paying sufficient attention 6522
paying systematic attention 426
pays appropriate attention 99
pays deliberate attention 52
pays disability benefits 148
pays inadequate attention 592
pays individual attention 48
pays inordinate attention 93
pays meticulous attention 396
pays particular attention 22765
pays respectful attention 62
pays retirement benefits 164
pays scrupulous attention 281
pays substantial attention 148
pays sufficient attention 731
pays systematic attention 97
peace conference accepted 41
peace conference actually 46
peace conference approved 45
peace conference attended 142
peace conference concerning 64
peace conference convened 628
peace conference convenes 54
peace conference designed 50
peace conference included 49
peace conference presided 41
peace conference proposal 134
peace conference proposed 131
peace conference rejected 47
peace conference remained 54
peace initiatives launched 52
peace initiatives proposed 49
peace negotiations actually 57
peace negotiations continue 56
peace negotiations directly 48
peace negotiations followed 177
peace negotiations initiated 260
peace negotiations possible 59
peace negotiations produced 56
peace negotiations proposed 87
peace negotiations provided 41
peace negotiations resulted 72
peace negotiations underway 180
peace negotiations whatever 60
peace propaganda campaign 95
peace settlement achieved 100
peace settlement brokered 44
peace settlement depended 44
peace settlement followed 90
peace settlement included 64
peace settlement possible 44
peace settlement provided 93
peace settlement remained 96
peer adjustment problems 579
peer application entities 71
peer assistance programs 612
peer comparison feedback 350
peer friendship networks 124
peer interaction increased 45
peer interaction increases 41
peer interaction occurred 42
peer interaction patterns 344
peer interaction problems 162
peer interaction provides 176
pest eradication programs 94
pest management approach 1054
pest management concepts 198
pest management decisions 1562
pest management includes 145
pest management involves 232
pest management policies 128
pest management potential 41
pest management practice 439
pest management problems 526
pest management products 174
pest management programs 7696
pest management projects 176
pest management purposes 305
pest management requires 270
pest management services 242
pest management strategy 3300
pick individual colonies 171
pink candlewick bedspread 165
pink grapefruit segments 54
pins completely finished 61
pious artaxerxes summoned 104
pious enterprise sinister 57
pious expeditions consumed 62
pious foundations exceeded 104
pious straitened preachers 41
pipe discharges directly 40
plan accurately reflects 56
plan activities designed 53
