pad elephants were 49
pang inflicted upon 43
pan suspended from 886
pan suspended over 83
par additional paid 1506
path absorption cell 92
path algorithms have 58
path available from 77
path backwards from 88
path broadened into 69
path completion time 87
path continued along 254
path continued down 125
path continued into 42
path continued over 96
path continues along 857
path continues down 409
path continues from 132
path continues into 75
path continues north 201
path continues over 237
path continues past 220
path continues south 162
path continues west 99
path debouched into 57
path dependent upon 45
path descended from 65
path descended into 180
path described during 65
path described from 50
path described here 131
path described will 125
path different from 2620
path disappearing into 162
path disappears into 116
path distances from 141
path divergent from 150
path expression from 64
path expression such 91
path generated from 92
path integrals over 150
path originating from 285
path reflected from 50
path sentences such 77
path separated from 83
path separated into 57
path somewhere else 47
path stretched ahead 52
path stretched away 47
path stretches from 69
path suggested here 40
path throughout life 71
path throughout sent 62
path throughout their 86
path traversed during 145
path traversed from 91
path traversed will 55
path zigzagged down 159
path zigzagged from 93
path zigzagged like 62
pat ourselves upon 105
pat sentences from 52
pat themselves upon 91
pay additional cash 150
pay additional cost 42
pay additional dues 108
pay additional duty 55
pay additional fare 87
pay additional fees 3912
pay additional rent 1286
pay additional sums 921
pay advantage over 77
pay advertising fees 95
pay affiliation fees 493
pay association dues 58
pay attorneys fees 345
pay brokerage fees 715
pay capitation fees 148
pay commission fees 97
pay commission only 143
pay commission when 116
pay concession fees 40
pay conditions were 43
pay connection fees 96
pay considering what 40
pay contracts were 127
pay copyright fees 291
pay creditors from 42
pay creditors over 55
pay creditors when 72
pay customary dues 104
pay customary fees 53
pay dependent upon 228
pay different fees 142
pay different from 160
pay different sums 173
pay different wage 528
pay discharge fees 196
pay dividends also 42
pay dividends down 300
pay dividends during 1095
pay dividends even 860
pay dividends from 1701
pay dividends have 77
pay dividends here 137
pay dividends into 178
pay dividends like 44
pay dividends many 190
pay dividends more 206
pay dividends once 223
pay dividends only 2374
pay dividends over 683
pay dividends ranging 203
pay dividends upon 1960
pay dividends well 87
pay dividends were 118
pay dividends when 5012
pay dividends will 221
pay employees during 194
pay employees from 235
pay employees just 47
pay employees less 555
pay employees more 926
pay employees only 51
pay employees their 397
pay employees time 50
pay employees well 53
pay employees when 74
pay envelopes from 297
pay envelopes have 135
pay envelopes home 47
pay envelopes over 153
pay envelopes were 671
pay envelopes will 87
pay especially high 119
pay especially well 180
pay everybody back 258
pay everybody else 502
pay exceedingly high 110
pay exceedingly well 303
pay excessive fees 157
pay excessive rent 73
pay excessive sums 108
pay expensive fees 71
pay extremely high 1948
pay extremely well 1440
pay fantastic sums 238
pay franchise fees 440
pay incentive plan 436
pay increasingly high 172
pay increasingly less 204
pay increasingly more 550
pay inspection fees 266
pay insurance fees 175
pay investors back 212
pay irrigation fees 110
pay maternity leave 576
pay necessary fees 57
pay obedience more 232
pay occupation rent 138
pay ourselves back 192
pay ourselves more 157
pay ourselves what 293
pay outrageous fees 91
pay outrageous sums 102
pay permission fees 172
pay physicians more 224
pay placement fees 50
pay practices have 142
pay practices were 155
pay practices will 42
pay principal when 111
pay principle will 46
pay protection fees 129
pay provident fund 95
pay providers more 95
pay provisions have 142
pay provisions were 390
pay provisions will 205
pay quarterly dues 60
pay quarterly into 178
pay reasonable fees 1133
pay reasonable rent 244
pay reasonable sums 80
pay reasonably good 43
pay reasonably high 80
pay reasonably well 464
pay redemption dues 61
pay redemption fees 65
pay reductions were 45
pay regularly from 156
pay regularly into 157
pay regularly their 65
pay reverence only 231
pay royalties during 334
pay royalties even 198
pay royalties from 138
pay royalties into 143
pay royalties only 268
pay royalties upon 113
pay royalties when 300
pay ruinously high 47
pay schedules were 162
pay sometimes gone 48
pay somewhere else 190
pay specified sums 1640
pay statutory sick 87
pay structure from 160
pay structure have 104
pay structure must 181
pay structure were 122
pay structure will 381
pay succession duty 566
pay telephone booth 741
pay telephone call 98
pay television have 47
pay television were 132
pay television will 251
pay territory were 65
pay themselves back 560
pay themselves fair 42
