hail suppression program 255
hair beautifully arranged 171
hair beautifully brushed 204
hair beautifully coiffed 73
hair beautifully dressed 445
hair carelessly arranged 68
hair carelessly brushed 130
hair completely covered 232
hair contrasted against 68
hair contrasted sharply 263
hair contrasted strongly 50
hair contrasted vividly 44
hair fancifully braided 88
hair fashionably dressed 107
hair frequently becomes 64
hair hygrometer measures 43
hair impeccably groomed 55
hair introduced herself 45
hair introduced himself 56
hair restoration surgery 1164
hair tastefully arranged 107
hair transplant surgeons 433
hair transplant surgery 985
hair uncommonly frizzed 70
half calvinists deputed 73
half consciously perhaps 142
half consciously touched 108
half cultivated country 142
half demolished buildings 40
half difference between 338
half distracted between 356
half hysterical himself 102
half immediately following 323
half immediately preceding 129
half inclination towards 48
half intervened between 81
half kilometers northeast 95
half kilometers southeast 103
half mechanical element 43
half millennium between 193
half negatively charged 121
half positively charged 93
half reliability measures 167
half reliability studies 53
half reproached herself 110
half seventeenth century 788
half successful attempt 120
half suffocated himself 116
half suppressed murmurs 99
half unconscious suffering 83
half winchester bushels 67
hall brilliantly lighted 69
hall immediately following 46
hall immediately outside 95
hand alternated between 50
hand alternates between 71
hand completely covered 74
hand constantly pressed 66
hand coordinate systems 119
hand disappeared between 53
hand distinctly lighted 47
hand encounters between 311
hand experience because 139
hand experience regarding 48
hand gracefully towards 140
hand historical research 49
hand immediately covered 51
hand immediately dropped 44
hand immediately following 180
hand immediately relaxed 44
hand information because 133
hand information derived 245
hand information gathered 278
hand information regarding 2622
hand insinuated between 60
hand interposed between 241
hand introduced himself 45
hand mournfully towards 112
hand sandwiched between 68
hand scientific research 47
hand sufficient material 119
hand vigorously against 59
hand vigorously clasped 62
hanging listlessly between 75
hard boundaries between 287
hard competition between 78
hard connective tissues 524
hard distinction between 1065
hard distresses impending 53
hard experience written 220
hard expressions against 57
hard horizontal surface 139
hard information regarding 67
hard negotiations between 127
hard peppermint candies 362
hard protective coverings 57
hard protective surface 82
hard reflective surface 208
hard refractory material 143
hard scientific research 156
hard substances against 66
hard ultraviolet radiation 260
hast maintained against 399
hast manifested towards 49
hate distinction between 190
hate literature against 253
hate literature illegal 42
hate propaganda against 939
have abbreviated versions 40
have absolutely adhered 46
have absolutely certain 234
have absolutely correct 66
have absolutely crushed 70
have absolutely decided 276
have absolutely ensured 58
have absolutely everything 804
have absolutely exalted 58
have absolutely existed 66
have absolutely ignored 102
have absolutely insured 103
have absolutely nowhere 254
have absolutely perfect 230
have absolutely precise 51
have absolutely reduced 89
have absolutely refused 1771
have absolutely regular 63
have absolutely reliable 113
have absolutely removed 43
have absolutely secured 48
have absolutely settled 40
have absolutely starved 45
have absolutely stopped 107
have abstracted certain 92
have abstracted himself 49
have abundantly evinced 43
have abundantly refuted 52
have abundantly revealed 51
have acceptable answers 65
have acceptable quality 179
have acceptable results 129
have acceptance criteria 91
have accessible editions 297
have accredited private 66
have accurately defined 551
have accurately grasped 63
have accurately located 86
have accurately measured 760
have accurately pointed 150
have accurately related 66
have accurately studied 41
have accustomed herself 134
have accustomed himself 740
have acquainted congress 83
have acquainted herself 54
have acquainted himself 854
have acquiesced perhaps 55
have acquiesced quietly 67
have acquiesced willingly 68
have activities outside 218
have activities planned 94
have activities related 85
have activities similar 280
have adaptively radiated 64
have adequately adapted 57
have adequately alleged 197
have adequately carried 45
have adequately covered 437
have adequately defined 246
have adequately grasped 106
have adequately handled 72
have adequately matured 41
have adequately measured 172
have adequately planned 79
have adequately pointed 63
have adequately realized 55
have adequately refuted 50
have adequately sampled 163
have adequately staffed 60
have adequately studied 142
have adequately trained 922
have adjustable heights 57
have adjustable shelves 227
have adulterous affairs 107
have advantages against 62
have advantages because 915
have advantages depending 49
have advantages peculiar 82
have advantages similar 216
have advantages superior 68
have adventures together 267
have advertised himself 53
have aggravated matters 151
have aggravated poverty 46
have aggravated tensions 66
have aggregated several 49
have aggregated together 67
have aggressive behavior 113
have aggressive designs 379
have aggressive thoughts 75
have agreements between 80
have agreements whereby 123
have alternated between 2943
have alternated control 47
have altruistic desires 55
have altruistic motives 239
have ambitiously striven 121
have ambivalent effects 100
have ambivalent reactions 70
have amplitudes between 113
have analytical ability 100
have analytical results 48
have analytical solution 41
have analytical utility 73
have anatomical defects 50
have anatomical features 165
have androgenic effects 151
have antibodies against 5320
have antibodies capable 47
have antibodies present 87
have antibodies reactive 60
have anticancer effects 323
have antioxidant effects 312
have antipathies against 47
have aphrodisiac effects 178
have apparently adapted 155
have apparently adhered 90
have apparently adopted 594
have apparently allowed 98
have apparently altered 89
have apparently appeared 52
have apparently applied 52
have apparently arrived 184
have apparently assumed 1266
have apparently avoided 84
have apparently brought 277
have apparently carried 132
have apparently covered 46
have apparently crossed 52
have apparently decided 1300
have apparently derived 186
have apparently devoted 40
have apparently drifted 41
have apparently dropped 104
have apparently emerged 83
have apparently enjoyed 96
have apparently entered 218
have apparently escaped 362
have apparently evolved 817
have apparently exerted 73
have apparently existed 173
have apparently favored 40
have apparently ignored 270
have apparently induced 56
have apparently invaded 45
have apparently largely 44
have apparently limited 141
have apparently managed 206
have apparently offered 42
have apparently pursued 47
have apparently realized 115
have apparently receded 41
have apparently reduced 516
have apparently refused 77
have apparently removed 123
have apparently revealed 65
have apparently secured 158
have apparently settled 159
have apparently shifted 146
have apparently similar 199
have apparently slipped 52
have apparently started 128
have apparently stopped 194
have apparently striven 52
have apparently violated 59
have apparently written 67
have apparently yielded 188
have appearances similar 141
have appellants pointed 41
have application outside 723
have appreciable amounts 486
have appreciable contact 45
have appreciable effects 1015
have appreciable kinetic 65
have appreciable numbers 102
have appreciable overlap 41
have appreciably altered 388
have appreciably lowered 72
have appreciably reduced 729
have appreciably smaller 60
have appreciably weakened 40
have appreciated against 180
have appreciated because 116
have appreciated receiving 65
have appreciated sharply 60
have approached central 44
have approached certain 84
have approached closely 159
have approached foreign 45
have approached history 76
have approached hitherto 223
have approached language 91
have approached marriage 42
have approached matters 45
have approached national 56
have approached popular 56
have approached religion 82
have approached research 45
have approached several 240
have approached similar 167
have approached success 49
have approached towards 145
have appropriate amounts 78
have appropriate answers 63
have appropriate behavior 68
have appropriate content 225
have appropriate control 205
have appropriate criteria 54
have appropriate degrees 79
have appropriate effects 160
have appropriate entries 40
have appropriate footwear 52
have appropriate language 141
have appropriate material 99
have appropriate measures 143
have appropriate medical 197
have appropriate numbers 43
have appropriate outlets 41
have appropriate quality 54
have appropriate records 47
have appropriate relation 153
have appropriate storage 40
have appropriate studies 48
have appropriate subject 52
have appropriate support 211
have appropriate systems 124
have arbitrated between 72
have arbitration clauses 734
have arrogantly assumed 103
have arrogantly claimed 51
have aspirations similar 187
have aspirations towards 162
have assessment centers 40
have associations between 99
have astonished anybody 47
have astonished himself 172
have astonished mankind 163
have asymmetric centers 46
have asymmetric effects 639
have attendance records 47
have attractive aspects 47
have attractive designs 47
have attractive features 747
have attractive flowers 434
have attractive gardens 59
have attractive grounds 65
have attributed certain 264
have attributed everything 96
have attributed magical 49
have attributed motives 47
have attributed several 94
have attributed similar 82
have attributed success 45
have attributes defined 72
have attributes similar 459
have autocratic control 58
have autoimmune diseases 270
have autoimmune features 40
have autonomous control 287
have autonomous decision 103
have autonomous effects 52
have background material 171
have bankrupted himself 61
have barricaded himself 93
have beautifully colored 230
have beautifully painted 70
have benchmarks against 49
have beneficent effects 107
have beneficent results 68
have benevolent designs 63
have benevolent motives 47
have bewildered himself 65
have biochemical effects 92
have biochemical features 45
have biographies written 87
have bipartisan support 482
have blasphemed against 521
have bolshevism rampant 53
have boomeranged against 91
have borderline diabetes 51
have borderline features 45
have bottomless pockets 65
have boundaries between 115
have boundaries defined 55
have breakfasted together 104
have brilliantly colored 404
have broadcasting stations 77
have bronchitis because 53
have calamitous effects 183
have calamitous results 153
have calculated according 74
have calculated average 453
have calculated cruelly 77
have calculated everything 202
have calculated exactly 143
have calculated largely 42
have calculated measures 51
have calculated rightly 55
have calculated roughly 48
have calculated several 164
have calculated similar 61
have campaigned against 1407
have campaigned strongly 56
have campaigned together 66
have candidates elected 46
have capacities between 132
have capacities exceeding 44
have capacities measured 62
have capacities similar 41
have captivated millions 41
have carelessly allowed 163
have carelessly assumed 76
have carelessly dropped 76
have carelessly exposed 47
have carelessly omitted 162
have carelessly repeated 51
have ceaselessly striven 67
have celebrated together 134
have characters peculiar 66
have characters similar 100
have charitably bridged 58
have cheerfully allowed 57
have cheerfully applied 50
have cheerfully assumed 52
have cheerfully carried 40
have cheerfully devoted 72
have cheerfully endured 289
have cheerfully entered 122
have cheerfully granted 528
have cheerfully labored 62
have cheerfully offered 81
have cheerfully resumed 94
have cheerfully yielded 90
have chemically evolved 153
have chromosome numbers 1229
have chromosome studies 76
have chronicled example 63
have circulated against 76
have circulated between 162
have circulated outside 194
have circulated regarding 79
have circulated reports 89
have circulated several 66
have circulated stories 74
have circulated together 86
have circulation figures 302
have classified according 121
have classified animals 73
have classified certain 153
have classified diseases 51
have classified everything 49
have classified himself 87
have classified material 60
have classified sections 110
have classified several 142
have classified together 95
have classified workers 58
have clerestory windows 89
have clinically evident 449
have clinically meaningful 73
have coagulation defects 84
have coagulation studies 43
have collateral effects 166
have collective control 89
have committees devoted 44
have comparable ability 58
have comparable amounts 205
have comparable average 132
have comparable degrees 111
have comparable effects 1321
have comparable features 140
have comparable figures 485
have comparable impacts 51
have comparable incomes 127
have comparable material 53
have comparable measures 101
have comparable numbers 407
have comparable overall 67
have comparable quality 150
have comparable records 70
have comparable results 487
have comparable strengths 93
have comparable studies 70
have comparable success 117
have comparable surface 53
have comparable systems 65
have comparable tensile 41
have compatible ordinal 60
have compatible systems 134
have compensating effects 123
have compensating factors 44
have compensating features 44
have compensating strengths 48
have competition between 976
have complained against 858
have complained because 998
have complained equally 62
have complained regarding 49
have complained several 104
have complained strongly 49
have complaints against 877
have complaints regarding 127
have complaints related 193
have complaints similar 53
have completely adapted 153
have completely adopted 433
have completely allayed 43
have completely altered 5905
have completely arrived 48
have completely assumed 41
have completely avoided 481
have completely baffled 496
have completely blended 40
have completely blinded 141
have completely blocked 411
have completely bridged 102
have completely carried 144
have completely checked 98
