hail insurance department 64
hair gradually disappeared 44
hair scattered everywhere 43
half responded positively 43
half saturation coefficient 826
halt production completely 40
hand fluttered helplessly 78
hand peculiarly privileged 47
hand political experience 134
hand practical experience 917
hand spiritual experience 236
hanging christmas decorations 190
hard calcareous concretions 221
hard calcareous sandstones 56
hard political calculation 49
hard political experience 69
hard practical experience 672
hard technical information 45
hard vegetable substances 173
harm medically diagnosable 818
harm reasonably foreseeable 99
harm themselves physically 95
hast appointed repentance 235
hast committed fornication 730
hast graciously vouchsafed 128
hast inflicted punishment 42
have abandoned catholicism 69
have abandoned completely 142
have abandoned democratic 50
have abandoned experience 105
have abandoned historical 46
have abandoned individual 59
have abandoned literature 156
have abandoned philosophy 76
have abandoned principles 72
have abandoned traditional 958
have abdominal appendages 45
have abdominal complaints 46
have abdominal discomfort 221
have abdominal tenderness 234
have abolished capitalism 121
have abolished censorship 46
have abolished charitable 48
have abolished completely 46
have abolished compulsory 67
have abolished hereditary 66
have abolished segregation 41
have absorption properties 68
have accessory structures 106
have accordingly attributed 47
have accordingly calculated 100
have accordingly classified 51
have accordingly complained 60
have accordingly considered 479
have accordingly designated 82
have accordingly determined 440
have accordingly emphasized 65
have accordingly identified 70
have accordingly inculcated 49
have accordingly instructed 145
have accordingly introduced 188
have accordingly maintained 47
have accordingly restricted 60
have accordingly translated 159
have accordingly undertaken 188
have accounted yourselves 126
have acquitted defendants 63
have acquitted yourselves 274
have activated complement 49
have addictive properties 286
have addictive tendencies 54
have additional activities 126
have additional advantages 1243
have additional application 48
have additional assistance 93
have additional assumptions 41
have additional attractions 75
have additional attributes 587
have additional background 54
have additional capability 42
have additional capacities 84
have additional categories 99
have additional characters 63
have additional components 396
have additional confidence 73
have additional connections 79
have additional depreciation 67
have additional difficulty 155
have additional discussions 46
have additional educational 86
have additional employment 87
have additional experience 184
have additional facilities 320
have additional guidelines 80
have additional handicapping 48
have additional historical 47
have additional importance 175
have additional incentives 256
have additional indications 71
have additional individual 112
have additional influences 72
have additional information 5623
have additional instruction 80
have additional interviews 43
have additional investment 60
have additional legislation 58
have additional limitations 152
have additional management 52
have additional mechanical 76
have additional mechanisms 227
have additional newspapers 109
have additional nutritional 86
have additional objectives 230
have additional obligations 235
have additional occupations 41
have additional parameters 306
have additional peripheral 54
have additional preparation 63
have additional privileges 119
have additional procedural 44
have additional procedures 72
have additional properties 1131
have additional protections 99
have additional protective 81
have additional psychiatric 126
have additional references 64
have additional regulations 189
have additional regulatory 81
have additional specialized 140
have additional statements 47
have additional strategies 70
have additional structural 102
have additional structures 144
have additional suggestions 291
have additional techniques 52
have additional therapeutic 120
have addressed adequately 55
have addressed explicitly 51
have addressed individual 184
have addressed particular 113
have addressed yourselves 62
have adversely criticized 111
have adversely influenced 493
have advisedly considered 133
have advocated aggressive 48
have advocated amendments 44
have advocated approaches 46
have advocated arbitration 59
have advocated compulsory 76
have advocated continuous 45
have advocated cooperation 46
have advocated elimination 43
have advocated establishing 50
have advocated government 311
have advocated legislation 112
have advocated particular 102
have advocated principles 49
have affective components 95
have affiliation agreements 52
have algebraic properties 75
have allocated relatively 48
have allocated substantial 149
have allocated sufficient 146
have alternating generations 48
have altogether astonished 44
have altogether bewildered 71
have altogether disappeared 2248
have altogether eliminated 77
have altogether overlooked 558
have altogether superseded 78
have altogether supplanted 52
have altogether suppressed 96
have altogether underrated 41
have altogether understood 83
have ambiguous boundaries 51
have amorphous structures 52
have analgesic properties 2051
have analogous appendages 44
have analogous attributes 47
have analogous characters 72
have analogous definitions 60
have analogous expressions 59
have analogous properties 366
have analogous structures 287
have ancestral connections 49
have anecdotal information 82
have anesthetic properties 216
have announced beforehand 50
have announced initiatives 46
have anomalous properties 56
have antibiotic properties 1235
have antibiotic resistance 71
have antigenic components 53
have antigenic properties 1013
have antiknock properties 163
have antisocial tendencies 183
have antitrust legislation 50
have antiviral activities 60
have antiviral properties 494
have appointed commissions 385
have appointed committees 658
have appointed constables 55
have appointed inspectors 82
have appointed lieutenant 189
have appointed professors 88
have appointed specialists 45
have appreciating currencies 117
have arbitrary assignable 59
have arbitrary boundaries 105
have arbitrary orientation 84
have arbitrary properties 45
have artificial boundaries 61
have artificial respiration 44
have artificial sweeteners 64
have artificial ventilation 77
have assembled collections 106
have assembled impressive 64
have assembled information 265
have assembled sufficient 140
have assembled yourselves 272
have assistant principals 124
have associated advantages 50
have associated attributes 336
have associated autoimmune 195
have associated gallstones 47
have associated information 155
have associated intimately 70
have associated parameters 119
have associated particular 40
have associated peripheral 65
have associated properties 132
have associated psychiatric 98
have associated structural 88
have associated subjective 45
have associated yourselves 82
have association agreements 380
have attempted definitions 177
have attempted description 45
have attempted explanation 43
have attempted explicitly 67
have attempted heretofore 41
have attempted historical 62
have attempted indirectly 40
have attempted resistance 187
have attempted systematic 153
have attracted biographers 75
have attracted businesses 47
have attracted candidates 42
have attracted collectors 98
have attracted enthusiastic 90
have attracted foreigners 63
have attracted generations 81
have attracted government 139
have attracted historical 50
have attracted immigrants 298
have attracted immigration 45
have attracted individual 52
have attracted industries 100
have attracted investment 245
have attracted observation 518
have attracted particular 4266
have attracted relatively 914
have attracted remarkably 87
have attracted researchers 230
have attracted scientific 178
have attracted scientists 144
have attracted settlement 241
have attracted shakespeare 98
have attracted spectators 52
have attracted substantial 932
have attracted sufficient 501
have attracted surprisingly 181
have attracted tremendous 149
have authorized bankruptcy 64
have authorized lieutenant 49
have authorized publication 60
have automated circulation 54
have automatic adjustment 66
have automatic mechanisms 42
have automatic membership 106
have automatic sprinklers 95
have autonomic dysfunction 151
have available appropriate 213
have available facilities 152
have available immediately 51
have available information 999
have available literature 54
have available procedures 43
have available relatively 40
have available statistics 81
have available substantial 57
have available sufficient 597
have available techniques 81
have barrenest proclaimed 40
have basically disappeared 81
have basically eliminated 82
have basically maintained 79
have behavioral adaptations 63
have behavioral components 86
have behavioral correlates 143
have behavioral mechanisms 58
have behavioral objectives 53
have behavioral scientists 136
have belatedly discovered 394
have belatedly recognized 253
have beneficial application 54
have beneficial influences 109
have beneficial properties 320
have beneficial therapeutic 171
have benefited appreciably 50
have benefited enormously 4425
have benefited financially 606
have benefited handsomely 249
have benefited immediately 45
have benefited indirectly 377
have benefited individual 139
have benefited personally 284
have benefited physically 69
have benefited profoundly 47
have benefited relatively 243
have bicameral parliaments 46
have bilateral agreements 910
have bilateral discussions 80
have bilateral innervation 64
have bilateral negotiations 143
have biological activities 279
have biological advantages 69
have biological components 92
have biological correlates 124
have biological foundations 109
have biological importance 221
have biological properties 256
have biological substrates 43
have blundered egregiously 42
have boundless confidence 211
have broadband connections 333
have broadcast capability 55
have broadened enormously 42
have carefully calculated 854
have carefully calibrated 181
have carefully chronicled 41
have carefully classified 65
have carefully considered 26019
have carefully controlled 944
have carefully cultivated 1042
have carefully determined 258
have carefully documented 975
have carefully elaborated 67
have carefully eliminated 194
have carefully emphasized 41
have carefully enumerated 84
have carefully formulated 193
have carefully identified 164
have carefully instructed 104
have carefully integrated 96
have carefully introduced 51
have carefully maintained 281
have carefully prescribed 51
have carefully reexamined 116
have carefully registered 89
have carefully reproduced 48
have carefully restricted 453
have carefully structured 314
have carefully supervised 54
have carefully suppressed 87
have carefully translated 70
have catalytic activities 85
have catalytic converters 582
have catalytic properties 453
have cautiously approached 44
have centrally controlled 92
have certainly aggravated 51
have certainly appreciated 150
have certainly approached 45
have certainly astonished 177
have certainly brightened 88
have certainly considered 243
have certainly criticized 75
have certainly determined 204
have certainly diminished 539
have certainly disappeared 207
have certainly discovered 1092
have certainly eliminated 60
have certainly emphasized 87
have certainly encouraged 280
have certainly flourished 49
have certainly heightened 141
have certainly identified 128
have certainly influenced 1185
have certainly interfered 56
have certainly introduced 148
have certainly maintained 143
have certainly multiplied 178
have certainly originated 117
have certainly overlooked 80
have certainly progressed 169
have certainly recognized 339
have certainly reinforced 99
have certainly remembered 85
have certainly restricted 42
have certainly sacrificed 56
have certainly stimulated 186
have certainly strengthened 376
have certainly subscribed 48
have certainly undermined 68
have certainly understood 539
have certainly undertaken 50
have challenged assumptions 135
have challenged comparison 340
have challenged competition 40
have challenged government 234
have challenged management 136
have challenged particular 54
have challenged patriarchal 68
have challenged researchers 92
have challenged scientists 74
have challenged stereotypes 101
have challenged traditional 1344
have character references 61
have cherished resentment 51
have cherished scientific 57
have cherished sentiments 119
have childcare facilities 56
have christmas decorations 230
have churchmen fraternize 45
have circulating antibodies 2762
have circulating antinuclear 85
have circulating rheumatoid 42
have classical associations 122
have classroom experience 239
have classroom instruction 77
have classroom management 199
have coalesced completely 41
have coexistent attributes 47
have cognitive advantages 99
have cognitive capacities 142
have cognitive components 147
have cognitive dissonance 114
have cognitive distortions 129
have cognitive dysfunction 110
have cognitive impairment 950
have cognitive limitations 364
have cognitive mechanisms 56
have cognitive properties 73
have cognitive structures 133
have coincided remarkably 45
have collapsed completely 715
have collapsed eventually 50
have collapsed financially 51
have collapsed immediately 171
have collected historical 71
have collected impressive 45
have collected information 3160
have collected personally 47
have collected references 75
have collected signatures 59
have collected statements 66
have collected statistics 404
have collected substantial 77
have collected sufficient 1148
have collected systematic 51
have colloidal properties 197
have commanded acceptance 45
have commanded confidence 50
have commanded distinction 59
have commanded particular 40
have commanded relatively 52
have commanded substantial 44
have commanded sufficient 154
have commenced employment 61
have commenced housekeeping 42
have commenced immediately 332
have commenced negotiations 168
have commenced publication 75
have commented critically 222
have commented editorially 116
have commented frequently 300
have commented negatively 251
have commented positively 195
have commercial activities 85
have commercial advantages 79
have commercial agreements 77
have commercial application 361
have commercial connections 104
have commercial experience 83
have commercial facilities 49
have commercial importance 729
have commercial objectives 101
have commission government 162
have committed abominable 158
have committed abomination 632
have committed aggravated 67
have committed aggressive 63
have committed atrocities 2927
have committed burglaries 77
have committed comparable 50
have committed deliberate 63
have committed delinquent 577
have committed fornication 9582
have committed homosexual 77
have committed horrendous 103
have committed impeachable 67
have committed indictable 61
have committed infractions 112
have committed iniquities 110
have committed injustices 109
have committed intentional 55
have committed misconduct 188
have committed particular 85
have committed profanation 40
have committed punishable 80
have committed relatively 209
have committed securities 57
have committed substantial 342
have committed unspeakable 144
have committed wickedness 510
have committed yourselves 329
have communist affiliations 94
have communist associations 43
have communist connections 108
have community acceptance 52
have community activities 95
have community facilities 87
have compelled arbitration 50
have compelled disclosure 53
have compelled government 113
have compelled recognition 188
have compelled respondent 42
have competent assistance 51
have competent assistants 51
have competent information 57
have competent management 120
have competent supervision 52
have completed accredited 67
have completed appropriate 178
have completed compulsory 262
have completed coursework 113
have completed creditably 93
have completed educational 52
have completed elementary 664
have completed equivalent 154
have completed examination 71
have completed individual 69
have completed instruction 96
have completed interviews 48
have completed negotiations 207
have completed preparation 100
have completed prescribed 110
have completed replication 77
have completed scientific 40
have completed specialized 410
have completed substantial 96
have completed successful 151
have completed sufficient 110
have completed university 676
have composite structures 61
have conceived beforehand 104
have conceived displeasure 55
have conceived distinctly 62
have conceived immediately 46
have concerned economists 50
have concerned individual 92
have concerned relatively 40
have concerned researchers 86
have concerned yourselves 47
have concisely summarized 48
have concluded agreements 1053
have concluded collective 73
have concluded cooperation 56
have concluded engagements 43
have concluded erroneously 132
have concluded immediately 63
have concluded impossible 76
have concluded negotiations 180
have concluded safeguards 45
have condemned capitalism 44
have condemned yourselves 94
have conditions apparently 56
have conducted activities 79
have conducted controlled 301
have conducted discussions 51
have conducted educational 117
have conducted evaluations 165
have conducted excavations 166
have conducted exhaustive 201
have conducted feasibility 92
have conducted historical 44
have conducted individual 157
have conducted inspections 49
have conducted interviews 796
have conducted laboratory 636
have conducted negotiations 342
have conducted personally 43
have conducted propaganda 57
have conducted randomized 85
have conducted relatively 122
have conducted scientific 168
have conducted simulations 127
have conducted substantial 109
have conducted successful 478
have conducted sufficient 62
have conducted systematic 413
have conducted yourselves 604
have conduction velocities 846
have conferred advantages 110
have conferred distinction 234
have conferred gratuitous 73
have conferred legitimacy 95
have conferred obligations 93
have conferred personally 49
have conferred privileges 42
have conferred resistance 70
have conferred substantial 145
have confessed sufficient 74
have confirmed information 62
have confirmed predictions 73
have conflicting approaches 61
have conflicting conceptions 69
have conflicting conclusions 53
have conflicting definitions 118
have conflicting incentives 73
have conflicting influences 71
have conflicting information 265
have conflicting motivations 87
have conflicting objectives 1046
have conflicting obligations 183
have conflicting perceptions 120
have conflicting principles 40
have conflicting statements 99
have conflicting tendencies 44
have conflicting viewpoints 134
have conformed yourselves 41
have congenital dislocation 94
have conquered everywhere 54
have conquered resentment 71
have consisted essentially 271
have consisted originally 705
have consulted authorities 51
have consulted frequently 80
have consulted historical 42
have consulted informally 43
have consulted personally 40
have consulted specialists 66
have contained antibodies 49
have contained appreciable 100
have contained explosives 81
have contained expressions 58
have contained historical 46
have contained impurities 87
have contained information 628
have contained originally 223
have contained references 357
have contained relatively 186
have contained statements 159
have contained substances 49
have contained substantial 129
have contained sufficient 388
have contained suggestions 78
have contented yourselves 52
have continual difficulty 83
have continual experience 302
have continual fellowship 62
have continual skirmishes 65
have continual successive 135
have continued confidence 52
have continued constantly 65
have continued difficulty 129
have continued discussions 54
have continued employment 105
have continued essentially 169
have continued horizontal 42
have continued impenitent 106
have continued importance 54
have continued negotiations 131
have continued prosperity 87
have continued prosperous 52
