habits contracted under 63
halted immediately after 74
hammer immediately after 58
handed compliment which 52
handed coordinate frame 248
handed generosity which 123
handed management style 65
handed orthonormal basis 130
handle arbitration cases 57
handle bankruptcy cases 249
handle complaints about 1139
handle discipline cases 91
handle exceptional cases 375
handle government funds 87
handle government money 42
handle grievances arising 41
handle immediately after 43
handle individual atoms 42
handle individual cases 704
handle information about 1043
handle information which 201
handle misdemeanor cases 71
handle particular cases 171
handle particular kinds 193
handle particular tasks 78
handle particular types 249
handle perishable goods 49
handle radioactive waste 67
handle relatively large 1077
handle relatively minor 115
handle relatively small 677
handle repetitive tasks 157
handle specialized tasks 137
handling activities which 113
handling arbitration cases 55
handling bankruptcy cases 52
handling complaints about 997
handling compressed gases 76
handling discipline cases 152
handling exceptional cases 125
handling facilities could 95
handling facilities which 376
handling facilities within 54
handling facilities would 196
handling government funds 158
handling grievances arising 60
handling immediately after 135
handling individual cases 538
handling individual items 65
handling information about 745
handling information needs 46
handling information which 108
handling information within 51
handling measurement error 67
handling particular cases 128
handling particular kinds 115
handling particular types 168
handling perishable foods 51
handling perishable goods 134
handling procedures which 380
handling procedures within 113
handling procedures would 68
handling radioactive waste 196
handling relatively large 231
handling relatively small 189
handling repetitive tasks 63
handling techniques which 456
handling techniques would 49
happen immediately after 2493
happen infinitely often 73
happen relatively easily 71
happen surprisingly often 47
harbor facilities could 44
harbor facilities which 95
harbor facilities would 74
harbor immediately after 40
harbor resentment about 124
harbor stereotypes about 51
harder brightness which 41
hardly acceptable since 76
hardly acceptable today 80
hardly accomplish alone 68
hardly accomplish anything 148
hardly applicable today 45
hardly applicable under 103
hardly applicable where 43
hardly appreciated until 68
hardly appropriate since 82
hardly articulate words 47
hardly attainable under 41
hardly believable today 59
hardly compatible either 103
hardly complained about 61
hardly conclusive proof 236
hardly conclusive since 48
hardly considered human 165
hardly considered until 50
hardly considered worthy 160
hardly consistent either 161
hardly constitute proof 86
hardly contribute anything 201
hardly detectable after 68
hardly diminished since 73
hardly dissembled irony 53
hardly enthusiastic about 793
hardly generalize about 54
hardly imaginable today 174
hardly introduced human 46
hardly justifiable since 57
hardly legitimate words 77
hardly optimistic about 121
hardly paralleled since 101
hardly penetrated below 55
hardly penetrated beneath 72
hardly progressed since 56
hardly recognized anything 57
hardly recognized either 55
hardly recognized until 146
hardly remembered anything 214
hardly remembered getting 46
hardly remembered today 673
hardly remembered where 102
hardly restrained within 106
hardly sufficient basis 123
hardly sufficient cause 129
hardly sufficient cunning 57
hardly sufficient light 60
hardly sufficient power 60
hardly sufficient proof 130
hardly sufficient reason 714
hardly sufficient since 57
hardly sufficient sitting 40
hardly sufficient space 78
hardly sufficient taste 44
hardly sufficient water 69
hardly surprisingly given 68
hardly surprisingly since 77
hardly understand anything 431
hardly understand either 119
hardly understand today 71
hardly understand where 99
hardly understood about 71
hardly understood anything 294
hardly understood until 61
hardly understood which 53
hardly unexpected given 71
hardly unexpected since 68
hatred distinctly flowing 42
haunting familiarity about 166
haunting melancholy which 96
hazard assessment based 86
hazard assessment model 74
hazard assessment which 132
hazard assessment would 49
hazard information about 108
hazard predictions about 101
headlong destruction which 51
headlong resentment would 41
hearsay admissible under 171
hearsay information about 434
hearsay information which 149
hearsay statements about 133
hearsay statements could 48
hearsay statements falling 103
hearsay statements under 562
hearsay statements which 382
heavens immediately above 332
heavier punishment which 50
heavier punishment would 42
heavily advertised brand 649
heavily advertised drugs 130
heavily advertised foods 50
heavily advertised goods 153
heavily advertised items 58
heavily buttressed trunk 41
heavily buttressed walls 131
heavily compounded motor 43
heavily criticized after 70
heavily criticized later 40
heavily criticized since 91
heavily criticized within 96
heavily cultivated region 44
heavily democratic house 81
heavily democratic state 343
heavily depreciated paper 42
heavily discounted fares 151
heavily discounted price 480
heavily discounted rates 163
heavily documented study 547
heavily entrenched enemy 62
heavily fertilized crops 97
heavily fertilized grass 151
heavily fertilized plots 107
heavily fertilized soils 163
heavily galvanized steel 87
heavily garrisoned towns 48
heavily granulated cells 102
heavily immediately after 104
heavily influenced later 126
heavily ornamented style 117
heavily phosphorus doped 64
heavily prescribed drugs 49
heavily protestant state 96
heavily publicized cases 64
heavily reinforced enemy 46
heavily reinforced since 52
heavily reinforced steel 100
heavily reinforced walls 85
heavily republican state 170
heavily rusticated stone 87
heavily subsidized child 59
heavily subsidized crops 41
heavily subsidized goods 66
heavily subsidized housing 388
heavily subsidized loans 113
heavily subsidized price 179
heavily subsidized rates 287
heavily subsidized rents 81
heavily subsidized since 44
heavily subsidized social 44
heavily subsidized state 356
heavily subsidized sugar 58
heavily subsidized under 74
heavily subsidized water 236
heavily subsidized while 135
heavily trafficked lines 80
heavily trafficked roads 955
heavily trafficked route 91
heavily trafficked sites 201
heavily trafficked urban 87
hectic atmosphere which 44
hectic excitement which 40
height adjustment screw 81
height difference would 76
height immediately above 531
height immediately after 272
height vertically above 42
helium metastable atoms 224
helped immediately after 79
helped immigrants adapt 48
helped individual women 81
helped legitimize women 42
helped perpetuate racial 48
helped scientists study 75
helper lymphocyte count 443
hemmed vigorously after 60
herald proclaimed aloud 334
herald pronounced aloud 53
herbal concoctions which 44
herbal preparation known 46
herbal preparation which 42
hereby absolutely freed 61
hereby guarantees either 151
hereby instituted shall 112
hereby positively order 312
hereby prescribed shall 69
hereby prohibited under 97
hereby prohibited until 96
hereby prohibited within 140
herein definitely fixed 252
herein designated shall 195
herein designated within 182
herein enumerated apply 113
herein enumerated shall 348
herein prescribed after 55
herein prescribed shall 2808
herein prescribed until 94
herein prescribed within 103
herein prohibited shall 291
herein recognized shall 95
herein stipulated shall 335
heroic adventures which 54
heroic assumptions about 794
heroic assumptions which 65
heroic attributes which 58
heroic characters which 69
heroic characters whose 64
heroic countrymen rushing 106
heroic deportment which 72
heroic enterprise which 197
heroic forefathers whose 40
heroic generosity which 40
heroic individual action 95
heroic individual whose 42
heroic literature which 90
heroic narratives about 68
heroic narratives which 59
heroic palestinian people 183
heroic proportions which 152
heroic resistance could 59
