babbling yet inarticulate 47
babies and grandparents 149
babies and particularly 40
babies and preschoolers 389
babies are asymptomatic 45
babies are considerably 52
babies are exceptionally 43
babies are hospitalized 105
babies are illegitimate 82
babies are manufactured 72
babies are particularly 687
babies are sufficiently 46
babies are traditionally 73
babies can differentiate 81
babies can discriminate 348
babies who participated 50
babies who subsequently 57
babies with disabilities 239
babies with disseminated 86
babies with intrauterine 118
babies with malformations 107
babies with neurological 82
babies with transposition 103
backed him considerably 77
backed his remonstrance 62
backed his solicitations 87
backed off considerably 117
backed off sufficiently 52
backed with considerable 95
backed with unanswerable 92
backup and supplemental 45
badges and certificates 352
baffle our comprehension 226
baffle our understandings 58
baffling and controversial 95
baffling and impenetrable 114
baffling and inconclusive 50
baffling and inconsistent 54
baffling and inexplicable 230
bailed out successfully 191
baited with grasshoppers 58
bakers and confectioners 3231
bakers and hairdressers 62
bakers and householders 41
bakers and tobacconists 85
bakery and confectionery 3774
bakery and delicatessen 480
baldly and dogmatically 46
balked and disappointed 225
balled her handkerchief 54
ballet and contemporary 778
ballet was choreographed 127
ballot and parliamentary 42
ballot and subsequently 77
ballot for consideration 59
ballot for parliamentary 76
ballot was inconclusive 107
ballot with intelligence 71
balsam and frankincense 123
bamboo and chrysanthemum 65
bamboo and rhododendron 521
banana and strawberries 233
banded and photographed 151
bandit and revolutionary 834
banish all difficulties 41
banish all philosophers 67
banish all recollections 69
banish any consciousness 56
banish his apprehensions 42
banker and entrepreneur 373
banker and industrialist 2311
banker and international 71
banker and manufacturer 771
banker with considerable 52
banned all international 55
banned all organizations 70
banned all performances 71
banned for agricultural 146
barely with indifference 47
barium are precipitated 100
barium was administered 50
barium was precipitated 128
barley and domesticated 122
barley are particularly 52
barley was domesticated 42
barons and chamberlains 79
barons and commissioners 61
barons and ecclesiastics 429
barred all communication 49
barred and inaccessible 49
barred this illegitimate 41
barrel was considerably 52
barren all intellectual 95
barren and contemptible 40
barren and impenetrable 52
barren and impoverished 632
barren and inaccessible 421
barren and inconsistent 49
barren and inconvenient 106
barren and inhospitable 6609
barren and interminable 58
barren and unattractive 434
barren and uncultivated 4046
barren and unfrequented 76
barren and unproductive 5134
barren and unprofitable 4523
barren and unsuccessful 59
barter and reproductive 64
barter for agricultural 55
barter for manufactured 57
barter for manufactures 87
barter for refreshments 260
barter her consistently 180
barter his independence 212
barter its independence 129
barter was inconvenient 43
basely and ignominiously 43
basely and incorrigibly 56
basely and scandalously 124
basely and traitorously 82
basely and treacherously 586
basics and fundamentals 272
basins and candlesticks 47
basins and sedimentation 43
basins are particularly 132
basins with considerable 48
basket and straightened 99
basket for strawberries 48
basket was accidentally 64
basket with blackberries 42
basket with compartments 45
basket with strawberries 128
battle and accomplished 66
battle and concentrated 133
battle and conflagration 64
battle and confrontation 90
battle and consequently 403
battle and demonstrated 49
battle and imprisonment 126
battle and particularly 67
battle and subsequently 555
battle and successfully 100
battle are undiminished 289
battle for agricultural 64
battle for appropriations 73
battle for consciousness 161
battle for conservative 69
battle for consolidation 40
battle for contraception 48
battle for desegregated 63
battle for desegregation 390
battle for incorporation 53
battle for independence 10328
battle for institutional 164
battle for intellectual 735
battle for intelligence 106
battle for international 425
battle for parliamentary 311
battle for predominance 233
battle for productivity 72
battle for reorganization 49
battle for reproductive 152
battle for revolutionary 57
battle for righteousness 2658
battle for tenochtitlan 489
battle had demonstrated 108
battle that subsequently 44
battle was accomplished 59
battle was commemorated 143
battle was concentrated 150
battle was consequently 53
battle was considerable 74
battle was considerably 71
battle was discontinued 53
battle was immortalized 56
battle was inconclusive 574
battle was overshadowed 43
battle was particularly 309
battle was precipitated 393
battle was subsequently 176
battle was substantially 104
battle was successfully 70
battle was sufficiently 94
battle was unexpectedly 40
battle was unsuccessful 64
battle with circumstance 106
battle with commendations 56
battle with conservative 213
battle with considerable 217
battle with contemporary 44
battle with determination 63
battle with difficulties 607
battle with disadvantage 56
battle with imperishable 46
battle with insufficient 101
battle with intellectual 183
battle with international 100
battle with philistinism 185
battle with recalcitrant 144
battle with revolutionary 81
battle with schizophrenia 134
battle with supernatural 148
battle with tuberculosis 607
battling for independence 287
battling for righteousness 44
battling with difficulties 222
beaches and battlefields 70
beaches and mountaintops 41
beaches and promontories 105
beaches are particularly 147
beacons and transponders 110
bearded and bespectacled 2232
bearded god quetzalcoatl 53
bearers and beneficiaries 108
bearers and functionaries 45
bearers and interpreters 182
bearers and transmitters 875
beastly and cantankerous 57
beastly and inarticulate 59
became both economically 65
became her acknowledged 220
became her collaborator 72
became her determination 51
became her intellectual 58
became her particularly 57
became his acknowledged 455
became his collaborator 488
became his determination 146
became his intellectual 390
became his interrogator 40
became his justification 52
became his parliamentary 140
became his revolutionary 42
became his subordinates 120
became its acknowledged 650
became its beneficiaries 50
became its contributors 42
became its intellectual 104
became its international 50
became its parliamentary 69
became its shareholders 50
became its spokesperson 76
became key participants 90
became law notwithstanding 41
became not infrequently 77
became one considerable 76
became our righteousness 95
became thus accomplished 62
became too concentrated 152
became too conservative 142
became too considerable 42
became too contaminated 44
became too controversial 212
became too impoverished 165
became too inconvenient 132
became too intellectual 52
became too irresistible 45
became too nationalistic 44
became too obstreperous 313
became two confederates 51
become and consequently 70
become and respectively 259
become both economically 172
become both individually 67
become both intelligible 47
become both irresistible 55
become both knowledgeable 46
become due respectively 152
become due subsequently 50
become for contemporary 63
become his acknowledged 171
become his autobiography 40
become his benefactress 43
become his collaborator 253
become his confederates 71
become his constituents 50
become his determination 46
become his intellectual 181
become his justification 54
become his parliamentary 133
become his predecessors 60
become his righteousness 79
become his subordinates 104
become its acknowledged 84
become its beneficiaries 125
become its consequences 46
become its intellectual 47
become its interpreters 98
become its shareholders 107
become its stockholders 66
become key contributors 44
become key determinants 107
become key participants 160
become law notwithstanding 232
become net beneficiaries 49
become net contributors 219
become not infrequently 57
become old acquaintance 94
become one consciousness 47
become one consolidated 176
become one irresistible 40
become one neighborhood 56
become our consciousness 46
become our contemporary 322
become our difficulties 46
become our intellectual 53
become our righteousness 589
become real alternatives 65
become real participants 92
become real philosophers 131
become real professionals 73
become that consciousness 50
become that revolutionary 44
become too americanized 498
become too antagonistic 47
become too aristocratic 91
become too authoritative 52
become too concentrated 2234
become too conservative 824
become too considerable 269
become too contaminated 181
become too controversial 523
become too cosmopolitan 67
become too crystallized 86
become too disillusioned 201
become too disorganized 78
become too disreputable 52
become too dissatisfied 96
become too domesticated 105
become too dysfunctional 48
become too economically 74
become too heterogeneous 91
become too impoverished 322
become too inaccessible 40
become too inconvenient 186
become too intellectual 273
become too knowledgeable 96
become too materialistic 367
become too nationalistic 40
become too naturalistic 44
become too obstreperous 116
become too overburdened 91
become too personalized 108
become too prescriptive 99
become too presumptuous 62
become too rationalistic 42
become too revolutionary 41
become too standardized 201
become too unaccustomed 45
become was demonstrated 146
becoming and disappearance 268
becoming and multiplicity 305
becoming and satisfactory 129
becoming net contributors 57
becoming this contemptible 61
becoming this unparalleled 65
becoming too accomplished 54
becoming too americanized 470
becoming too concentrated 618
becoming too conservative 204
becoming too controversial 75
becoming too economically 52
becoming too intellectual 107
becoming too knowledgeable 46
becoming too materialistic 228
becoming too nationalistic 44
becoming too prescriptive 51
becoming too presumptuous 58
bedded and horizontally 154
beetle was accidentally 91
before air temperatures 51
before all alternatives 82
before all communication 105
before all consciousness 124
before all consideration 154
before all determination 93
before all difficulties 47
before all installments 68
before all intellectual 60
before all international 136
before all jurisdictions 46
before all manifestation 55
before all participants 110
before all requirements 60
before all sanctimonious 456
before and acknowledged 134
before and administered 57
before and authenticated 433
before and concentrated 196
before and concurrently 275
before and consequently 1446
before and considerably 105
before and contemporary 508
before and continuously 152
before and deliberately 40
before and demonstrated 150
before and irrespective 143
before and necessitated 130
before and particularly 1045
before and refrigerated 1758
before and specifically 44
before and subsequently 1633
before and successfully 147
before and unemployment 46
before any accommodation 102
before any acquaintance 76
before any agricultural 111
before any alternatives 64
before any amplification 130
before any announcement 1455
before any antimicrobial 67
before any appointments 203
before any apportionment 64
before any appropriations 52
before any archaeologist 41
before any authoritative 186
before any calcification 44
before any catastrophic 60
before any certificates 74
before any circumstance 308
before any commencement 86
before any commissioners 205
before any communication 1094
before any complications 172
before any concentration 58
before any confrontation 248
before any consciousness 190
before any consequences 111
before any considerable 5036
before any consideration 4786
before any consolidation 106
before any constructive 254
before any contamination 63
before any contemplated 217
before any contemporary 54
before any contributions 71
before any conversations 52
before any decomposition 209
before any demonstrable 76
before any demonstration 238
before any departmental 47
before any determination 821
before any developments 41
before any difficulties 208
before any disagreement 48
before any disbursement 118
before any disciplinary 837
before any discoloration 101
before any displacement 152
before any disreputable 157
before any distributions 584
before any disturbances 41
before any documentation 42
before any expenditures 116
before any experimental 739
before any governmental 401
before any histological 98
before any improvements 489
before any incorporation 79
before any inflammatory 112
before any institutional 64
before any instructional 45
before any instrumental 62
before any intellectual 153
before any intelligence 1231
before any intelligible 50
before any interference 256
before any international 938
before any interrogation 726
before any interventions 304
before any introductions 63
before any investigation 2151
before any irreversible 267
before any manifestation 276
before any manipulations 103
before any manufacturer 41
before any modifications 333
before any neurological 72
before any parliamentary 296
before any participation 88
before any phonological 66
before any photographic 41
before any physiological 131
before any precipitation 184
before any quantitative 405
before any recognizable 101
before any recombination 81
before any reconciliation 160
before any relationships 52
before any reorganization 74
before any revolutionary 185
before any satisfactory 1442
before any shareholders 45
before any significance 184
before any specialization 45
before any specifically 45
before any stabilization 164
before any sterilization 40
before any subscriptions 127
before any substitutions 46
before being accidentally 90
before being accommodated 63
before being accomplished 102
before being acknowledged 240
before being administered 930
before being assassinated 776
before being ceremoniously 71
before being commandeered 43
before being communicated 574
before being concentrated 332
before being consolidated 410
before being contaminated 91
before being crystallized 49
before being definitively 159
before being deliberately 66
before being demonstrated 54
before being disassembled 91
before being disconnected 268
before being discontinued 486
before being dispossessed 109
before being disqualified 172
before being disseminated 261
before being domesticated 70
before being electrocuted 47
before being encapsulated 45
before being experimented 42
before being exterminated 177
before being hermetically 82
before being hospitalized 462
before being ignominiously 73
