backed authoritarian regimes 174
baffling relationship between 59
banned manufacturing devices 145
barely discernible against 439
barely discernible because 112
barely discernible between 68
barely discernible figures 46
barely discernible fissure 265
barely discernible outline 84
barely discernible pattern 46
barely discernible whisper 74
barely distinguished between 133
barely distinguishes between 109
barely established himself 122
barely perceptible against 117
barely perceptible because 75
barely perceptible current 340
barely perceptible decline 80
barely perceptible decrease 45
barely perceptible degrees 93
barely perceptible effects 65
barely perceptible fissure 679
barely perceptible flicker 150
barely perceptible gesture 241
barely perceptible glimmer 64
barely perceptible incline 42
barely perceptible increase 236
barely perceptible instant 237
barely perceptible nuances 58
barely perceptible process 77
barely perceptible redness 55
barely perceptible shudder 113
barely perceptible signals 76
barely perceptible trembling 88
barely perceptible tremors 58
barely perceptible trickle 50
barely perceptible whisper 97
barely respectable according 52
barely significant increase 88
barely speculative systems 65
barest biographical details 45
barium perchlorate solution 354
barons unanimously replied 86
barons voluntarily adopted 87
barrel carburetors mounted 51
barrel temperature profile 956
barren controversy between 58
barren mountainous country 354
barter arrangements between 228
barter embroidered buffalo 89
barter transactions between 284
barter transactions involving 198
basest insinuations against 53
basket performance measures 47
battle continually against 55
battle desperately against 86
battle effectively against 46
battle victoriously against 483
battling desperately against 128
became affectionate friends 72
became affectionate towards 64
became artificially glutted 58
became astonishingly popular 49
became bewilderingly complex 43
became comfortably settled 94
became commercially extinct 63
became commercially feasible 393
became commercially popular 100
became commissioner general 44
became commonplace because 53
became commonplace between 53
became commonplace features 56
became commonplace following 42
became communicant members 61
became complicated because 666
became complicated together 97
became comptroller general 142
became conciliatory towards 107
became confidential adviser 104
became confidential friends 56
became conspicuous because 98
became conspicuous features 83
became conspicuous figures 90
became constituent members 126
became construction engineer 54
became construction workers 159
became continually smaller 51
became continually steeper 40
became continually stronger 189
became conventional because 75
became corresponding members 73
became demoralized because 104
became desperately alarmed 62
became desperately unhappy 115
became desperately worried 135
became disaffected because 88
became disaffected towards 193
became discouraged because 1429
became discredited because 359
became disgruntled because 241
became disheartened because 126
became distinctive features 121
became distinguished lawyers 110
became distinguished members 151
became distinguished teachers 68
became distinguished writers 40
became distressingly evident 123
became distributed between 53
became distribution centers 44
became drastically altered 42
became drastically reduced 126
became embarrassed because 339
became established because 450
became established between 1047
became established features 178
became established following 106
became established largely 49
became established locally 71
became established members 61
became established national 40
became established outside 158
became established quickly 60
became established shortly 44
became established towards 47
became established whereby 72
became exasperated against 179
became exasperated because 93
became excessively alarmed 214
became excessively cautious 49
became excessively crowded 51
became excessively enraged 48
became excessively nervous 91
became excessively painful 136
became excessively popular 77
became excessively swollen 47
became exclusively devoted 250
became exclusively riveted 43
became excruciatingly painful 149
became exquisitely painful 47
became extensively popular 149
became fanatically devoted 83
became frantically excited 106
became frighteningly evident 41
became gesticulating shadows 41
became immeasurably stronger 46
became impractical because 124
became independent african 80
became independent because 162
became independent between 350
became independent centers 74
became independent farmers 654
became independent following 434
became independent members 308
became independent national 48
became independent outside 48
became independent princes 151
became independent shortly 88
became independent traders 71
became indifferent towards 228
became ineffective against 71
became ineffective because 263
became inefficient because 54
became inescapably evident 58
became inoperative because 147
became inseparable friends 1295
became inseparably blended 163
became intensified because 53
became intermediary between 66
became intolerable because 201
became intolerably irksome 115
became intolerably painful 71
became intractable jocelyn 47
became irreparably damaged 64
became manufacturing centers 208
became merchandise manager 52
became momentarily visible 84
became naturalized british 262
became naturalized citizen 47
became naturalized mexican 137
became necessarily against 145
became necessarily limited 42
became numerically stronger 51
became numerically superior 75
became outstandingly popular 45
became participating members 68
became passionately devoted 493
became passionately excited 41
became permanently affixed 41
became permanently altered 42
became permanently annexed 72
became permanently blurred 52
became permanently british 46
became permanently damaged 51
became permanently deranged 74
became permanently divided 169
became permanently located 174
became permanently settled 473
became permanently sterile 65
became permanently subject 43
became politically charged 284
became politically correct 275
became politically divided 133
became politically extinct 49
became politically feasible 289
became politically neutral 56
became politically opposed 43
became politically passive 64
became politically popular 150
became politically radical 45
became politically salient 224
became politically stronger 60
became politically supreme 44
became politically suspect 441
became politically unified 207
became politically visible 96
became politicized because 146
became practically certain 240
became practically defunct 103
became practically extinct 960
became practically familiar 44
became practically general 46
became practically limited 48
became practically supreme 84
became practically unknown 133
became practically useless 370
became predominant because 89
became preparatory schools 100
became problematic because 355
became professional artists 169
became professional beggars 72
became professional dancers 48
became professional hunters 47
became professional lawyers 42
became professional mediums 99
became professional players 46
became professional teachers 49
became professional writers 169
became prostitutes because 206
became questionable because 40
became republicans because 59
became respectable because 49
became respectable members 166
became secondarily adapted 63
became shamelessly selfish 58
became significant because 367
became significant centers 60
became significant factors 301
became significant features 76
became significant figures 128
became significant following 42
became significant players 215
became significant sources 121
became silhouetted against 155
became silhouettes against 46
became sorrowfully evident 43
became spiritually adapted 216
became subordinate members 51
became subsistence farmers 167
became superfluous because 79
became technically feasible 617
became technically illegal 48
became temporarily blocked 48
became temporarily deranged 139
became temporarily popular 60
became troublesome because 46
became unavailable because 177
became unavoidable because 232
became ungratefully haughty 105
became unimportant because 76
became universally admired 58
became universally adopted 514
became universally applied 64
became universally beloved 68
became universally current 42
became universally familiar 82
became universally popular 960
became unmanageable because 115
became unnaturally visible 41
became unnecessary because 348
became unpleasantly evident 54
became unpleasantly familiar 50
became wonderfully excited 43
became wonderfully popular 78
became wonderfully skilful 46
became yellowstone national 131
become accentuated because 172
become allegorical figures 79
become alternately visible 47
become alternative sources 115
become amalgamated together 239
become arbitrarily complex 121
become astonishingly complex 47
become authoritarian because 41
become bewilderingly complex 147
become biologically adapted 74
become biologically related 50
become celebrities because 82
become ceremonially defiled 59
become chronically diseased 42
become comfortably familiar 142
become comfortably settled 132
become commercially extinct 128
become commercially feasible 706
become commercially popular 80
become commodities because 55
become commonplace because 287
become commonplace between 42
become commonplace features 112
become communicant members 143
become competitive against 71
become competitive because 122
become competitive players 57
become complicated because 1572
become complicated quickly 63
become compromised because 54
become conspicuous because 179
become conspicuous features 98
become conspicuous objects 58
become constipated because 317
become constituent members 172
become construction workers 163
become continually shorter 54
become continually smaller 237
become continually stronger 174
become conventional because 55
become conventional symbols 72
become cooperative members 162
become corresponding members 117
become defenseless against 103
become delinquents because 76
become demoralized because 288
become depopulated because 83
become descriptive language 59
become desperately unhappy 73
become destructive because 132
become differences between 50
become disaffected because 85
become disaffected towards 245
become disagreeably outward 95
become disciplined workers 42
become discouraged because 4512
become discouraged quickly 70
become discouraged workers 118
become discredited because 411
become disembodied spirits 205
become disgruntled because 149
become disheartened because 412
become disoriented because 130
become distasteful because 47
become distinctive because 47
become distinctive features 189
become distinguished members 65
become distinguished writers 45
become distressingly familiar 127
become distributed according 69
become distributed between 265
become distributed equally 52
become drastically altered 236
become drastically reduced 230
become embarrassed because 130
become enlightened because 59
become established according 68
become established although 41
become established because 1488
become established between 1712
become established customs 104
become established depends 41
become established despite 78
become established features 201
become established figures 61
become established following 204
become established largely 62
become established locally 118
become established members 154
become established national 45
become established outside 563
become established quickly 314
become established rapidly 86
become established smokers 47
become established whereby 75
become exacerbated because 91
become exaggerated because 218
become exasperated against 152
become exasperated because 174
become excessively alarmed 43
become excessively brittle 105
become excessively cautious 142
become excessively complex 215
become excessively corrupt 62
become excessively crowded 55
become excessively demanding 113
become excessively dilated 47
become excessively diluted 44
become excessively excited 54
become excessively familiar 59
become excessively focused 85
become excessively intense 58
become excessively nervous 214
become excessively onerous 103
become excessively painful 105
become excessively popular 48
become excessively swollen 106
become excessively worried 52
become exclusively british 48
become exclusively devoted 89
become exclusively european 40
become exclusively focused 53
become excruciatingly painful 206
become exquisitely adapted 350
become exquisitely attuned 42
become exquisitely painful 183
become extensively adopted 58
become extensively damaged 58
become extensively diseased 118
become extensively popular 246
become extravagant himself 57
become fanatically devoted 47
become fortunately stronger 44
become functionally bilingual 144
become functionally capable 51
become functionally coupled 41
become functionally related 443
become functionally useless 68
become fundamental aspects 64
become fundamental features 48
become genetically adapted 172
become genetically altered 59
become genetically encoded 144
become genetically uniform 58
become grotesquely visible 57
become hemorrhagic because 40
become homosexuals because 75
become hyperactive because 40
become illimitable spheres 55
become immeasurably stronger 357
become immobilized because 81
become impractical because 182
become inadvertent victims 46
become incompetent because 153
become incontinent because 64
become independent african 40
become independent because 657
become independent between 55
become independent centers 84
become independent decision 94
become independent factors 66
become independent farmers 1935
become independent following 50
become independent learners 2877
become independent library 57
become independent lifelong 49
become independent masters 103
become independent members 467
become independent national 71
become independent objects 117
become independent outside 53
become independent peasants 49
become independent persons 123
become independent princes 95
become independent problem 352
become independent quickly 50
become independent schools 48
become independent shortly 47
become independent sources 145
become independent thinkers 1078
become independent traders 70
become independent workers 217
become independent writers 192
become indifferent because 58
become indifferent between 174
become indifferent towards 409
become individuals capable 43
become ineffective against 173
become ineffective because 821
become ineffective measures 52
become ineffectual because 46
become inefficient because 286
become infiltrated because 43
become inoperative because 297
become insensitive because 42
become inseparable friends 523
become inseparably blended 187
become instruments whereby 42
become intelligent because 77
become intelligent members 84
become intensified because 256
become intercessor betwixt 87
become intermediate between 67
become intertwined because 101
become intolerable because 327
become intolerable burdens 78
become intolerably complex 40
become intolerably irksome 129
become intolerably painful 91
become intoxicated because 47
become intractable because 55
become irregularly arranged 78
become irregularly dilated 100
become irregularly swollen 68
become irreparably damaged 220
become irrevocable because 49
become journalists because 41
become licentiously peevish 41
become maladjusted because 87
become manufacturing centers 192
become mathematical problem 234
become millionaires because 94
become momentarily visible 68
become naturalized according 60
become naturalized because 127
become naturalized british 1174
become naturalized canadian 48
become naturalized chinese 57
become naturalized citizen 144
become naturalized mexican 141
become numerically stronger 50
become numerically superior 57
become obsessively focused 54
become obsolescent because 86
become occasionally obscure 56
become occasionally visible 46
become organically diseased 57
become organically related 100
become overcrowded because 244
become overwhelmed because 224
become participant members 42
become participating members 676
become passionately devoted 172
become passionately excited 48
become perceptibly excited 72
become perceptibly lighter 44
become perceptibly smaller 50
become permanently adapted 67
become permanently affixed 176
become permanently altered 283
become permanently blocked 125
become permanently charged 62
become permanently crooked 44
become permanently damaged 686
become permanently deranged 110
become permanently dilated 421
become permanently diseased 174
become permanently divided 178
become permanently engraved 54
become permanently extinct 65
become permanently flooded 57
become permanently hostile 55
become permanently ingrained 164
become permanently injured 565
become permanently located 214
become permanently popular 108
become permanently scarred 84
become permanently settled 644
become permanently stained 159
become permanently stamped 58
become permanently sterile 238
become permanently stunted 133
become permanently subject 67
become permanently swollen 90
become permanently totally 45
become permanently trapped 317
become permanently twisted 151
become permanently useless 174
become permanently visible 49
become permanently weakened 96
become permissible because 40
become pessimistic because 76
become politically aligned 49
become politically charged 915
become politically correct 545
become politically divided 70
become politically extinct 43
become politically feasible 503
become politically meaningful 65
become politically neutral 74
become politically passive 73
become politically popular 133
become politically radical 126
become politically salient 541
become politically stronger 52
become politically suspect 404
become politically unified 185
become politically useless 61
become politically visible 143
become politicized because 178
become possibility thinkers 88
become practicable because 52
become practically certain 138
become practically defunct 90
become practically dormant 42
become practically extinct 1543
become practically familiar 295
become practically feasible 102
become practically perfect 87
become practically routine 49
become practically stringent 48
become practically supreme 73
become practically uniform 160
become practically unknown 189
become practically useless 1069
become precipitating factors 57
become predictable because 47
become predominant because 74
become prematurely extinct 53
become preparatory schools 59
become presumptions against 64
become problematic because 762
become professional artists 725
become professional athletes 686
become professional beggars 76
become professional critics 63
become professional dancers 266
become professional experts 46
become professional golfers 43
become professional lawyers 67
become professional members 62
become professional players 129
become professional schools 43
become professional teachers 270
become professional workers 206
become professional writers 555
become progressive farmers 57
become prohibitive because 100
become promiscuous because 49
become prospective clients 218
become prostitutes because 415
become questionable because 98
become republicans because 48
become respectable because 71
become respectable members 414
become responsible decision 138
become responsible forever 113
become responsible members 1010
become responsible parents 139
become responsible persons 115
become secondarily adapted 355
become secondarily aquatic 116
become secondarily divided 57
become secondarily invaded 94
become secondarily reduced 77
become sensitively attuned 50
become significant aspects 109
become significant because 657
become significant centers 47
become significant factors 977
become significant features 189
become significant figures 224
become significant markers 43
become significant markets 68
become significant members 59
become significant objects 48
become significant persons 59
become significant players 573
become significant sources 518
become significant symbols 317
become silhouetted against 71
become spiritually attuned 94
become spiritually creative 40
become spiritually perfect 127
become spiritually renewed 56
become spiritually sterile 95
become spiritually stronger 71
become stigmatized because 86
become strenuously relaxed 149
become subordinate members 45
become subsistence farmers 215
become substituted limited 51
become superfluous because 370
become symptomatic because 244
become symptomatic between 183
become symptomatic following 239
become symptomatic usually 47
become technically feasible 979
become technically skilled 61
become temporarily blinded 97
become temporarily blocked 131
become temporarily deranged 354
become temporarily dormant 71
become temporarily excited 46
become temporarily sterile 84
become temporarily stronger 50
become temporarily trapped 130
become temporarily useless 56
become temporarily visible 83
become transitional objects 92
become transparent because 55
become troublesome because 148
become unalterably opposed 51
become unavailable because 491
become unavoidable because 143
become undesirable because 97
become unfortunate victims 51
