backup configuration file 768
ballet performances during 83
ballet performances were 140
banish intemperance from 80
banned indefinitely from 68
banned organizations were 121
barely accomplished four 54
barely accomplished when 88
barely acknowledged even 51
barely acknowledged their 360
barely acknowledged what 40
barely acknowledges their 56
barely comprehended what 86
barely controllable rage 69
barely controllable urge 85
barely convalescent from 132
barely convalescent when 46
barely decipherable hand 104
barely intelligible even 69
barely intelligible when 68
barely recognizable even 61
barely recognizable face 115
barely recognizable form 181
barely recognizable from 325
barely recognizable when 71
barely straightened when 41
barons consolidated their 47
barred indefinitely from 65
barred slaveholders from 57
battle sufficiently warm 105
became accomplished fact 89
became acculturated into 120
became acknowledged heads 50
became agglomerated into 42
became aggressively anti 105
became agricultural land 40
became agricultural wage 133
became apprehensive lest 1114
became apprehensive over 288
became apprehensive when 426
became astonishment when 45
became authoritative only 53
became catastrophic when 76
became concentrated along 187
became concentrated among 167
became concentrated during 64
became concentrated here 41
became concentrated into 864
became concentrated more 405
became concentrated there 229
became concentrated upon 959
became consequently less 185
became consequently more 394
became considerable from 70
became considerable only 47
became considerably less 3112
became considerably more 10932
became consistently more 341
became consistently wise 92
became consolidated during 187
became consolidated into 1507
became consolidated only 43
became consternation when 56
became contaminated during 170
became contaminated from 150
became contaminated when 142
became contemptible even 61
became continuously more 468
became controversial among 151
became controversial during 186
became controversial only 54
became controversial when 634
became crystallized during 76
became crystallized into 863
became crystallized when 44
became delightfully cool 77
became demonstrably clear 59
became demonstrably more 96
became disappointed over 44
became disappointed when 242
became disassociated from 480
became disconcerted when 56
became disconnected from 1464
became discontented when 82
became disenchanted when 312
became disillusioned during 70
became disillusioned over 321
became disillusioned when 1092
became disorganized during 40
became disorganized from 104
became disorganized when 80
became disqualified from 100
became dissatisfied over 69
became dissatisfied when 218
became disseminated among 84
became disseminated over 59
became domesticated among 49
became domesticated during 72
became dramatically clear 576
became dramatically less 135
became dramatically more 846
became dysfunctional when 84
became economically less 164
became economically more 1178
became economically self 510
became economically very 48
became embarrassingly clear 267
became emphatically clear 50
became emphatically part 48
became encapsulated into 43
became exceptionally clear 65
became exceptionally good 67
became exceptionally heavy 46
became exceptionally high 95
became exceptionally well 181
became exorbitantly high 88
became exponentially more 307
became ideologically more 90
became impoverished during 80
became impoverished when 109
became inaccessible during 54
became inapplicable when 52
became inappropriate when 71
became incalculably more 71
became incandescent when 97
became incomparably more 806
became inconsolable when 50
became incorporated among 52
became incorporated into 16107
became indisputably clear 107
became inextricable from 202
became inextricably part 60
became inextricably tied 1341
became inordinately fond 174
became inordinately high 49
became inordinately rich 41
became insufferable when 76
became insufferably dull 52
became insufferably warm 40
became insufficient even 49
became intelligible only 215
became intelligible when 258
became internalized into 45
became international best 97
became international hits 67
became international news 445
became international when 201
became irresistible only 42
became irresistible when 295
became irreversible when 104
became marginalized from 89
became metropolitan areas 44
became miraculously clear 41
became objectionable from 46
became objectionable when 40
became oppressively warm 53
became overwhelmingly clear 360
became particularly angry 146
became particularly clear 2305
became particularly fond 739
became particularly good 181
became particularly great 110
became particularly hard 132
became particularly heavy 186
became particularly high 62
became particularly keen 396
became particularly loud 102
became particularly rich 52
became particularly true 380
became particularly trying 45
became particularly warm 43
became particularly well 2410
became particularly wide 47
became preponderant over 54
became recognizable only 49
became reintegrated into 124
became revolutionary when 56
became standardized during 106
became standardized from 41
became standardized into 184
became standardized over 44
became structurally more 192
became subsequently clear 42
became subsequently more 211
became subsequently much 142
became subsequently very 99
became subsequently well 41
became substantially less 472
became substantially more 2011
became substantially what 73
became successively earls 44
became successively less 174
became successively lord 87
became successively more 1102
became successively vice 90
became sufficiently calm 597
became sufficiently cheap 49
became sufficiently clear 587
became sufficiently cold 42
became sufficiently cool 426
became sufficiently dark 92
became sufficiently deep 55
became sufficiently firm 205
became sufficiently free 66
became sufficiently good 62
became sufficiently great 596
became sufficiently hard 153
became sufficiently heavy 41
became sufficiently high 398
became sufficiently mild 46
became sufficiently open 79
became sufficiently pure 45
became sufficiently rich 90
became sufficiently self 167
became sufficiently soft 56
became sufficiently tame 161
became sufficiently thick 73
became sufficiently warm 82
became sufficiently well 1790
became sufficiently wide 42
became superimposed over 129
became superimposed upon 260
became systematized during 40
became systematized into 135
became thenceforward more 53
became tranquilized there 41
became transcendent when 55
became transfigured into 413
became unacceptable when 113
became unacceptably high 253
became unanswerable when 69
became unconsciously more 48
became unenforceable once 90
became unfashionable among 81
became unfashionable during 51
became unmistakable when 165
became unmistakably clear 1075
became unpardonable when 113
became unprofitable when 65
became unserviceable from 46
become acclimatized here 45
become acclimatized there 102
become accomplished fact 385
become acculturated into 874
become acknowledged even 40
become agglomerated into 106
become agglutinated into 217
become agglutinated when 44
become aggressively anti 43
become agricultural land 98
become agricultural wage 147
become americanized more 64
become americanized when 47
become antagonistic when 88
become apprehensive lest 176
become apprehensive over 176
become apprehensive when 417
become asymptomatic during 41
become authoritative only 53
become authoritative when 50
become carcinogenic only 48
become carcinogenic when 52
become catastrophic when 52
become collectively more 194
become compulsively self 84
become concentrated along 577
become concentrated among 264
become concentrated during 203
become concentrated from 47
become concentrated into 1504
become concentrated more 102
become concentrated only 42
become concentrated over 149
become concentrated there 243
become concentrated upon 568
become concentrated when 111
become conceptually more 120
become consequently more 258
become conservative when 128
become considerable during 40
become considerable like 66
become considerable only 59
become considerable when 165
become considerably high 40
become considerably less 5608
become considerably more 24440
become considerably worn 92
become consistently less 91
become consistently more 642
become consolidated during 93
become consolidated from 48
become consolidated into 2537
become consolidated over 104
become consolidated when 59
become constitutive like 48
become contaminated during 1561
become contaminated even 65
become contaminated from 1404
become contaminated more 47
become contaminated must 75
become contaminated over 164
become contaminated when 570
become contemptible even 60
become contemptible from 59
become contemptible when 66
become continuously less 306
become continuously more 744
become controversial among 150
become controversial only 51
become controversial when 229
become convalescent from 65
become crystallized during 48
become crystallized from 42
