babbling incessantly about 43
backed affirmative action 135
backed upholstered chair 284
backup incremental level 381
backup quarterback steve 44
banded alternately brown 40
banded crystalline rocks 48
banded metamorphic rocks 316
banned affirmative action 237
banned atmospheric testing 50
barely discernible above 514
barely discernible after 62
barely discernible beneath 217
barely discernible change 46
barely discernible image 44
barely discernible level 54
barely discernible light 104
barely discernible lines 47
barely discernible shake 55
barely discernible shape 43
barely discernible smile 141
barely discernible sound 58
barely discernible today 50
barely discernible trace 58
barely discernible track 190
barely discernible trail 290
barely discernible under 286
barely discernible voice 70
barely discernible white 72
barely discernible within 73
barely discernible words 53
barely perceptible above 167
barely perceptible after 66
barely perceptible beneath 89
barely perceptible black 43
barely perceptible breathing 128
barely perceptible bulge 45
barely perceptible change 676
barely perceptible click 137
barely perceptible color 118
barely perceptible crack 53
barely perceptible creep 71
barely perceptible curve 47
barely perceptible feeling 111
barely perceptible flick 85
barely perceptible frown 120
barely perceptible growth 91
barely perceptible image 42
barely perceptible irony 67
barely perceptible level 126
barely perceptible light 272
barely perceptible lines 81
barely perceptible motion 674
barely perceptible noise 84
barely perceptible pause 679
barely perceptible pulse 157
barely perceptible raising 49
barely perceptible rhythm 45
barely perceptible ridge 49
barely perceptible scent 50
barely perceptible sense 62
barely perceptible shade 55
barely perceptible shake 562
barely perceptible shift 215
barely perceptible shock 42
barely perceptible shrug 388
barely perceptible signs 178
barely perceptible slant 164
barely perceptible slope 129
barely perceptible smile 1255
barely perceptible sneer 117
barely perceptible sound 571
barely perceptible speck 41
barely perceptible start 249
barely perceptible steps 66
barely perceptible swaying 45
barely perceptible sweating 142
barely perceptible swell 82
barely perceptible touch 90
barely perceptible trace 154
barely perceptible track 74
barely perceptible trail 57
barely perceptible trend 53
barely perceptible under 252
barely perceptible until 71
barely perceptible voice 107
barely perceptible waves 42
barely perceptible within 54
barely significant level 46
barely subsistence level 220
barely subsistence wages 212
barest necessities could 56
barest subsistence level 1218
barren controversy about 93
barren merchandise piles 75
barren mountainous region 98
barren speculations about 51
barren speculations which 106
barren uninhabited wilds 54
barter arrangements which 166
barter arrangements would 42
barter transactions which 164
battle effectively ended 103
battle practically ended 385
became accelerated after 96
became accelerated every 75
became accentuated after 173
became accentuated under 52
became accessories after 83
became affectionate again 44
became affirmative action 46
became amalgamated under 50
became assimilated within 86
became barbarously cruel 44
became benedictine monks 57
became centralized under 202
became centralized within 45
became colloquially known 325
became comfortable again 131
became comfortable talking 127
became comfortable working 123
became commercially viable 852
became commonplace about 51
became commonplace after 569
became commonplace items 50
became commonplace later 88
became commonplace under 82
became commonplace until 42
became commonplace within 154
became competitive again 98
became complicated after 139
became complicated again 60
became complicated still 40
became confidential agent 42
became confidential clerk 117
became conspicuous about 69
became conspicuous after 231
became conspicuous under 127
became constituent parts 261
became continually weaker 84
became continually wider 122
became continually worse 197
became convertible terms 241
became desperately hungry 75
became desperately short 180
became desperately tired 40
became discernible after 55
became discouraged about 575
became discouraged after 321
became discouraged easily 40
became discouraged while 44
became discredited after 74
became disgruntled about 41
became disoriented after 76
became disoriented while 75
became distinguished above 143
became distinguished after 47
became distinguished under 104
became embarrassed about 206
became embarrassed again 62
became enlightened about 293
became enlightened after 55
became enlightened under 107
became enlightened while 136
became established about 337
became established after 923
became established again 58
became established dogma 44
became established facts 102
became established first 398
became established later 131
became established parts 50
became established people 45
became established under 539
became established until 43
became established usage 76
became established where 91
became established which 257
became established within 713
became exacerbated after 42
became excessively cruel 44
became excessively large 93
became excessively proud 40
became excessively uneasy 60
became excruciatingly aware 91
became exquisitely aware 48
became extensively known 711
became frighteningly aware 54
became frightfully aware 48
became generalized after 64
became generalized until 40
became generically known 73
became genetically fixed 166
became immeasurably easier 53
became immeasurably small 60
became immeasurably worse 83
became impractical after 40
became independent about 202
became independent after 2345
became independent again 1039
became independent first 64
became independent ghana 158
became independent later 112
became independent local 46
became independent nation 126
became independent ruler 152
became independent since 75
became independent small 60
became independent state 96
became independent under 2571
became independent units 167
became independent until 99
became independent while 188
became independent within 636
became independent would 69
became independent zambia 68
became indifferent about 371
became individuals again 51
became ineffective after 198
became inoperative after 248
became inquisitive about 275
became inquisitive after 44
became inseparable after 73
became inseparable parts 95
became inseparably bound 418
became inseparably fused 46
became institutions which 43
became intensified after 380
became intensified under 83
became intensified until 47
became intolerable after 275
became intolerable again 144
