backing senselessly away 81
backs regretfully upon 43
badly constituted from 65
badly constructed from 63
badly constructed huts 43
badly constructed play 163
badly constructed wall 95
badly constructed work 81
badly demoralized army 103
badly deteriorated areas 49
badly deteriorated during 44
badly deteriorated from 64
badly deteriorated when 51
badly disciplined army 53
badly distributed among 144
badly distributed over 137
badly frostbitten feet 82
badly handicapped from 72
badly handicapped when 60
badly outnumbered army 102
badly proportioned room 50
baker distributes bread 43
bands distributed over 99
bands established their 132
bands occasionally play 48
banged rhythmically upon 144
banking arrangements have 101
banking arrangements were 292
banking arrangements will 71
banking corporations from 137
banking corporations have 442
banking corporations were 664
banking departments have 175
banking departments were 62
banking departments will 42
banking development during 153
banking development were 54
banking enterprises were 174
banking environment will 43
banking institutions also 475
banking institutions among 49
banking institutions came 131
banking institutions during 392
banking institutions from 1274
banking institutions grew 103
banking institutions have 4704
banking institutions having 274
banking institutions held 114
banking institutions into 412
banking institutions like 347
banking institutions made 212
banking institutions make 132
banking institutions more 144
banking institutions must 551
banking institutions only 118
banking institutions other 198
banking institutions over 153
banking institutions play 185
banking institutions such 1474
banking institutions tend 86
banking institutions there 341
banking institutions upon 99
banking institutions were 5405
banking institutions when 136
banking institutions will 1333
banking organization from 97
banking organization must 93
banking organization were 60
banking organization will 163
banking relationship will 46
banking restrictions were 126
banking subsidiaries were 259
banking supervisors from 156
banking supervisors have 152
banking supervisors must 81
banking supervisors were 41
banking supervisory body 145
banking transactions during 56
banking transactions from 421
banking transactions have 188
banking transactions must 83
banking transactions over 179
banking transactions such 234
banking transactions were 609
banking transactions will 279
banks accelerated their 59
banks concentrate their 129
banks constituted only 46
banks convertible into 51
banks differently from 51
banks distributed over 116
banks diversified their 74
banks established during 238
banks established from 55
banks established prior 57
banks established their 197
banks established there 208
banks established upon 40
banks established were 47
banks intensified their 52
banks necessarily went 85
banks represented only 110
banks surrendered their 106
banks transferred their 140
banning automobiles from 123
banning homosexuals from 217
banning individuals from 59
bards constituted great 59
barking instructions into 42
barring homosexuals from 213
barring individuals from 152
barring journalists from 42
barring respondents from 74
basal conglomerate beds 75
basal conglomerate lies 75
basal conglomerate unit 62
basal conglomerate were 50
basal hypothalamus from 93
basal hypothalamus were 46
basal respiratory rate 61
basal sedimentary unit 64
basal temperature during 52
basal temperature rise 45
basal temperature test 294
basal temperature will 67
based achievement test 165
based agriculture will 43
based alternative media 48
based antiaircraft fire 146
based antiaircraft guns 126
based applications also 156
based applications from 678
based applications have 1754
based applications into 269
based applications like 387
based applications make 96
based applications more 103
based applications must 332
based applications need 163
based applications only 100
based applications over 226
based applications rely 169
based applications such 2336
based applications tend 110
based applications used 119
based applications were 445
based applications when 110
based applications will 1244
based applications work 154
based arbitrarily upon 51
based arrangements have 114
based assessments also 42
based assessments have 468
based assessments such 159
based assessments were 246
