iceberg calving accounts 121
idealism which animated 122
idealism which animates 52
idealism which believes 207
idealism which berkeley 52
idealism which conquers 45
idealism which declares 46
idealism which followed 201
idealism which impelled 82
idealism which informed 48
idealism which inspired 922
idealism which inspires 263
idealism which involves 44
idealism which permeated 79
idealism which permeates 59
idealism which pervaded 76
idealism which pervades 116
idealism which produced 45
idealism which prompted 60
idealism which resulted 46
idealism which underlay 49
idealist george berkeley 100
ideology could possibly 63
ideology makes possible 55
ideology seems therefore 60
ideology still prevails 48
ideology still remained 56
ideology under socialism 63
ideology which accepted 45
ideology which animates 48
ideology which asserted 79
ideology which assigned 40
ideology which attempts 191
ideology which believed 48
ideology which believes 86
ideology which combined 121
ideology which combines 67
ideology which condemns 47
ideology which contains 68
ideology which declares 67
ideology which demanded 110
ideology which dictates 89
ideology which directly 49
ideology which emanates 41
ideology which embraced 55
ideology which embraces 65
ideology which enslaves 47
ideology which excluded 43
ideology which excludes 43
ideology which explains 152
ideology which functions 118
ideology which governed 91
ideology which included 87
ideology which includes 155
ideology which informed 244
ideology which insisted 96
ideology which inspired 291
ideology which inspires 130
ideology which involved 66
ideology which involves 61
ideology which obscures 50
ideology which occurred 44
ideology which operates 78
ideology which permeated 97
ideology which permeates 167
ideology which pervaded 49
ideology which pervades 108
ideology which presents 91
ideology which pretends 68
ideology which prevails 76
ideology which prevents 113
ideology which produced 120
ideology which produces 131
ideology which promised 105
ideology which promises 107
ideology which promoted 84
ideology which promotes 190
ideology which prompted 84
ideology which protects 60
ideology which provided 293
ideology which provides 345
ideology which purports 83
ideology which reflects 199
ideology which regarded 113
ideology which rejected 113
ideology which remained 55
ideology which replaced 40
ideology which required 53
ideology which requires 132
ideology which resulted 61
ideology which sanctions 188
ideology which stressed 402
ideology which stresses 1058
ideology which suggests 152
ideology which supports 506
ideology which sustains 194
ideology which threatened 73
ideology which underlay 163
ideology which underlie 56
ideology while continuing 72
ideology within american 56
ideology would continue 93
ideology would disappear 62
ideology would indicate 54
ideology would probably 114
ignited under pressure 42
ignition delay decreases 161
ignition delay increases 222
ignition fully advanced 53
ignition until constant 128
ignored class struggle 50
ignored latin american 52
ignored social problems 198
ignored social questions 42
ignored social realities 84
ignored strong evidence 46
ignored until recently 3459
ignored where possible 72
ignored while attention 112
ignored while discussing 62
ignores class struggle 93
ignores power relations 112
ignores social problems 57
ignores social realities 105
ignores social relations 53
illegal alien children 832
illegal alien families 81
illegal alien situation 77
illegal armed formation 54
illegal betting operation 65
illegal drugs combined 567
illegal drugs consumed 72
illegal drugs increased 79
illegal drugs increases 48
illegal drugs industry 111
illegal drugs smuggled 47
illegal entry affected 74
illegal entry attempts 56
illegal every contract 736
illegal fishing activity 145
illegal labor migrants 98
illegal labor migration 331
illegal labor practice 42
illegal latin american 74
illegal logging activity 62
illegal money laundering 585
illegal money transfer 52
illegal naval blockade 46
illegal party activity 44
illegal party advocacy 134
illegal price increases 112
illegal search problems 137
illegal taxes extorted 85
illegal trade barriers 119
illegal trade networks 53
illegal trade practice 95
illegal trading activity 104
illegal under american 538
illegal under delaware 118
illegal under domestic 147
illegal under illinois 57
illegal under japanese 56
illegal under michigan 51
illegal under military 45
illegal under prevailing 48
illegal until recently 102
illegal waste disposal 471
illegal white minority 138
illegal white settlers 47
illicit drugs combined 232
illicit drugs compared 63
illicit drugs consumed 54
illicit drugs declined 47
illicit drugs increased 106
illicit drugs increases 65
illicit drugs industry 59
illness after exposure 130
illness after infection 52
illness after recovery 92
illness after treatment 58
illness began suddenly 101
illness could actually 56
illness could bankrupt 41
illness could possibly 77
illness could scarcely 45
illness daily increased 131
illness either directly 43
illness every secretion 43
illness first declared 75
illness first occurred 47
illness might continue 48
illness needing treatment 49
illness occur annually 46
illness often develops 48
illness often followed 60
illness often includes 43
illness often involves 130
illness often precedes 63
illness often presents 84
illness often produces 60
illness often provides 41
illness often requires 137
illness still continuing 63
illness under treatment 90
illness until recently 40
illness which actually 48
illness which affected 406
illness which afflicts 220
illness which attacked 655
illness which confined 878
illness which confines 63
illness which crippled 40
illness which darkened 40
illness which deprived 223
illness which detained 94
illness which develops 87
illness which disabled 292
illness which followed 1252
illness which happened 46
illness which hindered 40
illness which impaired 70
illness which included 79
illness which includes 64
illness which involved 72
illness which involves 142
illness which occurred 340
illness which overcame 52
illness which overtook 382
illness which preceded 550
illness which precedes 53
illness which prevents 374
illness which probably 75
illness which produced 82
illness which produces 122
illness which prompted 54
illness which rendered 322
illness which required 408
illness which requires 627
illness which responds 51
illness which resulted 953
illness which seriously 52
illness which speedily 56
illness which suddenly 139
illness which threatened 799
illness which troubled 47
illness whose symptoms 311
illness whose treatment 75
illness within families 121
illness would continue 120
illness would disappear 123
illness would otherwise 41
illness would probably 270
illness would progress 60
illusion still continue 136
illusion still persists 144
illusion which affected 120
illusion which ascribes 76
illusion which attaches 87
illusion which concealed 40
illusion which confuses 43
illusion which connects 76
illusion which consists 183
illusion which deceived 124
illusion which deceives 157
illusion which disposes 44
illusion which envelops 40
illusion which inspired 65
illusion which involves 81
illusion which obscures 63
illusion which occurred 56
illusion which persists 44
illusion which pervades 40
illusion which presents 59
illusion which prevents 144
illusion which produced 78
illusion which produces 55
illusion which suggests 54
illusion which sustains 77
illusion which unceasingly 46
illusion which vanished 49
illusion which vanishes 81
illusion within supplies 43
illusion would disappear 71
illusion would probably 99
imagery after exposure 59
imagery calls attention 41
imagery drawn directly 47
imagery draws attention 44
imagery learning strategy 58
imagery which includes 85
imagery which permeates 58
imagery which pervades 199
imagery which portrays 42
imagery which presents 51
imagery which provides 62
imagery which reflects 122
imagery which suggests 295
imagery would probably 55
imagery yield insights 50
imagine anything lovelier 250
imagine anything prettier 162
imagine anything remotely 60
imagine anything whatever 59
imagine could possibly 68
imagine either extended 77
imagine every possible 482
imagine finding yourself 44
imagine george washington 151
imagine getting involved 60
imagine people actually 89
imagine queen elizabeth 65
imagine raising children 56
imagine sitting alongside 45
imagine social relations 73
imagine where everyone 51
imagine where recruits 122
imagine working anywhere 153
imagining every possible 406
imagining social relations 89
imbibed water increases 41
imitate adult behaviors 109
imitate every movement 108
imitate facial gestures 549
imitate older children 106
imitating adult behaviors 44
imitating every movement 72
imitating facial gestures 49
imitating human gestures 86
imitating older children 93
imitating which numerous 62
immense banking business 58
immense black capitals 78
immense black eyebrows 48
immense blast furnaces 112
immense boiling cauldron 46
immense booty captured 80
immense booty consisting 55
immense booty obtained 60
immense bushy whiskers 51
immense change produced 53
immense claws extended 122
immense costs involved 139
immense crowd attended 255
immense crowd escorted 40
immense crowd followed 367
immense crowd hastened 99
immense crowd listened 44
immense crowd received 52
immense crowd remained 42
immense crowd repaired 57
immense gothic cathedral 120
immense gothic fortress 80
immense green umbrella 45
immense growth potential 235
immense human capacity 44
immense human interest 113
immense human potential 180
immense human problems 52
immense indian kerchief 44
immense labor bestowed 95
immense labor expended 108
immense labor involved 201
immense labor required 104
immense layer projects 49
immense local distance 71
immense moral authority 433
immense moral capacity 295
immense moral distance 49
immense moral pressure 48
immense moral prestige 103
immense moral progress 47
immense naval armament 97
immense pains bestowed 50
immense plain expanded 40
immense plain stretching 198
immense power acquired 61
immense power inherent 66
immense power potential 132
immense press coverage 61
immense region recalled 93
immense region remained 63
immense region stretching 189
immense rents remained 80
immense risks involved 62
immense river descending 99
immense snake uncoiled 422
immense snowy pastures 74
immense social benefits 77
immense social distance 161
immense social facility 62
immense social mischief 55
immense social movement 68
immense social pressure 299
immense social prestige 233
immense social problems 531
immense social progress 88
immense social upheavals 67
immense solid bouquets 60
immense space included 49
immense space occupied 81
immense stone platform 84
immense stone pyramids 59
immense tract requires 63
immense value attached 114
immense water pressure 142
immense white blossoms 43
immense working capacity 40
immense working majority 112
immoral motion pictures 289
immoral social practice 108
impacts where possible 48
impacts which occurred 51
impacts would probably 86
impairs daily functioning 73
impairs renal excretion 56
impairs social functioning 104
imparting adult education 85
imparting basic education 145
imparting basic literacy 83
imparting legal education 148
imparting moral education 159
imparting social education 104
imparting value education 72
impasse which followed 67
impasse which resulted 93
impasse which threatened 117
impasse would continue 50
impeaching civil officers 191
impeded every movement 91
impeded human progress 452
impeded rapid movement 50
impeded rapid progress 68
impeded social mobility 45
impeded social progress 135
impedes human progress 85
impedes social mobility 57
impedes social progress 279
impedes water movement 61
impending action prevails 96
impending acute coronary 155
impending armed conflict 131
impending bowel movement 90
impending brain herniation 348
impending civil conflict 78
impending civil disorder 95
impending class struggle 80
impending danger admitted 81
impending danger threatened 50
impending fetal distress 194
impending final judgment 127
impending labor shortage 229
impending local elections 218
impending plant closures 41
impending power shortage 51
impending power struggle 89
impending price controls 40
impending price increases 141
impending racial conflict 105
impending social collapse 79
impending social conflict 106
impending social disaster 221
impending social disorder 40
impending social security 52
impending total economic 40
impending water shortage 162
impending world conflict 277
impending world disaster 77
impending world economic 46
impending world shortage 51
imperial chord subsists 115
imperial civil servants 518
imperial civil services 63
imperial court chaplain 61
imperial court composer 100
imperial court displays 99
imperial court officials 91
imperial court physician 87
imperial court politics 45
imperial court provided 58
imperial court received 56
imperial court remained 176
imperial court retained 50
imperial court returned 51
imperial crown devolved 47
imperial crown remained 74
imperial edict abolishing 42
imperial edict announcing 56
imperial edict authorizing 57
imperial edict commanding 77
imperial edict concerning 62
imperial edict condemning 58
imperial edict declared 107
imperial edict directed 64
imperial edict forbidding 231
imperial edict required 41
imperial edict sentencing 49
imperial fleet stationed 52
imperial grand strategy 341
imperial guard remained 45
imperial hunting preserve 201
imperial naval strategy 61
imperial needs supplied 47
imperial order directed 53
imperial order forbidding 52
imperial party returned 44
imperial poetry anthology 96
imperial power acquired 73
imperial power declined 251
imperial power depended 87
imperial power despotic 54
imperial power extended 107
imperial power politics 186
imperial power provided 54
imperial power relations 383
imperial power remained 178
imperial power struggle 66
imperial prime minister 196
imperial roman authority 61
imperial roman tradition 94
imperial social formation 266
imperial social relations 62
imperial state formation 126
imperial storm troopers 58
imperial throne occupied 40
imperial throne remained 85
imperial title remained 86
imperial trade monopoly 53
imperial trade policies 77
imperial trade relations 94
imperil human survival 101
impetus which impelled 65
impetus which produced 270
impetus which prompted 55
impetus which resulted 178
implant false memories 901
implied agent possessing 64
implied author includes 52
implied author presents 76
implied author provides 98
implied civil liability 264
implied human presence 45
implied moral judgment 208
implied power doctrine 233
implied power relations 142
implied racial equality 83
implied repeal doctrine 169
implied social contract 2796
implied social critique 97
implied social equality 253
implied stage direction 169
implied tacit approval 49
implied topic sentence 793
implied utter unbelief 74
implied value judgment 998
implies close attention 124
implies daily practice 51
implies equal treatment 185
implies equal validity 69
implies every delicacy 46
implies every sentence 88
implies exact likeness 47
implies group activity 42
implies human equality 42
implies large increases 48
implies lower interest 63
implies moral approval 49
implies moral judgment 78
implies power relations 44
implies social distance 79
implies social equality 138
implies social mobility 82
implies social relations 77
implies tacit approval 47
importing fresh supplies 197
importing goods contrary 48
importing goods directly 85
importing goods produced 128
importing latin american 126
importing motor vehicles 88
importing state informed 59
importing white servants 79
imports about balanced 42
imports again balanced 101
imports again exceeded 65
imports again increased 99
imports alone amounted 181
imports could possibly 53
imports could probably 43
imports either directly 108
imports goods produced 113
imports never exceeded 80
imports shall normally 77
imports still amounted 40
imports still exceeded 116
imports still remained 78
imports which amounted 240
imports which averaged 50
imports which competed 123
imports which declined 91
imports which exceeded 54
imports which followed 103
imports which included 59
imports which increased 170
imports which occurred 113
imports which otherwise 42
imports which provided 48
imports which remained 61
imports which resulted 139
imports which threatened 84
imports would actually 86
imports would continue 370
imports would diminish 62
imports would displace 44
imports would indicate 95
imports would normally 48
imports would obviously 50
imports would otherwise 120
imports would probably 411
imports would seriously 47
imports would therefore 177
imposed after transfer 53
imposed civil liability 379
imposed either directly 106
imposed entry barriers 270
imposed fewer shackles 52
imposed group identity 180
imposed harsh economic 89
imposed harsh sanctions 78
imposed joint liability 62
imposed legal liability 85
imposed legal sanctions 141
imposed negro suffrage 126
imposed penal sanctions 122
imposed price controls 6834
imposed price increases 238
imposed racial identity 195
imposed rigid controls 361
imposed royal authority 168
imposed rules concerning 96
imposed rules designed 48
imposed social controls 45
imposed social isolation 844
imposed state controls 103
imposed stiff economic 45
imposed strong controls 43
imposed tight controls 305
imposed tight monetary 49
imposed tough sanctions 44
imposed trade barriers 834
imposed trade controls 45
imposed trade embargoes 199
imposed trade sanctions 1664
imposed under articles 95
imposed under authority 394
imposed under chapters 51
imposed under criminal 88
imposed under domestic 60
imposed under military 97
imposed under pressure 486
imposed under schedule 140
imposed under sentencing 212
imposed under statutes 165
imposed under subtitle 444
imposed undue hardship 109
imposed until recently 48
imposed which prevents 44
imposed which required 53
imposed which requires 56
imposed would probably 42
imposed would therefore 61
imposes civil liability 1110
imposes joint liability 53
imposes legal liability 82
imposes penal sanctions 84
imposes price controls 218
imposes tight controls 54
imposes total fidelity 64
imposes trade barriers 86
imposes trade sanctions 196
imposes undue hardship 204
impress every american 149
impress every beholder 101
impress every observer 78
impress local officials 44
improve about yourself 124
improve adult education 180
improve adult literacy 385
improve after adequate 85
improve after cessation 57
improve after delivery 188
improve after exercise 59
improve after exposure 68
improve after initiation 56
improve after operation 119
improve after prolonged 42
improve after resection 48
improve after surgical 160
improve after treatment 841
improve asthma symptoms 311
improve banking services 70
improve basic academic 82
improve basic education 365
improve basic literacy 96
improve basic services 294
improve binding affinity 67
improve black children 79
improve black economic 43
improve black education 255
improve black students 44
improve blood pressure 1203
improve bombing accuracy 149
improve brain functioning 258
improve breathing capacity 126
improve breathing patterns 55
improve cache locality 65
improve chest expansion 52
improve chest mobility 66
improve child nutrition 290
improve child outcomes 434
improve child survival 636
improve civic education 71
improve color rendition 189
improve color retention 58
improve daily functioning 252
improve dealer relations 67
improve error detection 99
improve ethnic relations 180
improve every accident 75
improve every domestic 41
improve every incident 67
improve every possible 77
improve every situation 59
improve facial aesthetics 113
improve facial contours 42
improve facial esthetics 132
improve facial symmetry 61
improve farming practice 50
improve fault coverage 82
improve fetal outcomes 46
improve fetal survival 84
improve graft survival 548
improve group dynamics 113
improve group functioning 432
improve group relations 158
improve growth velocity 52
improve human condition 67
improve human functioning 107
improve human heredity 56
improve human judgment 55
improve human nutrition 290
improve human relations 2201
improve human resource 425
improve human security 83
improve human services 144
improve image contrast 491
improve image rejection 46
improve indian education 168
improve indian relations 62
improve joint mobility 608
improve joint movement 71
improve labor mobility 201
improve labor relations 852
improve latin american 408
improve learning capacity 52
improve learning materials 47
improve learning outcomes 1810
improve legal education 222
improve legal services 212
improve lesion detection 161
improve light fastness 46
improve lipid profiles 217
improve local authority 66
improve local business 91
improve local capacity 72
improve local economic 227
improve local education 111
improve local practice 40
improve local programs 60
improve local property 42
improve local resource 49
improve local security 59
improve local services 396
improve lymph drainage 103
improve median survival 95
improve merge accuracy 116
improve model accuracy 293
improve moral judgment 134
improve motor functioning 124
improve motor functions 42
improve motor recovery 103
improve motor symptoms 72
improve mucus clearance 63
improve music education 79
improve negro education 205
improve noise immunity 225
improve noise rejection 70
improve nursing education 326
improve nursing practice 1094
improve nursing services 135
improve order processing 128
improve organ perfusion 118
improve plant nutrition 84
improve plant operation 70
improve plant survival 56
improve press coverage 58
improve press relations 46
improve query processing 156
improve query response 161
improve racial relations 337
improve renal perfusion 999
improve rural economic 87
improve rural education 397
improve rural financial 77
improve rural services 58
improve scoring accuracy 46
improve sinus drainage 75
improve sleep patterns 409
improve small business 98
improve smoking cessation 110
improve social benefits 93
improve social contacts 41
improve social functioning 1516
improve social inclusion 70
improve social mobility 63
improve social morality 64
improve social networks 43
improve social outcomes 120
improve social policies 65
improve social practice 88
improve social problems 55
improve social programs 140
improve social relations 717
improve social security 1071
improve social services 1290
improve sperm motility 195
improve spray coverage 43
improve staff relations 126
improve staff retention 135
improve staging accuracy 51
improve state capacity 68
improve state education 69
improve state finances 88
improve state relations 63
improve state services 86
improve teaching materials 115
improve teaching practice 338
improve trade balances 114
improve trade relations 1427
improve trading relations 97
improve tumor response 121
improve under treatment 630
improve urban education 246
improve urban services 123
improve vital capacity 86
improve walking distance 197
improve waste disposal 109
improve waste treatment 79
improve water delivery 109
improve water drainage 55
improve water movement 57
improve water pressure 59
improve water relations 57
improve water resource 163
improve water retention 415
improve water services 101
improve water supplies 1038
improve water treatment 74
improve where possible 74
improve working condition 49
improve working relations 239
improve world economic 144
improve wrist extension 81
improve yield potential 70
improving adult education 114
improving adult literacy 215
improving banking services 49
improving basic academic 51
improving basic education 303
improving basic literacy 55
improving basic services 254
improving black education 129
improving black students 44
improving blood pressure 261
improving bombing accuracy 47
improving child nutrition 210
improving child outcomes 146
improving child survival 261
improving civic education 40
improving daily functioning 147
improving ethnic relations 120
improving every incident 48
improving graft survival 192
improving group decisions 72
improving group dynamics 75
improving group functioning 122
improving group relations 93
improving human condition 61
improving human heredity 69
improving human nutrition 245
improving human physical 51
improving human potential 47
improving human relations 2022
improving human resource 318
improving human security 81
improving human services 79
improving image contrast 146
improving indian education 84
