id quite especially 45
if above conditions 51
if above seventeen 50
if abuse continues 61
if action potentials 156
if acute myocardial 81
if acute pulmonary 118
if adult educators 130
if adult franchise 67
if adult mortality 72
if after abjuration 71
if after acquainting 48
if after admonition 201
if after attainder 82
if after carefully 54
if after centuries 99
if after completion 119
if after considering 459
if after conviction 1254
if after discovering 99
if after discovery 283
if after discussion 145
if after enumerating 52
if after excessive 47
if after graduation 57
if after inspection 98
if after ordination 111
if after reasonable 760
if after reflection 136
if after separation 61
if after vanquishing 41
if again convicted 70
if again disturbed 42
if again presented 47
if again subjected 58
if again victorious 45
if aimed correctly 42
if alike impatient 80
if alpha particles 152
if ample allowance 48
if angels themselves 58
if anything additional 99
if anything analogous 88
if anything approaching 1045
if anything beneficial 66
if anything confirmed 97
if anything connected 262
if anything contained 84
if anything developed 383
if anything different 360
if anything displeased 181
if anything displeases 89
if anything disturbed 141
if anything effective 204
if anything effectual 131
if anything especially 99
if anything favorable 102
if anything frightens 79
if anything important 1744
if anything increasingly 62
if anything interesting 1376
if anything interests 69
if anything irregular 165
if anything justifies 81
if anything malignant 72
if anything necessary 63
if anything newsworthy 76
if anything noteworthy 160
if anything obstructs 59
if anything offensive 65
if anything permanent 87
if anything practical 141
if anything prevented 401
if anything restrains 59
if anything satisfies 145
if anything sharpened 71
if anything strengthens 55
if anything suggested 73
if anything surpassed 84
if anything surpasses 43
if anything surprised 157
if anything suspicious 779
if anything universal 98
if anything unpleasant 623
if anything whatsoever 139
if anything worthwhile 714
if armed conflicts 66
if armed opposition 115
if aught connected 41
if aught inanimate 985
if badly conceived 58
if badly organized 41
if badly performed 70
if bands ungrateful 100
if banks themselves 42
if baron rothschild 47
if barry goldwater 181
if based primarily 66
if basic conditions 88
if basic knowledge 51
if basic political 42
if beijing continues 55
if biopsy specimens 147
if black americans 478
if blind obedience 65
if blood continues 103
if blood pressures 128
if blood relatives 46
if blood viscosity 41
if borne patiently 55
if bowel movements 131
if bracing themselves 77
if brain processes 101
if breathing exercises 45
if brief discussion 93
if brief reference 62
if built correctly 112
if built primarily 52
if built yesterday 101
if buyer purchases 55
if cable companies 83
if cable operators 132
if cable television 114
if cereal production 40
if changing conditions 277
if chase manhattan 65
