icebergs from antarctica 245
idealists have maintained 70
idealized case considered 58
idealized male friendship 311
identify areas vulnerable 46
identify best management 53
identify cell populations 61
identify clear boundaries 44
identify clear objectives 118
identify coping mechanisms 393
identify coping strategies 473
identify data structures 42
identify drug candidates 51
identify early indications 46
identify early indicators 78
identify early predictors 49
identify five approaches 48
identify five categories 253
identify five components 96
identify five principles 63
identify four approaches 93
identify four categories 591
identify four components 179
identify four historical 42
identify four mechanisms 42
identify four particular 52
identify four principles 129
identify four strategies 90
identify good candidates 187
identify good investment 55
identify good performers 42
identify good strategies 45
identify health information 42
identify hearing impairment 116
identify high performers 73
identify iron deficiency 91
identify leading indicators 96
identify many frequently 136
identify many individual 78
identify more accurately 871
identify more adequately 40
identify more appropriate 225
identify more completely 287
identify more concretely 59
identify more explicitly 135
identify more frequently 62
identify more homogeneous 85
identify more information 51
identify more personally 43
identify more positively 94
identify more productive 69
identify most appropriate 50
identify other activities 89
identify other approaches 61
identify other appropriate 77
identify other attributes 65
identify other categories 81
identify other components 175
identify other individual 45
identify other influences 78
identify other information 195
identify other mechanisms 67
identify other potentially 171
identify other strategies 72
identify other structures 70
identify other substances 43
identify poor households 121
identify poor performers 97
identify risk management 60
identify soil properties 62
identify some activities 116
identify some advantages 63
identify some approaches 62
identify some appropriate 88
identify some assumptions 60
identify some attributes 54
identify some categories 88
identify some components 95
identify some conceptual 57
identify some consistent 59
identify some distinguishing 104
identify some guidelines 82
identify some historical 46
identify some indicators 70
identify some individual 279
identify some information 55
identify some limitations 135
identify some mechanisms 42
identify some parameters 82
identify some particular 511
identify some persistent 46
identify some potentially 124
identify some principles 241
identify some properties 105
identify some relatively 85
identify some shortcomings 49
identify some statements 51
identify some strategies 199
identify some structural 85
identify some systematic 42
identify some techniques 48
identify such activities 156
identify such attributes 62
identify such categories 62
identify such characters 48
identify such components 92
identify such exorbitant 91
identify such expressions 43
identify such indicators 66
identify such industries 77
identify such influences 68
identify such information 126
identify such mechanisms 80
identify such principles 74
identify such properties 71
identify such statements 59
identify such strategies 43
identify such structures 157
identify such substances 89
identify text structures 44
identify their activities 201
identify their advantages 76
identify their appropriate 94
identify their aspirations 160
identify their assailants 304
identify their assumptions 146
identify their attributes 68
identify their background 40
identify their boundaries 129
identify their businesses 229
identify their candidates 72
identify their characters 107
identify their classmates 44
identify their collective 313
identify their commitment 44
identify their components 155
identify their composition 109
identify their connections 56
identify their destination 78
identify their distinguishing 160
identify their educational 179
identify their experience 209
identify their grievances 43
identify their historical 66
identify their ideological 64
identify their importance 91
identify their individual 2050
identify their information 309
identify their limitations 204
identify their management 46
identify their medications 44
identify their membership 116
identify their motivations 98
identify their nationality 275
identify their objectives 433
identify their occupations 58
identify their occurrence 47
identify their orientation 68
identify their particular 1956
identify their perceptions 237
identify their philosophy 54
identify their possessions 66
identify their preference 85
identify their principles 49
identify their properties 122
identify their provenance 66
identify their resistance 50
identify their respective 944
identify their shortcomings 114
identify their signatures 73
identify their strategies 70
identify their structural 67
identify their structures 59
identify their subjective 56
identify their supporters 59
identify their surroundings 43
identify their traditional 48
identify their uniqueness 110
identify these activities 260
identify these antibodies 47
identify these approaches 44
identify these associations 47
identify these assumptions 181
identify these attributes 394
identify these boundaries 112
identify these candidates 47
identify these categories 219
identify these characters 214
identify these collections 41
identify these components 582
identify these connections 68
identify these distortions 46
identify these expressions 53
identify these individual 296
identify these influences 166
identify these limitations 98
identify these mechanisms 404
identify these objectives 113
identify these parameters 558
identify these particular 269
identify these populations 73
identify these potentially 81
identify these principles 280
identify these procedures 57
identify these properties 233
identify these quantities 65
identify these references 92
identify these statements 89
identify these strategies 193
identify these structural 83
identify these structures 691
identify these substances 320
identify these techniques 106
identify these tendencies 83
identify these transitions 50
identify those activities 1339
identify those applicants 268
identify those approaches 105
identify those associations 46
identify those assumptions 130
identify those attributes 512
identify those businesses 132
identify those candidates 219
identify those categories 206
identify those characters 108
identify those components 903
identify those connections 43
identify those considered 57
identify those educational 59
identify those facilities 91
identify those foundations 44
identify those government 98
identify those historical 55
identify those households 135
identify those indicators 71
identify those individual 459
identify those industries 479
identify those influences 127
identify those information 40
identify those interested 40
identify those management 44
identify those mechanisms 174
identify those objectives 183
identify those occupations 134
identify those parameters 380
identify those particular 587
identify those populations 101
identify those potentially 60
identify those principles 307
identify those procedures 219
identify those properties 326
identify those regulations 82
identify those relatively 69
identify those securities 54
identify those shortcomings 45
identify those statements 166
identify those strategies 262
identify those structural 162
identify those structures 271
identify those substances 167
identify those techniques 140
identify those tendencies 43
identify three activities 68
identify three approaches 279
identify three categories 880
identify three components 336
identify three generations 69
identify three historical 57
identify three mechanisms 107
identify three parameters 49
identify three particular 111
identify three principles 143
identify three properties 66
identify three strategies 156
identify three structural 41
identify three successive 69
identify what activities 268
identify what application 46
identify what approaches 42
identify what assistance 45
identify what assumptions 64
identify what attributes 173
identify what combination 42
identify what components 121
identify what determines 86
identify what individual 139
identify what influences 133
identify what information 3077
identify what management 61
identify what parameters 46
identify what particular 643
identify what percentage 150
identify what procedures 43
identify what properties 53
identify what strategies 160
identify word boundaries 377
identify work activities 53
identify your application 130
identify your assumptions 100
identify your characters 42
identify your competition 106
identify your individual 353
identify your information 65
identify your investment 66
identify your objectives 215
identify your particular 452
identity also influenced 42
identity also influences 77
identity amid difference 56
identity among aboriginal 50
identity among adolescent 46
identity among immigrants 241
identity among indigenous 84
identity among individual 75
identity among minorities 81
identity among populations 53
identity been discovered 64
identity card photograph 47
identity from difference 157
identity from disclosure 54
identity from individual 208
identity from membership 161
identity from traditional 46
identity have disappeared 40
identity have frequently 44
identity have influenced 52
identity into difference 120
identity more accurately 58
identity more appropriate 51
identity more compatible 40
identity more completely 71
identity more explicitly 57
identity more forcefully 42
identity more positively 60
identity must inevitably 54
identity must ultimately 41
identity over difference 298
identity over generations 115
identity over individual 137
identity take precedence 65
identity theft complaints 265
identity theory emphasizes 71
identity theory postulates 55
identity took precedence 264
identity were completely 54
identity were considered 108
identity were constantly 66
identity were determined 82
identity were discovered 249
identity were identified 46
identity were intimately 70
identity were introduced 45
identity were maintained 61
identity were reinforced 48
identity were suppressed 89
identity were understood 47
identity when confronted 211
identity will contribute 47
identity will eventually 179
identity will inevitably 218
identity will ultimately 66
idleness will infallibly 44
idolatry were completely 123
ignorant were instructed 109
ignorant what familiarity 73
illusions have disappeared 118
illusions were dissipated 221
imagined from appearances 58
imagined less appropriate 80
imagined more appropriate 40
imagined more calculated 257
imagined more completely 53
imagined more delightful 172
imagined more impressive 45
imagined more incongruous 69
imagined more melancholy 76
imagined more ridiculous 53
imagined more tremendous 127
imagined most erroneously 111
imagined what difficulty 85
imagined what excitement 62
imitated from shakespeare 191
imitated more frequently 94
imitated their conquerors 61
imitated very accurately 52
imitation from perishable 61
immature body proportions 47
immature cell populations 49
immature coping mechanisms 286
immature coping strategies 62
immediate care facilities 55
immediate cash investment 53
immediate cash settlement 360
immediate cost advantages 47
immediate early retirement 53
immediate felt experience 70
