sachems chosen 74 saddest
seemed 42 saddled horses
49 saddled camels 84
saddled horses 8335 saddled
mounts 628 saddled ponies
392 saddled steeds 197
saddled horses 125 saddles
changed 99 saddles fitted
49 saddles loaded 57
saddles placed 325 saddles
richly 56 saddles stored
56 sadness inside 545
sadness across 72 sadness
something 157 sadness something
117 sadness through 130
sadness through 593 sadness
through 226 sadness little
59 sadness through 141
sadness relating 42 sadness
someone 216 sadness touching
70 sadness always 51
sadness become 59 sadness
remain 40 saffron grains
54 sailors aboard 217
sailors across 121 sailors
around 52 sailors ashore
1203 sailors before 75
sailors adrift 141 sailors
ashore 76 sailors ashore
521 sailors ashore 186
sailors before 46 sailors
better 63 sailors abroad
55 sailors across 138
sailors africa 72 sailors
another 130 sailors around
441 sailors barney 45
sailors boston 63 sailors
drowning 171 sailors england
176 sailors english 51
sailors europe 229 sailors
france 100 sailors french
64 sailors norway 95
sailors scurvy 162 sailors
sunken 41 sailors united
56 sailors various 172
sailors visiting 123 sailors
english 58 sailors already
188 sailors always 474
sailors become 155 sailors
called 100 sailors caught
45 sailors fallen 48
sailors fought 85 sailors
learned 151 sailors little
44 sailors manned 41
sailors sailed 69 sailors
ashore 51 sailors fashion
44 sailors prison 98
sailors better 45 sailors
behind 408 sailors myself
97 sailors return 53
sailors severe 40 sailors
little 41 sailors ashore
208 sailors became 66
sailors learned 63 sailors
across 90 sailors ashore
52 sailors refuge 58
sailors aboard 131 sailors
ashore 1132 sailors behind
61 sailors through 137
sailors aboard 284 sailors
absent 54 sailors active
62 sailors afraid 957
sailors almost 273 sailors
already 1543 sailors always
619 sailors amazed 517
sailors amused 51 sailors
anxious 108 sailors ashore
168 sailors asleep 461
sailors becoming 92 sailors
better 374 sailors buried
258 sailors busily 138
sailors called 507 sailors
carrying 256 sailors caught
163 sailors climbing 63
sailors deeply 73 sailors
denied 53 sailors dragging
105 sailors drinking 163
sailors driven 242 sailors
engaged 437 sailors english
147 sailors enjoying 87
sailors fighting 615 sailors
filled 133 sailors forced
665 sailors formed 89
sailors french 40 sailors
furious 42 sailors gathering
57 sailors greatly 204
sailors guilty 70 sailors
handed 44 sailors hardly
73 sailors highly 105
sailors hoisting 48 sailors
hurrying 99 sailors indeed
58 sailors issued 75
sailors joined 91 sailors
killed 4614 sailors landed
676 sailors lashed 71
sailors laughing 69 sailors
likely 213 sailors little
112 sailors lowering 91
sailors marching 69 sailors
merely 60 sailors mostly
155 sailors needed 282
sailors painting 96 sailors
picked 193 sailors placed
263 sailors planning 90
sailors pleased 131 sailors
poorly 41 sailors posted
78 sailors pretty 98
sailors rambling 91 sailors
riotous 84 sailors robbed
80 sailors safely 40
sailors scarce 66 sailors
scared 58 sailors searching
58 sailors seized 274
sailors seldom 74 sailors
served 67 sailors shooting
49 sailors shouting 212
sailors silent 53 sailors
simply 88 sailors sleeping
108 sailors slowly 47
sailors standing 478 sailors
steering 75 sailors stoned
44 sailors struck 207
sailors swabbing 61 sailors
swarming 78 sailors swimming
59 sailors taught 82
sailors treated 505 sailors
turned 102 sailors unable
337 sailors unpaid 43
sailors wanted 62 sailors
warned 73 sailors washed
210 sailors watching 121
sailors without 47 sailors
ashore 48 sailors always
70 sailors answer 42
saintly fisher 51 saintly
wesley 219 saintly floats
298 saintly priest 105
salient formed 175 salient
should 64 salient toward
42 salient periods 82
salient appears 58 salient
emerging 51 salient stands
73 salient german 202
salient events 208 salient
pieces 50 salient rotors
263 salient factor 85
salient models 91 salient
played 119 salient feature
43 salient emerging 49
sallied across 159 sallied
before 251 sallied beyond
130 sallied boldly 217
sallied intent 128 sallied
through 460 sallied toward
120 sallied unseen 48
sallied without 181 sallied
another 47 sallied behind
92 sallied castle 78
sallied medina 68 sallies
beyond 82 sallies proved
47 sallies england 41
sallies lasted 60 sallies
always 58 saloons almost
43 saloons already 88
saloons always 182 saloons
banned 43 saloons called
50 saloons closed 3032
saloons driven 46 saloons
filled 327 saloons fitted
60 saloons forced 72
saloons opened 237 saloons
packed 78 saloons places
58 saloons thronged 134
saloons turned 41 saluted
behind 83 saluted briggs
44 saluted chiefs 43
saluted common 52 saluted
former 40 saluted master
47 salutes cannon 237
