habits completely lost . 62
handle electronic mail . 47
happen everywhere else . 66
hardly applicable here . 116
hardly appropriate here . 105
hardly formulated hope . 46
hardly understood three . 44
heavily democratic areas . 41
heavily discounted rate . 44
heavily lipsticked mouth . 48
heavily trafficked areas . 290
heavily trafficked road . 73
heroic elizabethan play . 41
higher acceptance rate . 59
higher application rate . 53
higher compression rate . 57
higher compression ratio . 667
higher dependency ratio . 119
higher depreciation rate . 71
higher dimensional case . 115
higher dimensional data . 198
higher dissolution rate . 55
higher educational work . 209
higher employment rate . 116
higher evaporation rate . 126
higher government debt . 48
higher investment cost . 111
higher investment rate . 107
higher investment ratio . 57
higher investment risk . 45
higher management fees . 81
higher membership fees . 45
higher miscarriage rate . 42
higher percentage rate . 43
higher prevalence rate . 46
higher recidivism rate . 61
higher recognition rate . 71
higher recurrence rate . 344
higher recurrence risk . 49
higher reservation wage . 84
higher respiration rate . 76
higher retirement ages . 40
higher systematic risk . 40
higher transaction cost . 61
higher university work . 44
higher utilization rate . 58
highly abbreviated form . 202
highly abstracted form . 41
highly accessible form . 53
highly aggregated data . 240
highly aggregated form . 104
highly aggressive boys . 65
highly analytical mind . 43
highly appreciated there . 53
highly appropriate here . 53
highly attenuated form . 111
highly attractive toys . 47
highly classified data . 46
highly classified work . 61
highly compressed form . 171
highly controlled ways . 79
highly correlated data . 83
highly creditable work . 75
highly cultivated farm . 48
highly cultivated land . 215
highly cultivated mind . 797
highly cultivated soil . 43
highly digestible food . 43
highly digestible form . 48
highly dissociated salt . 51
highly elaborated form . 77
highly entertaining book . 153
highly entertaining reading . 137
highly exceptional case . 70
highly individual ways . 456
highly individual work . 106
highly influential book . 82
highly influential role . 64
highly influential work . 85
highly innovative ways . 53
highly innovative work . 52
highly integrated body . 183
highly integrated unit . 74
highly mechanized work . 81
highly meritorious deed . 41
highly meritorious work . 50
highly optimistic mood . 54
highly optimistic note . 45
highly ornamental pots . 50
highly ornamental tree . 69
highly perishable food . 49
highly productive areas . 216
highly productive farm . 68
highly productive land . 312
highly productive life . 99
highly productive ones . 72
highly productive soil . 126
highly productive ways . 86
highly productive work . 73
highly productive years . 89
highly profitable crop . 108
highly profitable firm . 47
highly profitable ones . 71
highly profitable years . 42
highly publicized case . 231
highly publicized trial . 203
highly refrangible rays . 126
highly remarkable fact . 55
highly repetitive jobs . 187
highly repetitive task . 60
highly repetitive work . 160
highly restricted areas . 70
highly restricted diet . 94
highly segregated city . 66
highly simplified case . 44
highly simplified form . 292
highly specialised form . 48
highly specialised task . 47
highly specialised type . 81
highly specialised work . 67
highly specialized areas . 399
highly specialized care . 150
highly specialized case . 59
highly specialized cell . 96
highly specialized diet . 49
highly specialized form . 197
highly specialized jobs . 390
highly specialized kind . 113
highly specialized meaning . 69
highly specialized ones . 258
highly specialized role . 55
highly specialized sort . 65
highly specialized task . 344
highly specialized tool . 47
highly specialized type . 241
highly specialized uses . 148
highly specialized ways . 91
highly specialized work . 577
highly structured data . 122
highly structured form . 118
highly structured life . 41
highly structured ones . 87
highly structured task . 74
highly structured ways . 89
highly subjective task . 52
highly subjective term . 59
highly subsidized rate . 73
highly successful book . 100
highly successful film . 130
highly successful firm . 71
highly successful life . 50
highly successful ones . 90
highly successful play . 70
highly successful raid . 48
highly successful there . 40
highly successful tour . 57
highly successful trip . 47
highly successful work . 81
highly successful years . 53
highly suggestive fact . 42
highly suggestive here . 41
highly summarized data . 72
highly summarized form . 55
highly superheated steam . 337
highly trafficked areas . 53
highly vulnerable areas . 56
honest democratic peace . 56
houses inevitably have . 54
