half pounds respectively . 40
halt nuclear proliferation . 178
hard bodies respectively . 42
hard labour respectively . 57
hard sphere approximation . 69
haul system requirements . 136
have abated considerably . 96
have absurd consequences . 66
have active tuberculosis . 471
have alarming consequences . 61
have already accomplished ! 1467
have already acknowledged . 373
have already animadverted . 40
have already commemorated . 59
have already communicated . 104
have already contemplated . 101
have already crystallized . 44
have already demonstrated . 1011
have already internalized . 74
have already investigated . 310
have already metastasized . 98
have already participated . 102
have already preconceived . 42
have always acknowledged . 71
have always predominated . 149
have another announcement . 45
have another disadvantage . 112
have another significance . 365
have another signification . 48
have arisen accidentally . 56
have arisen fortuitously . 98
have arisen historically . 95
have arisen spontaneously . 310
have arisen subsequently . 90
have become acclimatised . 71
have become acclimatized . 141
have become acculturated . 80
have become americanized . 193
have become anachronisms . 161
have become antagonistic . 67
have become astronomical . 104
have become authoritative . 41
have become catastrophic . 53
have become collectibles . 55
have become commoditized . 53
have become commonplaces . 216
have become computerized . 79
have become concentrated . 159
have become conservative . 70
have become considerable . 96
have become consolidated . 224
have become contaminated . 822
have become controversial . 396
have become cosmopolitan . 113
have become crystallised . 43
have become crystallized . 142
have become democratized . 55
have become desensitized . 104
have become disconnected . 161
have become disconsolate . 61
have become disenchanted . 118
have become disillusioned . 328
have become disorganized . 101
have become dissatisfied . 108
have become domesticated . 214
have become dysfunctional . 391
have become grandparents . 75
have become impoverished . 359
have become inaccessible . 277
have become inapplicable . 291
have become inappropriate . 193
have become incompatible . 82
have become inconvenient . 71
have become incorporated . 136
have become indefensible . 49
have become inextricable . 48
have become insufferable . 50
have become insufficient . 174
have become intelligible . 79
have become internalized . 204
have become international . 337
have become interrelated . 57
have become irresistible . 227
have become irreversible . 414
have become marginalised . 67
have become marginalized . 143
have become materialistic . 41
have become multinational . 94
have become nonfunctional . 42
have become participants . 64
have become philosophers . 81
have become professionals . 130
have become shareholders . 60
have become standardised . 63
have become standardized . 661
have become superstitious . 50
have become transnational . 74
have become unacceptable . 153
have become unattainable . 45
have become uneconomical . 51
have become unemployable . 65
have become unenforceable . 40
have become unfashionable . 285
have become universities . 44
have become unmistakable . 46
have become unproductive . 117
have become unprofitable . 196
have become unserviceable . 114
have before demonstrated . 53
have beheld accomplished . 40
have better accommodation . 65
have better alternatives . 111
have better communication . 78
have better comprehension . 45
have better consequences . 104
have better countenances . 70
have better relationships . 188
have bitter consequences . 63
have bloody consequences . 48
have called consciousness . 48
have castro assassinated . 40
have causal consequences . 46
have causal significance . 196
have caused astonishment . 42
have caused complications . 81
have caused consternation . 79
have caused difficulties . 238
have caused unemployment . 64
have changed considerably . 5646
have changed continuously . 66
have changed dramatically . 7347
have changed historically . 223
have changed irreversibly . 51
have changed subsequently . 51
have changed substantially . 1555
have changed tremendously . 437
have chosen independence . 58
have clearly demonstrated . 454
have common denominators . 418
have common requirements . 56
have cooled considerably . 137
have cooled sufficiently . 46
have cosmic companionship . 61
have cosmic consequences . 58
have cosmic significance . 169
have costly consequences . 176
have created difficulties . 180
have crucial consequences . 76
have crucial significance . 56
have curious consequences . 52
have damaging consequences . 397
have damaging repercussions . 47
have deeper significance . 151
have dimmed considerably . 44
have direct acquaintance . 121
have direct communication . 75
have direct consequences . 151
have double significance . 47
have eluded investigation . 44
have enduring consequences . 163
have enduring significance . 98
have eroded considerably . 50
have erotic significance . 50
have ethical consequences . 195
have ethical ramifications . 97
have ethical significance . 207
have failed consistently . 65
have failed disastrously . 163
have failed dramatically . 41
have failed ignominiously . 109
have fallen considerably . 551
have fallen dramatically . 964
have fallen substantially . 345
have family resemblances . 112
have fearful consequences . 115
have female companionship . 46
have female protagonists . 73
have finite conductivity . 47
have formed cooperatives . 41
have formed spontaneously . 69
have freely acknowledged . 40
have further complications . 49
have further consequences . 617
have further consideration . 60
have further difficulties . 45
have further investigation . 60
have further ramifications . 56
have further repercussions . 164
have further significance . 137
have future consequences . 178
have future repercussions . 48
have future significance . 55
have gained considerably . 141
have gained definiteness . 45
have gained independence . 294
have gained significance . 56
have gained substantially . 65
have gained tremendously . 51
have global consequences . 427
have global ramifications . 142
have global repercussions . 269
have global significance . 246
have graver consequences . 49
have graver disturbances . 40
have greater capabilities . 59
have greater consequences . 124
have greater difficulties . 106
have greater independence . 124
have greater intelligence . 44
have greater plausibility . 57
have greater productivity . 84
have greater significance . 645
have helped considerably . 289
have helped tremendously . 163
have herein transgressed . 67
have higher efficiencies . 65
have higher elasticities . 63
have higher productivity . 283
have higher requirements . 89
have higher temperatures . 161
have higher unemployment . 48
have ironic consequences . 43
have jumped dramatically . 56
have larger consequences . 62
have larger ramifications . 46
have larger vocabularies . 111
have lasted indefinitely . 258
have lately confederated . 73
have learned helplessness . 56
have learned righteousness . 41
have little acquaintance . 269
have little comprehension . 51
have little documentation . 51
have little independence . 90
have little intelligence . 67
have little justification . 741
have little participation . 45
have little plausibility . 48
have little significance . 4499
