he add another verse 120
he and almost every 100
he and amanda could 44
he and amanda would 89
he and andrew would 47
he and another actor 59
he and another agent 125
he and another black 111
he and another cadet 42
he and another chief 132
he and another child 108
he and another clerk 62
he and another guard 75
he and another indian 276
he and another judge 79
he and another older 45
he and another pilot 140
he and another slave 44
he and another white 48
he and another woman 49
he and another would 41
he and antonio would 48
he and arnold would 46
he and audrey would 47
he and bessie would 56
he and carrie would 49
he and carter would 61
he and chubby would 73
he and claire could 47
he and claire would 120
he and connie could 46
he and connie would 57
he and cotton mather 73
he and daniel would 46
he and dennis hanks 54
he and divers others 48
he and dorothy could 53
he and dorothy moved 101
he and dorothy spent 46
he and dorothy would 132
he and edward would 78
he and elaine would 69
he and eleanor could 48
he and eleanor would 179
he and eleven others 342
he and evelyn would 50
he and family moved 50
he and foster would 40
he and france would 49
he and frieda lived 44
he and frieda moved 55
he and frieda would 109
he and gordon brown 41
he and gordon would 45
he and hannah would 103
he and harvey would 49
he and hitler would 86
he and isabel would 50
he and jackie would 53
he and jennie would 49
he and jeremy would 42
he and jessie would 68
he and joanna would 45
he and johnny could 56
he and johnny would 57
he and joseph would 51
he and leonard would 91
he and lillian would 54
he and lizzie would 62
he and louise moved 40
he and louise would 117
he and maggie could 59
he and maggie would 125
he and martin could 43
he and martin luther 82
he and martin would 123
he and master simon 80
he and matthew would 57
he and michael angelo 67
he and michael could 55
he and michael would 123
he and miller would 65
he and morgan would 46
he and myself would 62
he and nellie would 40
he and nicole would 43
he and philip first 153
he and philip would 49
he and prince george 58
he and prince henry 55
he and rachel could 86
he and rachel would 200
he and robert could 48
he and robert would 86
he and ronald reagan 100
he and samuel adams 162
he and sharon would 50
he and sophie would 98
he and soviet leader 68
he and stalin could 77
he and stalin would 46
he and taylor would 52
he and teresa would 49
he and theresa would 47
he and timothy brown 44
he and twelve others 129
he and twenty others 110
he and victor would 59
he and walker evans 56
he and warren would 50
he and watson would 51
he and william clark 97
he and william could 44
he and william henry 50
he and william james 43
he and william would 87
he and willie drove 109
he and willie would 49
he and wilson would 73
he any doubts about 64
he any special reason 43
he ate almost every 41
he ate another piece 67
he ate dinner alone 84
he ate hardly anything 95
he ate neither flesh 44
he ate something which 40
he ate without speaking 53
he but nature ailed 119
he but rarely rises 48
he can accept anything 42
he can accept either 42
he can affect others 94
he can afford anything 74
he can afford spare 56
he can almost catch 77
he can almost fancy 124
he can almost never 162
he can almost smell 273
he can almost taste 215
he can almost touch 400
he can already guess 119
he can already taste 40
he can always appeal 199
he can always apply 93
he can always argue 51
he can always avoid 120
he can always blame 123
he can always carry 65
he can always catch 67
he can always change 198
he can always charm 99
he can always check 155
he can always claim 274
he can always count 629
he can always doubt 68
he can always easily 91
he can always enjoy 103
he can always enter 47
he can always force 51
he can always offer 65
he can always place 50
he can always point 290
he can always prove 49
he can always quote 47
he can always raise 50
he can always refer 159
he can always reply 45
he can always shift 46
he can always sleep 41
he can always spend 43
he can always start 80
he can always trace 56
he can always trust 189
he can always write 119
he can answer every 109
he can appease again 66
he can assist others 43
he can attain anything 44
he can barely breathe 238
he can barely carry 60
he can barely spell 66
he can barely stand 445
he can barely write 92
he can become anything 163
he can become aware 874
he can become either 67
he can become fully 162
he can become happy 42
he can become known 56
he can become quite 477
he can become really 60
he can become strong 43
he can become truly 197
he can become until 66
he can become wealthy 46
he can become whole 62
he can become worthy 62
he can better judge 481
he can better serve 304
he can borrow books 45
he can borrow money 649
he can choose either 570
he can choose where 76
he can choose which 334
he can clearly prove 119
he can convey title 41
he can decide about 47
he can decide anything 45
he can decide either 92
he can decide where 163
he can decide which 699
he can effect change 128
