headlong with four trumpets 43
headmen and other officials 153
headmen and their families 100
headway has been achieved 85
headway that your children 58
healers and folk medicine 41
healers and their patients 357
hearers for those seditious 69
hearers with great authority 122
hearsay and best evidence 326
hearsay and other evidence 275
hearsay but from personal 42
hearten them into doubtful 96
heaters and wind machines 72
heathens who have actually 57
heavens and their contents 41
heavens are like expanses 43
heavens are most distinct 111
heavens for their abettors 55
heavens had been overcast 64
heavens with some attention 42
heavier and dull children 80
heavier and less flexible 162
heavier and less frequent 44
heavier and less graceful 124
heavier and less powerful 43
heavier and less valuable 80
heavier and less volatile 604
heavier and more abundant 57
heavier and more accurate 511
heavier and more complete 56
heavier and more constant 219
heavier and more cumbrous 56
heavier and more dangerous 461
heavier and more delicate 57
heavier and more distinct 107
heavier and more dramatic 87
heavier and more extended 45
heavier and more frequent 2082
heavier and more grievous 102
heavier and more hopeless 127
heavier and more laborious 44
heavier and more metallic 60
heavier and more muscular 312
heavier and more numerous 965
heavier and more powerful 3948
heavier and more prolonged 480
heavier and more sluggish 331
heavier and more stubborn 46
heavier and more terrible 126
heavier and more unwieldy 391
heavier and more valuable 226
heavier and more vigorous 66
heavier than other children 65
heavier than pure hydrogen 97
heavier than pure nitrogen 43
heavier than those employed 58
heavier than those produced 92
heavier than those required 54
heavier than those suffered 100
heavily for their economic 41
heavily for their services 128
heavily for their temerity 41
hedged him from humanity 55
height and bulk controls 70
height and great thickness 67
height and other personal 69
height and other physical 240
height and very muscular 54
height and wall thickness 45
height and wave direction 122
height and width controls 75
height and width required 45
height and wind direction 63
height and wind velocity 135
height for some distance 74
height had been achieved 41
height had been attained 102
height had been increased 100
height has been achieved 222
height has been adjusted 66
height has been attained 421
height has been computed 46
height has been increased 174
height has been observed 137
height has been obtained 177
height has been recorded 80
height has been reported 115
height has been selected 69
height has been variously 132
height that these visionary 42
height they have attained 48
height was ever observed 53
height was kept constant 58
height with great accuracy 48
height with great precision 43
helium and heavy elements 256
helium and other elements 313
helium and other volatile 68
helium had been produced 50
helium has been detected 50
helium has been observed 50
helium has been produced 61
helmet use among children 179
helmet with their knightly 54
helped and what hindered 166
helped and will continue 228
helped bring down inflation 46
helped each other mutually 96
helped each other overcome 98
helped each other whenever 165
helped her gain admission 46
helped her make decisions 49
helped him gain admission 127
helped him gain entrance 44
helped him make contacts 50
helped him make decisions 97
helped them make decisions 111
helped with data analysis 117
helped with great readiness 48
helped with their children 54
helped with their comments 110
helped with their education 57
helped with their homework 204
helped with their personal 58
helped with their problems 208
helped with these problems 56
helped with word processing 182
herald and half minstrel 68
herald wings came whispering 66
herald with great coldness 61
herald with three curtsies 45
herbal and folk medicine 70
herbal and folk remedies 257
herbal and home remedies 210
herbal and other remedies 314
hereby for ever ratified 52
herein has been compiled 152
herein has been obtained 547
herein has been prepared 99
herein they were mistaken 150
herein was made possible 71
herein with nice respects 98
heresy and mere baseness 59
heresy and other offenses 111
heresy and their abettors 93
heresy had been broached 92
hereto and made integral 1233
hereto and these presents 98
hereto with such variations 284
hernias are more frequent 79
heroic and daring exploits 48
heroic and just struggle 62
heroic but vain attempts 40
heroic has been assigned 63
heroin and deaths increased 64
heroin and other dangerous 73
heroin and other morphine 46
heroin and other narcotic 128
herpes and other sexually 108
herpes has been reported 53
herrings are very abundant 59
hidden his true identity 107
hideous and most solitary 54
hideous and soft movement 43
hideous than their habitual 72
hideous with their horrible 47
higher and also narrower 53
higher and less flexible 71
higher and less numerous 44
higher and less powerful 47
higher and less volatile 77
higher and more absolute 175
higher and more abstract 1167
higher and more abstruse 618
higher and more abundant 167
higher and more accurate 267
higher and more adequate 389
higher and more advanced 2070
higher and more affluent 47
higher and more agreeable 168
higher and more ambitious 229
higher and more animated 69
higher and more artistic 168
higher and more authentic 101
higher and more balanced 179
higher and more beautiful 1029
higher and more blissful 55
higher and more brightly 41
higher and more brilliant 217
higher and more capacious 50
higher and more celestial 79
higher and more challenging 196
higher and more christian 278
higher and more commanding 948
higher and more compelling 257
higher and more complete 1408
higher and more concrete 519
higher and more confused 46
higher and more conscious 179
higher and more constant 617
higher and more convincing 47
higher and more critical 116
higher and more cultured 140
higher and more dangerous 667
higher and more decisive 111
higher and more definite 262
higher and more delicate 757
higher and more deserved 53
higher and more detailed 48
higher and more distinct 245
higher and more dominant 98
higher and more dramatic 94
higher and more economic 59
higher and more educated 1339
higher and more elevated 556
higher and more eligible 54
higher and more emphatic 87
higher and more enlarged 763
higher and more esoteric 55
higher and more essential 335
higher and more esteemed 95
higher and more expanded 121
higher and more explicit 72
higher and more extended 1526
higher and more finished 48
higher and more flexible 181
higher and more forbidding 70
higher and more forceful 54
higher and more forcible 160
higher and more frequent 1439
higher and more fruitful 233
higher and more fulfilling 68
higher and more generous 583
higher and more graceful 66
higher and more immediate 288
higher and more immortal 44
higher and more impartial 74
higher and more imperious 96
higher and more inflated 115
higher and more integral 90
higher and more internal 84
higher and more intimate 326
higher and more involved 166
higher and more isolated 122
higher and more literary 101
higher and more luminous 59
higher and more luxuriant 56
higher and more luxurious 55
higher and more majestic 101
higher and more melodious 138
higher and more mystical 76
higher and more northerly 219
higher and more numerous 528
higher and more original 196
higher and more patriotic 205
higher and more perilous 69
higher and more personal 388
higher and more polished 80
higher and more positive 896
higher and more posterior 180
higher and more powerful 3839
higher and more profound 327
higher and more prolonged 2173
higher and more quickening 58
higher and more rarefied 151
higher and more realistic 244
higher and more recently 216
higher and more religious 235
higher and more rigorous 189
higher and more romantic 120
higher and more salutary 49
higher and more satisfying 858
higher and more secluded 44
higher and more specific 207
higher and more splendid 192
higher and more steadfast 42
higher and more strictly 104
higher and more stubborn 628
higher and more suitable 102
higher and more terrible 84
higher and more tranquil 50
higher and more ultimate 211
higher and more undulating 72
higher and more unstable 107
higher and more valuable 997
higher and more vertical 97
higher and more vigorous 302
higher and more volatile 510
higher and more westerly 102
higher and more wondrous 79
higher and other education 169
higher bit rate services 80
higher but less essential 93
higher but less numerous 63
higher death rate compared 57
higher for more educated 117
higher for poor children 74
higher for poor families 48
higher for some products 41
higher for their children 47
higher for their servants 80
higher for their services 43
higher for these patients 40
higher for those children 85
higher for those families 42
higher for those patients 151
higher for those students 161
higher for those subjects 79
higher for young children 49
higher real cash balances 47
higher real wage increases 84
higher tax rate brackets 81
higher tax rate increases 114
higher than among american 50
higher than among catholics 45
higher than among children 196
higher than among controls 67
higher than among europeans 62
higher than among families 75
higher than among ordinary 52
higher than among patients 110
higher than bank interest 104
higher than ever recorded 76
higher than hole mobility 101
higher than lake michigan 58
higher than male students 85
higher than mere humanity 50
higher than mere judgment 71
higher than mere personal 209
higher than mere physical 186
higher than mere survival 50
higher than most developing 51
higher than most reported 51
higher than north american 46
higher than north carolina 40
higher than other children 134
higher than other creatures 43
higher than other developing 79
higher than other materials 54
higher than other patients 40
higher than other products 55
higher than other property 40
higher than other religious 57
higher than other reported 135
higher than other students 247
higher than other subjects 46
higher than some critical 214
higher than some threshold 206
higher than such trumpery 79
higher than term premiums 42
higher than their american 164
higher than their baseline 104
higher than their benefits 40
higher than their capacity 55
higher than their children 83
higher than their controls 89
higher than their critical 61
higher than their domestic 124
higher than their economic 99
higher than their estimate 58
higher than their expected 269
higher than their husbands 201
higher than their immediate 99
higher than their industry 43
higher than their interest 84
higher than their japanese 60
higher than their marginal 284
higher than their ordinary 221
higher than their original 390
higher than their partners 51
higher than their personal 61
higher than their physical 62
higher than their potential 44
higher than their presence 44
higher than their purchase 68
higher than their recorded 65
higher than their relative 103
higher than their reported 123
higher than their salaries 86
higher than their standard 167
higher than these averages 93
higher than these minimums 47
higher than these reported 40
higher than those accepted 126
higher than those accorded 103
higher than those achieved 3678
higher than those actually 745
higher than those admitted 55
higher than those approved 100
higher than those assessed 89
higher than those assigned 200
higher than those attached 50
higher than those attained 1213
higher than those chimneys 49
higher than those commonly 1075
higher than those computed 482
higher than those containing 226
higher than those declared 49
higher than those demanded 438
higher than those detected 219
higher than those directly 43
higher than those elicited 56
higher than those embodied 47
higher than those employed 967
higher than those expected 2152
higher than those forecast 108
higher than those formerly 117
higher than those included 77
higher than those incurred 447
higher than those inferred 74
higher than those initially 79
higher than those intended 50
higher than those involved 653
higher than those mandated 83
higher than those mentioned 433
higher than those normally 1370
higher than those observed 9882
higher than those obtained 14049
higher than those occupied 103
higher than those outdoors 151
higher than those pertaining 145
higher than those possible 321
higher than those prepared 236
higher than those prevailing 3288
higher than those produced 2265
higher than those proposed 373
higher than those provided 860
higher than those received 962
higher than those recently 111
higher than those recorded 4480
higher than those referred 50
higher than those reported 17096
higher than those required 6915
higher than those students 122
higher than those suffered 184
higher than those supplied 66
higher than three american 57
higher than unto sensible 76
higher than upon carriages 84
higher than were actually 41
higher than were expected 66
higher than were obtained 50
higher than were required 46
higher than what actually 94
higher than what obtained 54
higher than your opponent 99
higher than your original 109
higher than your shoulder 407
higher this holy affection 41
highly fix thine affection 74
highly for their services 153
highly than upon possessing 55
highly they were esteemed 215
highly they were regarded 72
highly this most entrancing 68
highly with other variables 133
highly with those obtained 86
hikers and bird watchers 44
hikers and other visitors 67
hikers and rock climbers 238
hinder her from concurring 84
hinder her from descending 64
hinder her from exercising 63
hinder her from succeeding 55
hinder him from attempting 194
hinder him from committing 134
hinder him from completing 56
hinder him from continuing 184
hinder him from developing 42
hinder him from dissolving 83
hinder him from endeavoring 93
hinder him from exercising 135
hinder him from expressing 59
hinder him from fulfilling 100
hinder him from perceiving 327
hinder him from performing 203
hinder him from proceeding 157
hinder him from publishing 40
hinder him from subjecting 59
hinder him from subsisting 43
hinder his free exercise 729
hinder man from perfecting 59
hinder men from performing 161
hinder them from attempting 73
hinder them from committing 78
hinder them from completing 40
hinder them from conceiving 88
hinder them from continuing 121
hinder them from developing 80
hinder them from discerning 137
hinder them from exercising 51
hinder them from expressing 49
hinder them from fulfilling 55
hinder them from oppressing 52
hinder them from perceiving 208
hinder them from performing 224
hinder them from proceeding 93
hinder them from wantonly 40
hinder you from committing 56
hinder you from fulfilling 92
hinder you from maturely 47
hinder you from performing 66
hinder you from publishing 69
hinted had been formerly 85
hitching his great shoulder 41
hoarding and bank failures 48
hoards his rising raptures 178
holder and other security 65
holder has been designed 55
holder has such recourse 107
holder has upon dishonor 134
holder may have received 153
holdings and bank accounts 84
holdings and bank deposits 115
holdings and other financial 53
holdings and other property 92
holdings and their operation 70
holdings had been acquired 88
holdings had been increased 107
holdings that such receipts 43
holier and more beautiful 43
holier and more profound 69
holier and more righteous 50
hollow for some distance 143
hollow out deep channels 60
homage and swear fidelity 81
homage and their services 43
homage for their temporal 301
homage had been rendered 81
homage has been received 77
homage has been rendered 103
homage you have rendered 46
homely but more sensible 65
homily for holy saturday 60
honest and able exponent 64
honest and able minister 107
honest and able officials 41
honest and deep affection 42
honest and even generous 73
honest and fair business 45
honest and fair elections 114
honest and fair purposes 43
honest and fair treatment 114
honest and free elections 131
honest and good citizens 104
honest and good intention 42
honest and less disposed 218
honest and more generous 40
honest and more sensible 42
honest and open approach 139
honest and open attitude 44
honest and open elections 55
honest and open feedback 105
honest and very moderate 105
honest and well affected 262
honest and well directed 46
honest and well disposed 826
honest and well informed 714
honest and well intended 60
honest man from maryland 65
honest man like yourself 83
honest man will consider 94
honest man will hesitate 60
honest men like yourself 57
honest men will continue 74
honest old duke christian 43
honest with their children 472
honest with their partners 62
honest with their patients 199
honest with their students 40
honest with these children 50
honest with your attorney 67
honest with your audience 137
honest with your children 806
honest with your employer 142
honest with your patients 113
honest with your physician 62
honest with your students 161
honest with your therapist 43
honoring any such transfer 60
honors had been accorded 46
honors had been bestowed 90
honors had been lavished 76
honors had been showered 89
