backward third world country 141
bacterial cell walls contain 137
bacterial gene under control 273
balanced life would revolve 57
bandaged from below upwards 159
bandages were first removed 45
banished from athens because 42
banished from civil society 51
banished from court because 72
banished from every country 44
banished from heaven because 65
banished from human affairs 63
banished from human society 1952
banished from salem because 43
banished from social gatherings 57
baptized their first convert 63
bargaining taking place between 54
bargaining took place between 240
baronies were first erected 67
battalion will place himself 142
battened down under hatches 167
beautiful blue ridge parkway 49
beautiful girl about fifteen 69
beautiful girl whose parents 45
beautiful lips never stirred 52
beautiful love story between 46
beautiful nothing could surpass 50
beautiful pink roses painted 45
beautiful wife while remaining 41
beautiful young girls dressed 45
beautiful young woman appeared 213
beautiful young woman descend 219
beautiful young woman dressed 401
beautiful young woman entered 79
beautiful young woman married 100
beautiful young woman stepped 99
beautiful young women dressed 77
bedsteads were found cracked 40
befitted their social position 45
beginner must guard against 57
beginnings there arose certain 40
behaviors among group members 75
behaviors were found between 46
believed their minds brought 53
believes many people pretend 150
benefits from basic research 163
benefits from flood control 361
benefits from human capital 214
benefits from social capital 180
benefits from social support 105
benefits from social welfare 220
benefits from trade between 46
benefits from water quality 169
benefits from working together 217
benefits paid under private 60
bequeathed unto every citizen 188
beseeching look which touched 50
besieged city might support 82
bestowed from party motives 67
bestowed their whole fortune 66
bestowed upon forms derived 49
bestowed upon queen victoria 44
betrayed into writing letters 72
blankets were thrown loosely 128
blundering like blind beggars 124
boldness only could command 143
borrowed from alien sources 109
borrowed from banks outside 42
borrowed from every quarter 90
borrowed from george herbert 74
borrowed from greek culture 41
borrowed from greek sources 106
borrowed from greek tragedy 56
borrowed from henri bergson 42
borrowed from human anatomy 65
borrowed from latin america 47
borrowed from lewis carroll 54
borrowed from money lenders 141
borrowed from older sources 59
borrowed from older writers 58
borrowed from pagan sources 108
borrowed from plant ecology 93
borrowed from roman catholic 42
borrowed from roman history 98
borrowed from social science 96
borrowed from thomas aquinas 73
borrowed some greek vessels 72
borrowed three large bottles 41
boundary line drawn between 125
boundary line which divided 91
boundary line which divides 525
bourgeois mind which praises 112
brackish foam sliding forward 43
branches laid close together 43
branches were close together 97
branches were woven together 48
breakfast soon after sunrise 54
brigades were moved forward 52
brigades were thrown forward 53
brilliant dream which excited 68
brilliant young civil servant 48
brilliant young junior partner 80
brilliant young naval officer 65
brilliant young staff officer 84
broccoli into small florets 167
brotherly love draws trembling 43
buffaloes were feeding together 51
burdened soul found liberty 62
business came about because 50
business days after deposit 138
business days after receipt 4247
business days after receiving 790
business days after service 175
business days after written 57
business from state taxation 53
business have quite decided 52
business plan might include 53
business took place between 50
business upon which congress 44
business well under control 51
buzzards were soaring overhead 64
