bare primitive form attracts 40
base regulation during exercise 76
been abandoned only recently 62
been abolished very recently 43
been abolished were restored 50
been addressed more directly 104
been addressed more recently 123
been addressed most directly 80
been addressed most recently 51
been addressed only recently 194
been advocated more recently 131
been afflicted will probably 42
been announced from washington 53
been appointed acting director 212
been appointed lady margaret 45
been appointed lord advocate 59
been appointed lord treasurer 45
been appointed more becomingly 58
been appointed only recently 51
been appointed sole executor 63
been appointed vice chairman 56
been associated most commonly 81
been attempted more recently 46
been attempted only recently 75
been attracted much attention 65
been authorized from washington 47
been available only recently 168
been carefully kept separate 41
been certified have survived 61
been challenged more recently 224
been challenged most recently 45
been challenged only recently 66
been clarified only recently 121
been collected from authentic 56
been collected from children 64
been collected from hundreds 59
been collected from numerous 192
been collected from patients 132
been collected from personal 54
been collected from students 68
been collected into separate 41
been collected more recently 121
been completed more recently 56
been completed only recently 223
been completed very recently 66
been concerned more directly 45
been condensed into precepts 52
been conducted among children 64
been conducted from pakistan 49
been conducted have produced 46
been conducted more recently 136
been conducted only recently 59
been confirmed more recently 1317
been confirmed most recently 50
been confirmed only recently 63
been confirmed very recently 57
been conserved during evolution 691
been considering these questions 54
been considering very seriously 48
been construed into accession 99
been construed into contempt 95
been construed more narrowly 69
been construed very narrowly 110
been construed very strictly 50
been continued more recently 47
been contrived more ingeniously 59
been converted from buddhism 46
been converted from heathenism 365
been converted from hinduism 367
been converted from idolatry 76
been converted from military 40
been converted from paganism 384
been converted from personal 81
been converted into absolute 59
been converted into american 108
been converted into ammonium 119
been converted into auxiliary 42
been converted into barracks 535
been converted into beautiful 117
been converted into bedrooms 87
been converted into business 301
been converted into carbonic 524
been converted into chambers 43
been converted into charcoal 159
been converted into chemical 126
been converted into chloride 115
been converted into christian 288
been converted into churches 269
been converted into communal 53
been converted into complete 40
been converted into computer 139
been converted into constant 210
been converted into cottages 153
been converted into cropland 57
been converted into domestic 49
been converted into economic 66
been converted into electric 68
been converted into farmland 113
been converted into finished 94
been converted into firewood 41
been converted into freehold 248
been converted into fruitful 102
been converted into glycogen 89
been converted into graphite 280
been converted into gunboats 56
been converted into hospital 44
been converted into hydrogen 48
been converted into internal 79
been converted into luxurious 54
been converted into metallic 60
been converted into military 199
been converted into monetary 52
been converted into multiple 75
been converted into nitrates 48
been converted into orchards 44
been converted into ordinary 180
been converted into pastures 80
been converted into peroxide 129
been converted into personal 90
been converted into physical 102
been converted into positive 85
been converted into potential 261
been converted into practice 66
been converted into pressure 42
been converted into products 106
been converted into property 171
been converted into quarters 99
been converted into railways 45
been converted into sausages 63
been converted into separate 152
been converted into soldiers 96
been converted into specific 56
been converted into standard 135
been converted into sulphate 284
been converted into terraces 40
been converted into valuable 87
been converted into warships 44
been converted more recently 45
been convicted upon evidence 113
been convicted were felonies 51
been cultivating good relations 48
been delegated full authority 65
been delivered from darkness 136
been delivered when executed 45
been dependent upon altruism 127
been dependent upon american 72
been dependent upon doubtful 61
been dependent upon external 49
been dependent upon imported 60
been deposited from chemical 42
been deposited from solutions 236
been deposited more recently 45
been described among children 52
been described among patients 142
been described during treatment 55
been described from australia 326
been described from deposits 67
been described from numerous 103
been described from personal 51
been described from tropical 89
