babble of outlandish words 80
backed by automobile loans 119
backed by government bonds 440
backed by government funding 125
backed by government funds 167
backed by government money 87
backed by government power 52
backed by overwhelming force 484
backed by overwhelming power 62
backed by scientific proof 40
backed by substantial funding 49
backed by substantial funds 63
backed by sufficient force 567
backed by sufficient funds 161
backed by sufficient power 107
backed the democratic party 146
backed the republican party 153
badges of inferiority which 65
baffling the protestant league 48
banish the trepidation which 136
banned by government order 56
barons by particular writs 75
barred the bankruptcy court 47
barred the plaintiffs action 62
basket of consumption goods 422
basket of currencies rather 151
basket of currencies where 51
basket of currencies which 134
basket of currencies would 84
basket of greenhouse gases 70
basket of vegetables which 44
bastion of patriarchal power 57
bastion of portuguese power 42
battle of armageddon which 71
battle of armageddon would 89
battle of competition which 40
battle of gettysburg began 188
battle of gettysburg ended 107
battle of gettysburg where 46
battle of gettysburg which 81
battle of gettysburg would 158
battle of pittsburgh landing 603
beaches of freshwater lakes 44
bearers of illustrious names 98
bearers of information about 58
bearers of legitimate power 79
bearers of particular class 127
bearers of sacrificial gifts 44
became an acceptable method 63
became an acceptable topic 75
became an accomplice after 43
became an aggressive force 54
became an aggressive power 44
became an apprentice clerk 62
became an apprentice pilot 42
became an apprentice seaman 72
became an apprentice under 110
became an appropriate index 78
became an articulate voice 40
became an attractive model 47
became an attractive option 388
became an attractive place 185
became an augustinian canon 287
became an augustinian priory 116
became an automobile dealer 42
became an autonomous field 45
became an autonomous force 71
became an autonomous grand 480
became an autonomous region 505
became an autonomous state 1478
became an educational leader 63
became an enormously wealthy 43
became an enthusiastic lover 90
became an enthusiastic pupil 86
became an enthusiastic reader 158
became an hereditary caste 51
became an ideological force 64
became an ideological issue 46
became an ideological weapon 133
became an imperialist nation 55
became an imperialist power 175
became an implacable enemy 439
became an individual rather 44
became an infallible guide 124
became an influential force 549
became an influential group 90
became an influential leader 358
became an influential model 107
became an influential organ 84
became an influential power 56
became an influential social 44
became an influential voice 227
became an information bureau 49
became an innovative force 49
became an institution under 51
became an institution where 54
became an institution which 225
became an institution whose 64
became an instructor pilot 62
became an instrument maker 88
became an instrument which 169
became an integrated whole 123
became an interested party 158
became an invaluable asset 266
became an invaluable guide 58
became an inveterate enemy 113
became an inveterate reader 102
became an invincible force 46
became an obligatory point 50
became an omnivorous reader 557
became an overwhelming force 72
became an unbreakable habit 44
became an unconscious habit 55
became an undercover agent 115
became an undisputed leader 82
became as completely burnt 130
became as enthusiastic about 169
became in subsequent times 46
became my inveterate enemy 51
became of importance after 75
became of importance later 59
became so burdensome under 81
became so celebrated under 227
became so emotionally upset 111
became so enthusiastic about 1379
became so fashionable after 73
became so pronounced after 93
became so ravenously hungry 78
became the accidental cause 56
became the archetypal image 46
became the assistance board 54
became the astronomer royal 47
became the autocratic ruler 98
became the background music 62
became the basketball coach 46
became the celebrated author 41
became the conceptual basis 100
became the democratic floor 42
became the democratic labor 65
became the democratic leader 120
became the democratic party 1106
became the democratic people 85
became the determined enemy 72
became the distinguishing badge 56
became the distinguishing marks 113
became the distributing point 215
became the embarkation point 68
became the fashionable craze 50
became the fashionable drink 44
became the fashionable evening 58
became the fashionable lounge 53
became the fashionable place 192
became the fashionable study 229
became the fashionable topic 74
became the federalist party 60
became the government party 143
became the hereditary right 51
became the hereditary title 56
became the historical basis 59
became the ideological basis 406
became the ideological cover 54
became the ideological leader 94
became the ideological weapon 59
became the implacable enemy 236
became the infallible guide 51
became the institution which 49
became the instrument which 157
became the inveterate enemy 110
became the legitimate ruler 62
became the nationalist party 57
became the ostensible cause 64
became the ostensible reason 52
became the particular focus 93
became the preeminent leader 64
became the preeminent power 52
became the privileged class 60
became the prosperous owner 47
became the recognized basis 56
became the recognized chief 217
became the recognized leader 2029
became the recognized method 137
became the recognized organ 128
became the recognized title 46
became the recognized voice 42
became the registered owner 167
became the rendezvous point 44
became the republican leader 165
became the republican party 749
became the scientific basis 91
became the scientific method 46
became the seventeenth state 138
became the structural basis 75
became the successful leader 45
became the successful owner 44
became the successful rival 188
became the territorial basis 68
became the unconscious tools 78
became the undisputed chief 192
became the undisputed leader 2087
became the undisputed owner 48
became the undisputed power 57
became the undisputed queen 56
became the undisputed ruler 575
became the undisputed world 101
became the vernacular tongue 58
become an absolutely vital 48
become an acceptable method 126
become an acceptable option 84
become an acceptable topic 57
become an aggressive force 92
become an aggressive power 113
become an apprentice again 42
become an apprentice under 58
become an attractive field 102
become an attractive force 54
become an attractive method 80
become an attractive model 81
become an attractive option 595
become an attractive place 227
become an attractive woman 63
become an augustinian canon 44
become an autonomous adult 271
become an autonomous force 197
become an autonomous group 42
become an autonomous human 108
become an autonomous nation 53
become an autonomous power 69
become an autonomous region 407
become an autonomous state 1041
become an educational force 89
become an educational leader 96
become an embittered woman 55
become an emotionally healthy 47
become an enormously wealthy 52
become an enthusiastic reader 51
become an entrenched habit 57
become an experience which 70
become an hereditary caste 108
become an historical event 113
become an historical force 59
become an historical relic 45
become an ideological issue 60
become an ideological weapon 95
become an impassable limit 72
become an impediment rather 76
become an imperialist nation 65
become an imperialist power 714
become an impersonal force 51
become an implacable enemy 238
become an impossible place 83
become an individual again 83
become an individual human 150
become an individual rather 61
become an inevitable trend 63
become an infallible guide 43
become an infinitude within 50
become an influential class 53
become an influential force 491
become an influential group 66
become an influential leader 157
become an influential model 54
become an influential power 62
become an influential social 56
become an influential voice 144
become an institution rather 57
become an institution under 40
become an institution where 166
become an institution which 444
become an institution whose 99
become an institution within 72
become an instructor pilot 52
become an instrument maker 75
become an instrument which 222
become an integrated group 51
become an integrated human 98
become an integrated nation 88
become an integrated whole 549
become an interested party 162
become an invaluable asset 629
become an invaluable guide 57
become an investment trust 56
become an inveterate enemy 60
become an inveterate habit 199
become an invincible force 302
become an irrelevant social 55
become an obligatory point 59
become an omnivorous reader 112
become an oppressive force 59
become an overweight adult 77
become an overwhelming force 111
become an unbreakable habit 69
become an unconscious habit 311
become an undercover agent 161
become an undisputed leader 44
become as enthusiastic about 219
become my implacable enemy 49
become of diminished force 42
become of importance later 78
become of importance since 77
become of importance until 152
become of negligible value 149
become of particular value 68
become of relatively minor 81
become of relatively small 44
become of sufficient value 51
become so celebrated under 66
become so complacent about 82
become so completely fused 69
become so confusedly mingled 41
become so emotionally upset 209
become so enthusiastic about 881
become so entrenched within 78
become so hopelessly drunk 45
become so hopelessly mixed 109
become so integrated within 63
become so intimately bound 169
become so intimately fused 44
become so intimately mixed 175
become the archetypal image 49
become the background color 46
become the background music 47
become the collateral which 57
become the conceptual basis 78
become the continuous phase 214
become the definitive guide 105
become the definitive study 90
become the degenerate plant 40
become the democratic leader 43
become the democratic party 530
become the determined enemy 46
become the distinguishing marks 88
become the distributing point 50
become the enraptured bride 47
become the fashionable creed 56
become the fashionable place 70
become the formidable rival 51
become the government party 67
become the hereditary chief 318
become the ideological basis 174
become the immediately pending 41
become the implacable enemy 62
become the infinitely small 45
become the instrument which 79
become the inveterate enemy 46
become the legitimate owner 55
become the legitimate ruler 44
become the palestinian state 64
become the particular focus 42
become the preeminent leader 55
become the preeminent power 113
become the principles alone 158
become the privileged class 63
become the proprietor thereof 77
become the recognized basis 44
become the recognized leader 748
become the recognized method 77
become the recognized organ 79
become the registered agent 216
become the registered owner 269
become the republican leader 45
become the republican party 370
become the sacrificial lambs 91
become the scientific basis 96
become the scientific method 45
become the structural basis 54
become the stupendous world 42
become the subsequent cells 45
become the successful leader 50
become the successful owner 53
become the successful rival 155
become the technology leader 47
become the territorial lords 42
become the traditional method 79
become the traditional place 41
become the transverse colon 189
become the unconscious habit 55
become the undisputed chief 102
become the undisputed leader 1148
become the undisputed ruler 199
become the undisputed world 141
become the vernacular tongue 142
becoming an accomplice after 49
becoming an attractive option 107
becoming an attractive place 49
becoming an autonomous adult 120
becoming an autonomous force 50
becoming an autonomous region 47
becoming an autonomous state 93
becoming an imperialist power 103
becoming an influential force 63
becoming an institution which 50
becoming an integrated human 138
becoming an integrated whole 95
becoming an interested party 52
becoming an overweight adult 135
becoming an undercover agent 42
becoming so enthusiastic about 77
becoming the confidence which 95
becoming the continuous phase 51
becoming the democratic party 95
becoming the recognized leader 112
becoming the transverse colon 40
becoming the undisputed leader 143
becoming the undisputed ruler 48
bedded or stratified rocks 99
befell the palestinian people 64
befits the monumental style 65
before an acceptable level 76
before an application could 163
before an appreciable change 89
before an apprentice could 93
before an appropriate court 121
before an appropriate forum 52
before an arbitration board 310
before an arbitration court 152
before an arbitration panel 288
before an arbitrator rather 48
before an arbitrator under 85
before an arrangement could 81
before an assessment could 51
before an astonished crowd 99
before an astonished world 257
before an electrical storm 219
before an embroidery frame 101
before an enthusiastic crowd 499
before an evangelical group 47
before an examination board 96
before an examination could 58
before an exhilarating fluid 150
before an experiment could 41
before an explanation could 138
before an illiterate mother 74
before an immigration judge 2407
before an impressive shock 103
before an improvised altar 348
before an improvised court 112
before an indictment could 41
before an individual could 468
before an individual joins 47
before an individual would 70
before an inflexible order 74
before an infringement action 63
before an interested crowd 68
before an interested group 56
before an overwhelming force 449
before an overwhelming power 53
before an overwhelming sense 49
before an unstressed vowel 326
before he cheerfully sprang 53
before he disappeared again 433
before he disappeared beneath 82
before he disappeared under 131
before he discovered where 202
before he encouraged arthur 53
before he eventually found 62
before he remembered about 56
before he remembered where 332
before he undertakes anything 72
before in historical times 59
before it disappeared again 236
before it disappeared below 154
before it disappeared beneath 193
before it disappeared under 246
before my bewildered vision 54
before my enraptured vision 77
before my grandfather could 105
before my grandmother could 49
before my greyhounds could 47
before my obligations under 61
before or immediately after 23127
before the acquisition minus 97
before the adjustment board 206
before the adjustment period 59
before the adjustment takes 49
before the admittedly sound 73
before the adolescent growth 222
before the adolescent period 146
before the adolescent spurt 71
before the alexandrian period 165
before the ambassador could 121
before the antebellum period 71
before the antichrist comes 45
before the appellation would 53
before the application could 199
before the application exits 171
before the appropriate action 60
before the appropriate court 1376
before the appropriate forum 134
before the appropriate state 118
before the arbitration award 158
before the arbitration began 46
before the arbitration board 586
before the arbitration court 1324
before the arbitration panel 248
before the arbitrator shall 134
before the arbitrator which 43
before the archbishop could 69
before the arrangement could 255
before the assailants could 235
before the assemblage broke 44
before the assessment court 54
before the assessment period 80
before the assessment takes 57
before the assignment takes 125
before the astonished court 47
before the astonished crowd 137
before the astonished enemy 47
before the astonished faces 41
before the astonished group 56
before the astonished people 122
before the astonished sight 57
before the astonished vision 68
before the astonished woman 106
before the astonished world 191
before the atmosphere could 40
before the attendants could 116
before the attractive force 48
before the authorities began 74
before the authorities catch 43
before the authorities could 916
before the authorities found 95
before the authorities within 41
before the authorities would 278
before the automobile could 52
before the bankruptcy court 3060
before the bankruptcy judge 1289
before the bankruptcy order 72
before the basketball season 82
before the benediction shall 57
before the beneficiary could 52
before the bifurcation point 45
before the bolsheviks could 77
before the bourgeoisie could 41
before the bridegroom could 57
before the bulldozers moved 110
before the bystanders could 67
before the calamities which 40
before the calamitous defeat 45
before the canterbury tales 332
before the capitalist class 47
before the capitalist order 58
before the capitalist world 85
before the celebration began 84
before the celebration ended 43
before the ceremonies began 393
before the ceremonies begin 124
before the ceremonies could 54
before the chancellor could 81
before the characters enter 47
before the collective farms 49
before the combatants could 49
before the commissary court 126
before the committees which 43
before the commonwealth court 137
before the commonwealth games 52
before the commonwealth period 69
before the commonwealth prime 134
before the communists began 77
before the communists could 271
before the communists moved 42
before the communists would 97
before the competition began 443
before the competition could 98
before the conciliation board 527
before the conference began 2903
before the conference board 118
before the conference broke 293
before the conference could 463
before the conference ended 1029
before the conference meets 298
before the conference opens 177
before the conference table 41
before the conference takes 81
before the conference which 288
before the conference would 168
before the congregation about 57
before the congregation after 63
before the congregation began 59
before the congregation could 168
before the congregation moved 47
before the congregation where 59
before the congregation which 53
before the congregation while 79
before the conjunction joining 63
before the conjunction which 60
before the consistory court 781
before the conspiracy broke 48
before the continents began 50
before the continents broke 124
before the contraction began 48
before the contractor could 86
before the contractor gives 48
before the contractor shall 60
before the convulsions appear 58
before the convulsive stage 68
before the corporation comes 107
before the corporation could 184
before the corporation court 131
before the corporation files 265
before the corporation shall 75
before the corporation would 44
before the corrective action 59
before the crucifixion jesus 65
