babbling away about pig 133
babies born alive die 42
babies born alive who 47
babies born every day 106
babies born every year 655
babies born small for 42
babies born today are 81
babies even though they 125
babies flying round her 41
babies grow older and 44
babies have shown that 332
babies more often than 176
babies soon after they 60
babies take longer than 44
babies were awake and 75
babies were breast fed 118
babies were cared for 436
babies were found dead 42
babies were healthy and 82
babies were named for 100
babies were small and 70
babies were still being 153
babies were taken out 77
babies were thrown out 128
babies will sleep for 50
backed away again and 84
backed away shaking his 44
backed away until her 122
backed away until his 105
backed away until she 434
backed away until they 73
backed desk chair and 99
backed down again and 43
backed down rather than 175
backed their words with 79
backup from which you 67
badges were given out 45
baited their hooks and 265
baited their hooks with 322
bakers from palming off 98
ballad were still lying 76
balled into fists and 512
ballot took place for 59
bamboo cane under his 115
bamboo from which they 42
bamboo pole which can 49
bamboo pole which was 88
bamboo pole would cut 44
banana boat bound for 118
banana bread pudding with 45
banish from writing and 59
banish those which his 47
banish your image for 54
banked hard right and 99
banned during world war 81
banned from driving for 388
banned from holding any 161
banned from playing for 92
banned from playing with 52
banned from running for 242
banned from teaching and 119
banned from teaching for 42
banned from trading with 66
banned from trams and 50
banned from working for 116
banned from working with 102
banned from writing and 44
banned soon after its 87
banner more easily than 48
banner upon which was 275
banyan tree which had 65
banyan tree which has 56
banyan tree which was 75
barbed dart which was 44
barbed spear under thee 52
barbed wire could not 65
barbed wire fence all 90
barbed wire fence and 3418
barbed wire fence are 43
barbed wire fence but 57
barbed wire fence can 57
barbed wire fence for 150
barbed wire fence had 180
barbed wire fence has 60
barbed wire fence near 81
barbed wire fence ran 94
barbed wire fence that 2762
barbed wire fence was 669
barbed wire fence with 701
barbed wire fencing all 84
barbed wire fencing and 501
barbed wire fencing that 115
barbed wire fencing was 82
barbed wire fencing with 78
barbed wire rather than 40
barbed wire strung out 111
barbed wire until they 51
barbed wire where they 73
barbed wire which had 283
barbed wire which was 235
barbed wire while they 50
barbed wire would not 48
barber shop where his 146
barber shop where they 101
barber shop which was 47
barely five months old 118
barely five weeks old 53
barely four months ago 165
barely four months and 40
barely four months old 316
barely four weeks old 45
barely knew where she 111
barely knew which end 148
barely knew which way 56
barely leaving space for 71
barely nine months old 119
barely said hello and 57
barely stay awake long 53
barely three hours ago 97
barely three miles long 104
barely three months ago 316
barely three months and 96
barely three months had 41
barely three months old 497
barely three weeks ago 293
barely three weeks and 40
barely three weeks old 268
barely upon opening them 179
barely wait until they 41
barges rowing about her 85
barges were built and 73
barges were built for 72
barges were laden with 66
barges were waiting for 49
barley bread mixed with 90
barley have shown that 85
barley land which did 88
barley malt syrup and 142
barley were grown and 52
barley were grown for 48
barred dark brown and 115
barred from bidding for 100
barred from books and 42
barred from getting any 42
barred from holding any 646
barred from holding that 42
barred from joining any 66
barred from meeting with 52
barred from nearly all 58
barred from playing any 46
barred from playing for 49
barred from playing with 48
barred from pleading that 90
barred from raising any 77
barred from raising his 61
barred from raising that 44
barred from raising them 51
barred from raising this 53
barred from running for 611
barred from seeking any 77
barred from showing that 101
barred from sitting for 40
barred from teaching and 74
barred from trade with 67
barred from trading with 142
barred from within and 49
barred from working for 198
barred from working with 137
barred their doors and 380
barred their gates and 45
barrel from which they 47
barren land which can 41
barren land which had 45
barren land which has 44
barren land which they 47
barren land which was 40
barren sand dunes and 95
barren sand hills and 56
barren spot where sad 69
barrios from which they 40
barter their blood for 258
barter their goods and 106
barter their goods for 612
barter their goods with 232
barter their labor for 96
barter their lives for 167
barter their skins and 112
barter their souls for 472
barter their votes for 182
barter their wares and 46
barter their wares for 234
barter their wares with 95
barter warm straw and 123
basalt lava flows and 296
basalt lava flows are 121
basalt lava flows that 210
basins been forming for 55
basins from which they 102
basins have shown that 143
basins into which they 92
basket ball games and 41
basket case right now 53
basket cell axons and 68
basket from above and 47
basket from under her 42
basket from which she 165
basket from which they 126
basket into which all 127
basket into which are 54
basket into which she 254
basket into which they 78
basket into which you 77
bastion from which they 56
batter down doors and 42
batter down walls and 103
batter their wives and 271
batter their wives are 196
battle came nearer and 66
battle during which both 46
battle during which they 61
battle during world war 814
battle even though they 91
battle from which his 41
battle from which she 44
battle from which they 279
battle from which you 50
battle from world war 54
battle gets under way 54
battle into which they 77
battle line could not 50
battle many times and 132
battle more often than 149
battle nothing could get 63
battle once again for 55
battle once again with 210
battle over again and 181
battle over again with 138
battle over funding for 56
battle over power and 121
battle over wages and 42
battle over which one 43
battle raging within her 77
battle raging within him 117
battle ship which had 102
battle ship which was 44
battle soon raged with 50
battle taking place for 50
battle taking place near 58
battle three times than 83
battle took place and 772
battle took place but 49
battle took place for 152
battle took place near 2547
battle took place not 189
battle took place off 815
battle took place that 444
battle took place two 82
battle took place was 131
battle took place with 547
battle upon mules and 42
battle upon which all 93
battle upon which his 50
battle upon which they 52
battle went badly for 151
battle were cared for 51
battle will never end 115
beached their boats and 189
beached their canoes and 161
beached their craft and 124
beached their ships and 174
beaches during world war 71
beaches from which they 51
beaches were black with 66
beaches were lined with 127
beaches were mined and 61
bearded face peering out 41
bearers were waiting for 62
bearers will carry you 46
beastly cold while one 45
beastly hole worse than 42
beavers were dried and 92
became also lords with 113
became angry about his 43
became angry about this 77
became angry again and 79
became best known and 96
became best known for 3240
became best known was 119
became born again and 76
became busy again with 43
became calm again and 171
became clear about this 41
became clear after his 103
became clear after they 41
became clear after two 45
became clear again and 120
became clear again that 115
became clear either that 40
became clear later that 1338
became clear which was 40
became clear which way 100
became code words for 170
became dark again and 60
became dark brown and 107
became dark green and 53
became during world war 80
became even easier for 139
became even freer and 42
became even longer and 95
became even longer than 45
became even lower than 58
became even paler and 56
became even paler than 156
became even weaker and 55
became even weaker than 56
became even wider and 77
became even wider than 49
became even wiser than 43
became even worse and 209
became even worse for 252
became even worse than 764
became even worse with 197
became ever after his 46
became ever longer and 74
became ever weaker and 49
became ever wider and 109
became folk heroes and 59
became full grown and 51
became gods after death 83
became great chums and 54
became half owner and 49
became hard balls and 64
became land agent for 64
became less acute and 202
became less acute with 51
became less black and 43
became less bulky and 44
became less close and 73
became less cruel and 84
became less dense and 268
became less every day 73
became less fixed and 64
became less fluid and 44
became less happy with 44
became less harsh and 140
became less human and 56
became less light and 43
became less local and 80
became less noisy and 48
became less rapid and 95
became less rather than 409
became less rigid and 416
became less risky and 44
became less roman and 48
became less rural and 49
became less sharp and 86
became less social and 69
became less steep and 202
became less stiff and 128
became less strong and 160
became less tense and 299
became less timid and 68
became less uneasy and 42
became less vague and 73
became less viable and 49
became less vivid and 123
became less vocal and 55
became less willing and 55
became less willing than 77
became like father and 98
became living proof that 152
became lord mayor and 89
became lord privy seal 4259
became more acute and 1862
became more acute due 58
became more acute each 60
became more acute for 177
became more acute than 831
became more acute with 1008
became more adept and 129
became more adept than 54
became more adept with 68
became more alert and 793
became more alert than 74
became more alike than 57
became more alive and 279
became more alive than 78
became more aloof and 97
became more ample and 77
became more awake and 51
became more aware and 395
became more aware not 43
became more aware than 436
became more aware that 2361
became more awful and 67
became more black and 64
became more bland and 48
became more brave and 87
became more brisk and 114
became more brisk than 56
became more civil and 71
became more close and 161
became more craving and 90
became more crude and 46
became more cruel and 329
became more cruel than 140
became more cunning and 80
became more deadly and 147
became more deadly than 113
became more dense and 809
became more dense than 54
became more dense with 41
became more drawn out 60
became more equal and 135
became more equal than 63
became more erect and 56
became more exact and 203
became more faint and 209
became more fatal than 110
became more feared than 55
became more fixed and 484
became more fixed than 71
became more fluid and 541
became more fluid than 42
became more frail and 103
became more frank and 114
became more fully and 129
became more fully than 40
became more genial and 70
became more glaring and 74
became more glaring than 40
became more grand and 142
became more grave and 332
became more grave than 43
