bad accident hath happened 47
bad decisions and mistakes 43
bad economic and financial 76
bad elements are negative 40
bad harpists are produced 69
bad harvests and economic 72
bad harvests had occurred 44
bad outcomes for children 45
bad pictures and discount 194
bad products and services 44
bad relations with pakistan 63
bad sanitary and hygienic 51
bad subjects for operation 54
bad subjects for surgical 50
bad treatment she received 110
bad treatment they received 277
bag containing his personal 72
bar preventing all indigent 55
bar recovery for injuries 180
beam currents are required 65
beam splitter and directed 55
bear children and maintain 42
bear children and therefore 86
bear children are likewise 63
bear children for calamity 427
bear children who resemble 87
bear contempt and reproach 41
bear hardship and exposure 89
bear hardship and privation 126
bear injuries with humility 270
bear injuries with meekness 50
bear injuries with patience 189
bear positive and negative 86
bed complete with mattress 40
bed mobility and transfer 64
bee alighted and strolled 51
being absolute and complete 45
being absolute and infinite 70
being absorbed and narrowed 101
being absorbed and replaced 54
being absorbed and retained 106
being absorbed and utilized 122
being accepted and affirmed 41
being accepted and approved 164
being accepted and defended 47
being accepted and embraced 47
being accepted and followed 103
being accepted and included 50
being accepted and recorded 65
being accepted and rejected 69
being accepted and welcomed 59
being accepted for admission 116
being accepted for military 64
being accepted for treatment 131
being accurate and complete 207
being achieved both directly 121
being adaptive and flexible 43
being adjusted for inflation 361
being admitted and enrolled 191
being admitted and ratified 58
being admitted and received 72
being admitted for treatment 125
being affected with huntington 132
being agreeable and insisted 55
being american and therefore 49
being analyzed and compared 100
being analyzed and prepared 50
being approved and accepted 132
being arrested and confined 131
being arrested and conveyed 68
being arrested and deported 412
being arrested and detained 922
being arrested and examined 119
being arrested and executed 286
being arrested and expelled 46
being arrested and harassed 95
being arrested and interned 45
being arrested and possibly 46
being arrested and punished 312
being arrested and retained 97
being arrested and returned 92
being arrested and tortured 624
being arrested for assaulting 60
being arrested for attempting 44
being arrested for burglary 73
being arrested for committing 54
being arrested for criminal 70
being arrested for disturbing 82
being arrested for domestic 73
being arrested for indecent 165
being arrested for possessing 78
being arrested for protesting 63
being arrested for soliciting 72
being arrested for trespass 42
being arrested for unlawful 42
being arrested for vagrancy 503
being assessed for possible 149
being attacked and captured 101
being attacked and defended 146
being attacked and denounce 194
being attacked and devoured 219
being attacked and harassed 122
being attacked and insulted 46
being attacked and murdered 228
being attacked and occupied 96
being attacked and pillaged 40
being attacked and severely 42
being attacked and stripped 49
being attacked and threatened 162
being attacked with impunity 42
being attended with complete 64
being attended with constant 80
being attended with evolution 56
being attended with symptoms 60
being baptized and admitted 61
being baptized and received 50
being barefoot and otherwise 117
being barefoot and pregnant 58
being beautiful and graceful 40
being begotten and proceeding 46
being beholden for literary 97
being besieged with questions 117
being besieged with requests 141
being besought and entreated 51
being betrayed and deserted 58
being bypassed for promotion 64
being captured and enslaved 349
being captured and executed 324
being captured and punished 84
being captured and returned 213
being captured and tortured 756
being careless and slovenly 154
being centered and grounded 61
being cheerful and friendly 66
being combined with carbonic 40
being combined with hydrogen 46
being combined with industry 58
being compared are actually 77
being compared with children 48
being compared with standard 137
being compiled and analyzed 58
being complete and accurate 147
being concrete and definite 41
being concrete and specific 225
being confined with infected 43
being constant and habitual 82
being consumed with curiosity 46
being courteous and friendly 101
being crippled with arthritis 91
being daintily and tenderly 49
being deceived and betrayed 151
being deepened and enriched 118
being deepened and extended 48
being degraded and enslaved 41
being degraded and replaced 93
being delicate and beautiful 72
being demanded and obtained 50
being demanded and supplied 161
being demanded his judgment 53
being depleted and degraded 56
being deserted and betrayed 47
being designed and deployed 57
being designed and executed 164
being designed and marketed 96
being designed and operated 58
being designed and produced 250
being designed for children 60
being designed for operation 125
being designed for specific 93
being designed for students 46
being desirous and resolved 130
being despised and rejected 381
being destined for eternity 80
being destined for greatness 49
being detained and deported 62
being detained and tortured 184
being detained for questioning 591
being detected and arrested 53
being detected and attacked 78
being detected and punished 448
being detected and reported 104
being diagnosed hiv positive 87
being diagnosed with advanced 56
being diagnosed with attention 79
being diagnosed with cervical 44
being diagnosed with increased 111
being diagnosed with multiple 109
being diagnosed with prostate 364
being diagnosed with terminal 133
being digested and absorbed 686
being directed and financed 77
being directed and governed 62
being disarmed and interned 41
being disliked and rejected 107
being distinct and separate 1067
being diverted for military 75
being divorced for adultery 67
being downward and backward 60
being earmarked for specific 56
being educated and prepared 43
