babbling noise when they 181
babies begin life with 54
babies every time they 64
babies raise when they 44
babies taken from them 53
babies weigh less than 167
babies weigh more than 75
babies would have had 61
backed chair much too 52
backup every other day 59
backup every time you 64
baffling weather gave them 77
balled fists into his 106
ballet fancy free and 40
ballot boxes from all 55
ballot boxes were being 83
ballot boxes were not 203
ballot paper from any 111
ballot paper more than 66
ballot paper other than 103
ballot paper will not 58
ballot would make any 95
bamboo fishing pole and 110
bamboo poles used for 89
banded angels when they 199
banish every other fear 43
banish george from her 48
banish plump jack and 47
banish sleep from his 375
banker lends among his 206
banker whose firm was 40
banker whose name was 73
banned bible reading and 45
banned night work for 136
barbed arrow from his 78
barber whose shop was 99
barely alive when they 110
barely awake when she 40
barely begun when she 73
barely begun when they 81
barely breaking even and 67
barely breaking even with 41
barely broke even and 61
barely could make out 86
barely crawl into bed 56
barely eight years old 978
barely fifty years ago 337
barely fifty years old 705
barely force their way 49
barely forty years ago 237
barely forty years old 650
barely found room for 45
barely holding back her 97
barely holding back his 88
barely holding onto his 68
barely holding their own 1243
barely keeping body and 135
barely keeping pace with 1087
barely keeping your head 47
barely keeps pace with 364
barely knowing what she 72
barely knows what one 124
barely leaves room for 78
barely light when they 50
barely moved from her 44
barely moved from his 71
barely moved into his 43
barely moved when she 157
barely risen from his 50
barely saved from being 114
barely saved from death 52
barely seven years ago 97
barely seven years old 931
barely sixty years ago 158
barely sixty years old 161
barely spoke when they 46
barely stand upon his 144
barely taken into his 53
barely thirty when she 41
barely thirty years ago 280
barely thirty years old 1784
barely would have him 65
barely write their own 116
barges butting their way 59
barges gliding back and 98
barges piled high with 375
barges which were being 41
barges which were then 41
barley beards slid off 59
barons would have had 53
barred every door and 67
barred women from its 75
barrel chest rose and 49
barren title hast thou 43
barrow piled high with 95
basest metal upon him 49
basins where there are 141
basins which have not 74
basket dangling from her 68
basket dangling from one 43
basket every time you 103
basket heaped high with 103
basket piled high with 1375
basket which made her 103
batter shall take his 41
battle armed only with 324
battle began upon our 136
battle burst upon them 101
battle ended only with 111
battle flags flying and 51
battle flags upon them 63
battle knows more than 286
battle lasting less than 64
battle lasting more than 93
battle lines have not 56
battle lines were being 2058
battle lines were not 299
battle lines were now 363
battle lines were set 86
battle lines were thus 154
battle might break out 65
battle might have had 157
battle moved back and 52
battle never came off 49
battle raged back and 454
battle raged fast and 61
battle raged from one 48
battle raged loud and 54
battle raged over his 51
battle raged over this 42
battle rages back and 51
battle rages loud and 611
battle scene into one 45
battle ships ready for 48
battle ships were not 267
battle sleep heard this 153
battle still upon him 103
battle swept back and 76
battle under their own 96
battle where more than 45
battle where there was 92
battle which bears its 72
battle which cost him 99
battle which cost them 77
battle which ends with 42
battle which gave him 115
battle which made him 107
battle which must end 53
battle which took its 48
battle which will bring 46
battle which will end 75
battle while leading his 58
battle whose eyes are 44
battle within their own 75
battle would break out 90
battle would give him 51
battle would have had 219
battle would last for 46
battle would rage for 53
battle would take its 40
battle would turn out 95
battling about gold and 49
bazaar dance when may 45
beaches where there are 246
beaches where there was 59
bearded caesar have not 277
bearded faces upon both 55
beastly drunk were they 43
beavers build dams and 64
became acute during his 40
became acute when she 43
became acute when they 44
became after their death 43
became again calm and 42
became again cold and 54
became again flat and 45
became again what she 56
became again what they 132
became amply clear that 189
became anything more than 752
became anything other than 117
became aware also that 347
became aware during this 49
became aware just how 114
became aware just then 64
became aware more than 50
became aware there was 290
became aware when they 40
became binding upon all 237
became binding upon him 56
became binding upon them 47
became blind when she 41
became blood like that 68
became chief cook and 61
became daily fare for 41
became daily less and 85
became daily more and 3483
became daily more dear 51
became deadly pale and 80
became deathly pale and 149
became deathly sick and 102
became drawn into this 57
became drawn more and 47
became easier when she 52
became easier when they 68
became eight years old 112
became fifty years old 67
became first cold and 113
became first lady and 44
became first lord and 104
became fixed more and 42
became fixed upon her 202
became fixed upon him 108
became fixed upon his 94
became fixed upon one 88
became fixed upon that 44
became fixed upon them 62
became forty years old 81
became freed from all 94
became freed from his 48
became freed from its 48
became fully clear that 42
became fused into one 1104
became guinea pigs for 71
became human beings and 63
became known also for 63
became known also that 239
became known among all 51
became known among her 106
became known among his 569
became known among its 59
became known among men 48
became known among our 54
became known among them 388
became known during his 111
became known during this 107
became known from his 68
became known from its 131
became known from one 149
became known from that 128
became known from then 59
became known from this 45
became known here that 61
became known less for 45
became known more and 84
became known more for 214
became known more than 89
became known next day 74
became known over all 76
became known there that 291
became known there was 879
became known what had 87
became known what they 43
became known what was 90
became known when his 66
became known when she 61
became known when they 102
became lords over all 44
became mingled more and 48
became noted among his 69
became odious unto them 74
became piled high with 55
became pitch dark and 90
became queen when she 69
became quiet save for 51
became quiet when she 41
became quiet when they 75
became quite angry and 627
became quite angry that 43
became quite angry with 437
became quite bold and 55
became quite calm and 295
became quite clear and 255
became quite clear how 85
became quite clear that 15103
became quite clear why 77
became quite clear with 72
became quite cold and 120
became quite cool and 88
became quite dark and 228
became quite flat and 42
became quite free and 60
became quite good and 47
became quite hard and 67
became quite loud and 66
became quite mild and 48
became quite open and 85
became quite pale and 113
became quite pale with 47
became quite rich and 74
became quite sick and 133
became quite sick with 89
became quite soft and 92
became quite sore and 41
became quite sure that 306
became quite tame and 535
became quite warm and 171
became quite well and 65
became quite well off 113
became quite wild and 101
became quite wild with 78
became quite worn out 83
became quite young and 58
became rather clear that 210
became rather dull and 126
became rather less than 40
became rather like that 47
became rather more than 215
became really angry and 144
became really angry with 153
became really clear that 49
became ruler over all 146
became sadly clear that 46
became serfs upon his 40
became seven years old 128
became sixty years old 68
became split into two 1010
became staging areas for 106
became still less and 78
became still more and 349
became still more than 45
became stony like her 44
became thirty years old 110
became under scot kings 58
became uneasy when she 75
became uneasy when they 123
became upset when her 83
became upset when his 99
became upset when she 341
became upset when they 346
became weaker from day 69
became wealthy from his 146
became which just now 49
became world wide and 55
became worse from day 241
became worse from year 48
became worse when his 78
became worse when she 199
became worse when they 98
became yearly more and 151
become about their own 51
become about what you 45
become after these long 46
become again living and 57
become again ready for 51
become again what she 219
become again what they 406
become again what you 66
become alive unto god 55
become alive when they 107
become amply clear that 459
become angels when they 166
become anything else but 157
become anything else than 290
become anything less than 150
become anything more than 2891
become anything other than 1360
become aware also that 115
become aware during his 55
become aware just how 81
become aware more and 43
become aware more than 83
become aware there was 48
become aware when they 105
become aware when you 96
become badly worn and 121
become binding even for 150
become binding upon all 632
become binding upon any 51
become binding upon both 90
become binding upon him 105
become binding upon them 193
become black from age 40
become blind from this 47
become bored when they 123
become built into his 42
become built into our 49
become daily less and 53
become daily more and 994
become deathly pale and 45
become dense over all 75
become dizzy when they 68
become drawn into this 49
become easier once you 64
become easier prey for 56
become easier when they 43
become easier when you 124
become eight years old 40
become either poor and 114
become erect when they 53
become facts when they 53
become false when they 81
become fifty years old 53
become fixed upon him 64
become fixed upon its 71
become fixed when they 60
become forty years old 45
become freed from all 277
become freed from his 40
become freed from its 158
