babble idly and libel 46
babbling over its stony 305
babies born for every 93
babies born per woman 43
babies born with fetal 79
babies died for every 49
babies during and after 56
babies during this period 102
babies from six months 86
babies grow and change 91
babies hate being taken 48
babies into this world 344
babies left and right 119
babies more than anything 46
babies over six months 201
babies were all right 138
babies were not given 53
babies were six months 132
babies were too small 80
babies were two months 42
babies when they cried 162
babies when they first 101
babies when they hatch 64
backed away and asked 66
backed away and began 292
backed away and bowed 68
backed away and drove 42
backed away and found 84
backed away and headed 165
backed away and leaned 121
backed away and moved 148
backed away and shook 128
backed away and stood 416
backed away and tried 137
backed away and waved 59
backed away and wiped 41
backed away two paces 49
backed away two steps 143
backed comb and brush 149
backed diem for eight 61
backed down and asked 49
backed down and began 68
backed down and ended 47
backed down and never 62
backed down and tried 71
backed down and would 50
backed down two steps 46
backed into his chair 73
backed into that place 69
backup heating and cooling 78
backup type that backs 126
baffle those who would 57
baffling their own reason 67
bakery more than sixty 69
ballad upon sir thomas 42
ballot into his hands 69
ballot vote was taken 69
balsam from his sides 94
bamboo mats for walls 85
bamboo pole with which 56
bamboo ringed with bands 41
banana peel and broke 40
banana peel and falls 72
banded dark and light 44
banish care and crime 58
banish from her voice 116
banish from his breast 98
banish from his cheek 80
banish from his court 100
banish from his house 138
banish from his kingdom 53
banish from his sight 90
banish from its bosom 49
banish from our hearts 670
banish from our lives 76
banish from our midst 152
banish from our minds 3095
banish from our sight 63
banish from our souls 42
banish from this place 110
banish from this world 44
banked into its final 46
banked left and headed 58
banked left and right 45
banker deals two cards 71
banker like his father 123
banker when his notes 221
banker will not allow 45
banker wrung his hands 80
banned during this period 81
banned from being shown 68
banned from our house 97
banned from use within 42
banner from his hands 64
banner from its staff 72
banner from our hands 71
banner high and march 120
banner into his hands 45
banner only they could 102
banner over thee shall 40
banner upon his lance 65
banyan tree that stood 67
barbed wire all round 249
barbed wire and armed 1620
barbed wire and began 105
barbed wire and booby 191
barbed wire and brick 63
barbed wire and chain 137
barbed wire and could 106
barbed wire and cross 45
barbed wire and every 45
barbed wire and fence 137
barbed wire and fencing 154
barbed wire and glass 105
barbed wire and guard 1146
barbed wire and metal 123
barbed wire and mines 594
barbed wire and nails 89
barbed wire and posts 103
barbed wire and putting 59
barbed wire and razor 165
barbed wire and rusty 46
barbed wire and shell 256
barbed wire and signs 109
barbed wire and steel 426
barbed wire and stone 72
barbed wire and tanks 73
barbed wire and tried 54
barbed wire and under 532
barbed wire and walls 64
barbed wire and warning 50
barbed wire and watch 391
barbed wire and woven 162
barbed wire for fencing 504
barbed wire that could 46
barbed wire that would 112
barbed wire was built 48
barbed wire was first 105
barbed wire was still 137
barbed wire was strung 350
barbed wire was taken 40
barbed wire with which 169
barber plying his trade 50
barber shop and asked 234
barber shop and beauty 871
barber will not shave 72
barely came out alive 41
barely feed and clothe 136
barely feel her fingers 55
barely feel his touch 41
barely felt her touch 166
barely felt his touch 41
barely find her voice 125
barely find his voice 122
barely five and thirty 45
barely gone ten yards 43
barely gone two steps 40
barely heard her father 46
barely heard her mother 150
barely heard her voice 81
barely heard her words 199
barely heard him above 65
barely heard his father 42
barely heard his reply 40
barely heard his voice 79
barely heard his words 361
barely hearing his words 43
barely into her teens 275
barely into his teens 391
barely keep her hands 96
barely keep her voice 41
barely keep him alive 47
barely keep his footing 47
barely keep his hands 203
barely keep his voice 79
barely keep our fleet 48
barely keep them alive 128
barely kept him alive 89
barely kept them alive 214
barely knew her father 205
barely knew his father 170
barely knew his mother 55
barely knew this woman 153
barely leave our thorns 84
barely made any noise 67
barely make out anything 143
barely make out where 146
barely making any money 45
barely making any sound 45
barely more than eight 78
barely more than fifty 173
barely more than forty 90
barely more than names 52
barely more than seven 93
barely more than sixty 56
barely more than thirty 186
barely more than twice 174
barely move her fingers 49
barely move his fingers 93
barely move his limbs 51
barely move his right 41
barely past his teens 57
barely reach his elbow 60
barely reading and writing 99
barely rising and falling 132
barely said ten words 67
barely said two words 588
barely seen her since 75
barely seen him since 150
barely seen you since 50
barely skin and bones 43
barely string two words 71
barely tell them apart 276
barely tinged with green 46
barely walk and could 53
barged into her house 80
barged into his house 112
barged into our house 64
barges were being built 73
barges were being towed 83
barked into his phone 51
barley bread and black 118
barley bread and brown 56
barley bread and ditch 112
barley bread and dried 93
barley bread and drink 40
barley bread and honey 110
barley bread and muddy 253
barley bread and water 507
barley used for malting 186
barons like jay gould 41
barons said they would 43
barons were too strong 41
barred from all claim 72
barred from all forms 50
barred from all right 72
barred from any action 54
barred from any claim 102
barred from any legal 48
barred from any right 68
barred from any share 54
barred from any social 40
barred from doing anything 105
barred from his right 118
barred from suing under 51
barred over with small 129
barrel over and above 89
barren farm and failing 92
barren from its amazing 111
barren ocean that still 56
barren sand and rocks 74
barren ways and chill 144
barter away his honor 103
barter away that light 220
barter like that which 40
basalt show that about 41
basest weed that grows 62
basins fill with water 50
basins open and close 96
basket ball and track 58
basket down and began 44
basket from her hands 155
basket from her mother 53
basket from his hands 62
basket from his mother 52
basket hanging one morning 98
basket into her hands 75
basket into his hands 58
basket upon his tools 50
basket used for holding 44
basket used for keeping 46
basket used for storing 96
basket were all kinds 111
batted ball that lands 150
batted ball that rolls 146
batter down his walls 113
batter down its walls 208
batter will not stick 43
battle axes and spears 131
battle during and after 45
battle during this period 148
battle ebbs and flows 250
battle firm doth stand 323
battle from both sides 103
battle from that point 46
battle from this point 75
battle like that which 83
battle line had moved 40
battle line was drawn 481
battle line was still 42
battle more than anything 85
battle over this issue 365
battle over who owned 94
battle over who would 811
battle plan that would 173
battle plan was based 49
battle plan was drawn 79
battle safe and sound 40
battle sent you where 77
battle ship was named 149
battle there was still 46
battle there was which 49
battle those who would 58
battle till they could 104
battle time and again 212
battle were being drawn 124
battle were being waged 94
battle were yet fresh 55
battle when and where 100
battle when they could 66
battle when they found 58
beaches along this coast 184
beaches from san diego 54
bearded mouth that spoke 181
bearded young man named 169
bearded young man whose 96
became able and willing 70
became angry and asked 399
became angry and began 708
became angry and broke 70
became angry and cried 178
became angry and drove 77
became angry and shook 44
became angry and spoke 110
became angry and swore 105
became angry and tried 241
became angry and upset 448
became angry and would 208
became angry and wrote 91
became angry with israel 45
became angry with moses 136
became angry with people 43
became bare and empty 56
became breath and water 76
became busy with plans 44
became calm and began 74
became calm and happy 83
became calm and quiet 591
became calm and steady 74
became calm and still 197
became calm and sunny 59
became cheap and easily 49
became clean and sober 62
became clear and plain 143
became clear and sharp 134
became clear and strong 116
became clear she could 81
became clear she would 144
became clear that about 120
became clear that action 87
became clear that adams 44
became clear that after 639
became clear that alice 42
became clear that anything 68
became clear that apart 98
became clear that athens 64
became clear that atoms 83
became clear that banks 42
became clear that basic 41
became clear that black 201
became clear that blood 134
became clear that brown 131
became clear that caesar 44
became clear that cells 42
