bad been left behind 117
bad cold last winter 45
bad ever been before 48
bad guys were always 71
bad guys were shooting 50
bad guys will always 42
bad ideas from becoming 44
bad luck will attend 124
bad luck will befall 246
bad luck will follow 651
bad luck will result 103
bad luck will strike 44
bad luck will surely 44
bad news came through 92
bad news even before 84
bad news from abroad 237
bad news from across 57
bad news from africa 63
bad news from boston 52
bad news from canada 73
bad news from corinth 108
bad news from england 344
bad news from europe 222
bad news from france 347
bad news from london 213
bad news from mexico 85
bad news from poland 78
bad news from quebec 48
bad news from someone 55
bad news from vienna 62
bad news just before 83
bad news soon enough 155
bad pass from center 271
bad past life hidden 107
bad poets from entering 47
bad poets will expect 76
bad sign when someone 54
bad snap from center 97
bad sons were struck 50
bad will ever happen 644
bag must have fallen 46
ban came into effect 228
ban went into effect 990
bar code reading device 44
bar code reading system 79
bar have their messes 43
bar having been placed 41
bar into four pieces 72
bar into three pieces 42
bar iron from england 71
bar iron from sweden 98
bar iron into england 55
bath having been raised 58
bath will give relief 44
bay mingle their waters 53
beam from many clouds 44
beam must pass through 989
beam upon their pathway 86
beam will lose energy 46
beam will pass through 903
bear along their glossy 40
bear arms into armies 50
bear arms were called 191
bear arms when called 94
bear away more sermon 155
bear away their scalps 135
bear cold much better 42
bear down even harder 158
bear down hard enough 67
bear down into sunlit 49
bear down more heavily 376
bear down most heavily 208
bear down very heavily 96
bear even more heavily 45
bear even when veiled 117
bear good will toward 60
bear having been killed 132
bear much more heavily 392
bear much more weight 158
bear pain much better 43
bear rule over bodies 41
bear their full burden 94
bear their full weight 121
bear their heavy burden 97
bear upon other nations 46
bear upon south africa 77
bear upon such issues 123
bear upon their bodies 190
bear upon their bosoms 270
bear upon their breasts 97
bear upon their rulers 47
bear upon their shield 103
bear upon their waters 46
bear upon these indians 48
bear upon these issues 296
bear upon these points 211
bear upon your person 88
bear very high prices 54
bear very much reality 3484
bear your aged friend 48
bear your good wishes 52
beat down open murmur 60
beat down their lances 66
beat down their prices 80
beat down their rooted 50
beat down their swords 124
beat down their weapons 145
beat down these rebels 63
beat much more slowly 92
beat upon their anvils 41
beat upon their breasts 899
beat upon these little 87
beat very fast indeed 62
bed early most nights 94
bed have been folded 199
bed only when sleepy 1037
bed some time before 640
bed three days before 141
bed till past twelve 104
bed very early indeed 118
bee flying from flower 73
beg leave most humbly 776
beg their bread before 81
beg their bread through 50
being acts upon another 184
being also much larger 65
being among their number 462
being among those chosen 94
being among those killed 114
being anon twin halves 257
being away from england 509
being away from family 1061
being away from london 271
being away from school 849
being bent cold through 137
being bent upon itself 204
being born into another 367
being born just before 43
being cast into cannon 116
being cast into prison 2153
being come from england 183
being come from london 76
being come into england 82
being come into france 49
being coming from another 120
being damn fool enough 48
being done also abroad 47
being done even before 61
being done fast enough 108
being done into english 261
being done more cheaply 50
being done much better 198
being done there should 42
being done well enough 242
being duly gone through 205
being even less likely 40
being even more active 81
being even more anxious 61
being even more brutal 45
being even more clearly 49
being even more common 79
being even more deeply 52
being even more heavily 52
being even more highly 115
being even more likely 59
being even more marked 462
being even more remote 42
being even more serious 61
being even more severe 107
being even more striking 44
being even more stupid 48
being even more violent 74
being even more widely 62
being even more zealous 45
being ever more clearly 76
being ever more deeply 60
being ever more firmly 50
being ever more widely 299
being ever very blooming 97
being felt more keenly 153
being felt most keenly 65
being five feet eleven 82
being five years before 91
being five years behind 110
being five years younger 172
being flung into prison 173
being four days before 42
being four days without 63
being four feet square 40
being four years before 98
being four years younger 264
being free from arrest 55
being free from attack 70
