baby snuggled against her 43
back injuries account for 172
back pressure turbine and 47
ball mortally wounded him 43
ball slightly smaller than 103
band increases linearly with 44
bank accounts because they 172
bank balances enabled them 43
bank deposits account for 107
bank receives payment for 46
bare branches covered with 67
bare conceiving faculty has 40
bare describing function has 53
bare majority against him 51
bark fastened together with 45
base breakdown voltage with 113
base directed upwards and 70
bast slippers restoring him 93
beams fastened together with 42
beard slightly streaked with 62
bearing capacity equation for 184
bearing capacity factors and 230
bearing capacity factors are 411
bearing capacity factors for 646
bearing capacity failure and 144
bearing christian witness and 55
bearing messages informing sir 67
bearing panniers stuffed out 85
bearing slightly reduces its 50
beating violently against his 40
beating violently against our 75
been abducted against her 72
been accepted because they 331
been accepted together with 54
been accorded respect and 51
been achieved because they 77
been achieved between them 114
been achieved between two 82
been achieved despite its 54
been achieved exactly for 60
been achieved largely with 71
been achieved quickly and 54
been achieved together with 109
been achieved towards this 60
been acquired because they 100
been acquired legally and 56
been acquired together with 88
been actively agitating for 42
been actively carried out 647
been actively competing for 61
been actively competing with 43
been actively debated for 54
been actively expanding its 58
been actively preparing for 278
been actively promoting and 63
been actively promoting its 57
been actively promoting this 41
been actively pursued and 126
been actively pursued for 283
been actively pursued with 41
been actively studied and 94
been actively studied for 193
been actually adopted and 41
been actually adopted for 49
been actually awarded and 42
been actually carried out 1178
been actually charged with 56
been actually covered with 54
been actually elected and 50
been actually enjoyed and 45
been actually enjoyed for 46
been actually familiar with 48
been actually present and 45
been actually present with 49
been actually printed and 56
been actually realized and 82
been actually scooped out 234
been actually severed and 52
been actually shipped and 59
been actually written and 70
been actually written off 111
been adequate grounds for 74
been adjudged against him 99
been adjusted between them 63
been admitted against him 70
been admitted because she 42
been admitted because they 172
been advanced against all 104
been advanced against him 356
been advanced against his 137
been advanced against its 68
been advanced against our 56
been advanced against that 52
been advanced against them 278
been advanced against this 585
been advanced regarding its 61
been advocating exactly this 41
been affected because they 45
been agitated between them 64
been amicably arranged with 49
been amicably settled and 141
been analyzed together with 56
been answered because they 51
been anxiously awaited for 58
been anxiously expecting for 114
been anxiously expecting her 51
been anxiously expecting him 101
been anxiously expecting his 65
been anxiously expecting that 90
been anxiously expecting you 93
been anxiously listening for 153
been anxiously watched for 96
been approved because they 56
been arrested because her 48
been arrested because his 75
been arrested because she 122
been arrested because they 483
been arrested because you 45
been arrested charged with 129
been arrested together with 380
been assembling material for 72
been asserted against him 75
been assessed against her 65
been assessed against him 203
been assessed against one 57
been assessed against them 82
been assigned numbers and 53
been associating himself with 96
been attacked because she 47
been attacked because they 274
been attained quietly and 42
been attended hitherto with 46
been attorney general and 317
been attorney general for 175
been attorney general with 88
been balanced against each 131
been banished because they 56
been baptized because they 49
been becalmed outside all 45
been believed hitherto that 123
been betrothed against her 81
been bitterly debated for 44
been bitterly opposed and 78
been brightly colored and 40
been brightly painted and 47
been broached between them 103
been business manager for 68
been campaign manager for 142
been canceled because they 47
been canvassing support for 51
been captured because they 70
been captured together with 172
been cautioned against this 115
been cautioned against using 45
been cemented together and 55
been cemented together with 207
been children together and 60
been closeted together for 205
been cogently pointed out 107
been collecting material and 64
been collecting material for 1090
been collusion between them 49
been combined because they 71
been combined together and 57
been comforting himself with 94
been committing murders and 65
been commonly adopted for 60
been commonly alleged that 110
been commonly applied for 47
been commonly assumed that 4472
been commonly carried out 44
been commonly kindled and 46
been commonly reputed and 62
been compared against each 49
been compiled largely with 54
been compiled together with 52
been concerning himself with 176
been concerting measures with 71
been conducting himself with 54
been conducting research and 450
been conducting research for 226
been conducting research that 97
been conducting research with 148
been conducting studies and 62
been conducting studies for 64
been confined between two 60
been confined indoors for 74
been conflict between them 61
been confused because they 47
been confusion between this 49
been conspiring against her 56
been conspiring against him 239
been conspiring against you 75
been constant friction and 40
been constant inquiry for 122
been constant trouble with 58
been consulting engineer for 86
been contending against each 78
been contending against one 49
been contending together for 67
been convincing himself that 119
been copiously pointed out 44
been credible reports that 95
been credibly assured that 49
been dangerous company for 58
been declared against all 62
been declared against any 48
been declared against both 83
been declared against her 49
been declared against him 282
been declared against his 92
been declared against them 289
been declared against you 123
been declared between that 49
been declared between them 211
been declared between two 63
been declared elected and 89
been declared illegal and 684
been declared illegal for 162
been declared illegal per 114
been declared invalid and 178
been declared invalid for 112
been declared legally dead 405
been declared outlaws and 41
been declared personae non 51
been declared persona non 1973
been declared supreme head 41
been declared surplus and 320
been defended against all 52
been defended against any 56
been defended against this 46
been deferred because they 49
been delighting himself with 69
been delivering quality for 218
been deployed against them 66
