babbling day has touched 45
babies and her husband 127
babies are dying because 43
babies are not allowed 118
babies are not bothered 73
babies are not brought 100
babies are not capable 66
babies are not exactly 42
babies are not passive 54
babies are not usually 97
babies can not control 63
babies can not survive 65
babies did not survive 227
babies that are smaller 47
babies who are allowed 142
babies who are beginning 44
babies who are brought 89
babies who are carried 118
babies who are exposed 154
babies who are formula 54
babies who are receiving 81
babies who are smaller 54
babies who are suffering 69
babies who are touched 71
babies who had trouble 55
babies with this problem 59
backed him one hundred 47
backed off and allowed 373
backed off and charged 150
backed off and circled 43
backed off and crawled 52
backed off and decided 208
backed off and dropped 162
backed off and refused 41
backed off and settled 88
backed off and started 490
backed off and stopped 97
backed off and studied 40
backed off and watched 387
backed off and withdrew 58
backed out and refused 76
backed out and slammed 49
backed out and started 146
backup and then restore 125
baffle all his designs 47
baffle all his efforts 104
baffle all our efforts 257
baffling all his enemies 48
bailed out with buckets 51
bairns are aye forward 74
baited him with repeated 45
baited with red flannel 61
balked but not defeated 136
ballad that was popular 59
ballet and tap lessons 92
ballet for his company 54
ballot and was elected 73
ballot box and counted 45
ballot box and elected 44
ballot box and forbids 41
ballot box and proceed 203
ballot box was brought 67
ballot box was carried 75
ballot box was stuffed 61
ballot for all parties 65
ballot for his election 47
ballot for that purpose 104
ballot for this purpose 90
ballot for two persons 4782
ballot law was enacted 54
ballot was being counted 42
ballot was not adopted 143
ballot with his bullets 51
balsam fir and hemlock 201
balsam fir and spruces 58
bamboo for this purpose 48
banded with his fellows 59
bandit hat with ribbons 46
banish all sad thoughts 132
banish all who refused 51
banish war and slavery 209
banker and her husband 52
banker and his clients 64
banker and his friends 100
banker can not increase 43
banker can not recover 47
banker does not receive 53
banker for one hundred 68
banker for two hundred 53
banker who had founded 42
banker who had married 83
banker who had settled 62
banker who has granted 120
banned and its members 173
banned and its offices 41
banned its use because 43
banner and all quality 153
banner that was carried 48
banner with red letters 49
banter with his friends 103
barely fit for service 48
barely had any contact 67
barely hear her whisper 130
barely hear him because 69
barely saw her husband 57
barely see her outline 54
barely see his features 41
barely see its outline 52
barium ions and sulfate 65
barked out his command 40
barley for his baggage 132
barley for our animals 110
barley for this purpose 44
barons and his knights 80
barons had any regular 78
barons had now enjoyed 73
barons was both ancient 83
barons who had adhered 90
barons who had brought 48
barons who had hitherto 193
barons who had invited 44
barons who had opposed 54
barons who had refused 102
barons who had settled 58
barons who had yielded 58
barrel was being lowered 66
barrel was being scraped 68
barren than its billows 176
barter deal with germany 165
barter with our vessels 49
basalt are both present 45
basely and not befitting 72
bashed her head against 125
bashed his head against 352
bashed its head against 126
bashes his head against 56
basins for this purpose 63
basins that lie between 119
basket and its butcher 124
basket and they started 102
basket for that purpose 62
basket for this purpose 98
basket she had brought 391
basket she had carried 65
basket she had dropped 40
basket that she carried 158
basket they had brought 126
basket was not emptied 45
basket with her flowers 64
basket with its precious 60
basket with two handles 145
bastion that was stormed 51
bathtub does not increase 55
batons and riot shields 55
batted his head against 69
batter and all runners 88
batter for each fritter 81
batter for each pancake 1285
batter had two strikes 40
batter has two strikes 141
batter his head against 367
batter with two strikes 44
battle and for victory 84
battle and his ability 48
battle and his humbled 53
battle and his victory 47
battle and its effects 64
battle and its outcome 289
battle and its results 634
battle and two hundred 44
battle and war against 51
