baked a pumpkin pie 78
banks a stately row 93
based a process for 62
bases a national idea 87
basis a decision can 147
basis i believe that 146
basis i suggest that 111
batting a thousand with 58
bearer a certain sum 494
beasts i brought not 250
began a canvass for 42
began a careful and 150
began a cautious and 57
began a cautious but 41
began a century ago 2166
began a century and 397
began a complex and 45
began a contest for 223
began a contest that 130
began a contest with 116
began a crusade for 387
began a crusade that 183
began a decline that 1181
began a descent that 166
began a dialogue that 332
began a dialogue with 1059
began a dispute that 117
began a dispute with 264
began a drunken man 47
began a dynasty that 155
began a general and 45
began a general law 55
began a gradual and 128
began a gradual but 254
began a hundred and 117
began a hurried and 88
began a journal that 60
began a journey that 1878
began a journey with 93
began a lecture with 97
began a manhunt for 51
began a marriage that 126
began a massive air 119
began a massive and 91
began a painful and 59
began a patient and 55
began a pattern for 44
began a pattern that 755
began a private law 86
began a private war 70
began a process for 62
began a process that 4606
began a program for 437
began a program that 760
began a program with 98
began a project for 139
began a project that 860
began a project with 174
began a quarrel with 386
began a question and 52
began a question with 42
began a regular and 145
began a regular run 52
began a research and 101
began a revival that 114
began a romance that 238
began a romance with 359
began a routine that 303
began a ruthless war 41
began a service that 118
began a shrieking and 83
began a stumbling run 242
began a thorough and 171
began a totally new 78
began a venture that 87
began i realized that 141
beget a peculiar set 84
beget a respect for 74
begin a careful and 48
begin a chapter with 165
begin a comment with 51
begin a contest with 121
begin a crusade for 109
begin a dialogue and 144
begin a dialogue that 517
begin a dialogue with 2237
begin a dispute with 61
begin a european war 52
begin a formula with 116
begin a general war 78
begin a gradual and 44
begin a history with 42
begin a hundred things 52
begin a journey and 58
begin a journey that 1062
begin a journey with 143
begin a lecture with 60
begin a marriage with 102
begin a message with 44
begin a national war 44
begin a picture with 65
begin a process for 93
begin a process that 2232
begin a program and 93
begin a program for 232
begin a program that 413
begin a program with 174
begin a project and 178
begin a project for 71
begin a project that 404
begin a project with 311
begin a quarrel for 44
begin a quarrel with 447
begin a question with 128
begin a regular and 94
begin a research and 44
begin a romance with 65
begin a thorough and 44
begin a totally new 141
begin a typical day 61
begun a century ago 723
begun a century and 171
begun a decline that 170
begun a dialogue that 41
begun a dialogue with 343
begun a hundred and 80
begun a journey that 310
begun a journey with 47
begun a process that 844
begun a program for 103
begun a program that 173
begun a project for 68
begun a project that 107
begun a quarrel with 106
begun a romance with 116
below a certain age 9091
below a certain area 137
below a certain cut 552
below a certain low 182
below a certain mean 208
below a certain per 77
below a certain set 144
below a certain sum 1031
below a hundred and 274
below a minimum age 61
below a minimum set 52
below a peddler was 383
below a previous low 94
below a surface that 111
below a visible red 175
below i certify that 145
beneath a blanket and 149
beneath a blanket that 93
beneath a blanket with 48
beneath a blasted oak 131
beneath a blasted yew 96
beneath a boulder and 51
beneath a certain age 190
beneath a cerulean sky 46
beneath a climate that 40
beneath a clouded sky 384
beneath a covered way 192
beneath a crumbling old 65
beneath a darkening sky 211
beneath a foreign sky 262
beneath a foreign sun 49
beneath a glacier and 111
beneath a glorious sky 69
beneath a gnarled and 74
beneath a gnarled oak 179
beneath a gnarled old 75
beneath a headline that 206
beneath a hemlock eating 42
beneath a hostile sky 65
beneath a massive oak 49
beneath a meridian sun 43
beneath a moonlit sky 103
beneath a noonday sun 68
beneath a northern sky 67
beneath a perfect sky 44
beneath a scorching sun 1045
beneath a sessile oak 85
beneath a southern sky 209
beneath a southern sun 245
beneath a starlit sky 179
beneath a sunless sky 67
beneath a surface that 261
beneath a threatening sky 140
beneath a tumbled heap 74
bidding a servant bring 53
billing a patient for 79
bills a patient for 42
blame a husband for 49
blame a patient for 45
blame a soldier for 54
blast a passage for 42
block a decision that 100
block a hostile bid 41
blowing a certain way 52
blowing a trumpet and 407
blowing a trumpet was 55
blowing a trumpet with 52
blowing a whistle and 432
blowing a whistle for 64
blowing a whistle that 50
blown a dreadful and 56
blown a trumpet and 62
blown a whistle and 55
blows a certain way 61
blows a trumpet and 161
blows a whistle and 971
blows a whistle for 97
board a british man 3379
board a british war 252
board a crowded bus 122
board a foreign man 199
board a frigate and 325
board a frigate for 44
board a frigate that 146
board a hundred and 195
board a neutral war 75
board a private jet 165
board a request for 109
board a shuttle bus 150
board a spanish man 175
board a trolley and 42
board a trolley car 164
board a vehicle that 41
board a warship and 166
board a warship for 90
board a warship off 43
books a hundred and 50
books a library has 77
books i brought her 41
books i brought him 56
books i brought with 290
books i brought you 82
books i carried with 129
books i checked out 157
books i foresee things 52
books i realized that 42
borne a faithful and 60
bosom a treasure that 43
bound a hundred and 97
brave a soldier and 227
breadth a hundred and 107
breaking a federal law 341
breaking a natural law 84
breaking a promise and 186
breaking a promise not 110
breaking a promise than 47
breaking a promise that 247
breaking a promise was 42
breaking a silence that 1039
breaking a traffic law 135
breaks a coconut and 48
breaks a promise and 115
breathe a certain way 92
breathe a diviner air 103
breathe a fervent and 48
breathe a fresher air 208
breathe a fresher and 76
breathe a grosser and 42
breathe a harsher air 82
breathe a liberal and 52
breathe a petition for 42
breathe a sweeter air 95
