bad as previously thought 52
bag is correctly tagged 268
bag of barbecued potato 72
bag of chocolate kisses 247
bag of cinematic tricks 43
bag of groceries inside 46
bag of groceries without 56
bag of political tricks 83
bag of technical tricks 70
ban on advertising clearly 42
ban on advertising serves 143
ban on alcoholic drinks 115
ban on artificial methods 71
ban on biological weapons 302
ban on commercial speech 116
ban on electoral changes 55
ban on federally funded 250
ban on political meetings 354
ban on political speech 105
ban on privately funded 91
ban on protected speech 104
ban on satellite dishes 178
bar in leicester square 44
bar is displayed across 57
bar is sometimes called 69
bar is sometimes placed 47
bar of allegheny county 123
bar of chocolate without 47
bar to appellate review 54
bar to determine whether 164
bar to equitable relief 272
bath is especially useful 76
bath is gradually raised 116
bath is sometimes useful 50
bath of methylated spirit 77
beam at different points 83
beam is deflected across 67
beam is deflected through 230
beam is deflected toward 92
beam is deflected upward 137
beam is delivered through 86
beam is extracted through 64
beam is extremely narrow 41
beam is laterally braced 52
beam is projected across 62
beam is projected through 294
beam is reflected through 99
beam is refracted through 52
beam is repeatedly cooled 61
beam is sometimes called 50
beam is uniformly loaded 345
beam of electrons across 190
beam of electrons emerging 46
beam of electrons entering 58
beam of electrons enters 86
beam of electrons impinges 150
beam of electrons inside 46
beam of electrons instead 484
beam of electrons passed 55
beam of electrons passes 1475
beam of electrons should 70
beam of electrons striking 377
beam of electrons sweeps 82
beam of electrons through 932
beam of electrons toward 108
beam of microwave energy 163
beam of particles passes 54
beam of particles through 50
beam to determine whether 40
beam to penetrate through 102
bear an additional burden 523
bear an additional weight 75
bear an analogous burden 62
bear an evidential burden 65
bear an excessive burden 177
bear an identifying number 55
bear an injustice without 64
bear an undefined burden 49
bear in determining whether 48
bear is familiarly called 47
bear it patiently without 54
bear me conqueror through 132
bear my spiritual anguish 70
bear my testimony before 46
bear no animosity toward 117
bear on attitudes toward 102
bear on important issues 207
bear on important policy 126
bear on parliament itself 61
bear on political issues 214
bear on political leaders 66
bear on practical issues 65
bear on president wilson 65
bear on theoretical issues 162
bear the additional burden 3384
bear the additional charge 49
bear the additional strain 154
bear the additional weight 360
bear the continual stress 59
bear the continued strain 66
bear the copyright notice 267
bear the difficult burden 50
bear the excessive strain 58
bear the exclusive burden 58
bear the monstrous nature 45
bear the necessary burden 53
bear the necessary strain 177
bear the necessary weight 83
bear the political burden 80
bear the ponderous weight 49
bear the principal burden 1026
bear the principal weight 67
bear the separation better 130
bear the slightest degree 41
bear the slightest handling 95
bear the slightest jostling 50
bear the slightest weight 121
bear the statutory notice 82
bear the theoretical weight 58
bear the unbearable sorrow 64
beat an honorable retreat 138
beat an impatient tattoo 224
beat an incessant tattoo 40
beat the baltimore orioles 105
beat the cleveland browns 91
beat the cleveland indians 122
beat the roughened waters 49
bed at different levels 99
bed is sometimes called 44
bed of absorbent cotton 40
bed of activated carbon 744
bed of evergreen boughs 121
bed of fluidized solids 63
bed of hydraulic cement 52
bed of limestone occurs 69
bed of molecular sieves 75
bed of mountains around 46
bed of navigable rivers 75
bed of navigable streams 153
bed of navigable waters 167
bed of vegetable matter 221
bed or vegetable garden 40
bed so popularly places 121
bed the admonishing spirit 63
beg the honorable member 248
beg to introduce myself 287
beg to subscribe myself 3224
being an accessory before 2245
being an accessory thereto 50
being an additional burden 116
being an additional charge 53
being an additional factor 103
being an additional source 163
being an additional volume 142
being an ambulance driver 69
being an amphibious animal 47
being an arbitrary choice 40
being an arbitrary matter 41
being an arbitrary number 78
being an arbitrary symbol 83
being an arbitrary system 42
being an arbitrary vector 57
being an artificial creation 164
being an artificial person 341
being an assistant teacher 42
being an effective fighting 57
being an effective helper 130
being an effective learner 52
being an effective member 175
being an effective mentor 54
being an effective parent 807
being an effective person 88
being an effective public 108
being an effective remedy 46
being an effective school 75
being an effective speaker 159
being an effective teacher 837
being an effective worker 41
being an effective writer 51
being an efficient worker 64
being an elaborate system 50
being an emergency measure 53
being an empirical matter 65
being an energetic person 41
being an equiangular triangle 68
being an equitable remedy 151
being an especially sacred 41
being an exceedingly clever 52
being an exceedingly little 140
being an excellent artist 70
being an excellent athlete 58
being an excellent choice 46
being an excellent dancer 87
being an excellent divine 43
being an excellent doctor 60
being an excellent driver 46
being an excellent farmer 52
being an excellent fellow 55
being an excellent french 95
being an excellent harbor 64
being an excellent hunter 55
being an excellent lawyer 81
being an excellent linguist 115
being an excellent master 852
being an excellent medium 79
being an excellent mentor 44
being an excellent penman 112
being an excellent person 94
being an excellent pianist 70
being an excellent player 165
being an excellent remedy 58
being an excellent sailor 168
being an excellent school 45
being an excellent source 392
being an excellent speaker 150
being an excellent surgeon 141
being an excellent teacher 567
being an excellent training 42
being an excellent walker 204
being an excellent worker 56
being an excellent writer 118
being an excessive burden 45
being an executive member 67
being an exothermic reaction 43
being an expensive luxury 163
being an extensive farmer 50
being an extremely active 75
being an extremely clever 50
being an extremely exacting 55
being an extremely polite 126
being an extremely simple 59
being an extremely useful 116
being an honorable person 101
being an imitative animal 66
being an important agency 50
being an important aspect 639
being an important branch 83
being an important center 119
being an important energy 46
being an important export 91
being an important factor 3911
being an important feature 511
being an important figure 208
being an important market 210
being an important matter 162
being an important measure 46
being an important medium 110
being an important member 357
being an important object 57
being an important person 387
being an important player 76
being an important public 60
being an important source 1494
being an important station 76
being an important symbol 53
being an important target 45
being an inanimate object 204
being an industrial center 147
being an industrial worker 108
being an infectious disease 183
being an insolvent debtor 51
being an insurance broker 51
being an interesting little 64
being an interesting object 48
being an interesting person 151
being an intrinsic feature 55
being an invariable custom 46
being an irrational number 43
being an irregular figure 148
being an isosceles triangle 182
being an objective measure 79
being an objective reality 279
being an orthopedic surgeon 50
being an outspoken critic 76
being an outstanding athlete 123
being an outstanding feature 91
being an outstanding member 46
being an outstanding player 46
being an outstanding teacher 135
being an universal custom 44
being an universal opinion 40
being an unnatural wretch 41
being an unskilled worker 52
being at different levels 887
being at different periods 266
being at different places 489
being at different points 416
being at different stages 1524
