babies born every minute 40
babies were often killed 49
babies were sound asleep 44
babies will sleep through 65
backed away still farther 57
ballet fall river legend 134
banana into small pieces 53
banded eyes could pierce 94
banish away every degree 54
banned from holding meetings 72
banned from holding office 203
banned from holding public 275
banned from white hotels 54
banyan tree which covers 43
barbed wire fence across 117
barbed wire fence around 1993
barbed wire fence before 57
barbed wire fence behind 83
barbed wire fence through 52
barbed wire fence without 90
barbed wire fencing around 171
barbed wire running across 50
barbed wire running through 143
barbed wire strung across 471
barbed wire strung around 244
barber shop visit weddings 106
barely five months before 224
barely five months earlier 82
barely five weeks before 49
barely four months before 505
barely four months earlier 105
barely four weeks before 138
barely made passing grades 50
barely nine months before 103
barely said hello before 107
barely three hours before 95
barely three months before 1103
barely three months earlier 239
barely three weeks before 832
barely three weeks earlier 163
barges were again floating 50
barred door which opened 56
barred from anything better 49
barred from holding meetings 47
barred from holding office 956
barred from holding public 754
barred from passing through 64
barred from raising claims 53
barred from seeking another 41
barred from seeking office 41
barred from seeking relief 163
barrow upon rough ground 43
basket just large enough 48
batter into oiled muffin 56
battle bears within itself 68
battle many times before 112
battle over civil rights 304
battle over human rights 55
battle over trade policy 45
battle over water rights 139
battle ship could hardly 115
battle some months before 40
battle soon after ensued 191
battle taking place around 107
battle taking place before 56
battle taking place inside 87
battle took place almost 62
battle took place around 315
battle took place before 330
battle took place without 81
battle went roaring through 159
bearded chin which marked 66
bearded star shoot arrows 68
became best known through 124
became full legal tender 59
became many times greater 51
became more acute through 59
became more fully engaged 71
became more nearly normal 158
became more truly serious 46
became once again active 42
became once again silent 55
became sick after drinking 71
became their chief center 40
became their chief source 79
became their close friend 105
became their first bishop 93
became their first object 40
became their first pastor 191
became their first victim 46
became their major source 73
became their prime target 48
became very close indeed 87
became very grave indeed 43
became very large indeed 162
became very quiet except 43
became very quiet indeed 57
became very rough indeed 121
became very small indeed 128
became very strong indeed 113
became very wealthy indeed 76
became very wealthy through 186
became well known abroad 154
became well known across 157
became well known amongst 62
became well known around 285
became well known before 73
became well known beyond 79
became well known enough 49
became well known through 1439
became your father through 263
become angry about something 66
become best known through 81
become even worse before 41
become four times greater 49
become four times larger 76
become free moral agents 44
become full grown before 44
become full human agents 136
become high court judges 100
become just large enough 43
become like beaten tracks 40
become like jesus christ 350
become many times greater 141
become many times larger 153
become mere empty shells 58
become mere empty sounds 81
become mere names handed 46
become mere power without 42
become more acute through 70
become more acute unless 76
become more alike through 46
become more alive through 48
become more aware through 74
become more equal across 115
become more fully engaged 380
become more fully formed 71
become more fully myself 42
become more human through 115
become more nearly merged 45
become more nearly normal 261
become more truly itself 42
become much worse before 184
become such after notice 145
become their close friend 44
become their first pastor 43
become their major source 75
become their nursing fathers 59
become three times greater 54
become three times larger 43
become very acute indeed 43
become very broad indeed 42
become very close indeed 127
become very close through 46
become very faint indeed 41
become very grave indeed 56
become very hungry before 43
become very large before 304
become very large indeed 722
become very large without 120
become very shaky indeed 43
become very sharp indeed 70
become very small indeed 400
become very strong indeed 206
become very wealthy indeed 94
become very wealthy through 148
become very wealthy without 78
become void under section 80
become well known abroad 104
become well known across 51
become well known around 297
become well known before 107
become well known enough 139
become well known through 1504
become what others expect 134
become your bosom friend 149
becoming like jesus christ 133
becoming very small indeed 69
becoming well known around 50
becoming well known through 106
becoming what others expect 45
beeves were spread before 114
before adam could answer 48
before alex could answer 46
before been close enough 45
before been either little 69
before been ranged around 88
before been taken notice 120
before cold weather begins 149
before cold weather should 64
before cold weather starts 45
before coming close enough 55
before coming under attack 42
before coming within earshot 54
before dawn until sunset 136
before dick could answer 66
before help could arrive 1240
before help would arrive 41
before high front vowels 724
before jack could answer 69
before john could answer 101
before just about anyone 82
before kate could answer 73
before leaving mount vernon 55
before lord george gordon 68
before making major changes 360
before making major policy 81
before many hours passed 128
before many months elapse 219
before many months passed 520
before many months should 61
before many weeks passed 375
before mark could answer 86
before mary could answer 82
before mike could answer 43
before more blood should 59
before most people thought 54
before nick could answer 77
before once again becoming 123
before once again resuming 42
before other needs become 42
before other nouns assume 65
before pale morning showed 67
before paul could answer 66
before saying anything further 390
before spring growth begins 185
before spring growth starts 183
before such state agency 113
before taking steps toward 58
before their ardor cooled 109
before their brain damage 86
before their brain injury 53
before their breathing images 50
before their child enters 58
before their child reaches 128
before their child starts 58
before their draft boards 42
before their enemy became 53
before their exact nature 42
before their father became 61
before their final demise 76
before their final release 98
before their final return 53
before their first arrest 82
before their first attack 92
before their first battle 126
before their first breeding 51
before their first charge 77
before their first estrus 49
before their first flight 149
before their first lesson 48
before their first menses 51
before their first public 94
before their first release 41
before their first session 125
before their first sexual 154
before their first winter 129
before their house scared 93
before their judge without 87
before their leaves expand 54
before their lives became 41
before their maker breathed 53
before their minds almost 48
before their naked bodies 301
before their names became 43
before their period begins 59
before their period starts 283
before their roots become 44
before their royal master 94
before their shift begins 47
before their shift starts 43
before their terms expire 239
before their wedding nights 45
before their white breasts 93
before there arose sounds 56
before these could arrive 111
before these could become 67
before these people became 42
before these terms became 45
before these words should 51
before those awful powers 45
before those which follow 40
before true labor begins 99
before true study begins 66
before were thumbs became 65
before what would become 46
before what would happen 190
before whom every public 168
before whom jesus christ 65
before whom words recoil 54
before young people become 68
before your bride enters 78
before your child begins 186
before your child enters 133
before your child reaches 320
before your child starts 209
before your class begins 50
before your class starts 93
before your faces through 87
before your father passed 41
before your first letter 57
before your first session 90
before your mercy deigns 41
before your morning coffee 60
before your mother starts 55
before your period begins 190
before your period starts 482
before your shell prompt 46
before your shift starts 83
begins many months before 189
begins nine months before 153
begins some months before 52
begins some weeks before 52
begins soon after injury 57
begins soon after sunset 147
begins three months before 192
begins three weeks before 56
begins till after dinner 59
behave like black bodies 75
behave like rigid bodies 60
behave like smooth muscle 43
behave very badly indeed 87
behaving very badly indeed 147
beheld four canoes entering 73
beheld four moors richly 110
beheld three indian devils 61
beheld vast level regions 126
behind army group center 58
behind dark storm clouds 40
behind four white horses 96
behind other ethnic groups 147
behind other large cities 56
behind other major cities 51
behind some dusky cotton 43
behind some forty million 47
behind some human figure 70
behind some lilac bushes 65
behind some loose bricks 42
behind some nearby bushes 112
behind their backs before 149
behind their backs without 63
behind their curving lashes 60
behind their grade levels 51
behind their music stands 78
behind these legal rights 54
behind those green panels 50
behind were often varied 75
behind what would become 109
behind your belly button 57
behold there stood before 147
behold these waves without 82
behold what gross errors 288
belching forth dense clouds 63
bended hook shall pierce 425
benign sweat gland tumors 86
beside their winding rivers 46
beside these still waters 54
beside those still waters 58
bespeak some quiet corner 79
bestow upon human nature 103
betray their later origin 42
better early warning system 78
better feast never behold 63
better fine motor skills 51
better from human nature 123
