qualifying child care expenses 285
quantity would have produced 102
quantity would have sufficed 84
quarrels which have agitated 96
quarters which were situated 66
quartile median third quartile 207
questioning about what happened 96
questions about having children 56
questions about health problems 114
questions about more specific 96
questions about other children 47
questions about other patients 44
questions about other possible 289
questions about other symptoms 48
questions about race relations 527
questions about reading passages 74
questions about some specific 61
questions about such subjects 96
questions about their academic 171
questions about their accounts 86
questions about their accuracy 136
questions about their adequacy 52
questions about their apparent 40
questions about their attitude 217
questions about their authority 71
questions about their behaviors 114
questions about their benefits 113
questions about their business 602
questions about their capacity 134
questions about their children 1601
questions about their concerns 199
questions about their condition 581
questions about their contents 119
questions about their cultural 269
questions about their daughter 95
questions about their decisions 68
questions about their diagnosis 43
questions about their economic 183
questions about their education 293
questions about their efficacy 133
questions about their emotional 203
questions about their everyday 177
questions about their exposure 41
questions about their families 852
questions about their favorite 318
questions about their finances 75
questions about their financial 261
questions about their functions 134
questions about their heritage 95
questions about their homeland 83
questions about their homework 43
questions about their husbands 144
questions about their identity 949
questions about their immediate 101
questions about their interest 193
questions about their internal 65
questions about their intimate 131
questions about their legality 65
questions about their marriages 148
questions about their operation 167
questions about their partners 125
questions about their patients 180
questions about their personal 2361
questions about their physical 432
questions about their policies 245
questions about their politics 154
questions about their positions 45
questions about their possible 525
questions about their potential 197
questions about their practice 443
questions about their presence 40
questions about their problems 311
questions about their products 455
questions about their programs 87
questions about their progress 140
questions about their projects 144
questions about their purposes 99
questions about their relations 135
questions about their relative 308
questions about their religious 686
questions about their services 111
questions about their situation 201
questions about their specific 203
questions about their students 200
questions about their subjects 43
questions about their symptoms 196
questions about their treatment 460
questions about their ultimate 167
questions about their validity 430
questions about their viability 63
questions about these concepts 68
questions about these elements 95
questions about these materials 46
questions about these passages 99
questions about these pictures 100
questions about these policies 73
questions about these problems 111
questions about these programs 68
questions about these relations 41
questions about these subjects 133
questions about what actually 525
questions about what american 48
questions about what children 131
questions about what education 47
questions about what everyone 47
questions about what happened 6400
questions about what morality 134
questions about what occurred 164
questions about what products 45
questions about what services 41
questions about what specific 78
questions about what students 202
questions about young children 72
questions about your academic 51
questions about your approach 82
questions about your attitude 51
questions about your audience 569
questions about your business 1275
questions about your children 207
questions about your computer 365
questions about your condition 349
questions about your daughter 233
questions about your education 397
questions about your emotional 105
questions about your employer 89
questions about your favorite 185
questions about your finances 127
questions about your financial 362
questions about your hardware 72
questions about your identity 58
questions about your neighbor 46
questions about your operation 94
questions about your personal 1419
questions about your physical 211
questions about your potential 124
questions about your practice 113
questions about your problems 83
questions about your products 99
questions about your property 55
questions about your proposal 81
questions about your proposed 123
questions about your religious 51
questions about your situation 119
questions about your specific 182
questions about your symptoms 661
questions about your treatment 123
questions again were disposed 45
questions arise when discussing 40
questions arising from clinical 44
questions asked were answered 61
questions asked were designed 69
questions focus your attention 60
questions might tend directly 89
questions posed during clinical 77
questions raise other questions 77
questions seeking more detailed 75
questions which have absorbed 52
questions which have actually 96
questions which have affected 49
questions which have agitated 1077
questions which have involved 42
questions which have latterly 50
questions which have occupied 696
questions which have occurred 282
questions which have produced 41
questions which have provoked 68
questions which have received 275
questions which have recently 488
questions which have remained 277
questions which have resulted 57
questions which have troubled 214
questions which make manifest 42
questions which most directly 42
questions which most interest 285
questions which need addressing 48
questions which need attention 43
questions which seem relevant 50
questions which were actually 190
questions which were agitated 572
questions which were answered 783
questions which were designed 462
questions which were destined 67
questions which were directed 166
questions which were directly 71
questions which were disturbing 55
questions which were expected 42
questions which were formerly 125
questions which were included 141
questions which were intended 234
questions which were involved 319
questions which were obviously 112
questions which were perplexing 103
questions which were probably 50
questions which were proposed 434
questions which were referred 140
questions which were relevant 93
questions which were selected 46
questions which were solemnly 51
questions which were supposed 78
questions which when answered 70
questions which will challenge 40
questions which will confront 141
questions which will continue 65
questions which will indicate 72
questions which will interest 48
questions which will probably 299
questions would have produced 40
questions would have provided 63
questions would have remained 77
questions would have required 85
quotation marks here indicate 41
