keen hand 124 keen upon 42
keep clean 93 keep your 197
keep from 55 keep give 40
keep stop 51 keep down 83
keep back 66 keep clean 111
keep calm 46 keep from 48
keep from 104 keep upon 208
keep arms 66 keep their 91
keep warm 48 keep clean 225
keep free 58 keep pure 51
keep from 41 keep clean 51
keep among 127 keep during 52
keep over 47 keep there 41
keep from 319 keep shut 41
keep upon 177 keep clean 83
keep from 84 keep years 40
keep their 42 keep upon 163
keep from 59 keep from 386
keep your 62 kept such 75
kept upon 190 kept over 113
kept upon 59 kept years 77
kept years 353 kept days 68
kept upon 1391 kept over 67
kept arms 301 kept their 115
kept clean 140 kept time 71
kept from 246 kept upon 48
kept years 65 kept years 45
keys hand 82 keys hand 40
kick foot 329 kids know 44
kids been 130 kids heard 40
kids seen 118 kill find 63
kill have 45 kill have 71
kill their 48 kill their 50
kind till 48 kind been 57
kind seen 156 kind have 92
kind among 144 kind been 316
kind been 146 kind been 79
kind among 66 kind find 48
kind have 66 kind have 66
kind find 44 kind find 47
kind like 67 kind nothing 47
kind seen 103 kind have 95
kind nine 98 kind miss 299
kind will 84 kiss once 43
knee hand 94 knee hand 61
knee hand 531 knew well 54
knew come 54 knew over 41
knew mole 40 knew well 56
knew very 56 knew give 44
knew years 48 knew years 99
knew years 75 knew know 104
knew come 56 knew have 42
knew town 40 knew well 60
knew felt 87 knew felt 74
knew felt 91 knew make 46
knew when 57 knew felt 204
knew feel 289 knew have 187
knew look 83 knew react 234
knew take 127 knew feel 94
knew have 86 knew look 63
knew react 198 knew turn 41
knew vote 88 knew were 98
knew turn 216 knew work 41
knew turn 47 knew felt 74
knew feel 264 knew react 97
knew take 76 knew much 92
knew name 49 knew name 58
knew have 52 knew have 44
knew what 113 knew birth 119
knew been 691 knew done 53
knew felt 175 knew heard 82
knew seen 603 knew into 53
knew ready 182 knew back 323
knew back 42 knew down 103
knew good 52 knew into 81
knew coming 77 knew asking 47
knew gone 44 knew when 195
knew away 90 knew from 51
knew there 96 knew from 64
knew angry 111 knew there 574
knew very 73 knew what 47
knew from 41 knew hard 54
knew beings 49 knew were 46
knew whom 99 knew were 61
knew come 97 knew come 71
knew come 82 knew soon 68
knew find 52 knew give 175
knew have 103 knew help 212
knew keep 76 knew make 70
knew send 57 knew take 275
knew must 104 knew were 129
knew were 45 knew knew 73
knew must 55 knew owed 151
knew were 114 knew life 73
knew were 322 knew fears 74
knew were 63 knew were 43
knew move 59 knew word 49
knew knew 69 knew meant 60
knew must 144 knew were 47
knew duty 128 knew task 95
knew wife 82 knew were 335
knew were 49 knew were 47
knew knew 52 knew must 63
knew were 424 knew were 89
knew must 46 knew over 42
knew were 49 knew were 202
knew life 227 knew were 725
knew were 50 knew fears 69
knew fall 53 knew make 60
knew move 134 knew step 88
knew have 47 knew were 70
knew were 67 knew were 163
knew were 81 knew nothing 65
knew also 87 knew call 57
knew come 57 knew face 42
knew feel 97 knew find 192
knew give 142 knew have 873
knew help 160 knew hold 73
knew just 43 knew keep 90
knew learn 50 knew leave 52
knew live 92 knew look 73
knew lose 51 knew love 82
knew make 347 knew only 329
knew play 58 knew rely 295
knew speak 70 knew stay 50
knew stop 49 knew take 206
knew talk 125 knew teach 62
