sad befallen 123 sad befallen 77
sang composed 78 sat breakfast 110
sat breakfast 94 sat repented 66
sat children 67 sat daughter 125
sat notebook 47 sat children 44
sat companion 54 sat daughter 61
sat notebook 50 sat judgment 71
saw constant 49 saw instance 93
saw beautiful 48 saw visionary 50
saw recalled 41 saw activity 41
saw expected 86 saw suffered 79
say personal 55 say tomorrow 72
say sentence 43 say intended 74
say annually 48 say actually 56
say intended 159 say selection 58
say impunity 49 say farewell 40
say problems 63 say terrible 67
say distinct 58 say possibly 116
say plutarch 86 say everyone 55
say likewise 150 say whosoever 1301
say intended 69 say expected 113
say intended 48 say supposed 124
say original 46 say expected 112
say reflects 47 say prepared 123
say underfed 55 seat fastened 204
see problems 68 see happened 58
see document 63 see instance 45
see physician 101 see possible 58
see humility 42 see obstruct 641
see daughter 71 see yourself 237
see relations 67 see relations 84
see received 40 see supposed 51
see actually 106 see expected 88
see prepared 455 see supposed 205
see discover 139 see remember 40
see achieved 67 see prepared 108
see forwards 89 see attitude 44
see intended 51 see actually 77
see describing 127 see supposed 77
see discover 667 see possibly 138
see remember 128 see addressing 46
set expenses 42 set guidance 41
set personal 42 set directly 44
set pertains 60 set imitation 91
set attitude 40 set doctrine 83
set manifold 83 set personal 60
set troubles 51 set possible 269
set fullness 41 set shepherd 72
set possible 120 set flotilla 206
set squadron 76 set caravels 41
set murdered 45 set purchase 56
set murdered 91 set analysis 59
sex bisexual 79 she hesitate 42
she children 77 she beseeching 51
she farewell 57 she daughter 84
she energies 227 she slightly 94
she sufferings 43 she daughter 56
she children 356 she children 167
she children 519 she treasures 50
she opposite 51 she beckoned 55
she children 75 she daughter 83
she children 46 she children 77
she intention 52 she entirely 60
she pneumonia 51 she children 121
she daughter 202 she mistress 87
she slippers 43 she achieved 184
she acquired 47 she betrayed 182
she deserved 46 she mastered 47
she received 221 she regained 58
she suffered 120 she actually 76
she desirous 161 she destined 48
she entitled 317 she expected 91
she supposed 62 she attitude 60
she children 145 she companion 61
she daughter 253 she presence 162
she situation 44 she students 55
she presence 63 she services 58
she deserved 312 she helpless 81
she children 119 she animation 50
she attention 282 she energies 40
she property 62 she children 73
she daughter 46 she attention 96
she authority 55 she complete 45
she daughter 102 she sweetest 57
she breakfast 99 she medicine 92
she daughter 216 she faithless 61
she malicious 61 she daughter 56
she slightly 85 she beautiful 43
she remember 77 she consider 44
she remember 106 she remember 65
she expected 112 she listened 77
she prepared 67 she slightly 51
she straight 52 she happened 42
she betrayed 43 she deserved 47
she offended 88 she received 45
she accepted 48 she beautiful 221
she destined 176 she entitled 64
she expected 233 she finished 71
she forgiven 59 she helpless 75
she indebted 44 she innocent 102
she mistaken 69 she pregnant 1531
she probably 166 she supposed 464
she terminal 49 she unlikely 57
she children 139 she companion 52
she daughter 719 she mistress 108
she presence 147 she presence 57
she everyone 50 she deserved 94
she probably 77 she probably 56
she unlikely 91 she directly 61
she stiffest 60 she suddenly 82
she daughter 48 she maternal 50
she property 210 she children 107
she returned 532 she returned 40
she children 56 she children 96
she colonies 55 she property 59
she journeys 58 she children 97
she daughter 82 she decisions 246
she personal 42 she directly 83
she homeward 61 she silently 82
she straight 204 she upstairs 1346
she chaplain 46 she decisions 43
she portrait 93 she business 268
she questions 83 she involved 49
she children 42 she beautiful 89
she interest 54 she children 64
she troubles 67 she business 64
she purchase 62 she business 78
she rewarded 45 she accepted 41
she actually 55 she expected 69
she intended 81 she obtained 41
she prepared 71 she promised 171
she received 364 she recently 53
she suffered 89 she actually 43
she conscious 49 she eighteen 60
she grateful 79 she innocent 47
she pregnant 340 she prepared 109
she relieved 55 she resolved 138
she children 53 she daughter 215
she believed 416 she expected 180
she intended 196 she received 68
she scarcely 54 she supposed 96
she wondered 46 she favorite 49
she beautiful 44 she sweetest 293
she innocent 95 she received 42
she daughter 50 she believes 112
she forgetting 44 she daughter 48
she children 52 she children 135
she daughter 85 she daughter 107
she physician 184 she children 63
she portrait 94 she beseeching 66
she attention 76 she energies 75
she backward 42 she disguise 41
she disguise 80 she illusory 56
she distress 164 she troubles 92
she accepted 62 she believed 95
she intended 145 she formerly 40
she wherever 49 she intention 59
she seriously 131 she opposite 320
she children 218 she homeward 42
she straight 113 she beautiful 43
she disguise 44 she kerchief 83
she necklace 85 she raincoat 71
she slippers 85 she underwear 50
she hairpins 62 she lipstick 74
she notebook 273 she scissors 70
she wherever 72 she children 54
she students 47 she patience 45
she homeward 116 she somebody 44
she returned 121 she attended 42
she followed 63 she received 81
she children 132 she daughter 166
she bitterly 249 she silently 72
she daughter 881 she mistress 54
she daughter 981 she daughter 57
she blanched 55 she daughter 75
she questions 215 she children 50
she expenses 53 she questions 47
she children 125 she anywhere 57
she involved 61 she pregnant 389
she continue 50 she attention 88
sin required 92 sit yourself 151
sit everyone 54 sit somebody 123
sit yourself 58 sit yourself 251
sit attention 210 sit employee 79
sit children 43 sit children 67
sit sometime 45 sit servants 42
sit superiors 54 six arrested 104
six eighteen 254 six fourteen 65
six gentiles 45 six daughter 4922
six eligible 53 six returned 87
six followed 58 six probably 51
six suffered 43 son lifetime 138
son daughter 46 son daughter 106
son grandson 82 sum provided 52
sum retained 61 sum domestic 54
