safe fate 64 said eyes 52
said have 60 said mike 131
said part 84 said want 45
said were 274 said else 120
said years 241 said years 118
said years 73 said years 211
said ever 180 said nothing 40
said there 133 said half 68
said five 60 said some 74
said give 76 said have 104
said have 61 said give 48
said have 153 said make 43
said make 75 said were 47
said unto 69 said unto 249
said made 54 said only 61
said were 92 said when 152
said been 1148 said been 120
said wrong 264 said such 63
said nothing 189 said hope 70
said much 101 said some 102
said time 289 said were 55
said felt 53 said have 45
said felt 66 said meant 47
said think 73 said have 45
said true 175 said what 46
said find 59 said speak 726
said talk 113 said came 110
said heard 66 said have 65
said came 49 said heard 58
said came 147 sail come 47
sail well 42 sake else 260
sake seem 44 salt pork 58
salt corn 108 same most 97
same areas 52 same were 66
same eliot 82 same tone 50
same have 58 same give 79
same from 49 same have 43
same kept 74 same size 58
same said 45 same laws 85
same three 57 same many 41
same find 86 same other 128
same into 43 same have 92
same have 61 same there 42
same were 129 same life 50
same have 45 same have 79
same more 62 same held 40
same lots 79 same been 44
same upon 50 same your 41
same from 91 same have 42
same were 93 same when 44
same will 79 same from 102
same from 57 same been 115
same when 52 same also 40
same next 58 same only 182
same there 101 same were 152
same when 52 same will 92
same have 46 same keep 41
same like 101 same have 54
same have 60 same into 61
same rise 53 same been 47
same hand 60 same died 44
same were 115 same hand 284
same what 52 same also 42
same tell 41 same have 80
same like 47 same feel 116
same have 50 same give 96
same have 393 same like 67
same take 103 same rode 101
same other 43 same beings 66
same have 56 same were 258
same have 58 same were 201
same were 63 same were 64
same have 123 same were 478
same also 114 same have 118
same make 46 same into 51
same also 51 same have 172
same have 44 same their 46
same have 44 same also 125
same give 86 same have 849
same like 154 same make 103
same take 62 same must 92
same have 128 same from 55
same were 41 same fire 85
same other 63 same have 41
same have 64 same have 203
same have 92 same have 125
same been 121 same work 47
same snow 103 same used 45
same used 52 same from 48
sand away 140 sand rise 43
sank fast 42 sank over 187
sank rose 154 sank their 125
sank among 41 sank amid 41
sank once 115 sank deep 42
save from 216 save more 596
save have 41 save less 969
save from 157 save from 119
save from 93 save from 45
save from 56 save have 45
save during 194 save over 157
save when 680 save when 182
save from 89 save from 557
save upon 80 saving list 76
saving from 166 saving have 66
saying your 51 saying ever 48
saying their 42 saying your 40
saying been 76 saying wrong 68
saying been 45 saying been 50
saying felt 71 saying meant 42
saying have 62 saying have 61
saying feel 177 saying felt 51
saying think 252 saying want 47
saying have 111 saying like 130
saying feel 211 saying think 399
saying want 93 saying like 92
says else 204 says some 48
says when 210 says been 253
says have 84 says back 90
says come 130 seats their 46
seed wall 50 seed form 61
seeing soon 130 seeing there 72
seek from 56 seek evil 494
seek here 40 seem have 44
seem upon 40 seem else 96
seem feet 57 seem years 42
seem nothing 74 seen length 50
seen such 314 seen along 40
seen side 63 seen away 53
seen there 60 seen forth 56
seen were 42 seen have 40
seen years 75 seen years 62
seen years 122 seen these 159
seen hand 57 seen like 90
seen meant 43 seen seen 97
seen girl 104 seen into 50
seen came 70 sees nothing 93
sell grow 59 send till 41
send among 51 send afar 163
send cloth 41 send asking 50
sent more 58 sent years 45
sent from 45 sent lava 41
sent name 2463 sent into 83
sent aerial 90 sent unto 588
sent away 214 sent into 163
sent like 48 sets upon 94
sham from 50 shed into 87
shed upon 302 shed upon 182
shew have 73 ship stop 91
ship tell 56 ship want 95
shoes thongs 50 shot like 40
shot from 58 show unto 131
show will 51 show else 663
show were 43 show have 51
show have 166 show know 54
show have 48 show have 243
show like 45 show look 40
show like 91 show what 81
shut were 53 shut hope 83
shut eyes 51 shut other 65
side length 97 side open 117
side open 159 side line 59
side iron 55 side been 42
side room 123 side view 214
side their 61 sigh mouth 42
sign send 41 silt loam 195
silt clay 375 single hood 59
single sell 41 single half 110
single there 107 single from 40
single during 59 single from 365
single band 60 single single 53
single over 60 single single 47
single have 65 single have 57
single have 55 sins away 48
sits upon 42 sits away 52
sits into 56 size foot 348
size else 118 skim milk 522
skim milk 750 skin diving 239
skin else 98 slang lice 109
slid like 42 slid like 86
slid like 98 slid home 70
slip into 53 slip into 116
slow your 42 slow more 107
slow life 529 slow your 48
slow more 337 slow some 49
slow time 181 slow over 43
slow rate 101 slow eyes 57
slow fall 62 slow tread 232
snap corn 147 snow when 54
soap form 57 soft down 53
soft down 50 soft from 67
soil away 156 sold into 84
sold into 81 some have 137
some have 102 some some 75
some into 199 some birth 115
some from 109 some have 158
some were 163 some will 93
some some 152 some some 49
some rule 53 some help 63
some help 139 some tell 110
some like 54 some gulf 100
some only 44 some back 60
some need 63 some were 59
some from 62 some years 58
some years 202 some years 47
some years 491 some some 52
some from 50 some from 68
some some 69 some have 48
some there 92 some lose 160
some like 45 some were 72
some evil 67 some from 74
some having 53 some living 52
some your 75 some deed 45
some from 44 some have 76
some care 71 some care 62
some there 227 some your 54
some help 72 some help 361
some work 45 some help 76
some like 42 some want 54
some their 80 some poor 57
some more 129 some left 85
some give 40 some lady 44
some eggs 41 some some 42
some less 1412 some down 51
some into 85 some years 41
some years 52 some years 49
some hand 97 some form 52
some more 72 some along 42
some have 152 some come 48
some have 232 some have 89
some have 67 some along 46
some have 146 some more 47
some took 348 some were 235
some will 61 some have 58
some will 154 some have 164
some away 70 some from 133
some when 100 some make 48
some rich 78 some fish 44
some spot 62 some poor 237
some there 46 some fall 61
some have 51 some give 57
some tell 140 some tale 44
some have 46 some very 124
some years 54 some your 58
some give 47 some down 86
some have 99 some some 42
some have 62 some only 42
some have 65 some into 54
some been 67 some when 41
some some 117 some have 80
some were 58 some have 116
some like 99 some down 65
some have 108 some only 130
some there 158 some have 132
some side 42 some have 57
some there 61 some grow 48
some have 116 some vote 57
some there 50 some eyes 108
some know 99 some come 40
some your 79 some your 60
some your 50 some your 165
some help 218 some will 71
some hour 61 some hair 71
some have 40 some help 48
some make 43 some help 56
some like 56 some back 62
some their 69 some least 93
some call 47 some will 48
some bread 41 some keep 96
some have 135 some have 382
some come 42 some take 79
sons wife 157 soon dream 79
soon full 91 soon full 59
soon from 48 soon from 51
soon over 44 soon sick 40
soon felt 89 soon their 41
soon among 55 soon among 259
soon from 61 soon among 211
soon among 120 sore feel 117
soul life 88 soul love 45
soul these 46 soul else 228
soul thine 59 soul over 52
sour bits 75 sour well 68
sour dill 56 sour there 87
span years 126 span years 113
span years 165 speak your 91
speak upon 223 speak care 53
speak well 271 speak have 102
spin bled 55 spot back 132
spot died 42 spot back 63
spring have 48 spring base 43
spring side 42 spring wheat 107
spring their 59 spun cloth 44
spur gears 90 star over 48
stay from 120 stay your 71
stay your 48 stay your 76
stay over 705 stay these 58
stay your 69 stay some 44
stay life 48 stay kids 163
stay their 1238 stay your 78
stay time 183 stay over 115
stay soap 85 stay some 40
stay their 100 stay days 90
stay days 93 stay days 68
stay when 56 stay come 116
stay three 229 stay days 103
stay days 120 stay some 138
stay days 233 stay years 190
steal from 97 steal face 81
steal from 46 steal away 231
steal find 41 steal from 76
stem rise 353 stem rust 63
step your 100 step look 54
step what 101 step step 127
step into 134 step into 51
step room 120 stir till 46
stir till 225 stop from 54
such rose 44 such have 44
such were 49 such come 40
such have 40 such have 151
such used 45 such having 69
such such 61 such having 59
such such 54 such only 64
such such 358 such such 654
such foul 49 such what 51
such such 76 such knew 55
such laws 2627 such have 69
such such 56 such been 86
such such 66 such such 116
such your 61 such self 110
such such 83 such such 205
such such 51 such have 57
such such 1729 such such 96
such here 46 such used 40
such such 83 such just 43
such been 47 such been 56
such years 107 such come 53
suck from 55 sums upon 40
sunk mouth 74 sure come 46
sure know 59 sure here 58
sure many 70 sure pups 262
sure some 105 sure when 421
sure been 136 sure been 158
sure seen 60 sure some 42
sure like 101 sure have 53
sure find 173 sure have 370
sure tell 43 sure means 57
sure want 64 sure find 122
sure have 79 sure think 49
sure want 53 sure call 92
sure have 61 sure like 89
sure came 86 sure have 122
sure talk 95 sure find 58
swan nest 44 sweat shoes 106
swinging hand 96 swung hand 44
